wl GRA01 GRA02 GRA03 GRA04 GRA05 GRA06 GRA07 GRA08 GRA09 GRA10 GRA11 GRA12 GRA13
433 0.0135326422682603 0.012798344792712 0.0132440495522876 0.0128337386869642 0.0138743923019353 0.0148084083964991 0.015635535310286 0.016058495670416 0.0201910675801349 0.0146706172216528 0.0153502094308099 0.0165143095795574 0.0130941929246247
434 0.0137657125083865 0.013065391937839 0.013464717901642 0.0130474594617275 0.0141715920525109 0.0150129943395132 0.0159259744436545 0.0163719220801237 0.0202670024484029 0.0149415363487374 0.0155409585128317 0.01670903050923 0.0133540812988323
435 0.0137972896751752 0.0131388077031919 0.0136012028860698 0.0131815309749201 0.0142982840537091 0.0151443710548585 0.0161462160532833 0.016630929765493 0.0202982352117102 0.0150852682827391 0.0156140619888706 0.01683525122937 0.0135067804123386
436 0.0137525092861015 0.0130683577913465 0.0135723188472544 0.0130839473012243 0.014115090828657 0.0149755463881139 0.0161493458145185 0.0166273346237328 0.0202869962748553 0.014888694948696 0.0155725251463812 0.0168485630609143 0.0134462383560181
437 0.0136650289739506 0.0128706707668213 0.0135112679784418 0.0129658481043296 0.0140128767495087 0.0148915580165166 0.0158490680959711 0.0163537335563106 0.0203282738804672 0.014849115063344 0.0154041552824474 0.016523375481355 0.0131355160069032
438 0.0137512628972403 0.0129755075779645 0.0135703326481329 0.0130339035977246 0.0141243386099615 0.0149824114674812 0.0159431046058481 0.016381356736585 0.0204035299975244 0.0148599455975366 0.0154593422027608 0.016497106295214 0.013159458458179
439 0.0139676960109388 0.0132642960451613 0.0138343303289018 0.0133693008029304 0.0144295123135286 0.015261124120156 0.0163941658754527 0.0167590992651629 0.0206305556843664 0.0150856017929381 0.0157249951945399 0.0169557231685616 0.0135469962838564
440 0.0141763076769698 0.0133680410039247 0.0139761567989608 0.0134269635933019 0.0145810314537668 0.0153475653057094 0.016433422658153 0.0167518374668842 0.0207803737719763 0.0151651695111315 0.015872299208934 0.0171949398615224 0.0135176359568713
441 0.014371842296396 0.0134858214800717 0.014020431800229 0.0136183381731575 0.0146362751224646 0.0155428475196951 0.0164498258127193 0.0168024498544739 0.0209815280966038 0.0152961664219143 0.0159559500347248 0.0170468032641311 0.0136405837477336
442 0.0146774913568821 0.01389843425495 0.0144119150351852 0.0139877617241333 0.0148800478373986 0.0158947175263379 0.0170469262723006 0.0171331082642227 0.021331254213714 0.0157292409121851 0.0163617923043815 0.0174942621592713 0.0142166503428652
443 0.0145937092252772 0.0138481621105226 0.0143115203984755 0.0139160084102312 0.0148304695828553 0.0157739743271925 0.0168132034899904 0.0171270773130362 0.0213033348375876 0.0156164284765792 0.0162218389463699 0.017312122207736 0.0141718717113256
444 0.0141378695684254 0.0133247793005939 0.013883855900355 0.0133743884779311 0.0145222529312976 0.0153391289107159 0.0161823652506877 0.0166760356047411 0.0209532594107125 0.0151411509546152 0.0157825478328848 0.0167899819332599 0.0137000673816771
445 0.0141463999677306 0.0133952026397604 0.0138270301890718 0.0133773653294549 0.0144851109790192 0.0153878759734572 0.0163849210668743 0.0166960271881294 0.0209695649497826 0.01518953236501 0.0158018622547728 0.0169939819044266 0.0135307812373057
446 0.0141162927138072 0.013374090393442 0.0138587861623994 0.0134315977378918 0.0144285451242143 0.0154535007390396 0.016398326070915 0.016827839335738 0.0209160572621623 0.0152578207785557 0.0157807800360872 0.0169781200033635 0.0134573834033182
447 0.0139032626364755 0.0131651136806327 0.0136744003963588 0.0132444971253584 0.0142920077469909 0.0151098573210919 0.0161539103596488 0.0165083811500496 0.0207369817572435 0.0149767501619856 0.0154862130852298 0.0166028636212076 0.0132908827755444
448 0.0141152818175187 0.0133520890219295 0.0138617851072976 0.0134411599660024 0.0144651579769658 0.0152759652546333 0.0163272863110092 0.0167165246596296 0.0210215227910858 0.0151594776663626 0.0156749768764201 0.0168393106661619 0.0135466496969989
449 0.014448518900461 0.0137243161403873 0.0142515726931693 0.0138325032252439 0.0148400051708389 0.0157903932605199 0.0166975251745656 0.0171316379027092 0.0214669305759838 0.0155733388400217 0.0160519477438033 0.0173476039219513 0.0140149270500613
450 0.0144681308450204 0.0136745704386072 0.0141395778554455 0.0136211922665229 0.014700108803471 0.0157370080237438 0.0166703015195858 0.0169354463469014 0.0213851069553143 0.015410918880885 0.015943567620246 0.0172917069418303 0.0139250641081275
451 0.0144303945623769 0.0136328648286003 0.0140863803360923 0.0135463299481742 0.014740069920432 0.0156363190436603 0.0165869710671995 0.0168930174930385 0.0213531422574377 0.0153845278742091 0.0159388841812063 0.0172168822091808 0.0137779366391854
452 0.0144608153800292 0.0137853644255459 0.0141563275558252 0.0137921931175655 0.0149241435000785 0.0157813649437925 0.0167389865105963 0.0171181019044187 0.0216482967953671 0.0155041840789854 0.0161945535195789 0.0173454633809067 0.013857840703396
453 0.0146321090630678 0.0138979313892772 0.0143895707888969 0.0139678131647838 0.0150675432285728 0.0157946032776862 0.0169587264014347 0.017307714280714 0.0217997302337622 0.0156924856265688 0.016305006608807 0.0174302995291618 0.0142291507815238
454 0.0146857873401517 0.0140006638714851 0.0146001483948026 0.0141112495896442 0.015121014469287 0.0158758468250688 0.0170678747476749 0.0174310832503097 0.0218101467248054 0.0158424191019733 0.0164258306965793 0.0175621748506051 0.0143842433230276
455 0.0148069458406568 0.0141260238568322 0.0145211095166882 0.0140693010069547 0.0151113260963828 0.015897428941412 0.0170804998152321 0.01738703420441 0.0219110341765302 0.015800277123074 0.0164427963827056 0.0176113838063773 0.0142258453618973
456 0.0148035570207448 0.014113985485897 0.0145728948228197 0.0140611149516699 0.0151308215757674 0.0160329102727781 0.0171142669485786 0.0173466341299658 0.0218397951003028 0.0158262181364667 0.0164123994741751 0.0176077653852893 0.014115285285054
457 0.014785739620525 0.0139553954458581 0.0144542127046605 0.0140342389657968 0.0151655763743379 0.0158886287505439 0.0169946238861133 0.0172548492903424 0.021826363087211 0.0159088519406291 0.0164161635018037 0.0173994412822388 0.0141191538626912
458 0.0145388534660162 0.0136417576185685 0.0141935664311315 0.0137604776171757 0.0148612218467688 0.0156677875998918 0.0168647119946894 0.0170224908285083 0.0216734744244423 0.015650055565747 0.016119120258978 0.0173276188360628 0.0139926503942476
459 0.0145795042873718 0.0137134229189443 0.0142097014188022 0.0138552468276478 0.0149117859980537 0.0158453083608904 0.0168926159105632 0.0171277390607074 0.0216505374097797 0.0156345426114622 0.0161587748796224 0.0172962181617906 0.0140512670654317
460 0.0149869741972387 0.0141590578400833 0.0147069188690643 0.0143175229200888 0.0154046153898159 0.0163523140070211 0.0171177146042081 0.0175964129775746 0.021940529005785 0.0160946086623124 0.0165789057045056 0.0177606108019302 0.0142331447240128
461 0.014874772096 0.0142178884272715 0.014693839117313 0.0142734074312052 0.0152581039857466 0.0161744411841131 0.0170263887535243 0.0175378015232448 0.0220993325728665 0.0160826841250151 0.0165518021467043 0.0176442163508523 0.0142676488762879
462 0.0146113558217744 0.0138834510668128 0.0144198488425458 0.0139265105683828 0.0150336592653551 0.0158142128338719 0.0168623841820558 0.0172616116752958 0.0218881241130811 0.0157191082141907 0.0163355962521667 0.017364482200315 0.0140857629624582
463 0.0147350509029918 0.0139970252872074 0.0144551406435217 0.0141231547293603 0.0152262512205942 0.0160436733058616 0.0170784305720744 0.0174284857426006 0.0221463342838046 0.0159319232399148 0.0163478508286818 0.0173110128502039 0.0141811969987763
464 0.0150074001995819 0.0142099581507103 0.0146337464225817 0.014319030556198 0.015416721552674 0.0162936941757667 0.0171841925766933 0.0174907171853802 0.0223573986571101 0.0161352993217988 0.0164166879714325 0.0175912110495077 0.014215896500215
465 0.0151420040133488 0.0143091260393196 0.0148619038218608 0.014493009826985 0.0154785050401895 0.0164489364935084 0.0174143074649908 0.0176856568897149 0.0224213474190248 0.0162970673986578 0.016687518878035 0.0179358355112739 0.0144547451869186
466 0.0153854158712737 0.0146159574483603 0.0150156652062135 0.0146937526049738 0.0157377647091827 0.0167486141208602 0.0177148480293007 0.017913196633218 0.0225437320976159 0.0165518089538541 0.0169589710031624 0.018150478857238 0.0146885880276176
467 0.0151577844291947 0.0144265740272986 0.0149041038058242 0.0145080032189123 0.0155172862833825 0.0165218258583453 0.01738497016597 0.0177651666138948 0.0222944220320614 0.0163712894469612 0.0167742085331918 0.0178845309128643 0.0144586939837012
468 0.0143667634029073 0.0134967802022991 0.0141711691368528 0.0137364347225837 0.0147294171444326 0.0155723229419888 0.0166976361517151 0.0170272714927798 0.0215514696124412 0.0155116270377278 0.0160217341059888 0.0169893536983523 0.0135993459930587
469 0.0143411565649579 0.0135323213995522 0.0141341108691731 0.0137259177750887 0.0148343598374261 0.0158115669271144 0.016604939452388 0.0169645896440251 0.0215910012688809 0.0156140512316332 0.0160146589606111 0.0170640708273744 0.0136237407177797
470 0.0149789479924634 0.0140931933530079 0.014590701141202 0.0143295699477851 0.0154080319931883 0.0163932384150452 0.0170232856455665 0.017498085627208 0.0222466003598715 0.0161081164154236 0.0165204270193582 0.0175660545719911 0.0142580738267007
471 0.0148638134809107 0.0140161708534059 0.0145581183114109 0.0141943142026335 0.0151651652577798 0.0160812355946286 0.0170141997584354 0.0172875979058097 0.0219667510638399 0.0159351022780726 0.0164451853398454 0.017540062956748 0.0139754783188977
472 0.0148265482009732 0.0140074454064092 0.0145857458534253 0.0140633514400124 0.0151781935664279 0.0161032386361851 0.0171299869240671 0.0172887317137409 0.0219902985102152 0.0159716656473577 0.016406666328339 0.0175254700307459 0.0136757957542561
473 0.0150542210402952 0.0143065314227548 0.0147537167495085 0.0143828864584516 0.0154537434217233 0.0162228427006557 0.0171816505291326 0.0175525955375655 0.0223314070104859 0.0162101600574219 0.0165579491510727 0.0177883949795054 0.0142843654764396
474 0.015041914105751 0.0142962468508714 0.0146877571612802 0.0143323312767368 0.015565457630717 0.0163747791494399 0.0172598521606987 0.017643038224231 0.0221967819476728 0.016172374748255 0.0165226106679014 0.0175935368719977 0.0142997660446728
475 0.0149769848652023 0.0141919728746815 0.0146239225918611 0.0142426732944306 0.0154238325955623 0.0163672260086473 0.0172184724513202 0.0175005195982205 0.0221925092200042 0.0161449183361427 0.0164158667370067 0.0174583991199044 0.0141425529174733
476 0.0151056524660148 0.01427131928181 0.0147234258236093 0.014402216632539 0.0154665076841957 0.0161546104754337 0.0175833822922044 0.0176214253575922 0.0223602417957817 0.0162113939257788 0.0165509868218419 0.0176587466705814 0.0142796907703881
477 0.0151427494722839 0.0143475167556423 0.014889528765164 0.0145025956970547 0.0155311317591983 0.0162573198496568 0.0176390810693167 0.017700679133167 0.0226569448001829 0.0163454966699207 0.0167079350167281 0.0177227598819349 0.0144205039252029
478 0.0152576006373773 0.0145304699677439 0.0150602730981901 0.0145996081400281 0.0156433361354193 0.0164793712665512 0.0175273534073827 0.0178547688920533 0.0228111017508833 0.01637321288917 0.0167117996600605 0.0177412156134183 0.0146081912108092
479 0.0152405322057941 0.0144218579360929 0.0148985296128088 0.0145122196452217 0.0156077249673724 0.0165436318392736 0.0174529948556253 0.0176479671745071 0.0225432386656578 0.0162979645648305 0.0166699345580533 0.01795370172032 0.01447318626812
480 0.0151872078054114 0.0144159827646699 0.0147323444764517 0.0144612423238761 0.0156783714775508 0.0164043824793522 0.0173293129061773 0.0175668252405142 0.0224859190091506 0.0163096506672145 0.0165506184035755 0.0179131641166821 0.0143221323904138
481 0.0152083232207439 0.0144793689877193 0.0148854545611712 0.0144605678831253 0.0156748682260335 0.0165043693035645 0.0174762875016374 0.0175904115363977 0.0225434096060845 0.0163056278305553 0.0167311586666942 0.0179977854260354 0.0143367357625269
482 0.0151215865120502 0.0144708633279275 0.0148418345930822 0.0143967630851728 0.0155608495278905 0.0163818698093317 0.0174707228497147 0.0175915974017977 0.0225454269406189 0.0162193663317909 0.016679638965621 0.0179223205174272 0.0143678171532359
483 0.0151648299347949 0.0143947728360273 0.0147768810380574 0.01430905543009 0.0154806911312339 0.0164102166367692 0.0174226136452854 0.0176263700874483 0.0227136151774957 0.0161306885601371 0.0165569827023891 0.0178441986476677 0.0143389608079431
484 0.0151085622973637 0.0142937236952571 0.0148662013741984 0.014424854737063 0.0154564701382483 0.0163683290550729 0.0173914307985043 0.0176004361340175 0.0226597840525598 0.0161962133597716 0.0165639792102778 0.0178016915813776 0.0141756932438926
485 0.0153598678970925 0.0144745404666004 0.015073165848848 0.0146740560431302 0.0157221595195462 0.0165001129626957 0.0177966845562429 0.017804208993886 0.0230075236685949 0.0164375141858808 0.0166885297752222 0.017959329514403 0.0143722395757175
486 0.0156074874846591 0.0148488514634832 0.0153408555439274 0.0149748239907709 0.0160949952200461 0.0167752909060386 0.0179427860569441 0.0181136559768448 0.0231767166657888 0.0167506821144818 0.0170528752563269 0.0183547014682306 0.0143718073087583
487 0.0153656756800152 0.0145150845161634 0.01504376827977 0.0147627276001252 0.0157798225916901 0.0166768746174329 0.0176477508224576 0.0178138893364593 0.0228322434015365 0.0164487296026429 0.0167650692698176 0.0179563000647037 0.0143107024980909
488 0.0150541098489882 0.0142385872588261 0.0147445885348915 0.0143719065549037 0.0154816972543917 0.0165911387104963 0.0173025387514347 0.0175539896219535 0.0225535090630579 0.0160701112378593 0.0164845889197577 0.0176142602988469 0.0139518409788705
489 0.0150940540619519 0.0143721053390056 0.0147362413813613 0.0144737443336993 0.015523357774706 0.0165916311633738 0.0173443782763887 0.017558024339188 0.0225411263178868 0.0162132847869151 0.0164615499631384 0.0178436309480694 0.0140528057221358
490 0.0150221146449397 0.0142563722329526 0.0147306310127667 0.0143485123352945 0.0154805745773791 0.016450464797328 0.0175536205907313 0.017466186980328 0.0225645592092672 0.0161428804560571 0.0164090927349485 0.017711621819198 0.0141217334012361
491 0.0149505865704488 0.0142618188194881 0.0145545271378942 0.0142966518326134 0.0153987231236645 0.016277819400229 0.0174480808136669 0.0174139331917945 0.0225293781397226 0.0159842617012518 0.0163288663315835 0.017430714765356 0.0139866279241482
492 0.0152654955220175 0.0145802817402208 0.0149547533672343 0.0147335701959977 0.0157999350038602 0.0168407413122282 0.0176424901773641 0.0178037797360008 0.0227940788469953 0.0163305177790093 0.0166817407611319 0.0177903333802309 0.014370276764277
493 0.0154910250564711 0.0147786943937168 0.0151739748813054 0.0148316588265074 0.0159702617411084 0.0169058563950784 0.0176703116390487 0.0180522827546417 0.0228811728015052 0.0164305624619212 0.0168165797589912 0.018028510404164 0.0144726781306158
494 0.0153830129949969 0.0145602590260228 0.0150670727111767 0.0146554000408835 0.0157422137549489 0.0166344908490828 0.0177082368932174 0.0177868687839041 0.0229455101325941 0.0162982385930823 0.0166239857894716 0.0178755416717563 0.0139973635996448
495 0.015234179204288 0.0144859451126843 0.0149395889516725 0.0145626527334141 0.015691783357951 0.0166978298520779 0.0175724755549781 0.0176001120189296 0.0228570786288878 0.0161368002434263 0.0166603660918152 0.0175685805650815 0.0139411201318097
496 0.0152610512894324 0.0145284007821144 0.0149840055497498 0.0147315326758181 0.0158504624498626 0.0167237733938075 0.0177071964840651 0.0176741872462621 0.0230370718105942 0.0161714676267524 0.0167659389833412 0.0176618581027278 0.0141090675330851
497 0.0155825237350353 0.0148946626438409 0.015302603100902 0.014910709334466 0.01604797127061 0.016955322793391 0.0180827298579679 0.0181585318713214 0.0233959163753978 0.0165196553461946 0.0169161513051281 0.0179799123241674 0.0144377283512784
498 0.0155115325671996 0.0148695868755127 0.0152283862713631 0.0149509657794033 0.0160405178407253 0.0169609469225311 0.0180894230474765 0.0181042425356043 0.0232685592606855 0.0165178039106833 0.0168270258268778 0.018054514376899 0.014516830931265
499 0.0152723501913213 0.0145063769619311 0.0148513777730351 0.0146488956643425 0.0158193024976255 0.0165413123583507 0.0174180531950965 0.0176926375141192 0.0231415564470878 0.0162116503588188 0.0164794346618546 0.0177969642900058 0.0140296819636605
500 0.0150456774607498 0.0143543662927284 0.014714277232069 0.0144239796721249 0.0155518651840966 0.016445056378459 0.0175837887118315 0.0175624056788366 0.0227819623457867 0.0159742740860821 0.0163128755579083 0.0175921383938668 0.0137760394418217
501 0.0150845004520114 0.0144092345641575 0.0147439919982979 0.0144454484613271 0.0155866325273754 0.0165163494435247 0.0176068748120016 0.0175255535203495 0.0228503169785912 0.0160673786355533 0.016327132340294 0.0176008344073189 0.0137216799987609
502 0.0153793809606828 0.0147105566840826 0.0150233526593931 0.014787341309481 0.0158505983405715 0.0167749720808933 0.018003101169713 0.0176810379448948 0.0231924047727387 0.0163343689990513 0.0166722229695375 0.0178793408970277 0.0139487199783608
503 0.0157278543310872 0.0150590728097124 0.0154731143778624 0.0152226453313429 0.0163116383986597 0.0172398714926641 0.0182385545149109 0.0181047901976777 0.023645081691147 0.0167808892486102 0.0170249238897181 0.018357490853048 0.0144483852350797
504 0.0160383664484075 0.0154333990036154 0.0157614733310508 0.0155418018357279 0.0165567968773651 0.0177438169931561 0.0184172833428523 0.0184830153749147 0.0242535483738989 0.0170440158723343 0.0172290757279876 0.0184762149635523 0.0147555428656765
505 0.0157712662566373 0.0151908346110256 0.0155050443090415 0.015296917529354 0.0163411994821499 0.0175640992475984 0.0181579305526813 0.0182067042183489 0.0238778334551593 0.0168180310760117 0.0171664104921828 0.0184481444204741 0.01453432167741
506 0.0157058781849625 0.0150676478043659 0.0153380304136769 0.0152041516084261 0.0163074165718935 0.0173530359429528 0.0181492610972424 0.0180564157785331 0.0238106605910406 0.016780848058172 0.0171097074450812 0.0184312648353025 0.0145028130090333
507 0.0158639020832434 0.0151646191559675 0.0154270377967352 0.0152921522500419 0.0164399347870751 0.0172212352610308 0.0182728924219446 0.018256158989956 0.0239419319290723 0.0169161869392272 0.0170884241699957 0.0183493410885825 0.0144748779592378
508 0.0158270718814714 0.0151296216714521 0.0154451922917636 0.0152886054278632 0.0163830599227375 0.0173816121693206 0.0182750917782279 0.0183273341743291 0.0239569178899263 0.0169413197023169 0.0172126084920021 0.0183555962676682 0.014532837154334
509 0.0158960662939598 0.015134878061563 0.0154656116766017 0.0153669173301496 0.0164110601929915 0.0175271893071588 0.0183169245896972 0.0183101328662673 0.0240832670106122 0.0170539573619966 0.0172084747109915 0.0183446142129607 0.0146741690615953
510 0.0160348274956541 0.0153264723857296 0.0156901608687631 0.0156108857155535 0.0167782214916874 0.0177802731646044 0.0185632151523627 0.0184528241842386 0.0244461795542579 0.0172375642301192 0.0173652226838233 0.018589982367904 0.0147100015008454
511 0.0161502669221105 0.0154931662150554 0.0157997936470416 0.0157351708997513 0.0168326060141444 0.017813470548521 0.0187400580674539 0.018554117219393 0.0246160325573829 0.0173227633857648 0.017487280953553 0.0186560031753559 0.0147300932665683
512 0.0161677098753195 0.0154197588002274 0.0158538903457175 0.01570640128776 0.016715375869695 0.0177845398466037 0.0186418816692446 0.0185172219201726 0.024631451709594 0.0173667419779129 0.0174338758750369 0.0185927099940289 0.0148455501173443
513 0.0161275926418208 0.0153601709905827 0.0158260364050329 0.0156365755074592 0.0167283664597696 0.0177543436208461 0.018736694427353 0.0184877616661453 0.0245194301020967 0.0173292035852753 0.0174462667057098 0.0183457218525739 0.0148059878104502
514 0.0162250276633667 0.0154169318507363 0.0158567522563051 0.0158345237018359 0.0168579776030285 0.0180540484248441 0.0188336139084196 0.0185985712041182 0.0246843357935581 0.0173600889148173 0.017621410243937 0.0185180606012214 0.0148069410517768
515 0.0164659814874023 0.0157315351678402 0.01614597938204 0.0161426633761438 0.0170797214241534 0.0180301452368379 0.0190077452251173 0.0189016028909301 0.0251812400704464 0.0177134402964292 0.017751823064678 0.0189108123436691 0.0148688084065452
516 0.0165263300912504 0.0157555247442169 0.0161540942922489 0.0161857824568879 0.0171448727869448 0.0181037817394794 0.018987641963431 0.0189606356060884 0.0252093066378671 0.0177741545434434 0.0178174319760228 0.0190121506011425 0.0148732100079038
