Sample,Letter,mean_STD,Wavelength,mean_RAW,dataset_Name,ID
1,A,0.040360379054774895,400,0.3690485720721894,BELON,BELON_1_A
1,A,0.03001037641816707,401,0.3660462006475102,BELON,BELON_1_A
1,A,0.02359166606215623,402,0.36418423469128747,BELON,BELON_1_A
1,A,0.018855555366896697,403,0.3628103641798665,BELON,BELON_1_A
1,A,0.015648470522949605,404,0.36188003978961647,BELON,BELON_1_A
1,A,0.013483294084582709,405,0.3612519564841158,BELON,BELON_1_A
1,A,0.010802717134384306,406,0.3604743636738045,BELON,BELON_1_A
1,A,0.007183702932776815,407,0.3594245451176253,BELON,BELON_1_A
1,A,0,408,0.3573406669616462,BELON,BELON_1_A
1,A,0.009072659993845449,409,0.3599725015676593,BELON,BELON_1_A
1,A,0.032817521329351756,410,0.3668605088136226,BELON,BELON_1_A
1,A,0.036689522647093034,411,0.3679837149151929,BELON,BELON_1_A
1,A,0.027436470849797896,412,0.3652995515113099,BELON,BELON_1_A
1,A,0.014324918349936577,413,0.3614960983199524,BELON,BELON_1_A
1,A,0.010925155864112204,414,0.36050988120518257,BELON,BELON_1_A
1,A,0.015285305607884393,415,0.3617746914141889,BELON,BELON_1_A
1,A,0.013691054670741885,416,0.3613122245312806,BELON,BELON_1_A
1,A,0.01917763483461488,417,0.3629037943193848,BELON,BELON_1_A
1,A,0.032046545394221984,418,0.3666368609366103,BELON,BELON_1_A
1,A,0.023347872389164363,419,0.3641135140177758,BELON,BELON_1_A
1,A,0.009273922451527278,420,0.3600308846109319,BELON,BELON_1_A
1,A,0.013235411958302537,421,0.3611800498152228,BELON,BELON_1_A
1,A,0.013236681000816927,422,0.361180417944306,BELON,BELON_1_A
1,A,0.008237356213549459,423,0.3597301932041796,BELON,BELON_1_A
1,A,0.010969151512362673,424,0.360522643644165,BELON,BELON_1_A
1,A,0.015669944145565464,425,0.3618862689465732,BELON,BELON_1_A
1,A,0.017948999897644514,426,0.3625473868327746,BELON,BELON_1_A
1,A,0.013030394086216058,427,0.3611205773858609,BELON,BELON_1_A
1,A,0.007758030818953174,428,0.3595911485180682,BELON,BELON_1_A
1,A,0.015521074446457096,429,0.3618430842106561,BELON,BELON_1_A
1,A,0.02245029172049017,430,0.3638531401178272,BELON,BELON_1_A
1,A,0.024732401308244653,431,0.3645151438732684,BELON,BELON_1_A
1,A,0.026197960101005283,432,0.3649402792085009,BELON,BELON_1_A
1,A,0.025835124666758948,433,0.3648350264102273,BELON,BELON_1_A
1,A,0.02269077938167878,434,0.3639229017698085,BELON,BELON_1_A
1,A,0.016134722812598,435,0.3620210938579953,BELON,BELON_1_A
1,A,0.0113416661269368,436,0.360630704218963,BELON,BELON_1_A
1,A,0.02169629854988329,437,0.363634418671146,BELON,BELON_1_A
1,A,0.028312332543569352,438,0.3655536250814991,BELON,BELON_1_A
1,A,0.02482302325357077,439,0.3645414318606872,BELON,BELON_1_A
1,A,0.024012025960277184,440,0.3643061744231418,BELON,BELON_1_A
1,A,0.024714628646394177,441,0.3645099883062648,BELON,BELON_1_A
1,A,0.024007892559084313,442,0.364304975389087,BELON,BELON_1_A
1,A,0.02722466309202938,443,0.3652381094439233,BELON,BELON_1_A
1,A,0.0330340465182911,444,0.36692331933288713,BELON,BELON_1_A
1,A,0.033466697967948815,445,0.3670488246486736,BELON,BELON_1_A
1,A,0.030891235179126366,446,0.3663017237875458,BELON,BELON_1_A
1,A,0.02745553248182393,447,0.3653050809880948,BELON,BELON_1_A
1,A,0.02797000084572477,448,0.3654543200915916,BELON,BELON_1_A
1,A,0.03128814074352657,449,0.3664168597896021,BELON,BELON_1_A
1,A,0.033980243824211206,450,0.3671977961473524,BELON,BELON_1_A
1,A,0.036391677425128555,451,0.3678973147455697,BELON,BELON_1_A
1,A,0.03889824645528971,452,0.368624430621224,BELON,BELON_1_A
1,A,0.043997721401884245,453,0.3701037073323593,BELON,BELON_1_A
1,A,0.047382984022318005,454,0.3710857182664122,BELON,BELON_1_A
1,A,0.04545927862159108,455,0.370527681874787,BELON,BELON_1_A
1,A,0.04572262668517637,456,0.3706040749665198,BELON,BELON_1_A
1,A,0.048036857036810016,457,0.37127539644554,BELON,BELON_1_A
1,A,0.04756204986424399,458,0.371137662423898,BELON,BELON_1_A
1,A,0.048947384061479485,459,0.371539525877797,BELON,BELON_1_A
1,A,0.05290106893648105,460,0.3726864270823344,BELON,BELON_1_A
1,A,0.051332012034649224,461,0.3722312685890319,BELON,BELON_1_A
1,A,0.048160405464855185,462,0.3713112358827798,BELON,BELON_1_A
1,A,0.04949335885944273,463,0.37169790449754747,BELON,BELON_1_A
1,A,0.052961364183623016,464,0.3727039177761457,BELON,BELON_1_A
1,A,0.055986926794897585,465,0.3735815854489576,BELON,BELON_1_A
1,A,0.05136169977954525,466,0.372239880532436,BELON,BELON_1_A
1,A,0.04851838972152778,467,0.3714150814314676,BELON,BELON_1_A
1,A,0.053253797178633905,468,0.3727887479446665,BELON,BELON_1_A
1,A,0.0572515368481167,469,0.3739484287455687,BELON,BELON_1_A
1,A,0.06048388143848903,470,0.3748860805871755,BELON,BELON_1_A
1,A,0.06619287852169085,471,0.3765421699919797,BELON,BELON_1_A
1,A,0.0663499038654316,472,0.3765877205509071,BELON,BELON_1_A
1,A,0.06027222034516746,473,0.3748246810648162,BELON,BELON_1_A
1,A,0.056767259581445795,474,0.3738079475999957,BELON,BELON_1_A
1,A,0.05769223752258247,475,0.3740762690136642,BELON,BELON_1_A
1,A,0.06397246686199576,476,0.3758980638258118,BELON,BELON_1_A
