Wavelength,Sample,Letter,mean_STD,mean_RAW,dataset_Name,ID
400,1,A,0.02575233254432337,0.2802490307608257,NEUF,NEUF_1_A
400,1,B,0.06553737234580391,0.021408549239606833,NEUF,NEUF_1_B
400,1,C,0.03987349177561265,0.012494839970925169,NEUF,NEUF_1_C
400,2,A,0.025538162415042788,0.03662762597288293,NEUF,NEUF_2_A
400,2,B,0.07033128256808403,0.019068364390674622,NEUF,NEUF_2_B
400,2,C,0.08337808741427692,0.013736749656546587,NEUF,NEUF_2_C
400,3,A,0.00996280284300486,0.5270161726360014,NEUF,NEUF_3_A
400,3,B,0.049795751497415885,0.01960799294380717,NEUF,NEUF_3_B
400,3,C,0.05534017406690651,0.013766628458159786,NEUF,NEUF_3_C
400,4,A,0.034368980644373666,0.05339652155270094,NEUF,NEUF_4_A
400,4,B,0.053045134885958224,0.01801562442698994,NEUF,NEUF_4_B
400,4,C,0.08169123168661183,0.017881628227780378,NEUF,NEUF_4_C
400,5,A,0.02702891832998505,0.3907662513881536,NEUF,NEUF_5_A
400,5,B,0.06502642338170088,0.02108411388078383,NEUF,NEUF_5_B
400,5,C,0.05256424343964617,0.015592220885917045,NEUF,NEUF_5_C
400,6,A,0.01978851949601775,0.137377158396672,NEUF,NEUF_6_A
400,6,B,0.05930929177600912,0.02687009327075788,NEUF,NEUF_6_B
400,6,C,0.054429780604470665,0.024939255056358325,NEUF,NEUF_6_C
400,7,A,0.03182181176974188,0.2088166443026227,NEUF,NEUF_7_A
400,7,B,0.053916112266543706,0.018453392360618097,NEUF,NEUF_7_B
400,7,C,0.059182150248402975,0.01939609088421506,NEUF,NEUF_7_C
400,8,A,0.029778301296868117,0.3220419281159757,NEUF,NEUF_8_A
400,8,B,0.03900108829065402,0.0145080270775758,NEUF,NEUF_8_B
400,8,C,0.06326794964418977,0.016830956977346656,NEUF,NEUF_8_C
400,9,A,0.04373647453998387,0.09786960148119885,NEUF,NEUF_9_A
400,9,B,0.08582041923700214,0.02627115376839628,NEUF,NEUF_9_B
400,9,C,0.08011875721542705,0.02175362471472914,NEUF,NEUF_9_C
400,10,A,0.01537207312931102,0.3996127039680741,NEUF,NEUF_10_A
400,10,B,0.057503113230982825,0.03097308039865985,NEUF,NEUF_10_B
400,10,C,0.0463279465078648,0.01179218270875432,NEUF,NEUF_10_C
400,11,A,0.0410683588684809,0.08311349337024419,NEUF,NEUF_11_A
400,11,B,0.07030033922774105,0.02344820647262763,NEUF,NEUF_11_B
400,11,C,0.07129837944044085,0.01572696934449059,NEUF,NEUF_11_C
400,12,A,0.029699046217635867,0.08584334856971983,NEUF,NEUF_12_A
400,12,B,0.06887888137416037,0.03050952407371012,NEUF,NEUF_12_B
400,12,C,0.07202212200227492,0.02296565559873734,NEUF,NEUF_12_C
400,13,A,0.05068474940835716,0.1707996658087775,NEUF,NEUF_13_A
400,13,B,0.09065401690314723,0.03310209193925883,NEUF,NEUF_13_B
400,13,C,0.07148691811749898,0.019201913935886814,NEUF,NEUF_13_C
400,16,A,0.04424166785148169,0.08174007934455643,NEUF,NEUF_16_A
400,16,B,0.058727661968910355,0.027694734090419712,NEUF,NEUF_16_B
400,16,C,0.050457002979829996,0.01323602701739508,NEUF,NEUF_16_C
400,17,A,0.03273415226722257,0.060246430764398964,NEUF,NEUF_17_A
400,17,B,0.06256292688358758,0.02433333364677472,NEUF,NEUF_17_B
400,17,C,0.06072554216369985,0.015095682689477686,NEUF,NEUF_17_C
400,18,A,0.03575711331110522,0.1465904784651653,NEUF,NEUF_18_A
400,18,B,0.05372039796885517,0.024041880159441368,NEUF,NEUF_18_B
400,18,C,0.04646812672861236,0.015049183657541442,NEUF,NEUF_18_C
400,19,A,0.027936572500672698,0.1477222996944886,NEUF,NEUF_19_A
400,19,B,0.08330392234989013,0.030804362728181427,NEUF,NEUF_19_B
400,19,C,0.05803843318765187,0.02118392929514239,NEUF,NEUF_19_C
400,20,A,0.03948230958271237,0.1241714803429926,NEUF,NEUF_20_A
400,20,B,0.08245262195683632,0.02975973306076469,NEUF,NEUF_20_B
400,20,C,0.04453792547438723,0.020842309511473363,NEUF,NEUF_20_C
400,21,A,0.03536251027315401,0.1475216580172511,NEUF,NEUF_21_A
400,21,B,0.06858877662207576,0.01974598552088791,NEUF,NEUF_21_B
400,21,C,0.06557020050012154,0.01509989064029496,NEUF,NEUF_21_C
400,22,A,0.032815275247965625,0.3634330484464434,NEUF,NEUF_22_A
400,22,B,0.08266828232903192,0.02407161791242385,NEUF,NEUF_22_B
400,22,C,0.05251164773746969,0.018133306001243098,NEUF,NEUF_22_C
400,23,A,0.040768901437249185,0.06344618947720797,NEUF,NEUF_23_A
400,23,B,0.06580395572561097,0.045591266456849,NEUF,NEUF_23_B
400,23,C,0.03793750420477605,0.01762534286571323,NEUF,NEUF_23_C
400,24,A,0.03456384671371395,0.07137237026582026,NEUF,NEUF_24_A
400,24,B,0.07319187961224134,0.03952551710778843,NEUF,NEUF_24_B
400,24,C,0.06395514507628929,0.025914300732606588,NEUF,NEUF_24_C
400,25,A,0.02802858774177587,0.1700876993369774,NEUF,NEUF_25_A
400,25,B,0.07055750159502408,0.03680990782001819,NEUF,NEUF_25_B
400,25,C,0.06750137153838479,0.021783809121708988,NEUF,NEUF_25_C
400,26,A,0.03355208675742103,0.5132724880884431,NEUF,NEUF_26_A
400,26,B,0.0775939213710844,0.03932285373351025,NEUF,NEUF_26_B
400,26,C,0.04828231362659255,0.018997299388883303,NEUF,NEUF_26_C
