Sample,Letter,mean_STD,Wavelength,mean_RAW,dataset_Name,ID
1,A,0.04503634188667186,400,0.128221264202399,PENFOUL,PENFOUL_1_A
1,A,0.03195917646207295,401,0.12340349764138164,PENFOUL,PENFOUL_1_A
1,A,0.0030707215701332134,402,0.1127606841983366,PENFOUL,PENFOUL_1_A
1,A,0.018077111899843158,403,0.11828919769378074,PENFOUL,PENFOUL_1_A
1,A,0.0383587413914733,404,0.12576116529494885,PENFOUL,PENFOUL_1_A
1,A,0.03793137099339342,405,0.1256037175036129,PENFOUL,PENFOUL_1_A
1,A,0.02855693121575297,406,0.12215007437663745,PENFOUL,PENFOUL_1_A
1,A,0.02014683012941303,407,0.11905170386032299,PENFOUL,PENFOUL_1_A
1,A,0.031024387848303137,408,0.12305911159296717,PENFOUL,PENFOUL_1_A
1,A,0.03572129532100441,409,0.1247895021651937,PENFOUL,PENFOUL_1_A
1,A,0.02909022029964842,410,0.12234654373619103,PENFOUL,PENFOUL_1_A
1,A,0.02369295319963358,411,0.12035813324270458,PENFOUL,PENFOUL_1_A
1,A,0.023627299783586745,412,0.12033394582729941,PENFOUL,PENFOUL_1_A
1,A,0.030956510931402316,413,0.12303410501624416,PENFOUL,PENFOUL_1_A
1,A,0.01956339487076442,414,0.11883676011767151,PENFOUL,PENFOUL_1_A
1,A,0,415,0.11162939777513711,PENFOUL,PENFOUL_1_A
1,A,0.013077039392298633,416,0.11644711790451716,PENFOUL,PENFOUL_1_A
1,A,0.02293810849417887,417,0.12008004044027969,PENFOUL,PENFOUL_1_A
1,A,0.018373594503392203,418,0.11839842503219271,PENFOUL,PENFOUL_1_A
1,A,0.026785785952715507,419,0.12149756566042016,PENFOUL,PENFOUL_1_A
1,A,0.03428967121356772,420,0.12426207664683322,PENFOUL,PENFOUL_1_A
1,A,0.021500875810685906,421,0.11955054866296312,PENFOUL,PENFOUL_1_A
1,A,0.017361660341936876,422,0.11802561774508445,PENFOUL,PENFOUL_1_A
1,A,0.02380273653841474,423,0.12039857859009935,PENFOUL,PENFOUL_1_A
1,A,0.023283346122723435,424,0.12020722964745131,PENFOUL,PENFOUL_1_A
1,A,0.019350736393981754,425,0.11875841447738213,PENFOUL,PENFOUL_1_A
1,A,0.014803156371930738,426,0.11708303772313725,PENFOUL,PENFOUL_1_A
1,A,0.014756161910162456,427,0.11706572446455948,PENFOUL,PENFOUL_1_A
1,A,0.01580678514323012,428,0.11745278521634749,PENFOUL,PENFOUL_1_A
1,A,0.010353491957068545,429,0.11544373411798847,PENFOUL,PENFOUL_1_A
1,A,0.006576970774314974,430,0.11405242362519474,PENFOUL,PENFOUL_1_A
1,A,0.007411534562300625,431,0.11435988578386944,PENFOUL,PENFOUL_1_A
1,A,0.014526323955354069,432,0.11698104972219937,PENFOUL,PENFOUL_1_A
1,A,0.019321822524020205,433,0.11874776230075765,PENFOUL,PENFOUL_1_A
1,A,0.014889632341169927,434,0.11711489638817703,PENFOUL,PENFOUL_1_A
1,A,0.009708982496393853,435,0.11520628999098699,PENFOUL,PENFOUL_1_A
1,A,0.008109613436266854,436,0.11461706545138521,PENFOUL,PENFOUL_1_A
1,A,0.017450960459035998,437,0.11805851685617513,PENFOUL,PENFOUL_1_A
1,A,0.022387636895166183,438,0.11987724085975864,PENFOUL,PENFOUL_1_A
1,A,0.017897140105506002,439,0.11822289417428462,PENFOUL,PENFOUL_1_A
1,A,0.016012983354185925,440,0.11752875082612832,PENFOUL,PENFOUL_1_A
1,A,0.015540456601840339,441,0.1173546669545307,PENFOUL,PENFOUL_1_A
1,A,0.013611675891876101,442,0.11664408366631127,PENFOUL,PENFOUL_1_A
1,A,0.012588785545936811,443,0.11626724000453546,PENFOUL,PENFOUL_1_A
1,A,0.012622808688971783,444,0.11627977449159688,PENFOUL,PENFOUL_1_A
1,A,0.012175419240283343,445,0.11611495146950765,PENFOUL,PENFOUL_1_A
1,A,0.012871367648483449,446,0.11637134625081956,PENFOUL,PENFOUL_1_A
1,A,0.015391044216469125,447,0.11729962184569624,PENFOUL,PENFOUL_1_A
1,A,0.017005776548460867,448,0.11789450637773939,PENFOUL,PENFOUL_1_A
1,A,0.017205081717418504,449,0.1179679325176761,PENFOUL,PENFOUL_1_A
1,A,0.01542752735503965,450,0.11731306262122665,PENFOUL,PENFOUL_1_A
1,A,0.016948978619853342,451,0.11787358141791089,PENFOUL,PENFOUL_1_A
1,A,0.02221434875703691,452,0.1198133996701588,PENFOUL,PENFOUL_1_A
1,A,0.02526260233273381,453,0.12093640864570249,PENFOUL,PENFOUL_1_A
1,A,0.026394924241504844,454,0.12135356805687907,PENFOUL,PENFOUL_1_A
1,A,0.026061008952397217,455,0.12123055011974652,PENFOUL,PENFOUL_1_A
1,A,0.02256809989669128,456,0.11994372534519712,PENFOUL,PENFOUL_1_A
1,A,0.01689565149509039,457,0.1178539351390625,PENFOUL,PENFOUL_1_A
1,A,0.0110724026636301,458,0.11570858845376941,PENFOUL,PENFOUL_1_A
1,A,0.010533989458490793,459,0.1155102313135553,PENFOUL,PENFOUL_1_A
1,A,0.016397978841059344,460,0.1176705872503516,PENFOUL,PENFOUL_1_A
1,A,0.01852896205949022,461,0.1184556640891391,PENFOUL,PENFOUL_1_A
1,A,0.019854788148520576,462,0.11894411249443644,PENFOUL,PENFOUL_1_A
1,A,0.025644744618756925,463,0.1210771939204448,PENFOUL,PENFOUL_1_A
1,A,0.025552678685425493,464,0.12104327585329405,PENFOUL,PENFOUL_1_A
