Wavelength,Sample,Letter,mean_STD,mean_RAW,dataset_Name,ID
400,1,Field,0.007784263161581199,0.0130936086734435,SAJA,SAJA_1_Field
400,2,Field,0.009796378885337027,0.0124681420771835,SAJA,SAJA_2_Field
400,3,Field,0.006936051161904378,0.012921709579946,SAJA,SAJA_3_Field
400,4,Field,0.005500644461771308,0.0124731638269183,SAJA,SAJA_4_Field
400,5,Field,0.006678855915536477,0.0133969836917719,SAJA,SAJA_5_Field
400,6,Field,0.006769005193506087,0.0143049524610886,SAJA,SAJA_6_Field
400,7,Field,0.007631621736088057,0.0153868616076691,SAJA,SAJA_7_Field
400,8,Field,0.00884393259932047,0.0159437104022096,SAJA,SAJA_8_Field
400,9,Field,0.006831048875903846,0.0192511651130229,SAJA,SAJA_9_Field
400,10,Field,0.00850839921714651,0.0147255431683599,SAJA,SAJA_10_Field
400,11,Field,0.007806674240775032,0.0153689308943985,SAJA,SAJA_11_Field
400,12,Field,0.011324317311554154,0.0163314488993839,SAJA,SAJA_12_Field
400,13,Field,0.0049175591497462555,0.013247260798439,SAJA,SAJA_13_Field
401,1,Field,0.01074409950729954,0.0133522860372455,SAJA,SAJA_1_Field
401,2,Field,0.015451299622083366,0.0128984182125164,SAJA,SAJA_2_Field
401,3,Field,0.01185740448629536,0.0133762689125377,SAJA,SAJA_3_Field
401,4,Field,0.0073262916882728775,0.0126712191221829,SAJA,SAJA_4_Field
401,5,Field,0.009814002581502156,0.0137220609840292,SAJA,SAJA_5_Field
401,6,Field,0.007260808059656798,0.0143516833731184,SAJA,SAJA_6_Field
401,7,Field,0.011944258045283915,0.0157671404477089,SAJA,SAJA_7_Field
401,8,Field,0.01128219365234031,0.0161262093958146,SAJA,SAJA_8_Field
401,9,Field,0.010953052697699063,0.019573747719065,SAJA,SAJA_9_Field
401,10,Field,0.0105094294862743,0.014931766921977,SAJA,SAJA_10_Field
401,11,Field,0.012142637021155188,0.0157953302141692,SAJA,SAJA_11_Field
401,12,Field,0.011511827930806493,0.016347062193061,SAJA,SAJA_12_Field
401,13,Field,0.006970332559027032,0.0135061701609812,SAJA,SAJA_13_Field
402,1,Field,0.011118693999651156,0.0133850240350461,SAJA,SAJA_1_Field
402,2,Field,0.012635334664044087,0.0126841548168326,SAJA,SAJA_2_Field
402,3,Field,0.01136144713455351,0.0133304599596051,SAJA,SAJA_3_Field
402,4,Field,0.008945337829899187,0.0128468613037457,SAJA,SAJA_4_Field
402,5,Field,0.00994776229052292,0.013735930269474,SAJA,SAJA_5_Field
402,6,Field,0.011193678975829392,0.0147253831976979,SAJA,SAJA_6_Field
402,7,Field,0.010354616753330471,0.0156269693543815,SAJA,SAJA_7_Field
