"","Wavelength","GRA-VIE_1_A","GRA-VIE_1_B","GRA-VIE_2_A","GRA-VIE_2_B","GRA-VIE_3_A","GRA-VIE_3_B","GRA-VIE_3_C","GRA-VIE_4_A","GRA-VIE_4_B","GRA-VIE_4_C","GRA-VIE_5_A","GRA-VIE_5_B","GRA-VIE_5_C","GRA-VIE_6_A","GRA-VIE_6_B","GRA-VIE_6_C","GRA-VIE_7_A","GRA-VIE_7_B","GRA-VIE_7_C","GRA-VIE_8_A","GRA-VIE_8_B","GRA-VIE_8_C","GRA-VIE_9_A","GRA-VIE_9_B","GRA-VIE_9_C","GRA-VIE_10_A","GRA-VIE_10_B","GRA-VIE_10_C","GRA-VIE_11_A","GRA-VIE_11_B","GRA-VIE_11_C","GRA-VIE_12_A","GRA-VIE_12_B","GRA-VIE_12_C","GRA-VIE_13_A","GRA-VIE_13_B","GRA-VIE_13_C","GRA-VIE_14_A","GRA-VIE_14_B","GRA-VIE_14_C","GRA-VIE_15_A","GRA-VIE_15_B","GRA-VIE_15_C","GRA-VIE_16_A","GRA-VIE_16_B","GRA-VIE_16_C","GRA-VIE_17_A","GRA-VIE_17_B","GRA-VIE_17_C","GRA-VIE_18_A","GRA-VIE_18_B","GRA-VIE_18_C","GRA-VIE_19_A","GRA-VIE_19_B","GRA-VIE_19_C","GRA-VIE_20_A","GRA-VIE_20_B","GRA-VIE_20_C","GRA-VIE_21_A","GRA-VIE_21_B","GRA-VIE_21_C","GRA-VIE_22_A","GRA-VIE_22_B","GRA-VIE_22_C","GRA-VIE_23_A","GRA-VIE_23_B","GRA-VIE_23_C","GRA-VIE_24_A","GRA-VIE_24_B","GRA-VIE_24_C","GRA-VIE_25_A","GRA-VIE_25_B","GRA-VIE_25_C","GRA-VIE_26_A","GRA-VIE_26_B","GRA-VIE_26_C","GRA-VIE_27_A","GRA-VIE_27_B","GRA-VIE_27_C","GRA-VIE_28_A","GRA-VIE_28_B","GRA-VIE_28_C","GRA-VIE_29_D","GRA-VIE_29_E","GRA-VIE_30_F","GRA-VIE_31_G","GRA-VIE_31_H","GRA-VIE_31_I","GRA-VIE_32_G","GRA-VIE_32_H","GRA-VIE_32_I","GRA-VIE_33_G","GRA-VIE_33_H","GRA-VIE_33_I","GRA-VIE_34_F","GRA-VIE_34_G"
"1",400,0.0255547328772254,0.0188318229914084,0.0170788245498364,0.00809540583504239,0.0413487247336083,0.0231679457203925,0.00542164759607147,0.0306592587166506,0.0214385910233318,0.00722012853495458,0.0341657391326211,0.0190562347148847,0.0171728086748748,0.0294453534445221,0.00590799407054817,0.0245774709724189,0.0263036651052904,0.0175965299342476,0.00869117748031397,0.0295697698455301,0.0232952084956819,0.0217948236294901,0.0501778381736891,0.00874387379007682,0.0288044592394313,0.0502655967012898,0.0299345945538262,0.00629077204549561,0.0337809533701707,0.0200582822703799,0.0227640215871731,0.0336452882484315,0.0263353460264347,0.0219634270434062,0.0576570196784456,0.0184945133380866,0.0231742762378059,0.0614056572328,0.0144220994798821,0.00887335291201417,0.0348574354896804,0.0268296198178134,0.0119394500765619,0.0568838933918509,0.0152695080130817,0.0159074411121954,0.0193041558281137,0.0033188396172286,0.0207979523055671,0.037359098746384,0.0216633767764139,0.0280635787214741,0.0491620835262587,0.0229749253445955,0.0129435525300808,0.0370458578021821,0.0130066802798919,0.0134466150771698,0.0653204349239164,0.0180573827963129,0.0270161038117451,0.035252897131878,0.0194082528757217,0.0165270964246714,0.0385418288682755,0.00850302193153034,0.0215366576898987,0.0515781764592114,0.0178521117588609,0.00930420494460855,0.0570253277636098,0.0160829674037282,0.0302993459015494,0.0263307599598899,0.0110740641102564,0.0209331509702756,0.0328736334141524,0.0173733234940022,0.0149419620304069,0.0526221453565206,0.0197692004036799,0.0220359056371283,0.0477526630060221,0.0582459609272866,0.0440649798724666,0.025446862754065,0.035790712408384,0.0260710329408865,0.0247667264526823,0.0235760539492191,0.0308579742226598,0.033874556403359,0.0267411556453436,0.0279047472630602,0.00289419512902251,0.0263644515912192
"2",401,0.0383056424477211,0.0251341279957757,0.0239378774676063,0.0191062886284379,0.0380384353580436,0.0234476303709494,0.0168365461730249,0.0410082139001551,0.026563629166162,0.0147472242381696,0.0474049678854486,0.0260430813431029,0.0291245110827575,0.0539971711256111,0.0185147314666116,0.0220083213025361,0.0351028197095901,0.0317413388761243,0.0224904808225378,0.0461323417674718,0.0260381113615146,0.0294947709467363,0.0548639716115693,0.025555440458346,0.0285953364903293,0.0603988181390348,0.0381142486077293,0.0172123029638896,0.0433463447914845,0.0252616589939243,0.0288217843454237,0.0322176729313892,0.0210779902455325,0.0322335703668016,0.0521243077067008,0.0267364917213031,0.027855765195573,0.0668154976928291,0.0244091401982654,0.0180938169805971,0.0466637113754786,0.0301053509188622,0.0175463984095865,0.0484966305380493,0.0157552169274704,0.023563615326877,0.04014663569445,0.0162054302656895,0.0247120055390808,0.0488654313378705,0.0255149903559186,0.0308978812492271,0.0569512221352384,0.030518547149553,0.0207256526089792,0.0547265326406164,0.0207411394318096,0.0178548742403539,0.0668540175275291,0.0305828707163743,0.0226089862169181,0.0521113866134291,0.0245084592395876,0.0272307638148764,0.0531867817393924,0.0161175708306036,0.0311685000365151,0.0528082914705437,0.027127189099646,0.0180505981828267,0.0692154229884424,0.0204531445499407,0.0354986161686022,0.0387923523877813,0.0209691521594396,0.0261026577673822,0.0503276441021933,0.0207005623320264,0.0214664675369689,0.0437516911781152,0.0206667657456509,0.0254953665672111,0.0578413183824805,0.0639480080628696,0.0649161133207781,0.0334853549368036,0.0380970699281735,0.030484755517741,0.033901990299478,0.0262187559984227,0.034167617664106,0.0383523392983278,0.0313952386577354,0.031228065958371,0.0180141627018318,0.0295421698803521
"3",402,0.128274700585196,0.0538860369384398,0.0626658061121071,0.0623881478649042,0.087265177042353,0.0541262358940397,0.0703503119242205,0.111022808920508,0.0640761843318071,0.0592018184971984,0.127003690722375,0.0547662708542989,0.0750242494599919,0.145040464805745,0.0597682817905006,0.0564529212558717,0.127329034720406,0.0704464706895046,0.0691492553732577,0.135123066199779,0.0585342631298199,0.0688769027794191,0.134546952709516,0.0680012998404157,0.0534417867285006,0.112175835434433,0.0588134590531333,0.0500157146636911,0.113039900737245,0.0610644794175916,0.068506308284795,0.109167860657372,0.0459022397037175,0.0633064664212166,0.100892094704588,0.0654583632379008,0.0678396075746862,0.152718717810073,0.055887749418959,0.0573667272895467,0.124631176255757,0.0557840327320917,0.0471570009814709,0.130164621780052,0.0497959059652989,0.0558526871701881,0.117802302100194,0.0569406140880316,0.0599580922527759,0.132312138831009,0.0534499193058312,0.060137369880524,0.117733207879115,0.0584683917628901,0.0564881371003546,0.135387160152222,0.0656848158570096,0.0526782764629816,0.105163404621723,0.0668888165958104,0.0608400462007588,0.131118811497624,0.0517559670459964,0.0543759178381027,0.132584973248797,0.0654318958541003,0.0581873162582585,0.116468791013487,0.067628166672014,0.0604173969593101,0.159642328200185,0.0608857499725942,0.0672241317718607,0.123880552816485,0.0516044840877066,0.0490861995270908,0.12872817779604,0.0605481639176606,0.0627774172720167,0.112882781422675,0.0503573892787178,0.0459844964774718,0.114416269016651,0.140295883399214,0.194652799621421,0.0633124586706752,0.075290831986392,0.052443052097609,0.098628703418553,0.0523543223964606,0.0979597563688804,0.071789005782211,0.0612740127080289,0.0573044598890619,0.0678389515724357,0.059378407945294
"4",403,0.101593148660713,0.0468248223055199,0.050449435372164,0.049714869141639,0.0733497687899585,0.0526581688476171,0.0572129844580865,0.0822706707179189,0.0466598227939546,0.0534538960780544,0.102500072302965,0.045419089060858,0.0559261735231051,0.114248703686016,0.0485731724586077,0.0571433399913473,0.0972775981969951,0.0612337182366493,0.0606698690801419,0.111462158605731,0.0420269937278309,0.0513178759675823,0.100448562757011,0.0529346478271653,0.051930826073738,0.0981155367564747,0.0472423274182658,0.0455970137466159,0.0878062856837448,0.0596463752969681,0.0598594043113464,0.105205737477746,0.0417970562935766,0.0414208191831487,0.0747203736028522,0.0479754429895347,0.0601581811208057,0.107285308211262,0.0493308953864572,0.043932660722029,0.120187841980436,0.047486053101215,0.0380543850754943,0.107608605024201,0.0500431161108208,0.0435694520626788,0.101764983977151,0.0528130849321777,0.0507356943664612,0.118041453449394,0.0451125342252504,0.0484422225163236,0.104000791398962,0.0420503417534344,0.0453830387886485,0.113464311814761,0.0481006383061795,0.0427296375302527,0.0882993009935629,0.0456417342287138,0.0542035574479436,0.104200626061833,0.0406938392987805,0.0472798213986993,0.10265578322419,0.0562130918676234,0.0421509962975673,0.0876527913513937,0.0586967032884034,0.0507459851515566,0.110439351010605,0.050958273785198,0.0554301910653825,0.102648506713603,0.0456437288586186,0.0427784092415497,0.10733442073226,0.0554513038599755,0.0473042742577123,0.100518252757818,0.0455820519228902,0.0398046538313089,0.0993408677406018,0.114148893885561,0.150847470097064,0.0519615589393269,0.0654986355804338,0.0427432316733627,0.0667728427643701,0.0463081153152843,0.0783342939513865,0.0582253897558347,0.0498984531142913,0.0508187061005369,0.0623622802261011,0.0519427496166522
"5",404,0.0695325588556887,0.041197651255788,0.0380281524327063,0.03838924998721,0.0623832924684328,0.0483254526463164,0.0394440764950132,0.0549542701623363,0.0330919466698512,0.0471621985259467,0.0756188932350578,0.0381259126221072,0.0364963311637683,0.0834987730279834,0.0378147905260985,0.0557044158818658,0.0700909665094643,0.0505832949384305,0.0481329132089609,0.0825037540300439,0.0278867983284691,0.0355218854077312,0.0702251700975758,0.0399140579955657,0.0494831164582454,0.0912351023035983,0.0384986818547754,0.0395768848539799,0.0638178063362673,0.0546033171034715,0.0477710866843277,0.101356236048632,0.0413017893699373,0.0269859066011829,0.0598944585144335,0.0292711246527187,0.0495910917576101,0.068025284071326,0.041016675780548,0.0321355860132517,0.105056277655095,0.040179928959898,0.0306704460271517,0.0890734270687876,0.0470132602198794,0.0301306390882675,0.0894243522743599,0.0437101434815507,0.0391624286382298,0.0940441239555659,0.0351387336580481,0.0399512799516625,0.0860458546940894,0.028961744719239,0.0352184520108947,0.0860428882652212,0.0316813032900244,0.029882305189297,0.0797748348855355,0.0249439715723808,0.0441699265432807,0.0764197440955604,0.0296082064512985,0.0414537784039613,0.0763756158607864,0.042509622934985,0.030279652350576,0.0585071403310348,0.0449042437129831,0.0373994386907897,0.0702485490924531,0.0357123394769238,0.0393712506533387,0.0812441426206081,0.0360520143057894,0.0353201870493533,0.0834699711866673,0.0437999448931428,0.0323718005178248,0.0854021348405759,0.04052636254624,0.0352521711548874,0.080839113375423,0.0924910907569886,0.107215667692448,0.0416973621810648,0.052719664524717,0.0324617875661186,0.0431339864596926,0.0369185036426518,0.0575098142697961,0.0449089469419273,0.037967709938795,0.0443559837515505,0.0516872569580826,0.0429169446302342
"6",405,0.103131846651866,0.0598300279141528,0.0570757100197994,0.0641278215371238,0.0944712326934197,0.0592704079653916,0.0572569015475448,0.0926149609037593,0.0594687872645483,0.0705943351658866,0.110739432610706,0.0571655338220875,0.0579561644644405,0.129002677290618,0.0606008876705036,0.0707720707918513,0.123439324830377,0.0675524076640826,0.064762084902441,0.116650484638273,0.0484256678058034,0.0581643949365891,0.117604398694209,0.065628416503457,0.0610530669937037,0.134109846676237,0.0539343347520644,0.0543420419701631,0.100894202242791,0.0673869043958878,0.0608705284362995,0.146068469159725,0.0629875140777209,0.0568995352890675,0.107211721933057,0.0451828204455396,0.0641343163612865,0.121154558431058,0.0536236373805651,0.0558864539573012,0.125326324694843,0.0551539697813407,0.0497157121768266,0.140953209891862,0.0594299023344418,0.0433412960605979,0.138909187681499,0.0558201309224314,0.0521813807955673,0.117196723622197,0.0458342768034613,0.0614525847610487,0.108043933337407,0.0486880131950756,0.0558602930501962,0.114433188148546,0.0565248125999764,0.0411443203502345,0.115304763437018,0.0422348948284564,0.0574496626367908,0.113458096844708,0.0429753130258394,0.0580893977565747,0.123133107183204,0.0591473213638894,0.0514013662147222,0.086869840424276,0.0552369071083689,0.0517929857811036,0.131455010366872,0.044856013679673,0.045377011397836,0.124772238934232,0.0445329108505349,0.0444834047662976,0.118334275263401,0.0516391695558078,0.0542155113365742,0.116054031155028,0.0558871995639545,0.0494565068962975,0.101988586818592,0.139685385337526,0.172232168826227,0.0587100335164117,0.0649475751359725,0.041594710291096,0.0922345773845954,0.042808414028869,0.0870831735828964,0.061563409099047,0.0510841321067724,0.0576185100150177,0.0689307383866225,0.0548109187856309
"7",406,0.079355276323342,0.0548003382985576,0.0461525733401633,0.0600141414999614,0.0804584300477798,0.0470160150782172,0.0489370736914137,0.0861101807158266,0.0509908329115196,0.0574018552767978,0.0935099066321874,0.0472385953919432,0.0514832328947831,0.104695517267714,0.0558696296820582,0.0513432214280228,0.105395720624198,0.0558334364724246,0.0622198196210983,0.0964926691815779,0.0457260033685149,0.0504409879185685,0.105547975268782,0.0559329952743076,0.0455532740428761,0.114066582316449,0.0470639600358598,0.0488496295291192,0.08179467618676,0.0615822018993181,0.0490334594596622,0.123405561901342,0.0527307921477356,0.0555710415249575,0.0861758360047539,0.0438534834967198,0.0483902653481275,0.10701901378224,0.0432260723746221,0.052067246230036,0.101573844254582,0.0446207893819314,0.042532916286907,0.126340899940468,0.045945257591475,0.0367794101728863,0.109516615808521,0.0529480053860472,0.0444277014234334,0.0952057431377461,0.0417302053530996,0.0543023335717401,0.0835382704815627,0.0427537972310076,0.0515271898243831,0.084251424934625,0.050767261431946,0.0325590426776095,0.0777544916232538,0.0388335449636108,0.0507503734518474,0.0872538874969499,0.0403849951886465,0.0444315741404587,0.0963273520378276,0.0508536270832975,0.0439749648258767,0.0608454195997126,0.0452753990429769,0.0468334715421585,0.115916923825791,0.036457597457445,0.0409179106942285,0.0932390654669496,0.0406289282238837,0.0377308785565562,0.0990395296556586,0.051461197204808,0.0493319750398301,0.0890685473585587,0.0434457660478074,0.0440131794450059,0.0820777542301123,0.103057013362052,0.136628735671451,0.0505813487351271,0.0521200984362794,0.0381612950245595,0.0852617293895127,0.0326212069368814,0.0702578592431595,0.0534065158927736,0.0411190580286966,0.0442435264232442,0.0724845830200851,0.0469243940067582
"8",407,0.0396509475065239,0.0413887009159029,0.0248543390685847,0.0415492001104069,0.0483666397051864,0.0292448252836444,0.0315486716825383,0.059761009530581,0.0284326622600575,0.0312701033630953,0.0557242649160914,0.0279095991421809,0.0319915725978496,0.0565335108019537,0.0391457375756285,0.0239471346482594,0.0568750662589572,0.0351652805018989,0.0508659195195036,0.0560689557246792,0.0319498573897043,0.0285089117938968,0.0694321154464884,0.0302694505161212,0.0236108773862863,0.0685412137180303,0.0310974710369685,0.0357512864313993,0.0406906382797231,0.049604740290744,0.0298679769217451,0.0752022040715847,0.0301107859578725,0.0365964337170943,0.0407095578251311,0.0352337701173708,0.0234941051571974,0.0649675628419337,0.0247878107996662,0.0345852483481348,0.0693383634062306,0.026549675384936,0.0250922800401276,0.0798409104093486,0.0250391464922901,0.0238400180207361,0.0518213883707234,0.0443437101474159,0.0292758872888925,0.0618038871297457,0.0316928774740083,0.0347792828290946,0.0493554037694489,0.0250375388185591,0.0360157448698331,0.037182640642558,0.0309625317030178,0.018465691151557,0.0252005490815306,0.0269017588722518,0.0371622722247284,0.0424470087895714,0.0315476139229088,0.0228667555955637,0.0438812432547892,0.0323433263167439,0.0251421952914232,0.0200360447233389,0.028515962633721,0.0342680079696521,0.0654922103096883,0.0240825900324168,0.0349636110724,0.0370604420730504,0.0341628140463266,0.0256056835399107,0.0582482070720434,0.0473179156808755,0.0323920118507441,0.0438643373063164,0.023181758853371,0.0313329667711139,0.0518033135209822,0.0389474308129121,0.0644213070647629,0.0332610472313507,0.0319573053681801,0.0297951451964208,0.049819962957849,0.0193357322636074,0.0355698491143586,0.0358186814108026,0.0237286491107795,0.0231304611307963,0.0683502034698477,0.0302183204898287
"9",408,0.108187078046335,0.066791619547886,0.0526428378500887,0.0607229175369194,0.0826199222141795,0.0553920915347883,0.0593969374634666,0.0979417235639522,0.0580938016326871,0.0609352889334265,0.0982205279420365,0.057223992741518,0.0507832441089517,0.125128993727617,0.0610684989078475,0.0597330274854315,0.109254001147877,0.0640697513421025,0.0669727719666468,0.101765001702562,0.0495601984675351,0.0465625621880036,0.125928946317953,0.0506425209171308,0.0510673847015417,0.109975094162097,0.0478250778657865,0.0539469519815447,0.0829832482605098,0.0695653526140514,0.0554809995720296,0.123702304353627,0.0517707126927032,0.0511608735309807,0.102818869204379,0.0567234115894377,0.0500728006291803,0.127259593150761,0.0424675257514825,0.0508666061199232,0.128858326232455,0.0540199539063637,0.0463647501340048,0.1132374211243,0.0479772798830166,0.0471512604418239,0.112770953429282,0.0603810765325034,0.0485445521417089,0.11564030697879,0.045466476025029,0.0543409860802942,0.11009347133302,0.0419271615308448,0.0545433626791515,0.0947083664009006,0.053182458269415,0.0421424613493748,0.116506684704905,0.0499416223961103,0.0569226500013931,0.1116411045849,0.0495972801555119,0.0565380631305036,0.109646267542508,0.0512866836067887,0.0494040382953845,0.0812387480752578,0.0464366703577462,0.0526937708833932,0.120148957480313,0.0491513111997809,0.0573832593662864,0.10379296721872,0.0559220062794354,0.0402762805258783,0.0963147287178965,0.0564154513797505,0.0532207387825479,0.0929795294391196,0.0520398102639974,0.0491134545414171,0.101149775341155,0.110328198431493,0.151263403287274,0.0561808219245658,0.0572131954008518,0.0428024434603983,0.0811301389297845,0.0399065780940545,0.0708883319135534,0.057775474396916,0.0462628407353685,0.0478434341552675,0.0810762803228073,0.0390840257472018
"10",409,0.13170167182094,0.0705437685578731,0.0614106604765467,0.0660917056201928,0.0977268565043632,0.0588472070012942,0.066488094786401,0.103973207414313,0.065013414260934,0.0728445372660204,0.108294491302286,0.0651593808231702,0.0575168630715525,0.144957935229865,0.0668132299941387,0.0697044072679358,0.118765264942006,0.0722986996577335,0.0680175405552209,0.112695590147794,0.0570529540069494,0.0508475910737509,0.135505360451128,0.0585002827556324,0.0586638593551613,0.116863339515433,0.0518978979490081,0.0572039492828529,0.102966572664174,0.0663884541030023,0.0627638412958021,0.130880191268785,0.0605062094942019,0.0516359158206916,0.120192250433913,0.0587575492885838,0.0588473134065227,0.137007519703999,0.0481026093579773,0.0562464779834672,0.137969369005172,0.0573869983150664,0.0539844433659699,0.123560271658088,0.0520108039179065,0.052147771603041,0.135210758812598,0.062801183110486,0.0523521223389414,0.132553994385337,0.0455150400341942,0.060057193892728,0.125850781417593,0.0474093765757776,0.0616019831894815,0.114922414167982,0.0584673921056291,0.050979270828394,0.14647349725379,0.0569952273863442,0.0635616388375022,0.133059497429541,0.0521516309032134,0.0674527862128296,0.134865754365599,0.0512300496477048,0.0568959706766342,0.10550720479961,0.0507904659631988,0.0583959471295306,0.143168785159217,0.0563473944632475,0.060102828254399,0.124251017418375,0.0582587841100409,0.0425581435816901,0.115345368098717,0.0533708142946642,0.057864091740846,0.11396431183657,0.0582050100993766,0.053841111794318,0.111040817042158,0.138923124802975,0.18461638499747,0.0619724694451025,0.0614148768141055,0.0426656559881574,0.0926447080359136,0.0458614483730751,0.0845147510127425,0.0628233857656305,0.0533087358686983,0.0556868758080552,0.0837045796003046,0.0427916122016986
