Wavelength	BEL100069.asd
325	 1,95298905470848E-02 
326	 2,04937243058552E-02 
327	 2,12854779540259E-02 
328	 0,020048990924134 
329	 1,68461426992954E-02 
330	 1,59421206791501E-02 
331	 2,00472659786891E-02 
332	 2,11009495093423E-02 
333	 1,96026397588982E-02 
334	 1,92134526972754E-02 
335	 1,97754719340232E-02 
336	 2,08036567616829E-02 
337	 1,99082628764232E-02 
338	 1,88378256293405E-02 
339	 1,91448184314736E-02 
340	 1,88983509555355E-02 
341	 1,82213051647901E-02 
342	 1,80475953897975E-02 
343	 1,83696934577053E-02 
344	 1,89942309503423E-02 
345	 0,019024662784391 
346	 0,018690134264539 
347	 1,83215671296045E-02 
348	 1,90888867819198E-02 
349	 2,02839112996395E-02 
350	 1,96547194623096E-02 
351	 1,91591322682766E-02 
352	 1,94980341394094E-02 
353	 1,97850680677673E-02 
354	 1,99757088128208E-02 
355	 2,01095384342678E-02 
356	 2,01808506052172E-02 
357	 2,01841717712498E-02 
358	 1,99826771807796E-02 
359	 2,03702559545356E-02 
360	 2,14262214202715E-02 
361	 0,020803515484629 
362	 0,019691476655138 
363	 0,020033053500969 
364	 2,00035981223288E-02 
365	 1,96390076831268E-02 
366	 2,06320889941418E-02 
367	 2,13774238361125E-02 
368	 0,021006725596347 
369	 2,17028235986176E-02 
370	 2,28861985804841E-02 
371	 2,28832958597154E-02 
372	 2,28227273844314E-02 
373	 2,28183267024472E-02 
374	 2,17268828630129E-02 
375	 2,10600569091978E-02 
376	 2,19762791201058E-02 
377	 2,23458485665037E-02 
378	 2,21938162965373E-02 
379	 2,25164221428907E-02 
380	 2,26308817697136E-02 
381	 0,022443339253917 
382	 2,27207199039178E-02 
383	 2,30537609752171E-02 
384	 2,29423984168658E-02 
385	 2,23766989561617E-02 
386	 2,17507481888829E-02 
387	 2,19827125176235E-02 
388	 2,21666195335723E-02 
389	 2,20728006566878E-02 
390	 2,26882352761399E-02 
391	 2,32826861476632E-02 
392	 2,28986690372161E-02 
393	 2,28413810540054E-02 
394	 0,023041038959159 
395	 2,23316732340779E-02 
396	 2,18638164328415E-02 
397	 2,20841496606162E-02 
398	 2,21484225342772E-02 
399	 2,21978719130991E-02 
400	 0,022545980596132 
401	 2,26164430520285E-02 
402	 0,022488368681272 
403	 2,29418342098103E-02 
404	 0,023379242832522 
405	 2,33700460123457E-02 
406	 2,31856021965602E-02 
407	 2,29723686099398E-02 
408	 2,29079024266963E-02 
409	 2,29762382084238E-02 
410	 2,31418412115595E-02 
411	 2,32763517824788E-02 
412	 2,33322088417532E-02 
413	 2,32848784377546E-02 
414	 2,33730232097864E-02 
415	 2,35604799100914E-02 
