Wavelength	BLAVET00284.asd
325	 0,295069430270959 
326	 0,34016615967595 
327	 0,294746487477092 
328	 0,16632441080255 
329	 4,78239340317064E-03 
330	-4,96137048134768E-02 
331	 9,88545929197944E-02 
332	 0,104383183448797 
333	 2,67649016758031E-02 
334	 0,102837960949752 
335	 7,88965083336799E-02 
336	-3,70991599739008E-02 
337	 7,98476247385718E-02 
338	 0,19639983584532 
339	 7,72772782695758E-02 
340	 6,73998832889123E-02 
341	 0,137211154930686 
342	 0,106873551377801 
343	 6,03142819942028E-02 
344	 1,84381294529488E-02 
345	 3,29552709655613E-03 
346	 1,06811549795693E-02 
347	 2,94230809174288E-02 
348	 6,04881031136046E-02 
349	 8,02524764899802E-02 
350	 3,39072890367195E-02 
351	 1,40059093694845E-02 
352	 0,043466480384415 
353	 0,018843431827134 
354	 5,10361673850269E-03 
355	 7,58216383067202E-02 
356	 9,50583134711078E-02 
357	 6,33069844143413E-02 
358	 7,35226850529389E-02 
359	 6,95554106530792E-02 
360	 3,17118676247225E-02 
361	 0,023892742609337 
362	 3,79462943024545E-02 
363	 0,053010284574223 
364	 5,48207517910104E-02 
365	 0,040476648426594 
366	 1,68496617557906E-02 
367	 1,58150454387309E-02 
368	 4,73973200825433E-02 
369	 4,94967051183826E-02 
370	 3,26649877775743E-02 
371	 3,26891821330777E-02 
372	 0,012986077749241 
373	-1,76249292794383E-02 
374	 2,22379003033066E-02 
375	 4,34528918031496E-02 
376	-1,17433274354671E-02 
377	-2,0813151695615E-03 
378	 4,49220138604409E-02 
379	 2,49204578788018E-02 
380	 2,43550537931835E-02 
381	 5,56295042727529E-02 
382	 0,043654544403262 
383	 2,79721428979494E-02 
384	 4,83176062029115E-02 
385	 6,38118905704654E-02 
386	 0,063301185718864 
387	 3,50150803093098E-02 
388	 1,88595690514274E-02 
389	 3,07777678460162E-02 
390	 3,93452829580855E-02 
391	 4,22531030994513E-02 
392	 4,03762682270637E-02 
393	 2,91057982757393E-02 
394	 1,54714858535049E-02 
395	 2,30821682451732E-02 
396	 3,42037545170782E-02 
397	 3,94746209868831E-02 
398	 4,45880251248902E-02 
399	 4,44234097793163E-02 
400	 3,02943323265683E-02 
401	 0,027166701798434 
402	 3,58369526003365E-02 
403	 3,44258209297093E-02 
404	 3,10159553670612E-02 
405	 3,14231633819776E-02 
406	 3,37420485429533E-02 
407	 3,73284515298301E-02 
408	 4,28656693545297E-02 
409	 3,96867050773763E-02 
410	 2,87929869056782E-02 
411	 2,92181470750291E-02 
412	 3,37892941389947E-02 
413	 3,50237599066483E-02 
414	 4,15424795458845E-02 
415	 0,047532353670413 
416	 3,37183812135531E-02 
417	 2,62731704719552E-02 
418	 0,033560557321993 
419	 3,25473709973779E-02 
420	 2,88708239991784E-02 
421	 3,21230776921943E-02 
422	 3,42431681229347E-02 
423	 3,39365212856684E-02 
424	 3,26451373907279E-02 
425	 3,27126745791114E-02 
426	 3,50629827324399E-02 
427	 3,48224873662164E-02 
428	 0,032855054520194 
429	 3,17828579417405E-02 
430	 3,16672771196752E-02 
431	 3,24829537236064E-02 
432	 3,31677712905225E-02 
433	 3,55060396153186E-02 
434	 4,07087825732436E-02 
435	 4,35289341339303E-02 
436	 4,25469762402556E-02 
437	 0,036104313002916 
438	 3,20997435038705E-02 
439	 0,033760000134345 
440	 3,72953041887447E-02 
441	 3,99142607899397E-02 
442	 3,88412231006341E-02 
443	 3,61458408473365E-02 
444	 3,27824038669526E-02 
445	 0,028872004895657 
446	 2,91238507996365E-02 
447	 3,53276870545573E-02 
448	 3,63849123957309E-02 
449	 3,41275753469473E-02 
450	 3,48412960492012E-02 
451	 3,72240420667525E-02 
452	 4,00719892906911E-02 
453	 3,94074445304691E-02 
454	 0,037848090929657 
455	 3,79955197278304E-02 
456	 3,88371996288069E-02 
457	 3,95373964947436E-02 
458	 3,77223077896832E-02 
459	 3,94466659652162E-02 
460	 4,56225287113998E-02 
461	 4,51297079083632E-02 
462	 4,14045383909737E-02 
463	 4,03972760972656E-02 
464	 0,040113885037644 
465	 0,040268973467505 
466	 4,12483484517082E-02 
467	 4,15783750382084E-02 
468	 4,04688955193131E-02 
469	 4,02395850485757E-02 
470	 0,040755132117651 
