Wavelength	AURAY00525.asd
325	-0,177738525247835 
326	 0,046407124474039 
327	 7,96675832699136E-02 
328	-0,172328908905269 
329	-6,39167880600066E-02 
330	 0,129096431316862 
331	 0,19577230241012 
332	 0,135148614375851 
333	 1,61173484272635E-02 
334	 3,01214522110285E-02 
335	 5,43367478986947E-02 
336	 5,78001793804325E-02 
337	 9,07289331738652E-02 
338	 9,90351563352146E-02 
339	 3,71716354614082E-02 
340	 4,05568104779613E-02 
341	 7,94495477239316E-02 
342	 4,11210204743388E-02 
343	 1,29499880420767E-02 
344	 3,09281273615551E-02 
345	 0,113739616043106 
346	 0,127938537484734 
347	-3,58484091219592E-02 
348	-9,66226582476648E-02 
349	-0,034775173290002 
350	 2,46030191027802E-02 
351	 4,44575456008941E-02 
352	 1,97806668822554E-02 
353	 1,07909133632117E-02 
354	 2,02272568929676E-02 
355	 4,09918703624079E-02 
356	 2,64629968126831E-02 
357	-1,70765897795336E-02 
358	-4,45060060706521E-02 
359	-3,97096850135989E-02 
360	-7,63629741433858E-04 
361	 0,048773308862995 
362	 7,25574588468475E-02 
363	 2,82089669844772E-02 
364	 1,84424565692083E-02 
365	 5,10917948391575E-02 
366	 6,44739029803675E-02 
367	 5,44043921811963E-02 
368	 2,40577650473043E-02 
369	 0,031986279453738 
370	 5,18059842219907E-02 
371	 2,55289348525672E-02 
372	 5,73289231171424E-03 
373	 9,47006520223968E-03 
374	 4,03587279631012E-02 
375	 5,79694962612548E-02 
376	 0,036238132421054 
377	 1,42404114364613E-02 
378	 9,82385879439264E-03 
379	 4,57280992382015E-02 
380	 5,46435851939435E-02 
381	 2,81797643650823E-02 
382	 2,18638427057574E-02 
383	 3,15116282210525E-02 
384	 4,80513423130305E-02 
385	 5,29633884968251E-02 
386	 4,88480250775552E-02 
387	 5,39852237917888E-02 
388	 5,37808111153455E-02 
389	 4,51621552621079E-02 
390	 4,12939107138386E-02 
391	 3,96019133604923E-02 
392	 3,57401082274881E-02 
393	 3,81443044825269E-02 
394	 4,33284393949376E-02 
395	 3,75433712273271E-02 
396	 2,80496865928375E-02 
397	 2,13038772125586E-02 
398	 2,69180828306123E-02 
399	 3,73112526515307E-02 
400	 4,14402892283234E-02 
401	 0,033774851740956 
402	 1,97136091841388E-02 
403	 2,32280820581111E-02 
404	 3,28009816235087E-02 
405	 3,95731695392313E-02 
406	 4,10161878627988E-02 
407	 3,69300542948441E-02 
408	 2,63511485850364E-02 
409	 2,63154225769451E-02 
410	 3,69646997730519E-02 
411	 3,40398832729992E-02 
412	 0,02914823909008 
413	 3,35100126301107E-02 
414	 3,36778334552018E-02 
415	 2,97941406094811E-02 
416	 2,78942190527556E-02 
417	 2,77942108039833E-02 
418	 2,92037881640019E-02 
419	 3,02447992429205E-02 
420	 0,029967930437891 
421	 2,74387005209056E-02 
422	 2,74234844913756E-02 
423	 2,95462317800166E-02 
424	 2,83078086930168E-02 
425	 0,029056082328667 
426	 3,38840605927461E-02 
427	 3,13287595508756E-02 
428	 0,026876426450495 
429	 3,31830126420641E-02 
430	 3,66714932906685E-02 
431	 3,49014764289401E-02 
432	 3,60809771567386E-02 
