Wavelength	GRA-VIE00079.asd
325	 7,56116144732024E-02 
326	 0,271166477288474 
327	 0,275737623097153 
328	 8,75757256298926E-02 
329	 0,145595134315272 
330	 0,200890717929926 
331	 0,064012388829433 
332	 7,20577468895597E-02 
333	 0,198357960532009 
334	 0,226461541719386 
335	 0,206158316207214 
336	 0,18416184904063 
337	 0,221707998157631 
338	 0,225740895433067 
339	 0,137417129265957 
340	 9,91148031341506E-02 
341	 0,116832465033147 
342	 0,147711089911098 
343	 0,165584300625489 
344	 0,166653220707069 
345	 0,174998398701881 
346	 0,172564019225678 
347	 0,139683886863236 
348	 0,119826531950387 
349	 0,116047929754202 
350	 0,116438385790499 
351	 0,10173701864524 
352	 0,071474993785207 
353	 8,36214389866428E-02 
354	 0,111960852236777 
355	 0,121777184183231 
356	 0,138926348707573 
357	 0,149248043192029 
358	 9,61919041993558E-02 
359	 0,056387037321456 
360	 6,66165904235342E-02 
361	 0,118283649751846 
362	 0,158381914314764 
363	 0,124977734999474 
364	 0,101264702560895 
365	 0,101301047579243 
366	 0,096519762219978 
367	 9,86983602269558E-02 
368	 0,111701392196204 
369	 0,107101126842673 
370	 9,34248054400363E-02 
371	 9,02509153341746E-02 
372	 9,15650179911428E-02 
373	 9,44124808611956E-02 
374	 9,35413791509565E-02 
375	 8,57421694972721E-02 
376	 6,98661187846846E-02 
377	 6,07766315746453E-02 
378	 6,78120529982765E-02 
379	 0,106552721542434 
380	 0,117239240575389 
381	 9,35930167491193E-02 
382	 0,091316521535693 
383	 9,24855400570351E-02 
384	 0,078403553738939 
385	 8,54890788506022E-02 
386	 0,103516532440286 
387	 9,37743460360148E-02 
388	 8,57225828065992E-02 
389	 9,02446563638909E-02 
390	 0,097224168159253 
391	 0,103771489644968 
392	 0,107215644664039 
393	 9,91545331274635E-02 
394	 8,59257907965299E-02 
395	 9,23680786859228E-02 
396	 0,10210445265385 
397	 0,106227824515636 
398	 0,102005867770609 
399	 8,87144793059641E-02 
400	 6,34987826726078E-02 
401	 6,44371083916645E-02 
402	 8,99234714338054E-02 
403	 9,71591755033168E-02 
404	 9,32133050760548E-02 
405	 8,47106165713077E-02 
406	 7,98129877847781E-02 
407	 7,93201634697707E-02 
408	 8,25611263315718E-02 
409	 8,11336069900566E-02 
410	 7,48348517465632E-02 
411	 0,075093599897725 
412	 7,86168146544527E-02 
413	 8,15173800280261E-02 
414	 7,97154378912951E-02 
415	 7,57001487992359E-02 
416	 7,83533223901921E-02 
417	 0,078856440155332 
418	 7,54914433094424E-02 
419	 8,05242564851725E-02 
420	 8,58921743532793E-02 
421	 8,04022480694419E-02 
422	 7,62096809277131E-02 
423	 0,076146075058434 
424	 7,99522421753332E-02 
425	 7,98224644427643E-02 
426	 7,22304712119527E-02 
427	 7,02872691041189E-02 
428	 7,35120595368019E-02 
429	 0,07823585078663 
430	 7,92442482763428E-02 
431	 7,63769706001228E-02 
432	 7,74855391036078E-02 
433	 7,97868900589145E-02 
434	 8,05282348584608E-02 
435	 8,04916077701232E-02 
436	 7,94401896183032E-02 
437	 7,58117086372069E-02 
438	 7,53038786821687E-02 
439	 7,93943434948706E-02 
440	 0,081355366385246 
441	 8,10139046163656E-02 
442	 7,90530494064727E-02 
443	 7,70095511448401E-02 
444	 7,61011614058645E-02 
445	 7,83976994325175E-02 
446	 8,11044996285413E-02 
447	 0,082380277898847 
448	 8,27646800881122E-02 
449	 8,21759393253297E-02 
450	 8,00305838340919E-02 
451	 8,10386539865664E-02 
452	 0,084947032549141 
453	 8,35361561122316E-02 
454	 8,08133304465826E-02 
455	 8,08439646954204E-02 
456	 8,26126490756803E-02 
457	 8,47024839690675E-02 
458	 8,39600156905014E-02 
459	 8,26786592902831E-02 
460	 8,19896642105421E-02 
461	 8,22094054592341E-02 
462	 8,29910145290209E-02 
463	 8,38206089769563E-02 
464	 8,33242977692376E-02 
465	 8,17532367861963E-02 
466	 8,13282336104365E-02 
467	 8,09775060578255E-02 
468	 8,01211250735238E-02 
469	 8,04142606922462E-02 
470	 8,09850653306214E-02 
471	 7,94333841720428E-02 
472	 0,080119519669853 
473	 0,083228084535778 
474	 8,25878200876563E-02 
475	 8,11369179559945E-02 
476	 0,082046865875408 
477	 0,084143769163869 
478	 8,53023591190285E-02 
479	 7,97712801890297E-02 
480	 7,69051393921978E-02 
481	 8,01429306937208E-02 
482	 7,97457084427803E-02 
483	 0,077795692514018 
484	 7,88939769676997E-02 
485	 8,07898850161696E-02 
486	 8,22039221005218E-02 
487	 8,04554281409632E-02 
488	 7,93968254736576E-02 
489	 8,16907165321724E-02 
490	 8,30188799518492E-02 
491	 8,24078751861038E-02 
492	 7,90170843780061E-02 
493	 0,076749948204663 
494	 7,71272081323148E-02 
495	 7,93656415530849E-02 
496	 8,07976254371134E-02 
497	 7,86468423077259E-02 
498	 7,79383815314525E-02 
499	 7,87505456633869E-02 
500	 7,73796408406942E-02 
501	 7,67192215001087E-02 
502	 7,80369033199038E-02 
503	 7,72400408832051E-02 
504	 7,63140142163834E-02 
505	 7,97774185143839E-02 
506	 8,15061247516005E-02 
507	 8,00649788126255E-02 
508	 7,77583163650337E-02 
509	 7,67692538451488E-02 
510	 0,078759641659173 
511	 7,93333313066838E-02 
512	 7,88951417439645E-02 
513	 8,11062343129493E-02 
514	 8,20345403607772E-02 
515	 0,080548538944586 
516	 8,10350040969492E-02 
517	 0,082469558047326 
518	 8,28680469963756E-02 
519	 8,25962927693818E-02 
520	 0,081874426507639 
521	 8,11325052038386E-02 
522	 8,10194028160507E-02 
523	 8,18491215604908E-02 
524	 8,16533028220925E-02 
525	 8,10301119605775E-02 
526	 8,23329020387582E-02 
527	 0,082238555959867 
528	 0,080152084364471 
529	 7,93710550907568E-02 
530	 7,95729233446361E-02 
531	 8,00692123002936E-02 
532	 8,06033667966208E-02 
533	 8,09884181037935E-02 
534	 8,11540853534189E-02 
535	 8,06983081733969E-02 
536	 7,96858016988794E-02 
537	 8,07846356540968E-02 
538	 0,082434995068737 
539	 8,11182707675738E-02 
540	 8,01243321188415E-02 
541	 8,03525966992119E-02 
542	 8,09428499198973E-02 
543	 8,10118460928138E-02 
544	 7,98549487692129E-02 
545	 8,00999091716605E-02 
546	 8,15288979622251E-02 
547	 8,21385861563336E-02 
548	 8,19022081107823E-02 
549	 8,10044779796438E-02 
550	 8,12722768320946E-02 
551	 8,18681318332403E-02 
552	 8,11329106544364E-02 
553	 8,08060983280839E-02 
554	 8,11397439782531E-02 
555	 8,11101239285961E-02 
556	 8,07867583358083E-02 
557	 8,03198700505492E-02 
558	 8,07454732239787E-02 
559	 8,14465746984233E-02 
560	 8,03058945162832E-02 
561	 7,96415690491727E-02 
562	 8,02609634917333E-02 
563	 8,09565789548218E-02 
564	 8,10837356566853E-02 
565	 7,99626519119366E-02 
566	 0,079668812715727 
567	 0,080444221539223 
568	 8,11240988464718E-02 
569	 8,12789583712564E-02 
570	 8,07163036910191E-02 
571	 8,06553149789598E-02 
572	 8,13818824092642E-02 
573	 8,32384999057874E-02 
574	 8,39050693894417E-02 
575	 8,30551158766262E-02 
576	 8,40118987875618E-02 
577	 8,53105774809239E-02 
578	 8,51136352241176E-02 
579	 8,67013321844776E-02 
580	 8,96014042921495E-02 
581	 9,01872421572639E-02 
582	 0,090028104521128 
583	 9,00970045973803E-02 
584	 9,06698372762887E-02 
585	 9,15143530970356E-02 
586	 9,21137489490328E-02 
587	 9,27178031610695E-02 
588	 9,33414299841628E-02 
589	 9,38110224715295E-02 
590	 0,094155732628628 
591	 9,43919351672101E-02 
592	 9,40379124049144E-02 
593	 9,36644415242526E-02 
594	 9,51231774898192E-02 
595	 9,61821480049126E-02 
596	 9,59602104823833E-02 
597	 0,096336575331706 
598	 9,67981009134308E-02 
599	 9,62931706218155E-02 
600	 9,56279008836877E-02 
601	 9,52773447473912E-02 
602	 9,61560567705967E-02 
603	 9,67249392320364E-02 
604	 9,58324739531951E-02 
605	 9,51896137956342E-02 
606	 0,094774993373973 
607	 9,36970337189377E-02 
608	 9,29387381962051E-02 
609	 0,092777747845508 
610	 9,24176092719356E-02 
611	 9,20874341848366E-02 
612	 9,21473156717521E-02 
613	 9,20688482560861E-02 
614	 9,16988770640872E-02 
615	 9,09482228697181E-02 
616	 9,04947790581735E-02 
617	 9,06708556080088E-02 
618	 9,02026323177473E-02 
619	 8,94185861649188E-02 
620	 8,92731269574258E-02 
621	 8,97170272652573E-02 
622	 9,04210933697441E-02 
623	 8,98630983854736E-02 
624	 0,089071587802169 
625	 8,91845497752965E-02 
626	 8,94857752856658E-02 
627	 0,089806460021182 
628	 9,01862507477604E-02 
629	 9,01550745752009E-02 
630	 8,96202109733231E-02 
631	 8,97456813474914E-02 
632	 0,090452991855608 
633	 9,13837115184774E-02 
634	 9,21811031632298E-02 
635	 9,27066439588204E-02 
