Wavelength	BEL100101.asd
325	 1,67413567777841E-02 
326	 1,42348602433786E-02 
327	 1,33075167116413E-02 
328	 1,52450365445654E-02 
329	 0,016371733659561 
330	 1,70508335188937E-02 
331	 1,75658739042805E-02 
332	 1,63553057878315E-02 
333	 1,49204935358346E-02 
334	 1,70420745574799E-02 
335	 0,017671111668903 
336	 1,60520530489036E-02 
337	 1,61241041518794E-02 
338	 1,66101855321287E-02 
339	 0,016253608220484 
340	 1,62959378967586E-02 
341	 1,66463922171025E-02 
342	 1,65849542467066E-02 
343	 1,68284832573494E-02 
344	 1,74359995851234E-02 
345	 0,017676067336036 
346	 0,017278814354739 
347	 0,016114544952653 
348	 1,59407307179004E-02 
349	 1,65994067091979E-02 
350	 1,69120024675319E-02 
351	 1,68338529763801E-02 
352	 1,64598477424694E-02 
353	 1,67064319658568E-02 
354	 0,0169080714759 
355	 1,62190160142147E-02 
356	 1,66688732251806E-02 
357	 1,79589533621741E-02 
358	 1,79524446445598E-02 
359	 1,73413159174556E-02 
360	 1,65949245251414E-02 
361	 1,63101477136623E-02 
362	 1,65589700004722E-02 
363	 1,73113995231013E-02 
364	 1,75124381883593E-02 
365	 1,71522296187957E-02 
366	 1,71317770659814E-02 
367	 1,73286138732106E-02 
368	 1,76395045814962E-02 
369	 1,78709468384662E-02 
370	 1,78626817931044E-02 
371	 1,73623207562599E-02 
372	 1,71706505803721E-02 
373	 1,74353549591414E-02 
374	 1,75528039902378E-02 
375	 0,017463026885126 
376	 1,71595849150015E-02 
377	 1,70202622599177E-02 
378	 1,70695557598111E-02 
379	 1,71640395279402E-02 
380	 1,73361098379881E-02 
381	 0,017613422703847 
382	 1,81956845379462E-02 
383	 1,85450078105863E-02 
384	 1,81029906608182E-02 
385	 1,76884204433579E-02 
386	 1,74940782053834E-02 
387	 0,01745477815132 
388	 1,76174589453548E-02 
389	 1,79208639804119E-02 
390	 1,79907179374677E-02 
391	 1,79927328032279E-02 
392	 1,81607295826434E-02 
393	 1,84524474512862E-02 
394	 1,86857486427919E-02 
395	 0,018372414257844 
396	 1,81172877910283E-02 
397	 1,82286428952484E-02 
398	 1,85572189177019E-02 
399	 1,87891921143388E-02 
400	 1,85434165285431E-02 
401	 1,85898925967551E-02 
402	 1,89225496508396E-02 
403	 1,89252490343054E-02 
404	 1,87794123829134E-02 
405	 1,86204370460726E-02 
406	 1,84523045982274E-02 
407	 0,01836345106376 
408	 1,85220466952225E-02 
409	 1,86645004703492E-02 
410	 1,87087367483356E-02 
411	 1,87278564402048E-02 
412	 1,87636387791669E-02 
413	 1,88615204036592E-02 
414	 1,92670469144386E-02 
415	 1,98280994469018E-02 
416	 0,0199336738122 
417	 2,02117544116905E-02 
418	 2,08813851339111E-02 
419	 2,13518366429442E-02 
420	 2,16534090302656E-02 
421	 2,19167446642371E-02 
422	 2,22143162791004E-02 
423	 2,25125973106338E-02 
424	 2,26024626857615E-02 
425	 2,26511991913526E-02 
426	 2,27558821113639E-02 
427	 0,022702183728516 
428	 2,25696284533973E-02 
429	 2,25385071086371E-02 
430	 0,022690521222933 
431	 2,30785474007928E-02 
432	 2,37552828086302E-02 
433	 2,44584744924569E-02 
434	 2,49504290768256E-02 
435	 2,55147335045378E-02 
436	 2,61337244389944E-02 
437	 2,66237312538982E-02 
438	 2,70965208037905E-02 
439	 0,027563628125783 
440	 2,78069254373904E-02 
441	 2,80102078496427E-02 
442	 2,84333230129951E-02 
443	 2,87909195138374E-02 
444	 2,90740369351351E-02 
445	 2,95305980412001E-02 
446	 2,98738174897959E-02 
447	 2,99469656248986E-02 
448	 3,00961758854723E-02 
449	 3,03266542878467E-02 
450	 0,030559383501572 
451	 3,06778621686514E-02 
452	 3,06551892079026E-02 
453	 0,030635235596679 
454	 3,04197662844598E-02 
455	 2,98653739813331E-02 
456	 2,98399028481015E-02 
457	 3,01670597257495E-02 
458	 2,98879121263738E-02 
459	 2,96161150902124E-02 
460	 2,95834266283855E-02 
461	 2,95241945512138E-02 
462	 2,93965449679074E-02 
463	 2,91785537089496E-02 
464	 2,89619699548491E-02 
465	 2,87786082826477E-02 
466	 2,86250202622965E-02 
467	 2,84927707084311E-02 
468	 2,83880733463895E-02 
469	 0,028431268416279 
470	 2,85273150054994E-02 
471	 2,84555112273558E-02 
472	 2,83447194096703E-02 
473	 2,82923075017871E-02 
474	 0,028533542553927 
475	 2,88266836163679E-02 
476	 2,89187154868284E-02 
477	 2,90977698177661E-02 
478	 0,029344386934032 
479	 2,94531893062537E-02 
480	 2,94827756189262E-02 
