Wavelength	BLAVET00297.asd
325	 0,31269318631706 
326	 0,275497013714875 
327	 0,237426186112808 
328	 0,219974211418611 
329	 0,229752439302858 
330	 0,18426113503257 
331	 0,045400756980389 
332	 6,79686476901179E-03 
333	 6,24407347076816E-02 
334	 0,19311435863027 
335	 0,171540560134655 
336	 1,57005284751425E-02 
337	 5,87873808295081E-02 
338	 0,1187516070641 
339	 1,26622850930671E-02 
340	-1,77052875665738E-02 
341	 2,23938788097623E-02 
342	 3,41939222250837E-02 
343	 5,18826960343736E-02 
344	 7,78401048355117E-02 
345	 6,07078810981335E-02 
346	 2,82585851274068E-02 
347	 8,8423538860365E-04 
348	 1,21774978918647E-02 
349	 4,62456760230398E-02 
350	 4,84383785631234E-02 
351	 0,052319439796355 
352	 6,60865061527493E-02 
353	 5,76945903383184E-02 
354	 0,053252174208741 
355	 0,081406851690947 
356	 7,63943084416163E-02 
357	 4,45167977609922E-02 
358	 4,89715599019449E-02 
359	 5,06644236409737E-02 
360	 3,27980780465008E-02 
361	 1,82992722536796E-02 
362	 1,76511717872632E-02 
363	 3,91036101728914E-02 
364	 4,87774034260721E-02 
365	 3,98731773934791E-02 
366	 2,32264231436664E-02 
367	 2,25755042030954E-02 
368	 4,48711924536281E-02 
369	 3,75154064863022E-02 
370	 1,39473869357014E-02 
371	 1,31214653602238E-02 
372	 7,83301805359143E-03 
373	-3,00846826329463E-04 
374	 2,91778976977686E-02 
375	 4,33638471582229E-02 
376	 9,46324820271375E-03 
377	 2,28788279577195E-02 
378	 5,87735676585199E-02 
379	 3,71336454736055E-02 
380	 1,73634766395353E-02 
381	 1,86310807057785E-02 
382	 1,78225080997991E-02 
383	 2,54162013512213E-02 
384	 4,95537537517154E-02 
385	 4,79742645675708E-02 
386	 2,79938421785319E-02 
387	 1,87591203437848E-02 
388	 1,78777499560342E-02 
389	 2,46121012787397E-02 
390	 2,98537549394508E-02 
391	 3,39489035117551E-02 
392	 3,82001598678021E-02 
393	 3,50542038035893E-02 
394	 2,67949688739832E-02 
395	 2,55626785215729E-02 
396	 2,11162822684917E-02 
397	 1,13139890159146E-02 
398	 2,02882807888336E-02 
399	 3,62394878934397E-02 
400	 3,82629536465094E-02 
401	 3,61071008095711E-02 
402	 0,032373233042066 
403	 2,65034443580034E-02 
404	 2,50322559102185E-02 
405	 3,16129727846868E-02 
406	 3,83133466305312E-02 
407	 4,06367912716648E-02 
408	 3,20641430730898E-02 
409	 2,89786172629147E-02 
410	 3,30661762572701E-02 
411	 0,025805658433709 
412	 2,00178551986935E-02 
413	 2,76921276164191E-02 
414	 3,23899880939324E-02 
415	 3,14903520498539E-02 
416	 2,55983080986038E-02 
417	 0,021719883521631 
418	 2,26381285723908E-02 
419	 2,31192872709734E-02 
420	 2,48573549659445E-02 
421	 3,05698691286649E-02 
422	 3,01238977168331E-02 
423	 2,37045212667341E-02 
424	 0,018740397652301 
425	 1,91648579511074E-02 
426	 2,58484454096305E-02 
427	 2,50751383005924E-02 
428	 2,09886001661397E-02 
429	 2,46683673983779E-02 
430	 2,63198889521547E-02 
431	 2,44586654928455E-02 
432	 2,51918475594735E-02 
433	 0,026852401487172 
434	 2,76965447595207E-02 
435	 2,75513381343663E-02 
436	 2,67522903995521E-02 
437	 0,02659094180333 
438	 0,02444389764442 
439	 2,03918984900037E-02 
440	 2,11967620136962E-02 
441	 2,39440468685719E-02 
442	 2,43401600669855E-02 
443	 2,42532645797494E-02 
444	 2,41322932963101E-02 
445	 2,41393330576021E-02 
446	 2,46684943338462E-02 
447	 2,55260344129551E-02 
448	 2,26852357767012E-02 
