Wavelength	GOOSEBAR00097.asd
325	-0,296031248382068 
326	 0,17678294069489 
327	 0,24589931931462 
328	-0,059909562520281 
329	-0,118436449161273 
330	 5,71303696303696E-03 
331	 0,183675557553234 
332	 0,206105672497708 
333	 0,132167518384644 
334	 7,91982712360952E-02 
335	 0,194682060848473 
336	 0,354797259010067 
337	 0,218744514131597 
338	 1,29946630181624E-02 
339	-3,10994456269828E-02 
340	 4,58645169941639E-02 
341	 0,152063281246176 
342	 0,191474814866514 
343	 0,232947705240036 
344	 0,274609325939152 
345	 0,196658456340258 
346	 9,05035533270158E-02 
347	 6,00914597637507E-02 
348	 0,120147186411613 
349	 0,199207501266672 
350	 0,121158061669122 
351	 7,30680554886521E-02 
352	 0,113732581521638 
353	 0,170065351541358 
354	 0,193434438288415 
355	 0,15384662270062 
356	 0,130471109725299 
357	 0,126525809096016 
358	 8,35664270563449E-02 
359	 8,52457823483556E-02 
360	 0,148342417775833 
361	 0,138133801064836 
362	 0,117629665800275 
363	 0,192337078809205 
364	 0,204220160370293 
365	 0,145400959362488 
366	 0,13769571962432 
367	 0,140595149867675 
368	 0,12968699339915 
369	 0,135126745762506 
370	 0,150489418423384 
371	 0,161401245713604 
372	 0,162627471500415 
373	 0,156883952045235 
374	 0,169088692671334 
375	 0,169789566211381 
376	 0,142720663825153 
377	 0,154855256706127 
378	 0,185577257480059 
379	 0,171683420272141 
380	 0,164837005085958 
381	 0,174888009602911 
382	 0,160414880401834 
383	 0,154256001572872 
384	 0,186346748341089 
385	 0,184759163834446 
386	 0,161019975032623 
387	 0,177248849526786 
388	 0,185790972545507 
389	 0,171494105910949 
390	 0,16345040687868 
391	 0,165839017057546 
392	 0,180431927854815 
393	 0,178160930137645 
394	 0,163027466405389 
395	 0,166803484854429 
396	 0,168793989956919 
397	 0,162253267447207 
398	 0,180303853757488 
399	 0,199782860682614 
400	 0,178868410208684 
401	 0,171481298949716 
402	 0,182466169401 
403	 0,177852298579216 
404	 0,173273690417739 
405	 0,178610241319591 
406	 0,179747056407123 
407	 0,177415223673719 
408	 0,176890293979989 
409	 0,175702881952754 
410	 0,174717948341086 
411	 0,179928678768779 
412	 0,186507245521019 
413	 0,189736092509102 
414	 0,190499801099889 
415	 0,189355544743503 
416	 0,186990709446101 
417	 0,185660821218722 
418	 0,185460056106021 
419	 0,179388210353212 
420	 0,174832532976787 
421	 0,181872718645813 
422	 0,182870725817882 
423	 0,177497387368195 
424	 0,178484619743515 
425	 0,180860708921193 
426	 0,182070516375827 
427	 0,187384544317415 
428	 0,193279267018234 
429	 0,19268355716067 
430	 0,192213099648702 
431	 0,192964353585745 
432	 0,189932299115381 
433	 0,189251951953779 
434	 0,195650099008247 
435	 0,194755996295464 
436	 0,189061004480743 
437	 0,191873733982175 
438	 0,192670510148048 
439	 0,188588467009599 
440	 0,188984958845365 
441	 0,190502330472557 
442	 0,187966294323124 
443	 0,187486586183307 
444	 0,189288483847677 
445	 0,188976089477758 
446	 0,189592475594563 
447	 0,192234093985369 
448	 0,18921704254675 
449	 0,184380794561013 
450	 0,186468419040956 
451	 0,191133995606963 
452	 0,195452181621623 
453	 0,193004205294051 
454	 0,189852168922234 
455	 0,191757235687033 
456	 0,193583816630698 
457	 0,194302654959019 
458	 0,193697433041452 
459	 0,193277372574256 
460	 0,193597145584704 
461	 0,193035330799048 
462	 0,193327889315856 
463	 0,196938411972464 
464	 0,197419256624498 
465	 0,194609938191611 
466	 0,194074081182938 
467	 0,193284389938619 
468	 0,190936444824596 
469	 0,191101842483078 
470	 0,192880921455207 
471	 0,193145645172343 
472	 0,19516074125738 
473	 0,198656438332796 
474	 0,197886357733653 
475	 0,195847926206689 
476	 0,195817433495768 
477	 0,196744837010873 
478	 0,19812759632646 
479	 0,199517249748956 
480	 0,198849817988806 
481	 0,195884388124976 
482	 0,196128284466613 
483	 0,198181154726125 
484	 0,199164619024049 
485	 0,197758709555793 
486	 0,195135228396064 
487	 0,197282679458824 
488	 0,200289256321594 
489	 0,201042863413507 
490	 0,19978965873494 
491	 0,19831638091088 
492	 0,200720101270497 
493	 0,202297729950213 
494	 0,202096497966332 
495	 0,204777519071925 
496	 0,206853207506848 
497	 0,204171400792421 
498	 0,202300989715706 
499	 0,20233415882187 
500	 0,203201995597691 
501	 0,204393809284451 
502	 0,205331442343127 
503	 0,204298810747909 
504	 0,202960643356191 
505	 0,204431454347236 
506	 0,207146705870091 
507	 0,209700058494531 
508	 0,208458774415509 
509	 0,206888604732779 
510	 0,208175724033985 
511	 0,209808732604542 
512	 0,21109346375113 
513	 0,211574737093693 
514	 0,211719636946879 
515	 0,211876151788195 
516	 0,212757810800704 
517	 0,213723946158867 
518	 0,213765282094074 
519	 0,214489419674122 
520	 0,215942575907591 
521	 0,216755782538599 
522	 0,217424020391149 
523	 0,218214315983025 
524	 0,217684853776768 
525	 0,216850846477852 
526	 0,218493880992622 
527	 0,219899850883299 
528	 0,220367762641659 
529	 0,221619768248041 
530	 0,222863442112143 
531	 0,2230932794058 
532	 0,223290834494318 
533	 0,223540723061122 
534	 0,223118071791246 
535	 0,223710318406725 
536	 0,225968520948373 
537	 0,226518780841955 
538	 0,225986172267336 
539	 0,226241294087155 
540	 0,227708610227402 
541	 0,230071015292596 
542	 0,231107583848515 
543	 0,231377395224299 
544	 0,23158038785589 
545	 0,232318043461606 
546	 0,233286681732775 
547	 0,233189918129464 
548	 0,233087738415623 
549	 0,23345394045691 
550	 0,233610280572657 
551	 0,233976677376457 
552	 0,235336409967123 
553	 0,236196922712562 
554	 0,236296790478311 
555	 0,236381749572433 
556	 0,237062262887942 
557	 0,23870321714537 
558	 0,239538358649789 
559	 0,23940991344241 
560	 0,238548199737255 
561	 0,23890934983095 
562	 0,24089686299087 
563	 0,241273943659594 
564	 0,241035751363688 
565	 0,241883402333004 
566	 0,242618636987528 
567	 0,243037002931412 
568	 0,243499794269283 
569	 0,243815896019889 
570	 0,243926786290546 
571	 0,244592367382715 
572	 0,245529777712395 
573	 0,245879313612497 
574	 0,246254065447183 
575	 0,246709989670157 
576	 0,246297629510081 
577	 0,246282980896735 
578	 0,248077125399323 
579	 0,248868246477471 
580	 0,248576424559363 
581	 0,249193237977669 
582	 0,249715776575509 
583	 0,249697845565616 
584	 0,250320228794978 
585	 0,251003678473198 
586	 0,250415172391554 
587	 0,250433204859442 
588	 0,251262735232309 
589	 0,251007264417371 
590	 0,250752073595957 
591	 0,251548296739863 
592	 0,25258839885782 
593	 0,253373317897723 
594	 0,253001952934058 
595	 0,25265500675788 
596	 0,252998445272851 
597	 0,254273331159807 
598	 0,255747207242988 
599	 0,256349197318852 
600	 0,256330260808173 
601	 0,255971782041175 
602	 0,256096580208347 
603	 0,256270381836056 
604	 0,256172878569057 
605	 0,25628187038479 
606	 0,256848638831029 
607	 0,258409078405692 
608	 0,259439453000817 
609	 0,259494280218936 
610	 0,260024035642048 
611	 0,260430604325496 
612	 0,259842564418555 
613	 0,260092993304328 
614	 0,261152578559518 
615	 0,2613373585585 
616	 0,261433307048629 
617	 0,261859199360176 
618	 0,261628799040777 
619	 0,261217248077864 
620	 0,2617789148275 
621	 0,262639774002111 
622	 0,263434052653624 
623	 0,263542554943402 
624	 0,263677154743176 
625	 0,264563746584404 
626	 0,264922809079104 
627	 0,264694000024204 
628	 0,264429787519401 
629	 0,264614245794853 
630	 0,265423573944951 
631	 0,265978202834637 
632	 0,266203247588687 
633	 0,266139558069559 
634	 0,266643852401558 
635	 0,267663615336165 
636	 0,267798577857937 
637	 0,26786442423633 
638	 0,268560092881637 
639	 0,269235870310186 
640	 0,269668765891945 
641	 0,269580200619136 
642	 0,269524409770083 
643	 0,269770542474003 
644	 0,270310931110343 
645	 0,270904497462753 
646	 0,271250672849793 
647	 0,271399244323973 
648	 0,27151717830174 
649	 0,272198296947496 
650	 0,272580621358319 
651	 0,272197435397291 
652	 0,272401348568286 
653	 0,273029302016591 
654	 0,273319496198396 
655	 0,273674584231287 
656	 0,27416718181501 
657	 0,274601912352798 
658	 0,274887316609938 
659	 0,274967623198328 
660	 0,275526497002637 
661	 0,276426262383734 
662	 0,276857987776874 
663	 0,27711101812951 
664	 0,277365136508798 
665	 0,277852858615907 
666	 0,278430066360388 
667	 0,278825425199537 
668	 0,279271045830031 
669	 0,279711405194405 
670	 0,279619843717161 
671	 0,279767915582208 
672	 0,280719289734534 
673	 0,281407664391549 
674	 0,281773896378644 
675	 0,282151184355134 
676	 0,282493911683333 
677	 0,28288025485863 
678	 0,283712979329002 
679	 0,284569230665319 
680	 0,28492447729767 
681	 0,285390137687618 
682	 0,286061972985501 
683	 0,286749772320541 
684	 0,28746494347378 
685	 0,288198097401254 
686	 0,28882192463062 
687	 0,289511236797983 
688	 0,290639938041489 
689	 0,291389496475602 
690	 0,291675621750225 
691	 0,292327705103633 
692	 0,293091881420968 
693	 0,293724551254266 
694	 0,294539273529066 
695	 0,295417020320901 
696	 0,295885443148242 
697	 0,296505056703225 
698	 0,29743858410385 
699	 0,298162196106074 
700	 0,298699581774274 
701	 0,29914417600903 
702	 0,300013452053831 
703	 0,301104005088045 
704	 0,301224495807122 
705	 0,30151228248708 
706	 0,302588143904987 
707	 0,303107990415485 
708	 0,303316347085069 
709	 0,304014025455644 
710	 0,30480006600189 
711	 0,305527824288439 
712	 0,306087105480995 
713	 0,306607967676348 
714	 0,307219675817706 
715	 0,307936048141375 
716	 0,308581190047615 
717	 0,308621574424291 
718	 0,309014478117328 
719	 0,310050533772607 
720	 0,310817926885736 
721	 0,311235756097934 
722	 0,311325587913844 
723	 0,311869610237828 
724	 0,312824501789077 
725	 0,313307650444316 
726	 0,313773048716732 
727	 0,314483249079388 
728	 0,315173602020219 
729	 0,31584547117406 
730	 0,316560261322798 
731	 0,317327791179458 
732	 0,318060587440698 
733	 0,318375929978737 
734	 0,318723548951776 
735	 0,319484064307116 
736	 0,320168317149553 
737	 0,320810186861505 
738	 0,321803917105678 
739	 0,322392468092727 
740	 0,322427995354103 
741	 0,322830238013055 
742	 0,323504524348493 
743	 0,324242589235244 
744	 0,324869451233049 
745	 0,325385542969987 
746	 0,325987505893635 
747	 0,326496211663223 
748	 0,326849026772835 
749	 0,327268271024858 
750	 0,32785678661414 
751	 0,328733652102256 
752	 0,329383658551097 
753	 0,329778650639693 
754	 0,330399458514273 
755	 0,331169735281963 
756	 0,331985799920278 
757	 0,332440744248798 
758	 0,332710826156821 
759	 0,33329095586308 
760	 0,333839755716228 
761	 0,334275693945267 
762	 0,334754519537566 
763	 0,335167489443577 
764	 0,335438415272434 
765	 0,33607606789502 
766	 0,336993307222378 
767	 0,337742243900045 
768	 0,338336226268836 
769	 0,338768143833735 
770	 0,339064936833101 
771	 0,339490696018747 
772	 0,340327998735732 
773	 0,340859988189368 
774	 0,341029207900385 
775	 0,341179889063282 
776	 0,341464431150543 
777	 0,341941044479307 
778	 0,342271713085833 
779	 0,342610184359213 
780	 0,343235499302934 
781	 0,343882624978599 
782	 0,344405142810315 
783	 0,344615872844238 
784	 0,344643230428573 
785	 0,34462563471124 
786	 0,344857723593531 
787	 0,34532623964657 
788	 0,345929391712914 
789	 0,346437706230353 
790	 0,346761955519585 
791	 0,346924005379569 
792	 0,347124815588437 
793	 0,347511508198236 
794	 0,347835170924952 
795	 0,348130498940366 
796	 0,348614273495363 
797	 0,348681438283403 
798	 0,348345532939535 
799	 0,348708890524112 
800	 0,349175651051713 
801	 0,349161249050263 
802	 0,349242204674695 
803	 0,349503741395306 
804	 0,349926952084834 
805	 0,350171770612954 
806	 0,350143612820659 
807	 0,350138957948712 
808	 0,350264884842197 
809	 0,350594642084825 
810	 0,350742113008934 
811	 0,350847377124115 
812	 0,35158549435215 
813	 0,352118159297506 
814	 0,352131335960679 
815	 0,352117863683693 
816	 0,352198410279505 
817	 0,352460923854199 
818	 0,352915587811105 
819	 0,353337730963643 
820	 0,353044716055451 
821	 0,352972987106427 
822	 0,353453953426085 
823	 0,353420212770397 
824	 0,353334655700865 
825	 0,353903917136714 
826	 0,353924242062212 
827	 0,353468246216824 
828	 0,353700103502477 
829	 0,354001323087884 
830	 0,354053072129428 
831	 0,353954193293827 
832	 0,353900137085618 
833	 0,354139228221746 
834	 0,354002239579191 
835	 0,353638409311879 
836	 0,354097985787161 
837	 0,354585233682441 
838	 0,354638230467655 
839	 0,354318140350965 
840	 0,35398746280123 
841	 0,354133741686203 
842	 0,354314349397693 
843	 0,354504445994596 
844	 0,355068225146853 
845	 0,355343893861571 
846	 0,355060348563956 
847	 0,355147435244059 
848	 0,355280199418465 
849	 0,354860234972733 
850	 0,354561867711039 
851	 0,354529974053948 
852	 0,354564780054987 
853	 0,354976964837812 
854	 0,355754504471778 
855	 0,35576503484052 
856	 0,355202228902253 
857	 0,354522613305394 
858	 0,354628848473746 
859	 0,355451574699921 
860	 0,356069373685717 
861	 0,355934172477706 
862	 0,354955116801411 
863	 0,354696230493578 
864	 0,354952508106567 
865	 0,355210817879462 
866	 0,355309529752477 
867	 0,355279129592819 
868	 0,355402695291628 
869	 0,355629200769197 
870	 0,355888198254831 
871	 0,355901118655485 
872	 0,355824230082149 
873	 0,355875672110677 
874	 0,355953730622221 
875	 0,355974281314964 
876	 0,355745320315727 
877	 0,355545446732316 
878	 0,355535879175658 
879	 0,355853127378493 
880	 0,356112639270508 
881	 0,355927686846573 
882	 0,356088171983377 
883	 0,356475806176563 
884	 0,3563111786598 
885	 0,356443525684757 
886	 0,356912718581383 
887	 0,356261501045412 
888	 0,355668395818731 
889	 0,35624682573407 
890	 0,35677737254395 
891	 0,356860332292635 
892	 0,356073641151724 
893	 0,355815564673064 
894	 0,356379380441359 
895	 0,356820536695595 
896	 0,356641713127657 
897	 0,355692573829235 
898	 0,356086060309258 
899	 0,357356601961412 
900	 0,358133744556042 
901	 0,357770808326241 
902	 0,356547481394806 
903	 0,356257616274879 
904	 0,356817163292407 
905	 0,357816600508637 
906	 0,356669047094827 
907	 0,355212090512315 
908	 0,356457119460449 
909	 0,356675383113734 
910	 0,355796197412495 
911	 0,35663369845974 
912	 0,35722155504288 
913	 0,356743082874377 
914	 0,356239102183749 
915	 0,355766520526691 
916	 0,355344630521284 
917	 0,356083492101678 
918	 0,357247753016877 
919	 0,356350064563352 
920	 0,356227641916078 
921	 0,357366002572207 
922	 0,357065542747058 
923	 0,35650267694144 
924	 0,356721303167024 
925	 0,357005065958352 
926	 0,357123688913083 
927	 0,356871655342567 
928	 0,35640935110203 
929	 0,35586867337844 
930	 0,355471387255868 
931	 0,355192886909692 
932	 0,355043571927341 
933	 0,355154147599727 
934	 0,355408171054793 
935	 0,355623467657003 
936	 0,354994537052586 
937	 0,353920119776387 
938	 0,35411030955063 
939	 0,3538910882444 
940	 0,352951049314654 
941	 0,353080698077669 
942	 0,35353652636965 
943	 0,353523764350331 
944	 0,352636013081908 
945	 0,351946231752622 
946	 0,353642371527775 
947	 0,352965104121979 
948	 0,35007980364746 
949	 0,351031038351238 
950	 0,351520453917227 
951	 0,349588556718118 
952	 0,349748754293295 
