Wavelength	GOOSEBAR00445.asd
325	 0,286136694413604 
326	 0,228612745510609 
327	 0,126354812431828 
328	-1,36372639501709E-02 
329	 4,27313545979357E-02 
330	 0,105484792984793 
331	 3,36413899455876E-02 
332	-8,39891460180531E-04 
333	-1,12401844696498E-02 
334	-0,166892430856695 
335	-2,61527429989524E-02 
336	 0,286851800749496 
337	 0,149919806578254 
338	-7,99105977210774E-02 
339	-7,35999450137573E-02 
340	-6,03643119642257E-02 
341	-3,42332875932274E-02 
342	 0,116962771041263 
343	 0,182699009440936 
344	 0,134848424032039 
345	 0,107801754862145 
346	 9,30063475593751E-02 
347	 7,14569419430872E-02 
348	 4,52440984606057E-02 
349	 3,05273419545452E-02 
350	 6,88446028870317E-02 
351	 8,33321526835226E-02 
352	 5,54111114002059E-02 
353	 5,73645107697938E-02 
354	 6,13844805459042E-02 
355	 3,34941426011483E-02 
356	 0,022789967964024 
357	 0,030222551561566 
358	 2,33910088124466E-02 
359	 1,29276859462369E-02 
360	 8,17409064433835E-03 
361	 3,63101457929044E-02 
362	 7,27443711648068E-02 
363	 7,81170046473808E-02 
364	 4,59868932163413E-02 
365	-7,70294578441423E-03 
366	-2,18682113572457E-03 
367	 2,03067901073025E-02 
368	 3,25760939189258E-02 
369	 2,93767219168694E-02 
370	 2,53159868218441E-02 
371	 4,98612677650889E-02 
372	 3,61145716882987E-02 
373	-1,39989658402442E-02 
374	 2,2292690378088E-03 
375	 2,37846203760118E-02 
376	 1,08906391855662E-02 
377	 1,21883111105221E-02 
378	 2,19208633900625E-02 
379	 0,010968868579847 
380	 1,16183473161068E-02 
381	 2,51600735217546E-02 
382	 2,89121731557308E-03 
383	-1,39833982031937E-02 
384	 1,44701569116698E-02 
385	 3,74423929583606E-02 
386	 4,18329870250326E-02 
387	 1,73641363741156E-02 
388	 8,85202806089227E-04 
389	 7,36936759726301E-03 
390	 1,58728121128876E-02 
391	 2,20633201796261E-02 
392	 2,32890434711862E-02 
393	 1,68942715843589E-02 
394	 5,75615744511886E-03 
395	-4,01253227678541E-03 
396	-1,27055044385787E-03 
397	 0,01538756044622 
398	 1,56441268587375E-02 
399	 6,89557888242896E-03 
400	 5,06541066820713E-03 
401	 1,26144589002377E-02 
402	 2,51728685786022E-02 
403	 2,46817186762244E-02 
404	 2,10473203865769E-02 
405	 2,12791972885662E-02 
406	 2,36496851724128E-02 
407	 2,35576440616992E-02 
408	 1,16189651975026E-02 
409	 3,93866876346108E-03 
410	 5,24297228598001E-03 
411	 9,70151981587193E-03 
412	 1,28748014623187E-02 
413	 1,14918093922452E-02 
414	 1,62152671464497E-02 
415	 2,43368836968444E-02 
416	 2,53066536192867E-02 
417	 2,27214019177342E-02 
418	 1,85708802601786E-02 
419	 1,46242462513344E-02 
420	 1,27928999337578E-02 
421	 1,53019351784571E-02 
422	 1,24611265414391E-02 
423	 5,93401766790332E-03 
424	 9,09207464992245E-03 
425	 1,15602205086971E-02 
426	 8,19101170428844E-03 
427	 1,14640083977227E-02 
428	 1,79437441961509E-02 
429	 0,019007706908378 
430	 1,96960795353891E-02 
431	 2,02223291988874E-02 
432	 1,43937634153385E-02 
433	 0,012462024665998 
434	 2,24855990664279E-02 
435	 2,47871073328112E-02 
436	 1,93089797168475E-02 
437	 1,45264285813394E-02 
438	 1,25629915749251E-02 
439	 1,40405952208106E-02 
440	 1,36212398539818E-02 
441	 1,38096381321143E-02 
442	 0,018336301141048 
443	 1,97618064316341E-02 
444	 1,73294502184729E-02 
445	 0,014756155289797 
446	 1,34205905945199E-02 
447	 1,39556845967797E-02 
448	 1,31628868503094E-02 
449	 1,21416992248265E-02 
450	 1,39322247594438E-02 
451	 1,45859150076022E-02 
452	 1,31387846411938E-02 
453	 1,07382446910702E-02 
454	 1,06833422291447E-02 
455	 1,54688712181805E-02 
456	 1,61029326149826E-02 
457	 1,35240378139472E-02 
458	 1,50583911898403E-02 
459	 1,63365539442651E-02 
460	 1,57955242006277E-02 
