Wavelength	SCO-GRA00317.asd
325	 0,218464268865275 
326	 0,104911493119184 
327	-7,32770399991698E-02 
328	-0,179731552528581 
329	-0,04067206656296 
330	 0,120622265389258 
331	 0,225945452281124 
332	 0,214973204900002 
333	 0,149226158484929 
334	 0,158908613358558 
335	 0,149141100022357 
336	 0,115961682472971 
337	 0,197320389217593 
338	 0,229496265520893 
339	 8,64726968184154E-02 
340	 2,54269358614827E-02 
341	 3,92538917875383E-02 
342	 3,86465198770127E-02 
343	 2,97523819790332E-02 
344	 1,61072472533011E-02 
345	 2,62954967750087E-02 
346	 2,69892302883425E-02 
347	-1,03400742317281E-02 
348	 2,92961366140877E-02 
349	 0,103709930058696 
350	 0,0422900928257 
351	 1,31210815865169E-02 
352	 5,69630216146698E-02 
353	 6,04738314251846E-02 
354	 4,93845051427173E-02 
355	 6,25974763026898E-02 
356	 4,77195652717329E-02 
357	 1,72496079195422E-02 
358	 2,59183759143014E-02 
359	 4,69395118135541E-02 
360	 6,31445558346019E-02 
361	 0,043372623756639 
362	 1,54325784913522E-02 
363	 1,83055726713725E-02 
364	 3,43490600767139E-02 
365	 5,06116582295476E-02 
366	 4,03037491238204E-02 
367	 2,76382239592912E-02 
368	 2,84359192035417E-02 
369	 4,28115369891738E-02 
370	 5,42098878766744E-02 
371	 3,64686253132547E-02 
372	 1,02253842373587E-02 
373	-5,83071173195218E-03 
374	 3,34457646234791E-02 
375	 0,062699797978754 
376	 3,91496635012045E-02 
377	 3,88622822526085E-02 
378	 5,48642014451125E-02 
379	 4,29152747196732E-02 
380	 3,76458271865036E-02 
381	 4,44111091115173E-02 
382	 0,034234339709539 
383	 2,03476572503125E-02 
384	 1,74779853432923E-02 
385	 3,23764693399786E-02 
386	 4,98583098715273E-02 
387	 3,14389510028875E-02 
388	 2,69750443510538E-02 
389	 4,88080010317802E-02 
390	 4,53937946185256E-02 
391	 3,36088557271975E-02 
392	 3,80686218909983E-02 
393	 4,10524073469272E-02 
394	 3,89267190928686E-02 
395	 3,00298812827576E-02 
396	 3,50755878449293E-02 
397	 5,81484733723166E-02 
398	 5,11986391102619E-02 
399	 0,030330975713989 
400	 2,66962571246703E-02 
401	 2,93264554471753E-02 
402	 0,033963374896591 
403	 3,48988892615464E-02 
404	 0,032514658986677 
405	 0,027768995875192 
406	 2,79956726062975E-02 
407	 2,90178028024025E-02 
408	 1,83025265633939E-02 
409	 2,03163479911526E-02 
410	 3,56519973113323E-02 
411	 3,36332645855122E-02 
412	 2,61605586970238E-02 
413	 2,56368547444662E-02 
414	 2,73302712218884E-02 
415	 2,90122986187284E-02 
416	 2,67825051253749E-02 
417	 2,62285031456901E-02 
418	 2,90404810877053E-02 
419	 3,06980060754941E-02 
420	 3,02581930165864E-02 
421	 2,71264809622863E-02 
422	 2,78326978509303E-02 
423	 3,06029551027262E-02 
424	 2,36689577049799E-02 
425	 0,020091164307948 
426	 2,68294460511838E-02 
427	 3,01052656500212E-02 
428	 3,05674224789275E-02 
429	 3,29930855803822E-02 
430	 3,25475939640522E-02 
431	 2,94119620560381E-02 
432	 3,00970113026073E-02 
433	 3,18596617185805E-02 
434	 3,21351250716272E-02 
435	 3,36744680576358E-02 
436	 0,035172055699382 
437	 3,23591883125104E-02 
438	 2,86819537826455E-02 
439	 2,62555089279812E-02 
440	 2,84738795918217E-02 
441	 0,031120076264698 
442	 2,86468764783919E-02 
443	 2,53083257100153E-02 
444	 2,33128126393811E-02 
445	 2,64436205152104E-02 
446	 2,77832292360695E-02 
447	 0,024079598779642 
448	 2,75800520620358E-02 
449	 3,37286728586897E-02 
450	 3,11922464439487E-02 
451	 2,83808319742146E-02 
452	 2,77864514251046E-02 
453	 2,80854312691533E-02 
454	 2,84974834279827E-02 
455	 2,84453116335612E-02 
456	 0,030307055874494 
457	 3,28166700616262E-02 
458	 3,15325281704166E-02 
459	 2,98999089912978E-02 
460	 2,94104201209168E-02 
461	 2,94720034044685E-02 
462	 2,97330598906991E-02 
463	 2,97607925443571E-02 
464	 3,10391001006932E-02 
465	 3,24548066095292E-02 
466	 2,86669446923067E-02 
467	 2,63347743723669E-02 
468	 2,94219474184385E-02 
469	 3,10292125987785E-02 
470	 3,12352827353731E-02 
471	 3,24158153257656E-02 
472	 3,27949572455118E-02 
473	 3,20834169657867E-02 
474	 3,17526076358344E-02 
475	 3,07353218038268E-02 
476	 2,80154453626892E-02 
477	 2,58288517209859E-02 
478	 2,58032956791829E-02 
479	 3,15473392137435E-02 
480	 0,033973820144613 
481	 2,99412028174195E-02 
482	 0,030529159421893 
483	 3,31017991529789E-02 
484	 3,20223956147065E-02 
485	 3,05820349288607E-02 
486	 3,00430353051569E-02 
487	 3,21230570986732E-02 
488	 3,31791993110538E-02 
489	 3,07858319756956E-02 
490	 3,01669928357886E-02 
491	 3,09250951015608E-02 
492	 3,02132239921577E-02 
493	 0,028871313498361 
494	 2,76400727311785E-02 
495	 0,029036612682722 
496	 0,030863453092775 
497	 3,05123078400112E-02 
498	 3,15197806093124E-02 
499	 3,33106545175223E-02 
500	 0,031617442303605 
501	 3,01920865432772E-02 
502	 3,10157578454243E-02 
503	 3,16622442178648E-02 
504	 3,14714526384133E-02 
505	 2,96778885893237E-02 
506	 2,96530555140395E-02 
507	 3,17710160622414E-02 
508	 3,29752374929938E-02 
509	 3,31167157956903E-02 
510	 3,22484958285907E-02 
511	 3,12460688071831E-02 
512	 3,08259875935005E-02 
513	 3,23476270961373E-02 
514	 3,31685290407207E-02 
515	 3,24147752823947E-02 
516	 3,27596107191851E-02 
517	 3,36894500333383E-02 
518	 0,034166339324809 
519	 3,37807164043619E-02 
520	 3,29480398952619E-02 
521	 3,36264189909634E-02 
522	 3,43397492743388E-02 
523	 0,034076485432451 
524	 3,44163740904246E-02 
525	 3,48661630840506E-02 
526	 3,36240184835581E-02 
527	 3,31231075570918E-02 
528	 3,39039589705328E-02 
529	 3,39468901323403E-02 
530	 3,35030015898408E-02 
531	 0,033042765046659 
532	 3,33718541395031E-02 
533	 3,41887886780144E-02 
534	 3,39250290373671E-02 
535	 0,033576278870836 
536	 3,37323852601169E-02 
537	 3,41058853769121E-02 
538	 3,44448113460802E-02 
539	 0,034341384170099 
540	 3,44249249527626E-02 
541	 3,47385947485073E-02 
542	 3,43821702862701E-02 
543	 3,44252633278243E-02 
544	 3,58388059055941E-02 
545	 3,60947756657075E-02 
546	 3,52795893008472E-02 
547	 0,035124742265744 
548	 0,035069893650905 
549	 3,49272580163927E-02 
550	 3,50681330778435E-02 
551	 3,53537491931489E-02 
552	 3,55329405312447E-02 
553	 3,53995122253196E-02 
554	 3,51660432944268E-02 
555	 3,60222775193283E-02 
556	 3,65987911084436E-02 
557	 3,58055095861615E-02 
558	 3,50135079066193E-02 
559	 3,46745039138027E-02 
560	 3,52129689618587E-02 
561	 3,60085975410136E-02 
562	 0,036515914173212 
563	 3,52935408127767E-02 
564	 3,41114625175222E-02 
565	 3,54308807902791E-02 
566	 3,60050117001616E-02 
567	 3,54893285000693E-02 
568	 3,58720633379553E-02 
569	 3,60718842486776E-02 
570	 0,035493280658845 
571	 3,61644162042416E-02 
572	 3,73303365278723E-02 
573	 3,66173484718468E-02 
574	 3,63068960376532E-02 
