Wavelength	CAMFROU00479.asd
325	 0,199662915885629 
326	 0,142713383153363 
327	 5,43393347019603E-02 
328	-9,16592919647164E-03 
329	 5,38063516301988E-02 
330	 0,10634394794488 
331	 6,02449425791281E-02 
332	 1,24351589143954E-02 
333	 2,25043856438288E-04 
334	 4,25924288547285E-02 
335	 8,43242936972796E-02 
336	 9,38825102024557E-02 
337	 3,36816443057973E-03 
338	-2,07458092992563E-02 
339	 0,119083886503 
340	 9,14981591038361E-02 
341	-5,53876472588704E-02 
342	-6,49361842156809E-03 
343	-5,67140044269618E-03 
344	-8,28183196970791E-02 
345	 8,80932266240173E-03 
346	 0,106146394402907 
347	 0,101360690065734 
348	 5,95647891366611E-02 
349	 1,78689121056188E-02 
350	 6,79842866731442E-02 
351	 7,14878504706221E-02 
352	 4,41933175256331E-03 
353	 3,50239572670377E-02 
354	 8,59739737572585E-02 
355	 6,52740195019425E-02 
356	 0,037909394469951 
357	 1,58042795795798E-02 
358	-1,41144412260209E-02 
359	 7,87763976288683E-03 
360	 8,13819862724153E-02 
361	 5,06635395687937E-02 
362	-1,09175141215737E-02 
363	 2,30052859670911E-02 
364	 3,56753430213855E-02 
365	 1,58085437185715E-02 
366	 1,99127153712955E-02 
367	 2,77285145818128E-02 
368	 2,61857990518325E-02 
369	 2,08521777485146E-02 
370	 2,44026302176595E-02 
371	 5,80025360971322E-02 
372	 5,93137863208695E-02 
373	 2,17518565112127E-02 
374	-1,72102377031744E-03 
375	-1,5587498377319E-03 
376	 0,024842688857885 
377	 4,70565893084426E-02 
378	 5,28678059363042E-02 
379	 1,77835690746509E-02 
380	 1,29286327062985E-02 
381	 5,10927933437729E-02 
382	 0,062905950701269 
383	 5,47199631945395E-02 
384	 3,73664973797746E-02 
385	 2,15836251049569E-02 
386	 1,36927336347681E-02 
387	 2,83339017116653E-02 
388	 0,036475093719935 
389	 0,029286588707819 
390	 0,029201091228498 
391	 2,82670089940052E-02 
392	 1,56345807581877E-02 
393	 1,87256385281576E-02 
394	 0,033931982968613 
395	 3,38722949919578E-02 
396	 3,03322541510195E-02 
397	 3,00642909174762E-02 
398	 3,68099763050541E-02 
399	 3,98953294147572E-02 
400	 2,25083695579574E-02 
401	 1,21166824702347E-02 
402	 1,41094134228512E-02 
403	 2,06135240992894E-02 
404	 2,33403625859286E-02 
405	 0,017890156502495 
406	 1,56157074459231E-02 
407	 1,91380969609454E-02 
408	 3,14639479538028E-02 
409	 3,40049669868841E-02 
410	 2,41896193698842E-02 
411	 1,62752569723966E-02 
412	 1,38355118212961E-02 
413	 1,91122864334724E-02 
414	 2,30366994119286E-02 
415	 2,42592294084582E-02 
416	 2,44680990782011E-02 
417	 2,56537556153382E-02 
418	 2,77620643987753E-02 
419	 2,49333252572927E-02 
420	 2,08521090786571E-02 
421	 2,08058005673149E-02 
422	 2,26832300467627E-02 
423	 2,46686513049946E-02 
424	 2,21333248744011E-02 
425	 2,22770494349694E-02 
426	 2,80949930909434E-02 
427	 2,54939788275249E-02 
428	 1,92151223466169E-02 
429	 2,05018048376524E-02 
430	 2,40488236235902E-02 
431	 2,69780206433631E-02 
432	 2,41424855642368E-02 
433	 2,06372487384758E-02 
434	 0,021097837284242 
435	 2,26168756455491E-02 
436	 2,31406874283986E-02 
437	 1,80700265724558E-02 
438	 1,70715103884299E-02 
439	 2,24828799489722E-02 
440	 2,29787881974763E-02 
441	 1,99182313333134E-02 
442	 1,63206392595366E-02 
443	 1,86018539219654E-02 
444	 2,43102847601274E-02 
445	 1,96657821267835E-02 
446	 1,49461270479586E-02 
447	 1,63837012261839E-02 
448	 1,73963520255599E-02 
449	 1,74021297680426E-02 
450	 0,016742994023163 
451	 1,87167071469048E-02 
452	 2,26827644646208E-02 
453	 2,12261080065581E-02 
454	 1,80278905760645E-02 
455	 1,69257867415439E-02 
456	 1,94084866199164E-02 
457	 0,023287112609172 
458	 2,20411741386154E-02 
459	 2,13857219232843E-02 
460	 2,29978575706279E-02 
461	 2,13313369855071E-02 
462	 1,82312721773313E-02 
463	 1,67380484404359E-02 
464	 1,80244176914062E-02 
465	 2,07599735838059E-02 
466	 1,92745490937666E-02 
467	 1,74977066019621E-02 
468	 1,80094002218215E-02 
469	 0,018731081308108 
470	 1,94756373821475E-02 
471	 0,020491445977843 
472	 2,15005439520726E-02 
473	 2,22364104866686E-02 
474	 2,21459096151872E-02 
475	 2,17616943879582E-02 
476	 0,021633328468831 
477	 2,16087399074116E-02 
478	 2,15818819057901E-02 
479	 2,13485931753944E-02 
480	 2,08674695158281E-02 
481	 2,02832040566225E-02 
482	 2,06939937243044E-02 
483	 2,12168094701946E-02 
484	 2,03886454761468E-02 
485	 2,01059301734851E-02 
486	 0,020399386699895 
487	 1,91539644525102E-02 
488	 1,86262232149708E-02 
489	 0,020384241263982 
490	 2,23064284978285E-02 
491	 2,31171829698497E-02 
492	 2,06995143658861E-02 
493	 1,86358481079542E-02 
494	 1,84219946306055E-02 
495	 0,020148211866107 
496	 0,02144868843823 
497	 1,97503707228462E-02 
498	 1,99533871554366E-02 
499	 2,15048483008625E-02 
500	 1,91015177698169E-02 
501	 1,68533526058939E-02 
502	 1,71436859640532E-02 
503	 1,88842289649709E-02 
504	 2,07642075163304E-02 
505	 2,09239095252275E-02 
506	 0,019888261318565 
507	 1,86577964358848E-02 
508	 2,09328226501693E-02 
509	 2,25496544491481E-02 
510	 1,98789492943743E-02 
511	 1,82847616331773E-02 
512	 1,86153607633152E-02 
513	 2,04260838377686E-02 
514	 2,13175850979226E-02 
515	 2,03829123049845E-02 
516	 1,97075676175641E-02 
517	 1,95901953216959E-02 
518	 2,00989519423528E-02 
519	 2,08387678707381E-02 
520	 2,14244822119958E-02 
521	 2,09554115292906E-02 
522	 2,08323507951685E-02 
523	 2,18936379068098E-02 
524	 0,02162626609993 
525	 2,04565686925752E-02 
526	 2,00972547869931E-02 
527	 2,03809241417664E-02 
528	 2,11198395859808E-02 
529	 2,14105787397813E-02 
530	 2,12800096638937E-02 
531	 2,08660498289284E-02 
532	 2,16715060341268E-02 
533	 2,31288264881649E-02 
534	 2,24019206681693E-02 
535	 2,14262035704476E-02 
536	 2,12825640886851E-02 
537	 2,06973931480059E-02 
538	 2,01724965550058E-02 
539	 2,09602115678909E-02 
540	 2,12915291264838E-02 
541	 2,07480596657882E-02 
542	 0,020176430089232 
543	 1,99259913389212E-02 
544	 2,02645473795178E-02 
545	 2,04599081098098E-02 
546	 0,020497332940908 
547	 2,08773504137697E-02 
548	 2,09687058180084E-02 
549	 2,05446972284871E-02 
550	 2,02790053744414E-02 
551	 2,03209297493151E-02 
552	 2,07755868656054E-02 
553	 2,10664525181972E-02 
554	 2,10911181154735E-02 
555	 2,12821696074856E-02 
556	 2,13380639969085E-02 
557	 0,021031295133821 
558	 2,08809050432017E-02 
559	 2,08110459482902E-02 
560	 2,02960428554489E-02 
561	 2,02055724288741E-02 
562	 2,06807700556159E-02 
563	 2,02417371028521E-02 
564	 1,96436470257857E-02 
565	 2,00361871275017E-02 
566	 2,05959045541828E-02 
567	 2,09853747046768E-02 
568	 2,08718509751546E-02 
