Wavelength	SCORFF200383.asd
325	 0,174845495113459 
326	 0,090176120768527 
327	-1,25342144192185E-02 
328	-7,27760742710076E-02 
329	 0,117349332020266 
330	 0,249667558890443 
331	 0,124271551886615 
332	 2,28126064020821E-02 
333	-1,03180051295225E-04 
334	 6,50823756926624E-04 
335	 5,21091149848698E-02 
336	 0,109202879694683 
337	 0,113720006981814 
338	 2,80547902681308E-02 
339	-0,159960925090539 
340	-8,50890661207546E-02 
341	 0,100643096392359 
342	 4,56676639062951E-02 
343	 5,57328571208127E-02 
344	 0,162351324040598 
345	 0,13984375 
346	 7,92531641768803E-02 
347	 7,40286372101828E-02 
348	 7,40053047789233E-02 
349	 0,074979652833659 
350	 9,04850537914604E-02 
351	 0,100465305201399 
352	 9,06174473589312E-02 
353	 4,61291783662078E-02 
354	-4,78327186510102E-04 
355	-9,90522032941619E-03 
356	 2,25042269183779E-02 
357	 6,78253099118622E-02 
358	 6,86634808215224E-02 
359	 5,15825656974564E-02 
360	 2,76963292049482E-02 
361	-1,28495040412369E-03 
362	-1,24822288966632E-02 
363	 2,23624943413309E-02 
364	 4,91185603306606E-02 
365	 5,77749603319741E-02 
366	 4,81213274540669E-02 
367	 6,09686480281529E-02 
368	 0,10799983057189 
369	 7,22654383128438E-02 
370	-6,4157582929205E-03 
371	-2,07523638919752E-02 
372	-8,21904500872558E-03 
373	 1,62801985746194E-02 
374	 3,57552985664665E-02 
375	 3,72493686045271E-02 
376	 1,67367418101095E-02 
377	 2,03832188630799E-02 
378	 0,040401514960814 
379	 0,046670259553871 
380	 4,20643053663869E-02 
381	 3,07066952992592E-02 
382	 3,47200661902923E-02 
383	 4,14535758581431E-02 
384	 3,84736156012491E-02 
385	 2,65306716985641E-02 
386	 1,35048707504894E-02 
387	 1,68796620743216E-02 
388	 0,028115633359108 
389	 3,78059643987505E-02 
390	 1,91681731386143E-02 
391	-2,2999761180562E-05 
392	 1,66581553472151E-02 
393	 1,97344861441051E-02 
394	 9,84863585005695E-03 
395	 2,56738233399039E-02 
396	 2,28860255541632E-02 
397	-1,14058795680053E-02 
398	-3,16217854105061E-03 
399	 2,50830980344622E-02 
400	 3,03001088648606E-02 
401	 1,95736866589171E-02 
402	 2,51908860371217E-03 
403	 5,28558710287982E-03 
404	 1,92947498782363E-02 
405	 0,034955122613453 
406	 2,76877837568883E-02 
407	 1,16818632599222E-02 
408	 0,023066290524255 
409	 3,00385116610429E-02 
410	 2,56283118819986E-02 
411	 2,34433754117984E-02 
412	 2,21547581000336E-02 
413	 1,99794590436525E-02 
414	 1,79490785838686E-02 
415	 1,67662826854463E-02 
416	 1,74742328813875E-02 
417	 1,93084499630105E-02 
418	 2,09967055614393E-02 
419	 1,80111589272815E-02 
420	 1,35301201724325E-02 
421	 1,19966829253901E-02 
422	 1,43753454340035E-02 
423	 0,018825850186149 
424	 1,96979638596163E-02 
425	 0,017399321043825 
426	 1,28921989790996E-02 
427	 1,18576137029284E-02 
428	 1,42144109844377E-02 
429	 1,84900480072556E-02 
430	 0,020901280096647 
431	 2,08063107855643E-02 
432	 2,19428798889184E-02 
433	 2,24117091217746E-02 
434	 2,05041394502267E-02 
435	 1,76849841567891E-02 
436	 1,56302426116599E-02 
437	 1,78065040983877E-02 
438	 1,91050043094047E-02 
439	 0,017838668367494 
440	 1,80679911813291E-02 
441	 1,83297965344882E-02 
442	 1,63699786099709E-02 
443	 1,65913601932559E-02 
444	 1,87236692302693E-02 
445	 1,84200998421125E-02 
446	 1,71218349214135E-02 
447	 0,015956321409717 
448	 1,63474670370242E-02 
449	 0,017987950008152 
450	 2,00231249929719E-02 
451	 2,11252717102886E-02 
452	 2,07032028031687E-02 
453	 1,87455792589746E-02 
454	 1,64074911661288E-02 
455	 0,014768483584299 
