Wavelength	AULNE200253.asd
325	 0,293372710350237 
326	 0,302926763884692 
327	 0,254569107898369 
328	 0,153313116359034 
329	 0,164312672059688 
330	 0,220294811653816 
331	 0,225861087775399 
332	 0,201587366332978 
333	 0,166751930202342 
334	 0,177215638201792 
335	 0,121053954226683 
336	 1,37601672536715E-02 
337	 5,58081185321998E-02 
338	 9,28648908218121E-02 
339	-1,95683852612588E-02 
340	 3,57708705754103E-02 
341	 0,17109912512276 
342	 0,116762812258563 
343	 4,59944910267447E-02 
344	 1,18806576905199E-02 
345	 5,93054042888797E-02 
346	 9,33284938419872E-02 
347	 5,06496756319959E-02 
348	 3,32351902905583E-02 
349	 4,34277783087076E-02 
350	 3,59494778764289E-02 
351	 3,14983630997433E-02 
352	 3,33557660644464E-02 
353	 1,31300706364081E-02 
354	 3,6130546038817E-03 
355	 0,038667121958476 
356	 5,70382865424819E-02 
357	 5,58932621678424E-02 
358	 7,02989885185372E-02 
359	 6,61823880466769E-02 
360	 3,33116699770222E-02 
361	 2,30379090947284E-02 
362	 3,38686170057189E-02 
363	 5,48725677822294E-02 
364	 5,80574616846699E-02 
365	 3,88277120511787E-02 
366	 1,09909320400183E-02 
367	 1,18772261509156E-02 
368	 5,18940328372119E-02 
369	 4,94472280081593E-02 
370	 1,94341308804987E-02 
371	 9,24233992846759E-03 
372	 9,36511327355101E-03 
373	 1,63223774947412E-02 
374	 2,65310747110513E-02 
375	 2,04297052935475E-02 
376	-1,24080440827577E-02 
377	-4,23725026898921E-03 
378	 2,78084828335698E-02 
379	 2,69482736093216E-02 
380	 3,86173760263903E-02 
381	 6,25590163377603E-02 
382	 4,01908158091716E-02 
383	 1,96911583674217E-02 
384	 4,77180105340286E-02 
385	 5,07280324986496E-02 
386	 2,81987903370292E-02 
387	 1,37444188440676E-03 
388	-5,38375861520295E-03 
389	 1,64942998575698E-02 
390	 3,18465994538815E-02 
391	 4,10628138808128E-02 
392	 4,81936517162399E-02 
393	 3,84300051644195E-02 
394	 2,03797657801311E-02 
395	 2,81411743229603E-02 
396	 3,94356408944468E-02 
397	 4,16014463615844E-02 
398	 3,25567950302586E-02 
399	 2,08040938423043E-02 
400	 1,87112185657341E-02 
401	 2,37421719192474E-02 
402	 3,11174873636118E-02 
403	 2,62933622322386E-02 
404	 2,25795254275194E-02 
405	 2,81100751283334E-02 
406	 2,70738147195289E-02 
407	 2,37658116356048E-02 
408	 0,032652092117282 
409	 3,09017373665709E-02 
410	 1,68837831812517E-02 
411	 1,45861532768758E-02 
412	 1,87032480493558E-02 
413	 2,28136887389969E-02 
414	 2,65781633075872E-02 
415	 2,77605099904658E-02 
416	 2,09907294299598E-02 
417	 1,65472435295919E-02 
418	 1,74976019546682E-02 
419	 1,16805568802898E-02 
420	 7,40444349289734E-03 
421	 1,61168952701242E-02 
422	 2,10067969927723E-02 
423	 2,08973186708459E-02 
424	 2,59615639303715E-02 
425	 2,77557197683298E-02 
426	 2,20144347521967E-02 
427	 1,75555654116257E-02 
428	 1,47045876234913E-02 
429	 1,14963224001221E-02 
430	 9,44869868672884E-03 
431	 9,71253715645348E-03 
432	 1,56975715551485E-02 
433	 2,04928855802981E-02 
434	 1,83537455064084E-02 
435	 1,91012022902608E-02 
436	 2,10841962031937E-02 
437	 1,51286137430869E-02 
438	 1,01989855355964E-02 
439	 1,04337119857751E-02 
440	 1,66741576152851E-02 
441	 2,09549480970073E-02 
442	 1,37056102361546E-02 
443	 0,012791640195848 
444	 1,87742125076169E-02 
445	 1,79366789239836E-02 
446	 1,69083634410012E-02 
447	 1,91995247129146E-02 
448	 1,80033071674013E-02 
449	 1,55911736433107E-02 
450	 1,80140129469958E-02 
451	 1,88383901786526E-02 
452	 1,69105135985804E-02 
453	 1,63427831118649E-02 
454	 1,64255754445825E-02 
455	 1,63902917483657E-02 
456	 1,74958112098279E-02 
457	 1,86695140140584E-02 
458	 1,63357745176385E-02 
459	 1,54577645399878E-02 
460	 1,76469191389447E-02 
461	 1,83861900817678E-02 
462	 1,80772009856402E-02 
463	 1,78273305050931E-02 
464	 0,017440165749642 
465	 1,71786051284854E-02 
466	 1,78024692728746E-02 
467	 1,88521868395995E-02 
468	 0,019816188818662 
469	 1,94023542536142E-02 
470	 1,78891110850962E-02 
471	 1,59525100609996E-02 
472	 1,61083023152028E-02 
473	 1,82818276094704E-02 
474	 1,79597448204645E-02 
475	 1,65804592905405E-02 
476	 1,58058217865516E-02 
477	 1,37607950498685E-02 
478	 1,20808092221826E-02 
479	 1,65319534253536E-02 
480	 1,90789868597398E-02 
481	 1,64686684655022E-02 
482	 1,43280894674576E-02 
483	 1,38908184141835E-02 
484	 1,59984412885348E-02 
485	 1,57802622216636E-02 
486	 1,33509101569764E-02 
487	 1,49139650544843E-02 
488	 1,55490355288271E-02 
489	 1,20880345976975E-02 
490	 1,29376782755784E-02 
491	 0,01640096351065 
492	 1,53121211293203E-02 
493	 1,50337658240056E-02 
494	 1,68857134479188E-02 
495	 1,82572177259304E-02 
496	 0,017748827276462 
497	 1,41408632491762E-02 
498	 1,38623274749819E-02 
499	 1,62754870807455E-02 
500	 1,43337785007766E-02 
501	 1,31643203990614E-02 
502	 0,015079467366692 
503	 1,37368126915545E-02 
504	 1,16922674200239E-02 
505	 1,48988330832476E-02 
506	 1,64042723424923E-02 
507	 1,49305089606544E-02 
508	 0,014542268045703 
509	 1,47021967787067E-02 
510	 0,01475838623871 
511	 1,44635759371694E-02 
512	 1,42675073561258E-02 
513	 0,015704154362003 
514	 1,62242343126976E-02 
515	 1,49075832904713E-02 
516	 1,33850062079213E-02 
517	 1,31555255446595E-02 
518	 1,60503904494617E-02 
519	 1,70096464119304E-02 
520	 1,56672410232477E-02 
521	 1,60185063953296E-02 
522	 1,64890198358371E-02 
523	 1,58869861427313E-02 
524	 1,42818535313918E-02 
525	 1,29239086948888E-02 
526	 1,47682651255867E-02 
527	 1,55391044164464E-02 
528	 0,014226824713327 
529	 0,014229786884978 
530	 1,47802585739403E-02 
531	 0,014726497582417 
532	 1,45470046231272E-02 
533	 1,45194040404808E-02 
534	 1,53805179210086E-02 
535	 1,54454048062143E-02 
536	 1,40320919923715E-02 
537	 1,44235099071773E-02 
538	 0,015516369047829 
539	 1,44320907957017E-02 
540	 1,35983894089607E-02 
541	 1,35836411730543E-02 
542	 1,33731889135728E-02 
543	 1,30258161846181E-02 
544	 1,26969448218073E-02 
545	 1,37389323370344E-02 
546	 1,53528863048127E-02 
547	 0,014627504186757 
548	 1,37871947413825E-02 
549	 1,39639643868038E-02 
550	 1,48897499140403E-02 
551	 1,57992294621099E-02 
552	 1,55766763456725E-02 
553	 1,52385818861496E-02 
554	 1,50418956944018E-02 
555	 1,45692114305798E-02 
556	 1,48035257752589E-02 
557	 1,63751239957462E-02 
558	 1,64996241216815E-02 
559	 0,015590046391738 
560	 1,59569120240863E-02 
561	 1,65282487551397E-02 
562	 1,69373191351303E-02 
563	 0,017400685112234 
564	 1,79034625622189E-02 
565	 1,84031165933896E-02 
566	 1,95921133732661E-02 
567	 2,12312048015366E-02 
568	 2,19152252849848E-02 
569	 2,23668224490848E-02 
570	 0,023078360295543 
571	 2,36279276168803E-02 
572	 2,40465638724561E-02 
573	 2,46089941546612E-02 
574	 2,44283245824424E-02 
575	 0,02366081249374 
576	 2,49343519975901E-02 
577	 2,61061591609634E-02 
578	 2,46649002449202E-02 
579	 2,48084307605464E-02 
580	 2,64276948718168E-02 
