Wavelength	GOOSE00002.asd
503	-1,52636753771549E-03 
504	-1,09102981633918E-03 
505	-6,45645186651698E-04 
506	-1,83312104798603E-04 
507	 1,24116806878869E-04 
508	-2,94230898169064E-04 
509	-1,0529220917246E-03 
510	-1,73170094917197E-03 
511	-1,47443912686777E-03 
512	-0,000626111318523 
513	-5,53063247739913E-04 
514	-1,27085963680311E-04 
515	 8,99473804118986E-04 
516	 1,12044793761553E-03 
517	 5,35127721460509E-04 
518	-6,87531057589846E-04 
519	-9,70170933834837E-04 
520	-3,67271477358141E-04 
521	-8,66521111529441E-04 
522	-1,1589506666302E-03 
523	-3,79163117007598E-04 
524	-7,34604659487118E-05 
525	-1,86081368018258E-04 
526	-9,67937759169408E-05 
527	 4,85899269023231E-04 
528	 1,27372292789202E-03 
529	 8,9962041357792E-05 
530	-1,37627531721714E-03 
531	-1,0611606999634E-03 
532	-1,44805066418331E-03 
533	-2,38277693772772E-03 
534	-1,58314801123889E-03 
535	-7,73323123117072E-04 
536	-8,59747141216679E-04 
537	-2,38506068324625E-04 
538	 6,11177768017521E-04 
539	 4,8063461146524E-04 
540	 6,02068859567996E-06 
541	-5,49809861053129E-04 
542	-1,03199728930819E-03 
543	-1,17933070090379E-03 
544	-7,69581679385958E-04 
545	 5,90813023951608E-05 
546	 8,0399254671547E-04 
547	 3,49899648341024E-04 
548	-7,24715063473859E-04 
549	-1,74617386633143E-03 
550	-1,84226712756463E-04 
551	 1,61250331676123E-03 
552	-4,40997475328295E-04 
553	-1,3398836990687E-03 
554	-3,82060177383819E-04 
555	-9,46569760266489E-04 
556	-1,5299174708388E-03 
557	-8,97022886568837E-04 
558	-6,94045730803944E-04 
559	-8,22454344392176E-04 
560	-1,35011449241287E-04 
561	-2,55926122424752E-04 
562	-1,4245395659266E-03 
563	-9,08099845822692E-04 
564	 2,36897047735541E-04 
565	 3,20078756343253E-04 
566	-5,9308540850617E-05 
567	-6,15367826811178E-04 
568	-8,95004844234846E-04 
569	-8,36064855895271E-04 
570	-4,65909802366592E-04 
571	-4,99756183079165E-04 
572	-7,957034071135E-04 
573	-8,23434065734308E-04 
574	-5,50307662387874E-04 
575	-7,87013850727628E-05 
576	-7,87037983594936E-05 
577	-2,45555155262959E-04 
578	-1,80707756169794E-04 
579	 2,71526156620598E-05 
580	 1,32732334792408E-04 
581	-7,07828331521355E-04 
582	-8,48457706490854E-04 
583	 3,19578906126214E-04 
584	-5,69787577831596E-04 
585	-1,97851711253204E-03 
586	-3,70842588453437E-04 
587	 6,01073503459397E-04 
588	 7,52712570036613E-05 
589	-4,15124850268143E-04 
590	-8,7650251309506E-04 
591	-1,3123491507513E-03 
592	-6,47925532663387E-04 
593	 4,80942726169202E-04 
594	-2,77180329126489E-04 
595	-6,23375974967315E-04 
596	 1,95543640477407E-04 
597	-4,93669782435008E-04 
598	-1,54524959583396E-03 
599	-8,42209270875093E-04 
600	-3,33241015797106E-04 
601	-4,64723912509816E-04 
602	-7,58699902094116E-04 
603	-9,59135740453389E-04 
604	-8,44744037930071E-04 
605	-2,7337238845824E-04 
606	 3,83787362674256E-04 
607	 2,75338980882379E-04 
608	-2,67878354054913E-04 
609	-9,67261841065578E-04 
610	-1,11357853823189E-03 
611	-7,18323996742894E-04 
612	 1,03667214173851E-04 
613	 6,96744157699427E-04 
614	 9,00886185253175E-04 
615	 1,00691297313088E-03 
616	 5,63439553412646E-04 
617	-5,2224008996855E-04 
618	-4,41828457659529E-04 
619	 1,97949177623554E-04 
620	-3,5593097274767E-04 
621	-7,69095536983988E-04 
622	-6,63109037637238E-04 
623	-3,39829993582571E-04 
624	-1,88225674733493E-04 
625	-5,76564959908406E-04 
626	-1,17380573158695E-03 
627	-1,60354239755762E-03 
628	-1,00244128894099E-03 
629	-6,21701594751579E-04 
630	-9,76467795524942E-04 
631	-6,31534073263145E-04 
632	-4,99002816566806E-05 
633	-2,41691373271411E-04 
634	-4,0331729316989E-04 
635	-3,19260647504311E-04 
636	-1,00273076772465E-04 
637	 6,66423564545673E-05 
638	 4,70989846606497E-06 
639	-5,20542525230845E-04 
640	-1,11617724931883E-03 
641	-7,18062954703907E-04 
642	-2,13044182173226E-04 
643	-1,06339646328263E-05 
644	-1,50621158547889E-04 
645	-4,95906624002812E-04 
646	-8,65025655436227E-04 
647	-2,77524258437242E-04 
648	 8,29454874016108E-04 
649	 6,15597607820407E-05 
650	-7,50985995811131E-04 
651	-4,47900544082093E-04 
652	-5,02893184551474E-04 
653	-7,93682317548254E-04 
654	-6,2910571804731E-04 
655	-5,61030280379789E-04 
656	-6,22400950674386E-04 
657	 7,76125495328566E-05 
658	 2,97855866810852E-04 
659	-1,18267437516671E-03 
660	-1,47613748323145E-03 
661	-5,13497432733203E-04 
662	 5,39484525002012E-05 
663	 3,17329767786557E-04 
664	 2,32986436149741E-04 
665	-3,9700576786282E-04 
666	-1,13861167136825E-03 
667	-1,35105377303159E-03 
668	-8,69516215115309E-04 
669	-7,13237166859466E-05 
670	-6,87602429768777E-04 
671	-0,001067351308146 
672	 2,30486154995141E-05 
673	 4,8060474018496E-04 
674	 1,69525633791371E-04 
675	-0,000433869804013 
676	-5,80466460729558E-04 
677	-1,49707700731336E-04 
678	-5,30764651205819E-04 
679	-9,11132217676437E-04 
680	-2,1935861872147E-04 
681	 2,03218342782797E-04 
682	 1,01808064552264E-04 
683	-2,50080598818482E-04 
684	-5,94068772477109E-04 
685	-7,03989405112762E-04 
686	-2,48709660221537E-04 
687	 3,57151753921781E-04 
688	 3,34158779158042E-04 
689	 1,89312690707646E-04 
690	 3,82420043053598E-05 
691	-3,53935724682197E-04 
692	-5,57171978754388E-04 
693	-2,27918189676504E-04 
694	-2,45919463170976E-04 
695	-5,12752991940139E-04 
696	-2,72047097097657E-04 
697	-2,55537960687049E-04 
698	-6,64812518896193E-04 
699	-8,22005682927322E-04 
700	-7,27016954681402E-04 
701	-4,68413307496929E-04 
702	-3,57276152135841E-04 
703	-3,88258428228695E-04 
704	-2,02406700727993E-04 
705	-8,18275366281308E-05 
706	-1,77719624352564E-04 
707	-1,38240414854768E-04 
708	-8,0258045413516E-05 
709	-3,50917439270948E-04 
710	-2,72651566459137E-04 
711	 1,74242670082195E-04 
712	 1,03651984795924E-04 
713	-2,47482724420211E-04 
714	-5,8953252254416E-04 
715	-5,08605946763383E-04 
716	-1,08976772091875E-04 
717	 1,00798042211666E-04 
718	 3,73836411852935E-04 
719	 6,8306625239515E-04 
720	 3,90186459916261E-04 
721	-2,50637952107213E-04 
722	-8,43157975108236E-04 
723	-7,26865256923176E-04 
724	-8,49675880711127E-05 
725	-1,20709126554907E-04 
726	-2,72663892811168E-04 
727	-2,22099939147044E-04 
728	-3,29110894817651E-04 
729	-5,35243379633239E-04 
730	-6,76618013365945E-04 
731	-6,32880282090023E-04 
732	-4,71020725180309E-04 
733	-7,39014142303209E-04 
734	-7,29469930029464E-04 
735	 8,55474243490184E-05 
736	 1,05972872358728E-04 
737	-5,07389494755562E-04 
738	-6,46565548643377E-04 
739	-6,00282832791107E-04 
740	-4,40445589724682E-04 
741	-1,17251303584282E-04 
742	 6,65035963171186E-05 
743	-2,21549418334443E-04 
744	-5,33399284073649E-04 
745	-6,53752034576318E-04 
746	-2,52482674166305E-04 
747	-8,28372026973659E-05 
748	-4,47732340613527E-04 
749	-2,79842650410599E-04 
750	-4,99769848108917E-06 
751	-4,87169238893934E-04 
752	-4,51658324083045E-04 
753	 1,85691280572443E-04 
754	 4,0133180764751E-04 
755	 2,66352564066132E-04 
756	-1,00358766435177E-04 
757	-1,47117437350854E-04 
758	 3,22370726789053E-05 
759	 6,64879017626432E-05 
760	-8,26416933251862E-05 
761	-3,43200618357296E-04 
762	-2,49206918157341E-04 
763	-1,56239550902954E-04 
764	-3,83984765892082E-04 
765	-1,73423684845152E-04 
766	 2,27237051009619E-04 
767	-2,15526762678986E-04 
768	-6,0185501420353E-04 
769	-5,80345980615472E-04 
770	-3,79365824389856E-04 
771	-1,92483272788599E-04 
772	-2,23722615714422E-04 
773	-4,7254248848153E-04 
774	-7,42741944311133E-04 
775	-4,74091793592919E-04 
776	-9,94585855807052E-05 
777	 8,68433229247801E-05 
778	-2,38259002518663E-04 
779	-5,81976336146257E-04 
780	-1,72732516455382E-04 
781	-1,77026992612174E-04 
782	-6,57731986142539E-04 
783	-7,41585674426804E-04 
784	-4,13346672558567E-04 
785	 2,15154734972495E-04 
786	 1,49871724778476E-04 
787	-3,50538234391667E-04 
788	-5,91203718741316E-04 
789	-3,6871043810804E-04 
790	 1,33702510420595E-04 
791	-2,05818266748235E-04 
792	-5,95309209574106E-04 
793	-4,12508174063703E-04 
794	-3,7295013727453E-04 
795	-4,57116079302997E-04 
796	-3,81654671541803E-04 
797	-2,20313442122433E-04 
798	-7,0153040417214E-05 
799	-3,1742005640096E-04 
800	-4,0718681099908E-04 
801	 1,25959063449961E-04 
802	 5,7600547095761E-05 
803	-4,76282725582668E-04 
804	-5,83280088106969E-04 
805	-3,63120487041968E-04 
806	 7,86239170314081E-05 
807	 2,2284151345474E-04 
808	 2,54850403840729E-04 
809	 4,09024774289932E-04 
810	 5,00522199882166E-04 
811	 4,05469282470698E-04 
812	-1,83454108512983E-04 
813	-4,48747912727802E-04 
814	-1,58898494331727E-04 
815	-3,80266992056049E-04 
816	-4,64450972177437E-04 
817	 4,09330888180703E-04 
818	 3,1280564718575E-04 
819	-5,62636116674094E-04 
820	-2,6424480513394E-04 
821	-1,31641764678395E-05 
822	-3,09344400779049E-04 
823	-5,07656738985196E-04 
824	-5,19647414772478E-04 
825	-3,20304154428054E-04 
826	-4,33889283679417E-04 
827	-6,34973379206337E-04 
828	 3,38611828727962E-04 
829	 7,04660453473771E-04 
830	-2,46482347038553E-04 
831	-4,77042039455618E-04 
832	-3,3462394969173E-04 
833	-5,98210322294744E-04 
834	-5,96177215083823E-04 
835	-3,99266397525072E-04 
836	-7,8462419738782E-04 
837	-9,63270444955529E-04 
838	-5,86792663928223E-04 
839	-4,41273160628873E-04 
840	-4,98650318215912E-04 
841	-5,89487506477951E-04 
842	-5,70054525869392E-04 
843	-4,62606577364429E-04 
844	-4,63333917501824E-04 
845	-6,57121617037526E-04 
846	-1,02122121557545E-03 
847	-1,09182020131069E-03 
848	-9,09554563333199E-04 
849	-6,19253061640203E-04 
850	-2,90654035324956E-04 
851	-1,26841285225349E-04 
852	-8,12347736872909E-04 
853	-6,92599607451716E-04 
854	 7,62916796445252E-04 
855	 4,99834651617865E-04 
856	-3,6973296352242E-04 
857	 1,2519894612017E-04 
858	-9,75621927238057E-05 
859	-9,60835725600652E-04 
860	-5,9430034321724E-04 
861	-3,19397473895926E-04 
862	-6,550496843047E-04 
863	-1,63894293075381E-04 
864	 3,85790745681473E-04 
865	-1,52793669153928E-04 
866	-4,87760405858441E-04 
867	-3,50241930797106E-04 
868	 1,0089315452688E-04 
869	 4,02236690103697E-04 
870	 4,12705415663373E-04 
871	 9,71135549928639E-04 
872	 1,39774482466384E-03 
873	 8,20468368538268E-04 
874	-1,14871269632455E-04 
875	-8,49166612251116E-04 
876	-1,83849789490438E-04 
877	-1,07169862768522E-04 
878	-1,12521819379372E-03 
879	-8,79664853605471E-04 
880	-1,56521934519189E-05 
881	 5,26806300928591E-04 
882	 3,20121883366322E-05 
883	-8,54731892174596E-04 
884	 1,00031131883439E-04 
885	 3,90321187949923E-04 
886	-4,78067904375531E-04 
887	 1,0869597930751E-05 
888	 3,88823975882602E-04 
889	-7,15602857101967E-04 
890	-1,1511125797955E-03 
891	-1,04218450138376E-03 
892	-1,65257801387721E-03 
893	-1,1974400585382E-03 
894	 2,50410480127174E-04 
895	-2,13112980645398E-04 
896	-9,3624312714727E-04 
897	-5,89099850424468E-04 
898	-1,24424110023374E-04 
899	 1,52640620798696E-05 
900	-7,25099372577275E-04 
901	-8,52980550556248E-04 
902	-2,43514480177475E-04 
903	-1,90624198695174E-04 
904	-3,64644523602655E-04 
905	-5,32455860010597E-04 
906	-5,79228412597229E-04 
907	-6,02896277334235E-04 
908	-7,70781927274235E-04 
909	-4,59169914164004E-04 
910	-5,71359547137195E-06 
911	-1,08590206485706E-03 
912	-1,3469817298752E-03 
913	-5,15458779909234E-05 
914	-6,53410052859499E-05 
915	-5,28944174141784E-04 
916	-2,50234512883628E-04 
917	-2,08837465716136E-04 
918	-5,01662570879491E-04 
919	-9,61456420490391E-04 
920	-1,10676756160137E-03 
921	-8,48309731556908E-04 
922	-7,84974124155496E-04 
923	-6,54637980030995E-04 
924	-2,64485989649839E-04 
925	-1,25480136440864E-04 
926	-1,29704036192757E-04 
927	 1,04837983993241E-04 
928	-4,35276870169127E-04 
929	-1,50496575474091E-03 
930	-1,11978649950279E-03 
931	-8,176896752642E-04 
932	-1,4813344624536E-03 
933	-2,58721762169847E-03 
934	-3,00271269198027E-03 
935	-1,46291819858619E-03 
936	 9,01280388163537E-05 
937	 9,33905465211948E-04 
938	 5,50060721453155E-04 
939	-3,05416246359986E-04 
940	-8,89993498916686E-04 
941	 7,64648542422752E-04 
942	 1,78930053813134E-03 
943	-1,8632371493058E-04 
944	-1,26519955508676E-03 
945	-1,3103480216056E-03 
946	-1,35756933416971E-03 
947	-1,14570813550025E-03 
948	-9,52903891938119E-04 
949	-2,00082039188233E-03 
950	-2,16945101759247E-03 
951	-6,31510416033852E-04 
952	-5,12762201737866E-04 
953	-1,21552488798851E-03 
954	-1,57278484329547E-03 
955	-9,31766748997784E-04 
956	 1,03021100205568E-04 
957	-4,58337143241265E-04 
958	-8,08856513967883E-04 
959	-4,87912164482239E-04 
960	-4,87747061437712E-04 
961	-2,35219995775596E-04 
962	 5,42244475144265E-04 
963	 1,62056399118638E-04 
964	-5,57528124951133E-04 
965	-4,15969048896454E-05 
966	 3,13232673731595E-04 
967	 1,35213044384128E-04 
968	-5,88155618933242E-04 
969	-1,42653565908373E-03 
970	-2,07769707527712E-03 
971	-2,41335179616829E-03 
972	-1,75603272468595E-03 
973	 8,45538223220031E-05 
974	-1,6876587081464E-03 
975	-3,56405430791972E-03 
976	 2,18887818255939E-03 
977	 3,82884285804244E-03 
978	 2,27552313840816E-04 
979	-6,36206403143142E-04 
980	-1,08910903084619E-03 
981	-1,87069688704866E-03 
982	-1,2824074247454E-03 
983	 6,52493164463733E-04 
984	 3,37478246945509E-03 
985	 2,20205704924586E-03 
986	-1,01496316244704E-03 
987	-9,68824137624805E-04 
988	-7,16263882592928E-04 
989	-9,81243167312562E-04 
990	-1,49711412291356E-03 
991	-1,02253070673176E-03 
992	 6,17857816467984E-04 
993	 3,23939297442897E-04 
994	-6,01028292015043E-04 
995	-5,18868107589906E-04 
996	 3,75005082486466E-05 
997	 8,01917874167157E-04 
998	 1,39090643459912E-03 
999	 2,52268887492616E-03 
1000	 3,76375786355768E-03 
1001	 3,20087226957466E-03 
1002	 1,60342782269461E-03 
1003	-4,38562957786944E-04 
1004	-2,41218735696958E-03 
1005	-3,09076750802198E-03 
1006	-1,62683647386517E-03 
1007	-1,33148523472704E-03 
1008	-1,47147108919889E-03 
1009	 3,62695539387754E-04 
1010	 1,06945901239574E-04 
1011	-2,13495655629776E-03 
1012	-2,72458880746123E-03 
1013	-1,16698752934901E-03 
1014	 1,93180918506088E-03 
1015	 2,44955464791967E-03 
1016	 4,6215124162231E-04 
1017	-3,24293740553613E-03 
1018	-4,71357519493263E-03 
1019	-3,76949419445648E-03 
1020	-1,34164042405681E-03 
1021	 4,08698038544504E-04 
1022	 9,31529773956359E-04 
1023	 9,89117330753592E-04 
1024	-1,61474665319906E-03 
1025	-5,9439519271949E-03 
1026	-4,40013318930814E-03 
1027	-3,6044272798657E-03 
1028	-6,9198810365573E-03 
1029	-4,99457838146044E-03 
1030	-9,01904504982767E-04 
1031	 4,0628577506394E-04 
1032	-4,33689968982161E-03 
1033	-9,78729993180005E-03 
1034	-3,92966971666261E-03 
1035	 1,10814971357027E-03 
1036	 1,73752257377617E-03 
1037	-1,78144624850446E-03 
1038	-2,08153173066262E-03 
1039	 2,29550980742639E-03 
1040	-1,13891459355854E-04 
1041	-9,09914264452171E-03 
1042	-2,06607470972282E-02 
1043	-1,19697997805456E-02 
1044	 3,29727378060938E-03 
1045	 2,98626251220184E-03 
1046	 1,13957737511721E-03 
1047	-9,41332924632145E-05 
1048	-2,32162649250484E-03 
1049	-4,59220035837316E-03 
1050	-6,74828922417347E-03 
1051	-9,13271421081435E-03 
1052	-1,30216904739693E-02 
1053	-1,73994059424256E-02 
1054	-1,31817536485587E-02 
1055	-4,34776851408708E-03 
1056	 3,87563534203802E-03 
1057	 1,09050753579261E-03 
1058	-7,00704324801078E-03 
1059	-9,91758078488156E-03 
1060	-6,16361189145878E-03 
1061	 3,23825425102336E-05 
1062	-1,33883165748567E-03 
1063	-2,31701488953188E-03 
1064	-1,82653184077798E-03 
1065	-4,9639371397724E-03 
1066	-6,89942023578711E-03 
1067	-4,63035109252922E-03 
1068	 5,37523733290949E-03 
1069	 9,16955202292473E-03 
1070	-1,8532461199779E-03 
1071	-1,26597537851869E-02 
1072	-1,76879339550897E-02 
1073	-1,28506504558795E-02 
1074	-6,62368352946334E-03 
1075	-2,18887909222567E-03 
