Wavelength	SCORFF200884.asd
325	 0,120690950862615 
326	 0,234579902409271 
327	 0,242227753614844 
328	 0,159516185201858 
329	 0,215951174633615 
330	 0,2416938701043 
331	 0,114066367622853 
332	 3,38271167309549E-02 
333	 4,36262102598874E-02 
334	 0,139422719327606 
335	 0,191637746781783 
336	 0,141716902304334 
337	 6,77755866766195E-02 
338	-8,69602511186585E-03 
339	-1,57193119003749E-02 
340	 6,10987901792696E-02 
341	 0,140347989912336 
342	 0,102305473301546 
343	 8,00971316425544E-02 
344	 0,102244122350747 
345	 8,50018168604651E-02 
346	 7,51128494328892E-02 
347	 0,118191153748124 
348	 0,114969330824857 
349	 7,32185308656167E-02 
350	 4,07530804452221E-02 
351	 2,76150287712964E-02 
352	 3,89023338958258E-02 
353	 0,048697097433547 
354	 5,28960989165315E-02 
355	 4,81910331689649E-02 
356	 4,08280599295703E-02 
357	 3,90035585222568E-02 
358	 5,79620744656785E-02 
359	 6,59729135797342E-02 
360	 4,97772535643414E-02 
361	 1,69530752405733E-02 
362	 9,9954874741015E-04 
363	 4,54883431416931E-02 
364	 6,05381960826237E-02 
365	 4,73885057295837E-02 
366	 0,085620808601354 
367	 9,52590607518651E-02 
368	 3,74894989869611E-02 
369	 4,83054208230377E-03 
370	-2,79294245918454E-03 
371	-0,007686396629958 
372	 9,93739687782355E-03 
373	 4,25152719351554E-02 
374	 4,09174765986783E-02 
375	 3,15487955373178E-02 
376	 0,035392715999931 
377	 5,33053922287179E-02 
378	 6,59913312566691E-02 
379	 3,26907894570901E-02 
380	 1,44527886058921E-02 
381	 0,027462059300312 
382	 3,83428718425948E-02 
383	 3,97649135293081E-02 
384	 2,88704024782291E-02 
385	 0,021827465265268 
386	 2,61060872164717E-02 
387	 5,58324291520312E-02 
388	 6,51716699499717E-02 
389	 4,00963338573881E-02 
390	 1,23771268914622E-02 
391	-7,07636487829346E-04 
392	 1,96573774136227E-02 
393	 2,05268288226508E-02 
394	 5,40553426070753E-03 
395	 2,46532073328383E-02 
396	 3,14266728779833E-02 
397	 8,79010943148301E-03 
398	 9,16992568243288E-03 
399	 0,022727022282723 
400	 2,70277511505921E-02 
401	 2,39209769301398E-02 
402	 1,58570940163658E-02 
403	 8,63980321384242E-03 
404	 1,40936489880747E-02 
405	 3,59253028584946E-02 
406	 3,37433733935547E-02 
407	 2,04070804384713E-02 
408	 3,39295888792364E-02 
409	 4,13321511541333E-02 
410	 3,59150202796394E-02 
411	 3,49226554872334E-02 
412	 2,93980497955988E-02 
413	 0,01188043750624 
414	 1,50439620927043E-02 
415	 3,13642324507153E-02 
416	 2,79869690670473E-02 
417	 2,36856541448485E-02 
418	 2,42519917886041E-02 
419	 0,015259584448118 
420	 9,17391847640809E-03 
421	 2,30153135467936E-02 
422	 3,01088213771451E-02 
423	 2,72499921225208E-02 
424	 2,56489399545622E-02 
425	 2,60341942671747E-02 
426	 2,82683169430896E-02 
427	 2,63702647073508E-02 
428	 2,18807927670002E-02 
429	 0,018295284109019 
430	 2,04241247152959E-02 
431	 2,72278269626496E-02 
432	 2,76575717192539E-02 
433	 2,61355701512209E-02 
434	 2,69271905668931E-02 
435	 2,82642882290811E-02 
436	 2,85882074974674E-02 
437	 2,41963371362884E-02 
438	 2,18809762747808E-02 
439	 2,38017922966266E-02 
440	 2,42399257242643E-02 
441	 2,33747194238168E-02 
442	 2,21260164590399E-02 
443	 2,16142467327301E-02 
444	 2,22383742583181E-02 
445	 2,42416180923741E-02 
446	 2,58461842279191E-02 
447	 2,58535253300291E-02 
448	 2,39093729909436E-02 
449	 2,29736676472963E-02 
450	 2,88392659760968E-02 
451	 3,12022493900131E-02 
452	 2,81041645880993E-02 
453	 2,68845333977585E-02 
454	 2,60874155799873E-02 
455	 2,41408852126519E-02 
456	 0,022235433935979 
457	 2,16543347208011E-02 
458	 2,53876151116016E-02 
459	 2,79547842374798E-02 
460	 2,71511211707715E-02 
461	 0,025677958208914 
462	 2,49301700027163E-02 
463	 2,63719233245603E-02 
464	 2,53381649441651E-02 
465	 2,19939611360905E-02 
466	 2,06750263638042E-02 
467	 2,22233856295922E-02 
468	 2,65237756439474E-02 
469	 2,79637317421671E-02 
470	 2,66247080776379E-02 
471	 2,40947424338078E-02 
472	 2,36537456299286E-02 
473	 2,60115228104008E-02 
474	 2,86393025147596E-02 
475	 0,02882307530982 
476	 2,43953231313404E-02 
477	 2,21049656603242E-02 
478	 2,32149368106293E-02 
479	 2,76361343852766E-02 
