Wavelength	AVEN00612.asd
325	 2,46348715583177E-02 
326	-8,39559958462471E-03 
327	 2,31881361788078E-02 
328	 0,134417753079832 
329	 0,142438045240485 
330	 9,36144510762362E-02 
331	 4,81091742843698E-02 
332	 9,07279971024991E-02 
333	 0,140533443891653 
334	-2,81850626115996E-02 
335	-7,75628116816331E-02 
336	 4,53953659640903E-02 
337	 0,104629333581022 
338	 9,68460091695413E-02 
339	 2,04510375578803E-02 
340	-1,14635318711026E-02 
341	 1,15060527552224E-02 
342	 6,34127323122042E-02 
343	 8,34056815917566E-02 
344	 6,72533875512022E-02 
345	 7,93902384125512E-02 
346	 7,74848287808296E-02 
347	 1,81532099712618E-02 
348	 1,47131497585737E-02 
349	 5,80992009494106E-02 
350	 8,42460904243402E-02 
351	 7,09808186841559E-02 
352	 2,45375799913316E-02 
353	 2,66215104571615E-02 
354	 4,39770125101148E-02 
355	 3,51056920654135E-02 
356	 0,041431889446164 
357	 5,47586785956008E-02 
358	 2,27160742503351E-02 
359	 1,32673360768721E-02 
360	 5,00136341280172E-02 
361	 5,26384319421368E-02 
362	 3,53447499347829E-02 
363	 0,030878074313958 
364	 1,95491051829662E-02 
365	 1,04342105679974E-02 
366	 4,28011170509187E-02 
367	 6,91085909253627E-02 
368	 0,058562610471788 
369	 0,041465331403946 
370	 2,84343134355436E-02 
371	 3,20645050467166E-02 
372	 3,71145227073059E-02 
373	 4,01174740789753E-02 
374	 4,87778502324092E-02 
375	 0,052399594143662 
376	 4,51360154143449E-02 
377	 5,40636551500203E-02 
378	 0,067366485320139 
379	 4,65773161504545E-02 
380	 3,49583651160769E-02 
381	 4,04479286626941E-02 
382	 3,16915196681445E-02 
383	 2,20515332238516E-02 
384	 0,026193123196626 
385	 3,36256414155694E-02 
386	 3,68780411266667E-02 
387	 1,91017731344202E-02 
388	 2,12156112114958E-02 
389	 5,10243077409713E-02 
390	 6,07387791445641E-02 
391	 0,052494427297541 
392	 3,30781499016612E-02 
393	 2,29592186077085E-02 
394	 2,45652950333541E-02 
395	 2,54558521395996E-02 
396	 3,14812590131883E-02 
397	 4,20589595237478E-02 
398	 3,23850353001236E-02 
399	 2,00548658719865E-02 
400	 3,53729413180306E-02 
401	 4,14761316924527E-02 
402	 3,33904024490851E-02 
403	 2,66421694030426E-02 
404	 0,026041923067456 
405	 3,33334202978061E-02 
406	 3,29790513463162E-02 
407	 2,87013546438002E-02 
408	 3,25683656796194E-02 
409	 3,48174383366829E-02 
410	 3,26253356272979E-02 
411	 2,64059988493407E-02 
412	 2,28398958596015E-02 
413	 2,75235463249253E-02 
414	 3,13686778493231E-02 
415	 3,32126659081712E-02 
416	 0,034759347531665 
417	 3,74358578748381E-02 
418	 4,06740110574946E-02 
419	 3,73270101050792E-02 
420	 3,18272601404341E-02 
421	 3,02532566422607E-02 
422	 3,11453070545303E-02 
423	 3,23942914394699E-02 
424	 2,76061152676028E-02 
425	 2,56248248288655E-02 
426	 3,08549284679468E-02 
427	 3,18409979736593E-02 
428	 3,07053759328192E-02 
429	 3,44665170917769E-02 
430	 3,30909545862217E-02 
431	 2,71818145155785E-02 
432	 3,20388281005638E-02 
433	 3,88212369581973E-02 
434	 3,92410936605496E-02 
435	 3,50058974292683E-02 
436	 2,96092998863736E-02 
437	 3,08341182604819E-02 
438	 3,27558040181656E-02 
439	 3,32711321447792E-02 
440	 3,50737504995357E-02 
441	 3,70306478908062E-02 
442	 3,75171297445944E-02 
443	 3,69667126818134E-02 
444	 3,60798072289157E-02 
445	 0,036789220500413 
446	 3,72999158817654E-02 
447	 3,64684053156853E-02 
448	 3,45524549281801E-02 
449	 3,31336084876875E-02 
450	 3,49579624778569E-02 
451	 3,75122493548036E-02 
452	 3,91784727108457E-02 
453	 3,68124585897936E-02 
454	 3,46269920099219E-02 
455	 3,64894164511271E-02 
456	 3,82924487218107E-02 
457	 3,94937755704508E-02 
458	 4,12073296376534E-02 
459	 4,12303243313137E-02 
460	 3,92657636691119E-02 
461	 3,98258580757197E-02 
462	 4,07649187499866E-02 
463	 0,038652545634638 
464	 3,84496213704025E-02 
465	 4,07782910659536E-02 
466	 4,34624684139038E-02 
467	 4,49551311179211E-02 
468	 4,42846623409886E-02 
