Wavelength	CAMFROU00010.asd
325	 0,643236439657082 
326	 0,583953166838762 
327	 0,46499645731519 
328	 0,350509733009166 
329	 0,515810955412567 
330	 0,630137799311543 
331	 0,484103215227207 
332	 0,479606224744218 
333	 0,588741842160204 
334	 0,546006644014703 
335	 0,557362381043442 
336	 0,628519957862309 
337	 0,53448960279718 
338	 0,483592595353099 
339	 0,609840052031062 
340	 0,574565660900455 
341	 0,416309873647311 
342	 0,425626601270831 
343	 0,435630120423374 
344	 0,413329579740029 
345	 0,471008557811986 
346	 0,500604898790647 
347	 0,435554038358263 
348	 0,423165954599801 
349	 0,462215291855086 
350	 0,467216683811128 
351	 0,470434020643369 
352	 0,482535785733006 
353	 0,495196876385837 
354	 0,490658852092692 
355	 0,454289804870725 
356	 0,447409140817425 
357	 0,464922064842662 
358	 0,449211058145277 
359	 0,452621633366698 
360	 0,488953938903842 
361	 0,48868534256762 
362	 0,468787500556678 
363	 0,460471692972216 
364	 0,475268612669063 
365	 0,504313005118497 
366	 0,504852814923679 
367	 0,489555177109812 
368	 0,471481969429965 
369	 0,484073206357933 
370	 0,511678803071903 
371	 0,529804545617568 
372	 0,522622343081434 
373	 0,498339268095533 
374	 0,517754859245369 
375	 0,536012294309929 
376	 0,517125831553961 
377	 0,507091097444696 
378	 0,510962475880207 
379	 0,529886483826732 
380	 0,537518732161017 
381	 0,53085956664628 
382	 0,552925589100791 
383	 0,565965260880515 
384	 0,536395058361269 
385	 0,519703591401107 
386	 0,518917339066669 
387	 0,518214106908336 
388	 0,520268318238618 
389	 0,523785832380158 
390	 0,522468781906161 
391	 0,516864906985143 
392	 0,508771716385226 
393	 0,515440747792606 
394	 0,533044717385779 
395	 0,542831339714573 
396	 0,535130690102262 
397	 0,511088900075879 
398	 0,510259178738061 
399	 0,52101284798659 
400	 0,519516921649592 
401	 0,522187149003933 
402	 0,528348695615181 
403	 0,520153548511493 
404	 0,518773888857296 
405	 0,535822828533551 
406	 0,538970886416619 
