Wavelength	BLAVET00267.asd
325	 0,161426916863183 
326	 0,151906383539424 
327	 0,14900563361162 
328	 0,150165954296903 
329	 0,106079848523333 
330	 8,82355206704513E-02 
331	 0,153247879461261 
332	 0,12828169848627 
333	 7,08122582564713E-02 
334	 0,173319664631447 
335	 0,177922573343434 
336	 6,75078314755286E-02 
337	 5,72985984735312E-02 
338	 5,61191040968853E-02 
339	-2,30809137200089E-02 
340	-2,71345580298922E-02 
341	 2,23306549847771E-02 
342	 3,58099407674478E-02 
343	 3,36631385472643E-02 
344	 0,016918907420684 
345	-2,44101382055808E-02 
346	-3,72020473927412E-02 
347	 6,09469626910033E-03 
348	 2,39130208466423E-02 
349	 1,49585264404548E-02 
350	 0,020689035192986 
351	 2,04356830345782E-02 
352	 1,10130855822013E-02 
353	 1,81199057374787E-02 
354	 2,96766386973734E-02 
355	 3,14232489578438E-02 
356	 3,91857026280149E-02 
357	 5,00213288386707E-02 
358	 4,84512876427248E-02 
359	 2,86931143312858E-02 
360	-5,7614791447599E-03 
361	-6,13846319022701E-04 
362	 2,45802983453648E-02 
363	 3,79542534331611E-02 
364	 3,27099568892918E-02 
365	 1,32697493473419E-02 
366	 6,86966665276695E-03 
367	 1,70705154824301E-02 
368	 3,93480720962014E-02 
369	 3,32422497291006E-02 
370	 9,32586798183527E-03 
371	-1,72825039774273E-03 
372	-1,34669719902062E-02 
373	-1,90769463663883E-02 
374	 2,80104515103864E-02 
375	 4,59107924794414E-02 
376	-1,63742786836036E-02 
377	-0,013296645945859 
378	 3,11271680214508E-02 
379	 1,60447079936695E-02 
380	 1,30978419550975E-02 
381	 3,42803253565955E-02 
382	 0,025781689124262 
383	 1,71363907068908E-02 
384	 3,72989987506538E-02 
385	 4,93527456404294E-02 
386	 4,42631092310057E-02 
387	 0,011631801098816 
388	-5,37303933473466E-03 
389	 0,010743266211299 
390	 0,026286218784856 
391	 3,46881194914342E-02 
392	 3,22630065087363E-02 
393	 2,34190039337734E-02 
394	 1,50803590355024E-02 
395	 2,59261645512531E-02 
396	 3,07762432646185E-02 
397	 0,019406404140942 
398	 1,75648617187736E-02 
399	 2,11596711380355E-02 
400	 1,94517597579421E-02 
401	 2,13644015868369E-02 
402	 2,61555449191132E-02 
403	 0,023289853800196 
404	 2,21388337862556E-02 
405	 2,78784209516406E-02 
406	 2,38413266509187E-02 
407	 1,57679670558533E-02 
408	 1,96451267946813E-02 
409	 2,13977601991193E-02 
410	 1,82538287506646E-02 
411	 1,77653812984501E-02 
412	 1,75637089457449E-02 
413	 1,53914331514134E-02 
414	 1,71648457854269E-02 
415	 2,03284316106159E-02 
416	 1,55898545553218E-02 
417	 1,30958050366739E-02 
418	 1,59064146841664E-02 
419	 1,44905806895137E-02 
420	 1,22810498813757E-02 
421	 1,45996189103377E-02 
422	 1,39570443284592E-02 
423	 1,13730855679058E-02 
424	 1,60471742956812E-02 
425	 2,00624383603184E-02 
426	 1,88257400880205E-02 
427	 1,58806912105196E-02 
428	 1,43808189457243E-02 
429	 1,97106818094746E-02 
430	 1,75425520692391E-02 
431	 8,28891057766962E-03 
432	 1,26176762276135E-02 
433	 2,02685317140435E-02 
434	 2,14948252849692E-02 
435	 0,021552101101993 
436	 2,08287844999843E-02 
437	 1,78711814240761E-02 
438	 1,56580036491699E-02 
439	 1,53832073452034E-02 
440	 1,50803411969627E-02 
441	 1,59938420933318E-02 
442	 1,98878581426906E-02 
443	 1,93364652526331E-02 
444	 1,42244981675499E-02 
445	 9,74062053023995E-03 
446	 9,78078276080567E-03 
447	 1,55917999509949E-02 
448	 1,53534500378425E-02 
449	 1,16007364048338E-02 
450	 1,21220395407912E-02 
451	 1,45768000845985E-02 
452	 1,74626302779707E-02 
453	 0,016779619373954 
454	 1,60333603125747E-02 
455	 1,85209686299352E-02 
456	 2,16481224733717E-02 
457	 2,28347252522256E-02 
458	 1,56195057248906E-02 
459	 1,43561506715605E-02 
460	 2,29331527836259E-02 
461	 2,32227776104121E-02 
462	 1,90451871808964E-02 
463	 1,77702139147415E-02 
464	 1,68823979425118E-02 
465	 1,66405103713985E-02 
466	 1,97051084192879E-02 
467	 2,13625058549554E-02 
468	 1,86994915044837E-02 
469	 1,56499069350822E-02 
470	 1,35613098493146E-02 
471	 1,37382797090509E-02 
472	 1,49400569488524E-02 
473	 1,60551566977233E-02 
474	 1,40495165029473E-02 
475	 0,012820867278912 
476	 1,61168127499052E-02 
477	 1,65404478230397E-02 
478	 1,48885876090127E-02 
479	 1,82301080132227E-02 
480	 1,88452376210611E-02 
481	 1,42529359848327E-02 
482	 1,35306176464484E-02 
483	 1,52986181584008E-02 
484	 1,60039090477813E-02 
485	 1,62804319980339E-02 
486	 1,65583453890909E-02 
487	 1,87686793923666E-02 
488	 1,88774655223933E-02 
489	 1,44010973403078E-02 
490	 1,26456919538979E-02 
491	 1,35867604486288E-02 
492	 1,41890368074197E-02 
493	 1,52176728930311E-02 
494	 0,016572769264722 
495	 1,73962006631307E-02 
496	 1,72317936591331E-02 
497	 1,57175134930919E-02 
498	 1,68742525703118E-02 
499	 1,96164726039471E-02 
500	 1,74430495056319E-02 
501	 1,62974892166281E-02 
502	 1,88751510589088E-02 
503	 1,77323806873904E-02 
504	 1,53952659760719E-02 
505	 1,80450482897676E-02 
506	 1,85714650851619E-02 
507	 1,60475088495217E-02 
508	 1,61033045082129E-02 
509	 1,65742218585635E-02 
510	 1,54104451758084E-02 
511	 1,50568955839432E-02 
512	 1,56174234136889E-02 
513	 1,62580350414664E-02 
514	 1,66214476784853E-02 
515	 1,64444331735865E-02 
516	 1,52129487093449E-02 
517	 1,46960523394721E-02 
518	 1,74030523479707E-02 
519	 1,83901660785065E-02 
520	 1,72876493412244E-02 
521	 1,78578029909604E-02 
522	 1,84562994396106E-02 
523	 1,79290276624472E-02 
524	 1,75133997581226E-02 
525	 1,73754948889679E-02 
526	 1,75184398104272E-02 
527	 1,71738051509953E-02 
528	 1,63452873381691E-02 
529	 1,66099358757076E-02 
530	 1,72643359791897E-02 
531	 1,73823856247561E-02 
532	 1,68143414272471E-02 
533	 0,016052186376113 
534	 1,68308531402974E-02 
535	 0,017298544036562 
536	 1,65487556390587E-02 
537	 1,67331407170406E-02 
538	 1,75212163399931E-02 
539	 1,78686158576728E-02 
540	 1,73986299321639E-02 
541	 1,62776996368358E-02 
542	 1,59508375572738E-02 
543	 1,59172358891452E-02 
544	 1,56480934142814E-02 
545	 1,61737176200581E-02 
546	 1,71414714429778E-02 
547	 1,71436272224206E-02 
548	 1,68078169934476E-02 
549	 1,64623263474946E-02 
550	 1,60961505818004E-02 
551	 1,61141527477037E-02 
552	 1,71481919985605E-02 
553	 1,76921840560932E-02 
554	 1,73398913226245E-02 
555	 1,62602238467855E-02 
556	 1,61456432895173E-02 
557	 1,81485685007611E-02 
558	 1,84858740744226E-02 
559	 1,73481347539879E-02 
560	 0,016971321233126 
561	 1,67557423747883E-02 
562	 0,016615794537508 
563	 1,70034574565252E-02 
564	 1,74200488171851E-02 
565	 1,71745438051539E-02 
566	 1,76770306102824E-02 
567	 1,87388958298183E-02 
568	 1,84312254374117E-02 
569	 1,78932983539217E-02 
570	 1,79204866705223E-02 
571	 1,79514174678389E-02 
572	 0,017903765551179 
573	 1,77132293607243E-02 
574	 1,78937030677479E-02 
575	 1,84635294349013E-02 
576	 1,84152618572144E-02 
577	 1,83507487808767E-02 
578	 1,90137945586891E-02 
579	 2,01670903129269E-02 
580	 0,021076607391045 
581	 1,96769387860924E-02 
582	 1,83405244759456E-02 
583	 1,84309460933399E-02 
584	 1,87897301110343E-02 
585	 1,92414202784408E-02 
586	 1,97691453898283E-02 
587	 2,01626844285633E-02 
588	 2,04038638636386E-02 
589	 2,08535183895672E-02 
590	 2,10489069401005E-02 
591	 2,05877699252278E-02 
592	 2,03534321378098E-02 
593	 2,02425505234136E-02 
594	 1,92150121962339E-02 
595	 1,93211377961008E-02 
596	 0,021066478951993 
