Wavelength	CHO-GIL00037.asd
325	 0,247868757069657 
326	 0,267548360818009 
327	 0,271041405212606 
328	 0,246313620379426 
329	 0,188131639568561 
330	 0,173321798043062 
331	 0,260775452947456 
332	 0,222550178215418 
333	 0,159084584970006 
334	 0,207873256060054 
335	 0,283027612449995 
336	 0,291567617678703 
337	 0,168718103240796 
338	 5,10280946025893E-02 
339	 1,49116350656471E-02 
340	 2,59390905810731E-02 
341	 6,66869006206147E-02 
342	 0,129539284356844 
343	 0,198259592109872 
344	 0,233534498774429 
345	 0,149533160865475 
346	 7,26832909369412E-02 
347	 0,137142523074525 
348	 0,163737546902484 
349	 0,146330520836859 
350	 0,130140723793885 
351	 0,10761481646847 
352	 8,31029853264719E-02 
353	 0,091951900125092 
354	 0,112983945608326 
355	 0,120928941717866 
356	 0,111875021412176 
357	 9,59208060654757E-02 
358	 0,109330675810436 
359	 0,124498566088586 
360	 0,127506308813541 
361	 0,117687245496366 
362	 0,110468087996808 
363	 0,127939924495943 
364	 0,125982237471509 
365	 0,106828690025046 
366	 0,112602135084667 
367	 0,122568992291428 
368	 0,123314451049798 
369	 0,128617618172448 
370	 0,130016774694938 
371	 0,109179471007774 
372	 0,101876310316557 
373	 0,116974831659124 
374	 0,146217901089143 
375	 0,158061881658545 
376	 0,131373553970863 
377	 0,116675411993846 
378	 0,113271828732214 
379	 9,83276736887441E-02 
380	 8,67869476188224E-02 
381	 0,083605863584296 
382	 8,96341016873314E-02 
383	 0,100869719422963 
384	 0,113772354948676 
385	 0,115626455605013 
386	 0,109678341904238 
387	 0,109056230558915 
388	 0,11475733738123 
389	 0,125490755493714 
390	 0,13030950524656 
391	 0,131332393952774 
392	 0,13218114272649 
393	 0,134127514941074 
394	 0,133928553970827 
395	 0,118635634050561 
396	 0,112195349730214 
397	 0,124243021246931 
398	 0,128308019633499 
399	 0,128781491533801 
400	 0,13735384173011 
401	 0,136796356808375 
402	 0,126505428036918 
403	 0,118850314017768 
404	 0,117420262491944 
405	 0,123726291975006 
406	 0,13062140345947 
407	 0,133118215404475 
408	 0,123089010339136 
409	 0,120917002723944 
410	 0,129252429776806 
411	 0,129203659705723 
412	 0,125854747102864 
413	 0,124553608085247 
414	 0,118605642098764 
415	 0,112234328707815 
416	 0,118645379044516 
417	 0,124458048220701 
418	 0,124168327444262 
419	 0,121529034867421 
420	 0,118501782362063 
421	 0,116987679585434 
422	 0,119642339833319 
423	 0,124387388272272 
424	 0,123099226545216 
425	 0,119615700695921 
426	 0,117109722633116 
427	 0,120848400407754 
428	 0,125873361203088 
429	 0,122017172758241 
430	 0,119843877446173 
431	 0,121149948384672 
432	 0,119620560633885 
433	 0,116511399236661 
434	 0,113615644475046 
435	 0,118647575119676 
436	 0,12654647258787 
437	 0,121015378450133 
438	 0,116666669016946 
439	 0,118721390585732 
440	 0,120893707270132 
441	 0,121219177717203 
442	 0,118002547096262 
443	 0,117474130711298 
444	 0,119522995593537 
445	 0,11836127468191 
446	 0,116621150569841 
447	 0,116103931113596 
448	 0,117210350007538 
449	 0,119585510098423 
450	 0,122921198009944 
451	 0,122446260497742 
452	 0,118321343539988 
453	 0,118683413831766 
454	 0,120990931678628 
455	 0,122518396648306 
456	 0,122887994057136 
457	 0,122386598615876 
458	 0,122017627278699 
459	 0,122627304786561 
460	 0,124343766556754 
461	 0,125194546447895 
462	 0,125192174220199 
463	 0,124664237926342 
464	 0,124191442444618 
465	 0,124229836899529 
466	 0,125937440249322 
467	 0,126023460846271 
468	 0,122763607327733 
469	 0,121876168383243 
470	 0,122371147722737 
471	 0,120465748821858 
472	 0,119036529803263 
473	 0,119158695503947 
474	 0,121047870221445 
475	 0,123635246684856 
476	 0,125772039270837 
477	 0,126638489007376 
478	 0,126300026479465 
479	 0,125600444381408 
480	 0,124010705260167 
481	 0,12188020573407 
482	 0,122841469648098 
483	 0,124687084451405 
484	 0,123696618817757 
485	 0,123224610612139 
486	 0,123723524378801 
487	 0,12368172562862 
488	 0,122408541046002 
489	 0,119771594412441 
490	 0,119890593864731 
491	 0,121867200598903 
492	 0,122039990358897 
493	 0,122376921857964 
494	 0,123252743173998 
495	 0,123451238265419 
496	 0,123152486768284 
497	 0,122680860319696 
498	 0,124029166508247 
499	 0,126003962533369 
500	 0,123475143379973 
501	 0,120919184011887 
502	 0,120916157084427 
503	 0,122251306286485 
504	 0,123827788277399 
505	 0,124095811270452 
506	 0,123907368058369 
507	 0,123821418823974 
508	 0,125087232437855 
509	 0,126384119651808 
510	 0,126529036663825 
511	 0,126986577626221 
512	 0,12784121463965 
513	 0,128895644987135 
514	 0,128419020212626 
515	 0,126141077913072 
516	 0,1254206264608 
517	 0,126247999545695 
518	 0,12814998585354 
519	 0,128064819824726 
520	 0,126098996085895 
521	 0,125838116352411 
522	 0,126264594047963 
523	 0,126533455246734 
524	 0,126181523247982 
525	 0,125584149324522 
526	 0,125746206130482 
527	 0,126235871343799 
528	 0,126700555586445 
529	 0,126197928067746 
530	 0,125244336014687 
531	 0,124520725505655 
532	 0,124526734453327 
533	 0,125101222128645 
534	 0,125483407749308 
535	 0,125123780755842 
536	 0,123947677684349 
537	 0,12444828223658 
538	 0,125479816051295 
539	 0,12420742314853 
540	 0,124000582144788 
541	 0,125302004002184 
542	 0,125071519895251 
543	 0,12451344443484 
544	 0,124902412812937 
545	 0,124838780419768 
546	 0,124521654861121 
547	 0,125313631996756 
548	 0,125933740514529 
549	 0,125798829583866 
550	 0,125633032743247 
551	 0,125426329239936 
552	 0,124974769261326 
553	 0,12557183088933 
554	 0,126835068776087 
555	 0,125684898532829 
556	 0,124524256629982 
557	 0,125294964536777 
558	 0,125467614964543 
559	 0,12505896064433 
560	 0,125213241162299 
561	 0,125738224477005 
562	 0,12630961845204 
563	 0,1253138369834 
564	 0,124136433587741 
565	 0,124754561269795 
566	 0,125266234904701 
567	 0,125211985840978 
568	 0,124696689651904 
569	 0,124641720071609 
570	 0,12560792175741 
571	 0,12628173340822 
572	 0,12662292499989 
573	 0,126998609050777 
574	 0,127683693722289 
575	 0,128626513402142 
576	 0,128955302263387 
577	 0,129019948977041 
578	 0,129291616023936 
579	 0,129962366422814 
580	 0,130909788149362 
581	 0,131530590505732 
582	 0,132341106422379 
583	 0,133559795659007 
584	 0,134483902258065 
585	 0,13522848113678 
586	 0,136186679311449 
587	 0,136910074036462 
588	 0,137360281770589 
589	 0,138006599593404 
590	 0,138543796127729 
591	 0,138703785110654 
592	 0,139229881146246 
593	 0,139944304306248 
594	 0,139948015721394 
595	 0,139933159400823 
596	 0,140132548150936 
597	 0,139791466195993 
598	 0,139370983888622 
599	 0,139657778694985 
600	 0,139972835165244 
601	 0,140109588989072 
602	 0,140109799799644 
603	 0,139959568272453 
604	 0,139643867249343 
605	 0,139049143215857 
606	 0,138401202838804 
607	 0,13827910033815 
608	 0,138123253655676 
609	 0,137700585007248 
610	 0,137007464212785 
611	 0,13632776946625 
612	 0,136010527290126 
613	 0,135213166841329 
614	 0,134195452548633 
615	 0,134533478962156 
616	 0,134817086878558 
617	 0,134229308086388 
618	 0,134221785521672 
619	 0,1343587473006 
620	 0,133317958974748 
621	 0,132676192997678 
622	 0,132905433279551 
623	 0,133570123052985 
624	 0,133892067065997 
625	 0,133174017561553 
626	 0,133487502071334 
627	 0,134605370279106 
628	 0,134490100973908 
629	 0,13441320668205 
630	 0,134952388172371 
631	 0,135371470777219 
632	 0,135608209467146 
633	 0,135685429966066 
634	 0,136008812796533 
635	 0,136621726680404 
636	 0,137158293555319 
637	 0,137540375131819 
638	 0,137740606505521 
639	 0,138230060805363 
640	 0,138841275840191 
641	 0,138941670632776 
642	 0,138880842256716 
643	 0,138920827940828 
644	 0,139743952950425 
645	 0,140594567780188 
646	 0,140439951194463 
647	 0,139632806389391 
648	 0,138563223207825 
649	 0,138199558591629 
650	 0,137876889836594 
651	 0,137162954108555 
652	 0,13649471854526 
653	 0,135803438165507 
654	 0,134753643964329 
655	 0,134227077254318 
656	 0,134259207664942 
657	 0,133494881191948 
658	 0,132380967018439 
659	 0,131477774290731 
660	 0,130997732801277 
661	 0,130671301016605 
662	 0,129506097033082 
663	 0,128543429207532 
664	 0,128244709683138 
665	 0,1277848068214 
666	 0,127331686240211 
667	 0,127306159634709 
668	 0,127056086885229 
669	 0,126561567693671 
670	 0,126524901942973 
671	 0,126585882377315 
672	 0,126421998118146 
673	 0,125894463109805 
674	 0,125316966334772 
675	 0,125501902359425 
676	 0,125670552251908 
677	 0,125612544881728 
678	 0,125943045802977 
679	 0,12617590183465 
680	 0,125703425592391 
681	 0,125744317819736 
682	 0,126526308775282 
683	 0,12790029697987 
684	 0,128696722259356 
685	 0,128336832630684 
686	 0,128264393437547 
687	 0,128761055436998 
688	 0,129925182425601 
689	 0,131163580966833 
690	 0,132450823392888 
691	 0,134546819564934 
692	 0,13705101528375 
693	 0,139627086709473 
694	 0,143080501679852 
695	 0,147487593541344 
696	 0,152519839378651 
697	 0,158460975039386 
698	 0,165566289353104 
699	 0,174349204796223 
700	 0,184408666894755 
701	 0,195177709296214 
702	 0,206378949411058 
703	 0,217995687273774 
704	 0,230292551886635 
705	 0,243469760111638 
706	 0,257525632463969 
