Wavelength	BEL100076.asd
325	 2,41200724463662E-02 
326	 0,02325597195154 
327	 2,35584599162594E-02 
328	 0,024255108755858 
329	 2,29103852113615E-02 
330	 0,021523534903787 
331	 2,16711813946237E-02 
332	 2,23225052072635E-02 
333	 2,28480451653457E-02 
334	 2,21508156110077E-02 
335	 2,25053126141486E-02 
336	 2,39108807323156E-02 
337	 2,30837542240891E-02 
338	 2,21393182895378E-02 
339	 2,29466693430472E-02 
340	 2,30437715408099E-02 
341	 2,22526870143291E-02 
342	 2,08145708428754E-02 
343	 0,020941507866745 
344	 2,28854450082643E-02 
345	 2,39780952394341E-02 
346	 2,39035859554761E-02 
347	 2,26772889132134E-02 
348	 2,28354346010658E-02 
349	 2,38826911838226E-02 
350	 2,32378121584232E-02 
351	 2,32093650002046E-02 
352	 2,43879627869827E-02 
353	 2,44893746066557E-02 
354	 2,41736305058806E-02 
355	 2,44567767380764E-02 
356	 2,42463942967794E-02 
357	 2,37269736408234E-02 
358	 2,41548463561293E-02 
359	 2,46826307148161E-02 
360	 2,47913191049044E-02 
361	 0,024173199520939 
362	 2,36611537121715E-02 
363	 2,44019870948767E-02 
364	 0,024892639232898 
365	 2,49564654009731E-02 
366	 2,54278744468785E-02 
367	 2,54789440193827E-02 
368	 2,47850186953951E-02 
369	 2,55089095320964E-02 
370	 2,69203046166425E-02 
371	 2,70627156392943E-02 
372	 2,69605910674315E-02 
373	 2,69127512514207E-02 
374	 2,68552023622909E-02 
375	 2,68708558275878E-02 
376	 0,026989951394611 
377	 2,67597677741979E-02 
378	 2,62996470979785E-02 
379	 2,59484595527689E-02 
380	 2,63800344740835E-02 
381	 2,76340342129043E-02 
382	 2,85523057830875E-02 
383	 2,85333930915557E-02 
384	 2,71501855900195E-02 
385	 2,62744753903098E-02 
386	 2,61943372747403E-02 
387	 0,026416906354277 
388	 0,026883050657876 
389	 2,74249038536747E-02 
390	 2,75265534777772E-02 
391	 2,74251161990016E-02 
392	 2,74637738262446E-02 
393	 2,78240728377115E-02 
394	 2,81099313544377E-02 
395	 2,70403550353613E-02 
396	 2,63013269823664E-02 
397	 2,65503936764417E-02 
398	 2,64636777827809E-02 
399	 2,64067414594011E-02 
400	 2,70353749923233E-02 
401	 2,74412568748267E-02 
402	 2,75863918328294E-02 
403	 2,82086781482095E-02 
404	 0,028564499033802 
405	 2,81805668472235E-02 
406	 2,80256450903112E-02 
407	 2,80654251027772E-02 
408	 2,78635760540183E-02 
409	 2,78669605423568E-02 
410	 2,81130993911884E-02 
411	 2,81324477294947E-02 
412	 2,80741827990911E-02 
413	 2,81087118159197E-02 
414	 2,82859727662825E-02 
415	 2,85780417783358E-02 
416	 2,89474013869861E-02 
417	 2,90177896314882E-02 
418	 2,87113506176123E-02 
419	 2,86948388410139E-02 
420	 2,88702137268544E-02 
421	 2,90152507852151E-02 
422	 2,90192080994048E-02 
423	 2,89388729888489E-02 
424	 2,90971803999168E-02 
425	 2,92747465484338E-02 
426	 2,93297526718174E-02 
427	 2,94017336411487E-02 
428	 2,95138840827362E-02 
429	 2,96929864566219E-02 
430	 2,96881506210065E-02 
431	 2,94954833801097E-02 
432	 2,94667149543543E-02 
433	 0,029485716941319 
434	 0,029449907680715 
435	 2,95484305260041E-02 
436	 2,98052299526788E-02 
437	 3,01907232333105E-02 
438	 3,07100540881605E-02 
439	 3,12864694086607E-02 
440	 3,15284067639444E-02 
441	 3,16594773084472E-02 
442	 3,20188105584516E-02 
443	 3,24725177640532E-02 
444	 3,29614351698354E-02 
445	 0,033449415423043 
446	 3,36595157120754E-02 
447	 3,35037093657926E-02 
448	 3,38651617147175E-02 
449	 3,44827104808665E-02 
450	 0,034631516019025 
451	 3,46609627586717E-02 
452	 3,46431495102312E-02 
453	 3,44299821098934E-02 
454	 3,42429347875988E-02 
455	 3,42742195607445E-02 
456	 3,40814338929999E-02 
457	 3,37627333442003E-02 
458	 0,033812378223517 
459	 3,39037201198939E-02 
460	 3,38722398038969E-02 
461	 0,033672404348108 
462	 3,33556411717225E-02 
463	 3,29956653091194E-02 
464	 3,29337691653688E-02 
465	 3,31655972610805E-02 
466	 3,33278601440584E-02 
467	 3,33736061370991E-02 
468	 3,32913846779777E-02 
469	 3,33562683831566E-02 
470	 3,34781714399109E-02 
471	 3,33504752828687E-02 
472	 3,34680200395041E-02 
473	 3,38626190013924E-02 
474	 3,38634785347073E-02 
475	 0,033703577256112 
476	 0,033664663810584 
477	 3,37655971852495E-02 
478	 3,39862512570079E-02 
479	 3,42547432850264E-02 
480	 3,44749160910376E-02 
481	 3,45845621300306E-02 
482	 3,45626729263799E-02 
483	 3,45281936796015E-02 
484	 0,034672644661043 
485	 3,47995582418204E-02 
486	 3,47643242861626E-02 
487	 3,42253959271652E-02 
488	 3,38889143696735E-02 
489	 3,42434497293343E-02 
490	 0,034424627361449 
491	 0,034373618669241 
492	 3,42664280861811E-02 
493	 3,43385687270933E-02 
494	 3,46532312939367E-02 
495	 3,49806242766075E-02 
496	 0,035185692768605 
497	 0,035139992815538 
498	 3,51286276593989E-02 
499	 3,52193506454958E-02 
500	 3,53711416451553E-02 
501	 3,55038904285137E-02 
502	 3,55637598730905E-02 
503	 0,03548988250551 
504	 0,035622836455863 
505	 3,66126201733509E-02 
506	 3,73879575515131E-02 
507	 3,77134849371802E-02 
508	 3,82861908489575E-02 
509	 3,89909382492569E-02 
510	 3,96768153129134E-02 
511	 4,02134221965338E-02 
512	 4,05353167434976E-02 
513	 4,05593055209028E-02 
514	 4,05440378496511E-02 
515	 0,040635061811606 
516	 4,07345589332775E-02 
517	 4,10581495832434E-02 
518	 4,19208322697762E-02 
519	 4,28706381548161E-02 
520	 4,38283695728258E-02 
521	 4,51194506468956E-02 
522	 4,62415597782315E-02 
523	 0,046825538350294 
524	 4,73750877048857E-02 
525	 4,79203243826652E-02 
526	 4,82372779249062E-02 
527	 4,88786797510256E-02 
528	 4,99493003947655E-02 
