Wavelength	GOOSEBAR00187.asd
325	-0,437707454856098 
326	 6,50320971407148E-02 
327	 0,123672801579521 
328	-0,217993939930297 
329	-0,195747079518728 
330	-3,55096292596293E-02 
331	 4,35847119140803E-02 
332	 0,045711015807188 
333	-1,13199551290041E-02 
334	-0,182384591956607 
335	-0,104398097574912 
336	 0,156345122061683 
337	 7,25511083449035E-02 
338	-8,40402310255152E-02 
339	-6,86361478700349E-02 
340	-1,66142269399622E-02 
341	 3,90906584127803E-02 
342	 0,128337850984459 
343	 0,162347931231123 
344	 0,131150470207259 
345	 0,10199914260855 
346	 6,63172695266626E-02 
347	 1,34676102728024E-02 
348	 2,01504667727694E-02 
349	 5,59944074003604E-02 
350	 1,58664908786002E-02 
351	-2,95549705829293E-02 
352	-0,045791688193905 
353	 2,69229881293282E-02 
354	 0,088523179015244 
355	 5,08194872795095E-02 
356	 1,73492254377607E-02 
357	 1,18727166770794E-02 
358	 3,13777808331794E-02 
359	 5,48976909119453E-02 
360	 6,71833310865977E-02 
361	 4,13376374583271E-02 
362	 0,018566583217443 
363	 6,10637572053096E-02 
364	 6,51909675643266E-02 
365	 2,23569176611671E-02 
366	 2,46841338667589E-03 
367	 1,35749806091592E-03 
368	 1,30328099422835E-02 
369	 3,25822371232183E-02 
370	 4,52382640647605E-02 
371	 3,31986211752312E-02 
372	 1,61939026820569E-02 
373	 8,10500076417057E-03 
374	 3,49938205356594E-02 
375	 6,03785205123901E-02 
376	 6,34917482091972E-02 
377	 5,69540392002438E-02 
378	 4,76731323692743E-02 
379	 0,042357110649624 
380	 4,31009113103497E-02 
381	 4,59725240512047E-02 
382	 2,44643737214845E-02 
383	 1,28183232918344E-02 
384	 4,22409902701641E-02 
385	 4,29211046107766E-02 
386	 1,92251064280627E-02 
387	 1,10294227723336E-02 
388	 1,30227162923172E-02 
389	 2,20037795231338E-02 
390	 2,60315199652458E-02 
391	 0,029584564893166 
392	 3,88775748885126E-02 
393	 3,64871642627703E-02 
394	 2,40352144183453E-02 
395	 1,45383987022367E-02 
396	 0,016176561433034 
397	 3,03060669509722E-02 
398	 3,74663418849782E-02 
399	 3,41157422966066E-02 
400	 1,74493011030984E-02 
401	 1,62031951179067E-02 
402	 3,09053550841634E-02 
403	 3,60527106494398E-02 
404	 3,69394186871815E-02 
405	 3,73836450522785E-02 
406	 0,033079618127466 
407	 2,90891220605928E-02 
408	 3,70437746712705E-02 
409	 0,035238282451882 
410	 2,20178706885923E-02 
411	 0,021310241708095 
412	 2,61273096783089E-02 
413	 2,88850064500401E-02 
414	 3,01432874449822E-02 
415	 3,11067387254142E-02 
416	 3,50046788547657E-02 
417	 3,96465112582245E-02 
418	 4,29091888820238E-02 
419	 3,89985312084855E-02 
420	 3,48462695152227E-02 
421	 3,98121415131501E-02 
422	 3,70360917810161E-02 
423	 2,73375684641012E-02 
424	 2,52351845355258E-02 
425	 2,87889568257237E-02 
426	 3,57415638737819E-02 
427	 3,83058034392299E-02 
428	 3,74780447666675E-02 
429	 3,72431435521898E-02 
430	 3,60970094230359E-02 
431	 3,44409739352823E-02 
432	 3,47032942170127E-02 
433	 0,036494580120631 
434	 3,90467799823921E-02 
435	 3,77330220674442E-02 
436	 3,49222101899984E-02 
437	 3,93227355727492E-02 
438	 4,07362075697773E-02 
439	 3,65139020169837E-02 
440	 3,77163570987609E-02 
441	 3,99229099558626E-02 
442	 3,64368169015419E-02 
443	 3,52821605811905E-02 
444	 3,74065533427765E-02 
445	 3,96213097068549E-02 
446	 4,01360379137618E-02 
447	 3,81208497002068E-02 
448	 3,69498484870568E-02 
449	 3,70921988138241E-02 
450	 3,84672883036452E-02 
451	 3,91719317476042E-02 
452	 3,89268263534371E-02 
453	 3,95432894901653E-02 
454	 4,10826089412509E-02 
455	 4,32962947620668E-02 
456	 4,32907937210921E-02 
457	 0,04146192049982 
458	 4,00213815604939E-02 
459	 4,03225224672246E-02 
460	 0,042418450080507 
461	 4,20586286434836E-02 
462	 4,10875181636803E-02 
463	 0,0425311763202 
464	 4,22660265259033E-02 
465	 4,05983498647631E-02 
466	 4,24568651034171E-02 
467	 4,34995677700454E-02 
468	 4,10473821586477E-02 
469	 0,037796768697311 
470	 3,64702166746385E-02 
471	 4,17273487288426E-02 
472	 4,48297757564101E-02 
473	 4,35296814485283E-02 
474	 4,21084900773947E-02 
475	 4,12596471580447E-02 
476	 4,14703720577445E-02 
477	 4,35673434909431E-02 
478	 4,61370460551831E-02 
479	 4,51375966766309E-02 
480	 4,39790459850146E-02 
481	 4,39293422318982E-02 
482	 4,15409970531222E-02 
483	 3,96708631959478E-02 
484	 4,30123526647776E-02 
485	 4,41874548411804E-02 
486	 4,21225340390416E-02 
487	 4,05845983092343E-02 
488	 4,09709464683693E-02 
489	 4,38277082804853E-02 
490	 4,35255949222281E-02 
491	 4,17011085041965E-02 
492	 4,44700133735693E-02 
493	 0,04638045079727 
494	 4,59359908788668E-02 
495	 4,59192204493108E-02 
496	 4,59197600414683E-02 
497	 4,52598560419135E-02 
498	 4,39945311211239E-02 
499	 4,31219294953722E-02 
500	 4,58048773068123E-02 
501	 4,72417342610688E-02 
502	 4,51221378766346E-02 
