Wavelength	AURAY00470.asd
325	 0,193433006022096 
326	 0,210302708443972 
327	 0,155450430503 
328	 4,54704393191323E-02 
329	 0,14003424570012 
330	 0,234661574349965 
331	 0,202872524316777 
332	 0,130435791166646 
333	 7,36821423113639E-02 
334	 0,175060687756221 
335	 0,242648331896467 
336	 0,216978177566952 
337	 0,117530672538474 
338	 3,67721990395193E-02 
339	 0,061095499258982 
340	 9,33080911083043E-02 
341	 0,111503371110744 
342	 0,118614056543797 
343	 0,120725675116511 
344	 0,117311886149776 
345	 0,104574701184994 
346	 6,49948560220902E-02 
347	-0,021119192410344 
348	-2,99619057558837E-02 
349	 2,54759059595492E-02 
350	 0,040866136915522 
351	 5,11197331133669E-02 
352	 6,26366171704228E-02 
353	 0,040301359589585 
354	 1,97533324583959E-02 
355	 4,81273365425108E-02 
356	 5,17615737191558E-02 
357	 2,55893972218682E-02 
358	-7,64886013820421E-03 
359	-1,95967719811331E-02 
360	 6,79056358591143E-04 
361	 4,48603632460135E-02 
362	 7,73685029298394E-02 
363	 5,49457805853322E-02 
364	 3,23743032182144E-02 
365	 2,77541419961697E-02 
366	 5,71054569254684E-02 
367	 6,75702446075138E-02 
368	 0,033459415327504 
369	 4,82727726510604E-02 
370	 8,62382128435019E-02 
371	 8,71900222549382E-02 
372	 5,97230543614055E-02 
373	 2,00269140170245E-02 
374	 2,21346878764422E-02 
375	 4,13125327090055E-02 
376	 5,58094021355082E-02 
377	 2,66555634246757E-02 
378	-8,38819258249661E-03 
379	 5,41186494708961E-02 
380	 0,0740278662632 
381	 0,032352977900617 
382	 3,39367823600629E-02 
383	 4,94033955308396E-02 
384	 4,49524486618379E-02 
385	 3,40887148501974E-02 
386	 2,80061336627337E-02 
387	 5,09602193842696E-02 
388	 6,40359777151973E-02 
389	 5,45679173899154E-02 
390	 3,88270237111595E-02 
391	 2,73785493204145E-02 
392	 3,04097012749236E-02 
393	 0,038469079576491 
394	 4,44713302774237E-02 
395	 3,79382962241264E-02 
396	 2,53503297993669E-02 
397	 1,44326625333255E-02 
398	 2,51768936261327E-02 
399	 4,04585119250077E-02 
400	 3,36325465729798E-02 
401	 2,65860983037952E-02 
402	 2,52269498768878E-02 
403	 0,029556360422 
404	 3,12525734266473E-02 
405	 2,61043089221752E-02 
406	 3,12357583948473E-02 
407	 3,75775976992662E-02 
408	 1,97447878588326E-02 
409	 1,65056138179424E-02 
410	 3,21640671486988E-02 
411	 3,16947687485219E-02 
412	 2,51660420239323E-02 
413	 2,32791596996569E-02 
414	 2,08970419053726E-02 
415	 1,90638345670938E-02 
416	 2,17602025528855E-02 
417	 2,65070595959674E-02 
418	 3,04217993084392E-02 
419	 0,024360617639286 
420	 1,58962312363529E-02 
421	 1,55427378769845E-02 
422	 1,91820855036264E-02 
423	 2,30353822929316E-02 
424	 1,84475114198651E-02 
425	 1,37259315707644E-02 
426	 1,41759659069284E-02 
427	 2,00517631454098E-02 
428	 2,63382005264118E-02 
429	 2,44547280536461E-02 
430	 2,16263682152431E-02 
431	 2,02313011200546E-02 
432	 2,06351607169218E-02 
433	 2,05130093384551E-02 
434	 1,80687780624273E-02 
435	 1,86569022467966E-02 
436	 2,12769112054357E-02 
437	 2,08992596828017E-02 
438	 2,09861058159599E-02 
439	 2,25192358901767E-02 
440	 2,33006231343647E-02 
441	 2,26338750567657E-02 
442	 0,019917754978729 
443	 1,86582407659501E-02 
444	 1,91533004938622E-02 
445	 1,87196865050183E-02 
446	 1,98764799394786E-02 
447	 2,34115234304199E-02 
448	 2,22921746795768E-02 
449	 1,89901275451213E-02 
450	 1,99872004454124E-02 
451	 1,95469457873757E-02 
452	 0,017396566715943 
453	 2,01886681708965E-02 
454	 2,34173856104877E-02 
455	 2,28243662868763E-02 
456	 0,02263523144569 
457	 2,28091767611071E-02 
458	 2,09179132784027E-02 
459	 1,97167707200086E-02 
460	 2,01766001855836E-02 
461	 1,99427150069838E-02 
462	 0,019895909704961 
463	 2,14727774886702E-02 
464	 2,30250279482558E-02 
465	 0,023574003856708 
466	 2,15288079255442E-02 
467	 1,93033609571615E-02 
468	 1,85473375637761E-02 
469	 1,77165544857103E-02 
470	 1,77264165838846E-02 
471	 2,10790619149889E-02 
472	 2,24424455830245E-02 
473	 2,06543105722715E-02 
474	 1,93110532576048E-02 
475	 1,93044404385489E-02 
476	 2,11818776817689E-02 
477	 2,29760950306807E-02 
478	 2,36477794965721E-02 
479	 2,16961056412468E-02 
480	 2,02784415073146E-02 
481	 2,08863474860117E-02 
482	 2,21160512270083E-02 
483	 2,26197589779631E-02 
484	 2,07073568909262E-02 
485	 1,89043570075706E-02 
486	 0,018268291664708 
487	 1,99087267556209E-02 
488	 2,06297544822649E-02 
489	 1,83075132561428E-02 
490	 1,75022367221171E-02 
491	 1,78600584007697E-02 
492	 1,66600764656671E-02 
493	 0,016101213232934 
494	 1,68965276592742E-02 
495	 1,87690703324305E-02 
496	 1,98683785554136E-02 
497	 1,82382825361672E-02 
498	 1,77421669565426E-02 
499	 1,88068799623632E-02 
500	 2,00059713860071E-02 
501	 2,02712492317576E-02 
502	 0,019049251850652 
503	 1,71690967885503E-02 
504	 0,016121015174051 
505	 1,82856963399782E-02 
506	 1,97402451736362E-02 
507	 1,96877647400806E-02 
508	 2,05105753869073E-02 
509	 2,12555277205973E-02 
510	 2,09995506395717E-02 
511	 1,99055741402001E-02 
512	 1,87408749937069E-02 
513	 1,93528246924817E-02 
514	 1,98536846261999E-02 
515	 1,95266210709384E-02 
516	 1,96087702315407E-02 
517	 1,95988551472961E-02 
518	 1,86136436966347E-02 
519	 1,85822657760944E-02 
520	 0,019573730152848 
521	 1,98465592005819E-02 
522	 0,020412405210822 
523	 2,17784388321902E-02 
524	 2,11406084263835E-02 
525	 1,92849009152875E-02 
526	 1,87492717702736E-02 
527	 1,92363008406655E-02 
528	 2,03211080748785E-02 
529	 1,99457829912716E-02 
530	 1,92025032251672E-02 
531	 0,019510304845014 
532	 2,04679365626482E-02 
533	 2,15542743992935E-02 
534	 2,16184545095225E-02 
535	 2,10302559976343E-02 
536	 2,01361147838355E-02 
537	 1,97841963363194E-02 
538	 1,98802903034112E-02 
539	 2,00499326519538E-02 
540	 1,97728982334304E-02 
541	 0,019121244649376 
542	 0,019239807773553 
543	 0,019864462673382 
544	 2,06323239620693E-02 
545	 2,07647062718608E-02 
546	 2,02569324402389E-02 
547	 0,019446532882102 
548	 1,94627605140385E-02 
549	 2,05565876163681E-02 
550	 1,99656794972733E-02 
551	 1,90296568743249E-02 
552	 2,03596371275939E-02 
553	 2,07408832951366E-02 
