Wavelength	GOOSEBAR00064.asd
325	-0,159210276529773 
326	 3,92281383658385E-02 
327	 7,06918690543582E-02 
328	 1,13278632565078E-02 
329	 4,79094990961572E-02 
330	 7,79463591963592E-02 
331	 3,05169723479907E-02 
332	 4,14900228278192E-02 
333	 7,11280069799327E-02 
334	 1,80940087888501E-02 
335	 6,05319619739061E-02 
336	 0,165066070664962 
337	 0,11316847800067 
338	 1,14322119753099E-02 
339	-0,03827128407912 
340	-2,50816718782491E-02 
341	 3,23569098832893E-02 
342	 0,117062477477028 
343	 0,157639343569814 
344	 0,140553320583852 
345	 9,27390612831954E-02 
346	 3,61506507141774E-02 
347	-6,74625428754694E-03 
348	 5,6048929414546E-03 
349	 4,67183027229718E-02 
350	 3,90639780733773E-02 
351	 2,01966679228781E-02 
352	 9,78110980192463E-03 
353	 4,89619254378502E-02 
354	 0,078603624753498 
355	 4,46603805785477E-02 
356	-8,27274399145707E-03 
357	-4,78763737438208E-02 
358	-1,26873164073633E-02 
359	 4,10570423109342E-02 
360	 7,87453295452522E-02 
361	 7,65394088669951E-02 
362	 0,057905704626555 
363	 5,89877401672496E-02 
364	 5,31206183378321E-02 
365	 3,47617792692598E-02 
366	 9,43247307960734E-03 
367	-1,10860485614585E-03 
368	 1,10914166353174E-02 
369	 2,19947743596275E-02 
370	 2,63076292971615E-02 
371	 2,57413347112432E-02 
372	 1,31188142552808E-03 
373	-3,57823535708067E-02 
374	-1,69469081848642E-02 
375	 1,41905108621636E-02 
376	 3,06769152361399E-02 
377	 0,047621121105013 
378	 5,27605820254215E-02 
379	 0,016859523827793 
380	 1,90389598906445E-02 
381	 6,41018333726884E-02 
382	 3,48861741414114E-02 
383	-1,3945909199968E-03 
384	 2,32128788583294E-02 
385	 3,13486367093872E-02 
386	 2,04056086486209E-02 
387	 0,018505253104107 
388	 1,64875901023101E-02 
389	 1,38230087252188E-02 
390	 2,46252050946231E-02 
391	 3,43899770777067E-02 
392	 2,61137298572656E-02 
393	 2,31133009043961E-02 
394	 2,43899405818871E-02 
395	 7,56297867136175E-03 
396	 6,64715484075267E-03 
397	 3,24035894524734E-02 
398	 3,20926452829138E-02 
399	 1,85024275588136E-02 
400	 1,96307058502806E-02 
401	 2,50621618721628E-02 
402	 3,12304195754779E-02 
403	 3,50669614113405E-02 
404	 3,26450794183418E-02 
405	 2,31799798528164E-02 
406	 2,49207594569236E-02 
407	 0,031874333630524 
408	 2,72512120382554E-02 
409	 0,024041400294007 
410	 2,62837769977145E-02 
411	 3,39935983147218E-02 
412	 3,73247065372567E-02 
413	 2,84199360655191E-02 
414	 3,00856433106279E-02 
415	 3,90848562251938E-02 
416	 3,67543553279697E-02 
417	 3,53587469080545E-02 
418	 3,78416215163687E-02 
419	 3,02295037479408E-02 
420	 0,022741665289209 
421	 2,96720032453669E-02 
422	 3,31538081224647E-02 
423	 3,09149275314384E-02 
424	 2,96336642595597E-02 
425	 2,97415829346784E-02 
426	 3,13757843007299E-02 
427	 3,32250461731475E-02 
428	 3,41331995785731E-02 
429	 0,032234711843132 
430	 3,31848685872138E-02 
431	 3,66434412071954E-02 
432	 3,24598749868795E-02 
433	 3,09439942063303E-02 
