Wavelength	MORB100074.asd
325	 7,12448876748356E-02 
326	 8,72061428839485E-02 
327	 1,31410955064927E-02 
328	-0,159671997403611 
329	-0,130566953771804 
330	-6,75824973806239E-02 
331	-0,104444944785083 
332	-0,114799468055063 
333	-6,82818425565835E-02 
334	 0,065173738048369 
335	 7,76095614170091E-02 
336	-4,12259689997153E-02 
337	-3,84966415423268E-02 
338	 0,04738842695354 
339	 0,140919590893879 
340	 7,51492100121628E-02 
341	-3,88949987780222E-02 
342	 8,12202468918417E-02 
343	 0,113193207658421 
344	 4,41629444257342E-03 
345	 4,16779464966899E-02 
346	 8,89691498899666E-02 
347	 1,96103873368161E-02 
348	-1,71646561586505E-02 
349	-4,78859812098276E-03 
350	-9,28750316820838E-04 
351	 1,01396744700373E-02 
352	 2,99271339347675E-02 
353	 2,78897338104778E-02 
354	 2,79822535107982E-02 
355	 5,85406065150202E-02 
356	 5,99975523056382E-02 
357	 3,70130188022541E-02 
358	 4,26532988662792E-02 
359	 4,57124094894416E-02 
360	 3,37870410635522E-02 
361	 2,61884430966091E-02 
362	 3,36986379908975E-02 
363	 0,066371136884726 
364	 5,46259641895444E-02 
365	 5,68488115657927E-04 
366	 4,44359466746472E-03 
367	 2,59412264297068E-02 
368	 3,62243724094252E-02 
369	 2,41433859255773E-02 
370	 9,0967458249823E-03 
371	 3,03552729350542E-02 
372	 4,09964084229782E-02 
373	 3,12476044963336E-02 
374	 1,76773223671467E-02 
375	 1,25150997842661E-02 
376	 2,30779580840129E-02 
377	 2,93856578021428E-02 
378	 3,30064508420425E-02 
379	 0,047284082363121 
380	 5,09873814899956E-02 
381	 0,039525622247898 
382	 2,70573285056373E-02 
383	 1,06272227119365E-02 
384	-1,08393252062664E-02 
385	 6,22150486698492E-03 
386	 4,27806676552194E-02 
387	 3,92495989204183E-02 
388	 2,68422148553826E-02 
389	 1,78656461821034E-02 
390	 8,17707176463461E-03 
391	 2,90332165305415E-03 
392	 8,16395523850797E-03 
393	 1,08136098915946E-02 
394	 9,31259654464135E-03 
395	 7,02462623668948E-03 
396	 1,28036960564491E-02 
397	 2,89606668796362E-02 
398	 0,039699368501048 
399	 4,02156824838685E-02 
400	 2,60156313160445E-02 
401	 2,15215271390967E-02 
402	 2,86215333864109E-02 
403	 2,43077354467492E-02 
404	 2,50610448153898E-02 
405	 3,95821858642743E-02 
406	 3,50874653346888E-02 
407	 2,01768079331456E-02 
408	 2,17996238189109E-02 
409	 0,022698528275372 
410	 2,04878702910956E-02 
411	 2,78635957828759E-02 
412	 3,23280337916582E-02 
413	 2,28291956100354E-02 
414	 0,022636615085992 
415	 2,86346853647245E-02 
416	 2,12500233350316E-02 
417	 1,73150521787028E-02 
418	 2,15179070179187E-02 
419	 1,83015137150206E-02 
420	 1,27204234848106E-02 
421	 1,28851034206883E-02 
422	 1,50991503296497E-02 
423	 1,74744759699446E-02 
424	 0,016057399857385 
425	 1,75952597502204E-02 
426	 0,024704404659288 
427	 2,36650041329208E-02 
428	 1,96327353122739E-02 
429	 2,51945243499035E-02 
430	 2,63372489999119E-02 
431	 2,16908160725714E-02 
432	 2,40939298937783E-02 
433	 0,026898726504218 
434	 2,40333751022338E-02 
435	 1,92909063498715E-02 
436	 1,65356094242919E-02 
437	 2,43379016945704E-02 
438	 0,028982464728035 
439	 2,57357679177376E-02 
440	 2,27816057237603E-02 
441	 0,021619492523006 
442	 2,31049957950343E-02 
443	 2,37904245940138E-02 
444	 2,33902098261351E-02 
445	 2,42237036718919E-02 
446	 2,47333137132745E-02 
447	 2,41371519436969E-02 
448	 2,43198281460758E-02 
449	 2,53922530046999E-02 
450	 2,73733401167032E-02 
451	 2,65610703574013E-02 
452	 2,31411308106953E-02 
453	 0,023843540319165 
454	 0,025122313752326 
455	 0,023593958143176 
456	 2,28475672091157E-02 
457	 2,34483739482242E-02 
458	 2,53881299491858E-02 
459	 2,54096947237038E-02 
460	 2,31440114263149E-02 
461	 2,62039003225399E-02 
462	 3,00658209669698E-02 
463	 2,78476292874304E-02 
464	 2,62733491177714E-02 
