Wavelength	SCO-GRA00412.asd
325	 0,253777548132006 
326	 5,64971440973892E-02 
327	-9,12443225255205E-02 
328	 5,28713265373814E-02 
329	 0,194515469570452 
330	 0,217585433011467 
331	 0,14998339491054 
332	 0,164960136446105 
333	 0,200686846971588 
334	 6,60176877370533E-02 
335	 3,63827611609352E-02 
336	 0,159783237940796 
337	 0,145437319563875 
338	 9,77704090874229E-02 
339	 0,118885480177834 
340	 9,67584787047471E-02 
341	 5,13146038111298E-02 
342	 7,78713176733608E-02 
343	 6,00425314024338E-02 
344	-1,28627925315878E-02 
345	 8,04995305737021E-03 
346	 4,36004855098056E-02 
347	 2,05568704082745E-02 
348	 3,19917793454042E-02 
349	 6,55616055325733E-02 
350	 4,11002449067045E-02 
351	 2,55257234608214E-02 
352	 3,59418067792395E-02 
353	 3,37328872869242E-02 
354	 2,70462363931361E-02 
355	 2,81051078489788E-02 
356	 1,13612060848626E-02 
357	-2,9975235328784E-03 
358	 5,30442963892195E-02 
359	 8,80603214353931E-02 
360	 6,07945607316846E-02 
361	 2,48549290185276E-02 
362	 1,94204829140712E-03 
363	 7,30648068151971E-03 
364	 1,77361737408763E-02 
365	 2,51755210348831E-02 
366	 2,79914982311963E-02 
367	 2,32821912935932E-02 
368	 1,37584104510598E-02 
369	 3,94063968794467E-02 
370	 7,24779651194154E-02 
371	 6,07766257069526E-02 
372	 3,63890691646003E-02 
373	 1,92859877268056E-02 
374	 4,92038439908551E-02 
375	 6,86062601177503E-02 
376	 3,83389539630003E-02 
377	 1,32800301605637E-02 
378	 5,25236207412105E-03 
379	 0,015228842923729 
380	 2,27528206328654E-02 
381	 0,019301868146787 
382	 3,87402761635458E-03 
383	-5,32455271998991E-03 
384	 8,85568739749408E-03 
385	 0,036292917022281 
386	 5,81693900974552E-02 
387	 3,96874891437757E-02 
388	 2,44090308414959E-02 
389	 2,81309638110571E-02 
390	 2,30863978254995E-02 
391	 1,82571997063324E-02 
392	 2,69007792096968E-02 
393	 0,024116275134752 
394	 1,59403165538527E-02 
395	 0,038547675889929 
396	 5,23644291421283E-02 
397	 4,04625014716848E-02 
398	 2,91064703202876E-02 
399	 2,35955631977115E-02 
400	 2,67518384858579E-02 
401	 2,67577023655784E-02 
402	 2,24133817647016E-02 
403	 2,17533095270977E-02 
404	 2,33946080431168E-02 
405	 0,025649499183593 
406	 2,21036623910476E-02 
407	 1,55888418614518E-02 
408	 1,27044580195192E-02 
409	 1,49858274118728E-02 
410	 2,04518520177432E-02 
411	 1,83187321965803E-02 
412	 1,46401363322176E-02 
413	 1,55343661500006E-02 
414	 2,04342991779952E-02 
415	 2,38882652735683E-02 
416	 1,09834541472018E-02 
417	 7,91392084607569E-03 
418	 2,15664989417594E-02 
419	 2,20502760825341E-02 
420	 0,017251090407833 
421	 2,02566042079472E-02 
422	 2,05647592651903E-02 
423	 1,69791127913886E-02 
424	 1,22138916683205E-02 
425	 1,10930475962491E-02 
426	 1,59203179744063E-02 
427	 1,92437915887538E-02 
428	 2,04467195182514E-02 
429	 0,020505792270372 
430	 1,90341153495588E-02 
431	 1,69661928920947E-02 
432	 1,82258812103408E-02 
