Wavelength	SCORFF200867.asd
325	 0,249490947999757 
326	 0,200626461319508 
327	 0,122717193280834 
328	 6,88065731767051E-02 
329	 0,199137003874412 
330	 0,247179454527199 
331	 3,89862666013294E-02 
332	 2,66372511065817E-02 
333	 0,146740984379804 
334	 0,140398954962996 
335	 7,56464205254902E-02 
336	 0,024853991384046 
337	 7,34780202843975E-02 
338	 0,106337396788312 
339	-5,96845415845988E-03 
340	 5,81275500774797E-02 
341	 0,178632836316843 
342	 4,40196961196321E-02 
343	 8,22616914990173E-03 
344	 0,121271761450407 
345	 9,99875090843023E-02 
346	 5,59537459116755E-02 
347	 0,100594043908697 
348	 8,47309108110686E-02 
349	 3,16707667547994E-02 
350	 4,84681532219037E-02 
351	 0,072198578359472 
352	 7,31199443856989E-02 
353	 6,56200544602547E-02 
354	 4,26002018923389E-02 
355	-7,11670677882392E-03 
356	 3,01160842282044E-02 
357	 0,113908622010078 
358	 8,76906106358966E-02 
359	 4,21321241719488E-02 
360	 1,52946217785753E-02 
361	 7,02340806864919E-03 
362	 1,74011247349498E-02 
363	 4,19748755092802E-02 
364	 5,14153595928049E-02 
365	 4,71748352911614E-02 
366	 5,72653748032351E-02 
367	 0,063317645820064 
368	 5,43173408661609E-02 
369	 3,21054879350843E-02 
370	 1,32614385333047E-02 
371	 3,03510376433893E-02 
372	 0,040356735200837 
373	 3,51402492442957E-02 
374	 3,66415276640222E-02 
375	 3,47940177730187E-02 
376	 2,39790510290555E-02 
377	 3,45833169108487E-02 
378	 5,23486628469812E-02 
379	 3,95640779662128E-02 
380	 2,45699503642875E-02 
381	 1,87507438942002E-02 
382	 2,99368337525331E-02 
383	 3,84448268137988E-02 
384	 2,82608843334589E-02 
385	 2,64757259749824E-02 
386	 3,63455861428658E-02 
387	 5,51580065666904E-02 
388	 0,063638853748569 
389	 5,45085951883494E-02 
390	 3,83595553772305E-02 
391	 2,41097359564403E-02 
392	 0,022791734900502 
393	 1,34016009070069E-02 
394	 5,11516737597371E-04 
395	 1,43368872656953E-02 
396	 2,35372231921249E-02 
397	 1,50850392990144E-02 
398	 0,012100283013019 
399	 1,62029737338232E-02 
400	 2,63066416724794E-02 
401	 2,63890600522483E-02 
402	 0,016165962482067 
403	 8,34722105506688E-03 
404	 1,65291210992975E-02 
405	 4,41222404650876E-02 
406	 3,73801985672193E-02 
407	 1,53800946310071E-02 
408	 3,28288537339071E-02 
409	 4,14916026022217E-02 
410	 3,17343184884976E-02 
411	 2,79143832056772E-02 
412	 2,45876951923207E-02 
413	 1,61764898103118E-02 
414	 1,37894860428186E-02 
415	 1,70889154713619E-02 
416	 2,06958518196767E-02 
417	 2,25547954251744E-02 
418	 2,15594627793159E-02 
419	 1,83913915250478E-02 
420	 1,63422055980038E-02 
421	 1,93925580777827E-02 
422	 2,00631528651792E-02 
423	 0,018494161683568 
424	 2,16409290470596E-02 
425	 0,022581109421563 
426	 1,79476029307938E-02 
427	 1,63272707710851E-02 
428	 0,01720218719828 
429	 1,74592101952431E-02 
430	 1,71684662473893E-02 
431	 1,72448049669953E-02 
432	 0,022611969440079 
433	 2,56814444848757E-02 
434	 2,02965359650945E-02 
435	 1,89643234362164E-02 
436	 2,17150435915574E-02 
437	 2,31179055619805E-02 
