Wavelength	MORB100262.asd
325	 0,220365816468878 
326	 0,133043832138044 
327	-1,16661901297407E-02 
328	-0,104397485789829 
329	-1,65136490933082E-02 
330	 5,71153666607882E-02 
331	-1,67241767505668E-02 
332	-9,35832858382497E-02 
333	-0,118307205488055 
334	-4,02049353205849E-02 
335	-3,60092173476724E-02 
336	-0,119454487463529 
337	-9,36573860431728E-02 
338	-1,07912397459965E-03 
339	 9,03314804384912E-02 
340	 7,05145552248038E-02 
341	 1,17754226932391E-02 
342	 8,89200525729953E-02 
343	 0,131816083843419 
344	 0,103980196121331 
345	 8,45752332967158E-02 
346	 6,60271823294482E-02 
347	 2,81679842894466E-02 
348	-2,17956170856288E-02 
349	-5,63983811115081E-02 
350	-2,21269445709758E-02 
351	 7,17655735010781E-03 
352	 1,44872938766069E-02 
353	 3,84795804224329E-02 
354	 5,28852711472885E-02 
355	 0,031010212246886 
356	-3,80291496889561E-05 
357	-1,89732629358127E-02 
358	 1,92622031959314E-02 
359	 2,82340805070702E-02 
360	-1,88867490836802E-02 
361	 4,6769992286781E-03 
362	 5,58698595833874E-02 
363	 6,39943633495183E-02 
364	 3,40923476339137E-02 
365	-1,71884053793044E-02 
366	 5,87787042194198E-03 
367	 3,34035716550429E-02 
368	 2,46097366594052E-02 
369	-2,14106631203953E-03 
370	-2,40870451001073E-02 
371	-3,50834169178289E-03 
372	 2,17147527411496E-02 
373	 3,60636083891312E-02 
374	 2,53565261878877E-02 
375	 1,69941928958657E-02 
376	 2,95256022503754E-02 
377	 2,34419645848195E-02 
378	 1,24460484017201E-02 
379	 3,93820673492924E-02 
380	 4,88843632263311E-02 
381	 3,06810199309097E-02 
382	 2,75600212000163E-02 
383	 0,02174116234536 
384	-3,33804916789603E-03 
385	 6,13691486213989E-03 
386	 3,72215219878378E-02 
387	 4,09356014539789E-02 
388	 2,45689242027122E-02 
389	-2,71625078455206E-03 
390	-4,26664125759748E-03 
391	 4,99932076974467E-03 
392	 3,34410471920969E-03 
393	 9,52366885412169E-03 
394	 2,19835724069385E-02 
395	 2,59487993982448E-02 
396	 2,84510343233199E-02 
397	 3,21526941061946E-02 
398	 3,05505339982634E-02 
399	 2,31469744996407E-02 
400	 8,38384655003738E-03 
401	 6,0340648024844E-03 
402	 1,50648358847163E-02 
403	 8,57011826763209E-03 
404	 7,43431189507379E-03 
405	 2,35125260765837E-02 
406	 2,22248841835706E-02 
407	 1,16241758907495E-02 
408	 1,83589961943381E-02 
409	 2,17258229756019E-02 
410	 1,84909615578613E-02 
411	 2,20076784418451E-02 
412	 2,37815716919915E-02 
413	 1,58997564963061E-02 
414	 9,29068688365488E-03 
415	 6,33959055941899E-03 
416	 6,69329064990319E-03 
417	 1,06995370163607E-02 
418	 1,61339982862259E-02 
419	 1,09813528181953E-02 
420	 3,54825806197591E-03 
421	 5,65461672134469E-03 
422	 6,42587209916179E-03 
423	 5,23264216715864E-03 
424	 8,05952835947559E-03 
425	 1,24420235407091E-02 
426	 0,016088703565811 
427	 1,41198300767721E-02 
428	 1,08814244145786E-02 
429	 1,51048048719382E-02 
430	 0,019011292981408 
431	 2,03461813421237E-02 
432	 2,02233127744879E-02 
433	 1,83190419412855E-02 
434	 1,46031673391616E-02 
435	 1,24352269449765E-02 
436	 1,29435962761301E-02 
437	 0,018047509768478 
438	 1,88308711459069E-02 
439	 1,32561509035385E-02 
440	 1,30876826641499E-02 
441	 1,55005590037234E-02 
442	 1,55285970018707E-02 
443	 1,66872405727431E-02 
444	 1,80642697255125E-02 
445	 1,35589633155408E-02 
446	 0,011776303300629 
447	 1,70505478197776E-02 
448	 1,74885722136184E-02 
449	 1,46350535851408E-02 
450	 1,44391502816553E-02 
451	 1,30506917559402E-02 
452	 1,09983720137811E-02 
453	 0,015662247700655 
454	 1,95563570940119E-02 
455	 1,59901125349328E-02 
456	 1,45553349859405E-02 
457	 1,59275955723714E-02 
458	 1,67140502415339E-02 
459	 1,74483466231342E-02 
460	 1,80904727895125E-02 
461	 1,79985881704755E-02 
462	 1,71106590074996E-02 
463	 1,54384645939757E-02 
464	 1,44766261422552E-02 
465	 1,43108634511972E-02 
466	 1,35058272679364E-02 
467	 1,35306826385267E-02 
468	 1,50890590354224E-02 
469	 1,53282817179401E-02 
470	 1,48886811562299E-02 
471	 1,59436135534425E-02 
472	 1,64911747901149E-02 
473	 1,61053257728777E-02 
474	 0,016219535052645 
475	 1,55383450610314E-02 
476	 1,28345275600099E-02 
477	 1,07053699745399E-02 
478	 9,81605620042666E-03 
479	 9,84755191222936E-03 
480	 1,19888185708597E-02 
481	 1,59826565466108E-02 
482	 1,73406426396433E-02 
483	 1,63277183644901E-02 
484	 1,41016159775321E-02 
485	 1,09658574667066E-02 
486	 8,66096988014028E-03 
487	 1,26415942920158E-02 
488	 1,66795774060671E-02 
489	 1,61366667641495E-02 
490	 0,014814595950216 
491	 1,36472867417238E-02 
492	 1,32888689914734E-02 
493	 1,29261392380434E-02 
494	 1,24088373267622E-02 
495	 0,012374393570299 
496	 1,29134672409044E-02 
497	 0,014051730582016 
498	 1,47323213111199E-02 
499	 1,45737120665653E-02 
500	 1,29657008412571E-02 
501	 1,29099286834506E-02 
502	 1,56460922939251E-02 
503	 1,63685789733337E-02 
504	 1,56019160646429E-02 
505	 1,54143282707847E-02 
506	 1,47605789409779E-02 
507	 1,38603608646344E-02 
508	 1,45933818072551E-02 
509	 1,55721846881178E-02 
510	 1,55377383395151E-02 
511	 1,61686147351584E-02 
512	 0,016965383575078 
513	 1,58500517578179E-02 
514	 0,014650405447787 
515	 1,43143519994148E-02 
516	 0,015164790472078 
517	 0,01633693903569 
518	 1,66303257764167E-02 
519	 1,68014481991349E-02 
520	 1,67874503667556E-02 
521	 1,56850749292717E-02 
522	 1,45564918695465E-02 
523	 1,42340797451682E-02 
524	 1,48480965321102E-02 
525	 1,56667071204125E-02 
526	 0,014998128864074 
527	 1,45195502306471E-02 
528	 1,47574662129267E-02 
529	 1,51738676775372E-02 
530	 1,55362252739034E-02 
531	 1,56290332863723E-02 
532	 1,48326030155308E-02 
533	 1,37057472182674E-02 
534	 0,014386583029126 
535	 1,50849762245375E-02 
536	 1,48273160461623E-02 
537	 1,50218528074064E-02 
538	 1,53447348134751E-02 
539	 1,48691894873708E-02 
540	 1,42794856362581E-02 
541	 1,40113775921294E-02 
542	 1,50180544553722E-02 
543	 0,015834126469939 
544	 1,50678581172445E-02 
545	 1,42502742954683E-02 
546	 1,40863038745946E-02 
547	 1,58206727584505E-02 
548	 1,63134210414442E-02 
549	 1,44815510507163E-02 
550	 1,46995308722353E-02 
551	 1,56740168699952E-02 
552	 0,01457349864065 
553	 0,014299314141359 
554	 1,52739543237155E-02 
555	 1,58490508139403E-02 
556	 1,59597813569132E-02 
557	 1,56155847062313E-02 
558	 1,52392747038961E-02 
559	 1,49759909894997E-02 
560	 1,49619265433369E-02 
561	 1,47219811995764E-02 
562	 1,42500456309599E-02 
563	 1,47845612476391E-02 
564	 1,55245681934405E-02 
565	 1,52915020721836E-02 
566	 1,50333878371213E-02 
567	 1,50451366027712E-02 
568	 1,54028354033152E-02 
569	 1,60862992239481E-02 
570	 1,69595166940773E-02 
571	 1,69463061246236E-02 
572	 1,64191804644326E-02 
573	 1,64858894857313E-02 
574	 1,70009327354585E-02 
575	 1,77660221502426E-02 
576	 1,78842205313508E-02 
577	 1,77753038359932E-02 
578	 1,79836670903754E-02 
579	 1,82487404841333E-02 
580	 1,85233610842383E-02 
581	 1,88322083350741E-02 
582	 1,91547422393257E-02 
583	 1,93550747257112E-02 
584	 1,84609625596903E-02 
585	 1,73924854581218E-02 
586	 1,79894407553959E-02 
587	 0,018243082584528 
588	 0,017854632884002 
589	 1,84279622445722E-02 
590	 1,90463089540208E-02 
591	 1,88258079524415E-02 
592	 1,86024412636032E-02 
593	 1,83551801568769E-02 
594	 1,74033350601179E-02 
595	 1,71493053632161E-02 
596	 1,80684571995613E-02 
597	 1,85054384098419E-02 
598	 1,84303552875596E-02 
599	 1,81101074455228E-02 
600	 1,74007529974017E-02 
601	 1,65842553684041E-02 
602	 1,66783161912272E-02 
603	 1,70893113379766E-02 
604	 1,72804180972093E-02 
605	 1,68848717656714E-02 
606	 1,64094993574964E-02 
607	 1,73899823994678E-02 
608	 1,78026181454142E-02 
609	 1,70238339250304E-02 
610	 1,63630285805575E-02 
611	 1,59388651888591E-02 
612	 1,57480173965222E-02 
613	 1,54532234561478E-02 
614	 1,50895358835287E-02 
615	 1,50936434278572E-02 
616	 1,50884563780929E-02 
617	 1,48963542531693E-02 
618	 1,52191378827387E-02 
619	 1,58308893386757E-02 
620	 1,61415382240266E-02 
621	 1,61871361429113E-02 
622	 1,60750948255691E-02 
623	 1,63663227478186E-02 
624	 1,66807956262891E-02 
625	 1,66040183307785E-02 
626	 0,016421154310553 
627	 1,63737427054569E-02 
628	 0,017026891996759 
629	 1,73986993696223E-02 
630	 1,70531108585202E-02 
631	 0,016873331740552 
632	 1,69638862822034E-02 
633	 1,72728516161618E-02 
634	 1,81749541519526E-02 
635	 1,94056027325176E-02 
636	 1,96299846281194E-02 
637	 1,92627485882117E-02 
638	 1,88130080357234E-02 
639	 1,97156687763126E-02 
640	 2,12673335917023E-02 
641	 2,09687531182311E-02 
642	 2,07586508823137E-02 
643	 2,13008163000947E-02 
644	 2,17164148380109E-02 
645	 2,17262291767606E-02 
646	 2,10688348356376E-02 
647	 2,13704773719808E-02 
648	 2,26450502085918E-02 
649	 2,34484251423767E-02 
650	 2,37794007611481E-02 
651	 2,37135305541025E-02 
652	 2,41070830859943E-02 
653	 2,46641986681798E-02 
654	 2,45330605327438E-02 
655	 2,40452734558906E-02 
656	 2,34619002725414E-02 
657	 2,34423513321524E-02 
658	 2,36346633522317E-02 
659	 2,36186599836088E-02 
660	 2,31771113182498E-02 
661	 2,25673738456498E-02 
662	 2,26954553853839E-02 
663	 2,27756311196885E-02 
664	 2,23810956646852E-02 
665	 2,14605836349037E-02 
666	 2,07401725134448E-02 
667	 2,13566325063144E-02 
668	 2,15985369142374E-02 
669	 0,021130362372526 
670	 2,07432555049217E-02 
671	 2,05203796506961E-02 
672	 2,05075318009768E-02 
673	 2,05345702118744E-02 
674	 2,05414501297938E-02 
675	 2,05109807005214E-02 
676	 2,03071823122184E-02 
677	 1,99386347416546E-02 
678	 1,97084012385734E-02 
679	 0,019736702832334 
680	 2,01180656230216E-02 
681	 0,020048439743236 
682	 1,96177669283034E-02 
683	 1,98142519922264E-02 
684	 1,98957149066221E-02 
685	 1,95186097378526E-02 
686	 0,019634594057065 
687	 2,00481393332335E-02 
688	 2,01721894279969E-02 
689	 2,05107596020428E-02 
690	 2,11455312397173E-02 
691	 2,17181510790016E-02 
692	 2,24770487810294E-02 
693	 2,36462601984278E-02 
694	 2,50599491205813E-02 
695	 2,65292584510122E-02 
696	 2,75635297319424E-02 
697	 0,029143526531861 
698	 3,17065394033171E-02 
699	 3,49650814131261E-02 
700	 3,86078215056139E-02 
701	 4,22765972007105E-02 
702	 4,61909655390974E-02 
703	 5,03870579763562E-02 
704	 5,48011534315819E-02 
705	 5,95543638462302E-02 
706	 6,46472101446386E-02 
707	 6,95082967264446E-02 
708	 7,43050705887884E-02 
709	 0,079492774674099 
710	 8,49196628355075E-02 
711	 9,03702341127077E-02 
712	 9,51558800008713E-02 
713	 9,98656675302086E-02 
714	 0,105012825059673 
715	 0,109344107841583 
716	 0,113193143616098 
717	 0,118170008215598 
718	 0,122530696428181 
719	 0,125670699433164 
720	 0,128745724127245 
721	 0,131915026142812 
722	 0,135230671338372 
723	 0,138280208336266 
724	 0,140901659326933 
725	 0,14298323208008 
726	 0,144784162049063 
727	 0,146531448683957 
728	 0,148547796571451 
729	 0,150594993142073 
730	 0,152199275938594 
731	 0,153359860026532 
732	 0,154187872235641 
733	 0,155143855069183 
734	 0,156207877793633 
735	 0,157312079031092 
736	 0,157961116603243 
737	 0,158395628421396 
738	 0,159471406256538 
739	 0,160395431636596 
740	 0,160890267754174 
741	 0,161215098033749 
742	 0,161561163251362 
743	 0,162115242540222 
744	 0,162445035078972 
745	 0,162524671406763 
746	 0,162554853908677 
747	 0,162793999810751 
748	 0,163279785264956 
749	 0,163127335933087 
750	 0,162800934170903 
