Wavelength	GRA-BER00680.asd
325	 0,038750652396413 
326	-7,84208911194924E-02 
327	-8,61210922914001E-02 
328	 8,33485884826396E-03 
329	 2,08498412390763E-02 
330	-5,22714600858161E-03 
331	-2,34071281637683E-02 
332	 6,70656358535743E-04 
333	 3,16488216029936E-02 
334	-1,07267829371251E-02 
335	-1,01262980872077E-02 
336	 4,04971997260164E-02 
337	 5,02237426731455E-02 
338	 4,08060196002523E-02 
339	 3,39690952952592E-02 
340	-2,55850239522757E-02 
341	-8,40112402362355E-02 
342	-3,95074297843331E-02 
343	 2,07992465092721E-02 
344	 5,83269209629548E-02 
345	 3,06816604192698E-02 
346	-4,80310677646642E-03 
347	 9,82478991356607E-03 
348	 2,14719127431865E-02 
349	 2,43410692414144E-02 
350	 1,84350156108904E-02 
351	 0,043159587210311 
352	 0,091412906425577 
353	 8,21802054083399E-02 
354	 4,36426813205152E-02 
355	 7,35403793080674E-03 
356	-1,68685183293417E-02 
357	-1,14603602217332E-02 
358	 6,00520049992586E-02 
359	 9,10644205355474E-02 
360	 5,67926996676987E-02 
361	 2,13134938568087E-02 
362	 2,66479926774054E-03 
363	 1,02551880405648E-02 
364	 7,62625711091622E-03 
365	-7,80287474332649E-03 
366	-1,18559069545848E-02 
367	-1,43511511502606E-03 
368	 0,02264083663633 
369	 4,71765704566614E-02 
370	 5,17198046556072E-02 
371	 6,00432472464627E-03 
372	-1,08222120981429E-02 
373	 1,57558488140582E-02 
374	 2,68723107002379E-02 
375	 2,14363143245068E-02 
376	 2,11713441343962E-03 
377	-3,43164590606965E-03 
378	 5,98958357300564E-03 
379	 2,28761966020533E-02 
380	 1,91412992871754E-02 
381	-3,84693343242741E-03 
382	 9,74621169257358E-03 
383	 2,66151032766736E-02 
384	 1,49844677566221E-02 
385	 2,28927955850789E-02 
386	 0,040144012886365 
387	 2,07274894858565E-02 
388	 6,35222731147322E-03 
389	 1,11776210122917E-02 
390	 1,92435216894063E-03 
391	-4,46101587722888E-03 
392	 1,48885924158618E-02 
393	 1,72553955891223E-02 
394	 4,4351175151442E-03 
395	 1,33291402306436E-02 
396	 1,86203231421033E-02 
397	 1,03927114587912E-02 
398	 1,39469359363805E-02 
399	 2,23134587365254E-02 
400	 2,19235769893058E-02 
401	 1,61672487777482E-02 
402	 8,76949886359386E-03 
403	 9,22407972059688E-03 
404	 1,23237972335462E-02 
405	 1,40404073566073E-02 
406	 1,31741295553564E-02 
