Wavelength	BELON00168.asd
325	 7,37011934788429E-02 
326	 0,137880179202493 
327	 9,99122215578765E-02 
328	-5,89256506642945E-02 
329	-1,65306889039141E-02 
330	 6,90712872403226E-02 
331	 1,98762428025646E-02 
332	 9,27891354118745E-03 
333	 3,01921475282997E-02 
334	 1,29987155506498E-02 
335	 2,30720461440923E-02 
336	 5,65078715628749E-02 
337	 4,29439700695111E-02 
338	-0,011906901052703 
339	-0,109503753891229 
340	-6,36635531384222E-02 
341	 6,18615130891269E-02 
342	 8,28065852316617E-02 
343	 6,07842641838372E-02 
344	 1,87386303514354E-02 
345	-1,32880159107713E-02 
346	-1,97373349386655E-03 
347	 7,41071040603203E-02 
348	 9,15766305144581E-02 
349	 5,15958584352117E-02 
350	 7,63140237876396E-03 
351	 4,15515161774975E-03 
352	 4,69704582240239E-02 
353	 5,87208020658079E-02 
354	 4,38315990031327E-02 
355	 1,92321661516297E-02 
356	-3,33182125036165E-03 
357	-6,85784635700555E-03 
358	 5,96662666773679E-02 
359	 7,74360560044948E-02 
360	 9,17023686780144E-03 
361	 7,63683290660541E-03 
362	 4,27098285132112E-02 
363	 4,91511525426809E-02 
364	 0,034380896443271 
365	 7,26305211888333E-03 
366	-7,96637869642941E-03 
367	 8,89926253579759E-03 
368	 5,78607370494089E-02 
369	 5,49893078972264E-02 
370	 2,18087523913878E-02 
371	 0,016009582662457 
372	 2,24822497529382E-02 
373	 0,036931526238742 
374	 0,057261934868254 
375	 6,99831791657278E-02 
376	 6,53852755192184E-02 
377	 0,055170474640236 
378	 4,60009432104396E-02 
379	 4,75549857798288E-02 
380	 4,76573551166733E-02 
381	 4,46548994189001E-02 
382	 5,33455833230062E-02 
383	 5,67652688909584E-02 
384	 4,04995617546509E-02 
385	 2,44054910022176E-02 
386	 1,36890782045484E-02 
387	 7,28309896055233E-03 
388	 0,015474084280442 
389	 3,49644760819047E-02 
390	 3,01028004612472E-02 
391	 1,76507223056359E-02 
392	 2,04068611577987E-02 
393	 2,32833081298911E-02 
394	 2,66401731757013E-02 
395	 4,35793992228929E-02 
396	 4,85611822751238E-02 
397	 3,25282148088798E-02 
398	 3,57382720429835E-02 
399	 4,33932286723244E-02 
400	 2,63381068767446E-02 
401	 2,45459084501439E-02 
402	 3,99745789232542E-02 
403	 4,17889692340643E-02 
404	 3,65253795874569E-02 
405	 2,94843601640594E-02 
406	 2,21615552568254E-02 
407	 1,89289306955156E-02 
408	 2,72935569916451E-02 
409	 3,42184949727511E-02 
410	 3,70652349266818E-02 
411	 4,45808504100668E-02 
412	 0,048039001881794 
413	 4,01080951576797E-02 
414	 3,33626470191252E-02 
415	 3,08546817020741E-02 
416	 3,41591813510561E-02 
417	 3,58063108162175E-02 
418	 3,31269070334489E-02 
419	 3,05227983068468E-02 
420	 2,97292888589723E-02 
421	 3,23771709039289E-02 
422	 3,18898565200506E-02 
423	 2,89589601662679E-02 
424	 3,10895985129855E-02 
425	 3,28785400436954E-02 
426	 3,15428404520467E-02 
427	 3,39989695049941E-02 
428	 3,68186077085588E-02 
429	 3,19184015269081E-02 
430	 3,04015377648204E-02 
431	 0,034153420711729 
432	 3,64485823913953E-02 
433	 0,036201865101512 
434	 3,30307089543016E-02 
435	 3,17959946203584E-02 
436	 3,35511887224469E-02 
437	 3,92089781621931E-02 
438	 4,04869351253833E-02 
439	 3,53574255602379E-02 
440	 3,41941368170593E-02 
441	 3,58750003620404E-02 
442	 3,77510300140119E-02 
443	 3,91749432428462E-02 
444	 3,92147533178112E-02 
445	 3,56546273049796E-02 
446	 3,33421024607133E-02 
447	 3,50556667456509E-02 
448	 3,70662282746477E-02 
449	 3,82970678857053E-02 
450	 3,79046649475822E-02 
451	 3,75147267328752E-02 
452	 3,77096833592506E-02 
453	 3,87185791471543E-02 
454	 3,82450999707201E-02 
455	 0,034583392382773 
456	 3,52891164625863E-02 
457	 3,89369877738752E-02 
458	 0,037231052348562 
459	 0,038583871841049 
460	 4,44697225043971E-02 
461	 4,10277325010008E-02 
462	 3,55157782045745E-02 
463	 3,91687997915457E-02 
464	 4,11510365836959E-02 
465	 3,96271573010868E-02 
466	 0,037731410508638 
467	 3,71894379634612E-02 
468	 3,89723924597708E-02 
469	 4,04377024365421E-02 
470	 4,16428778535366E-02 
471	 4,39233474729909E-02 
