Wavelength	GOOSEBAR00469.asd
325	-0,108500687441395 
326	 0,247962845359878 
327	 0,252623331078189 
328	-6,76553261607056E-02 
329	 2,69558963593601E-02 
330	 0,243135336885337 
331	 0,350073633935195 
332	 0,276588871591979 
333	 0,131165399476505 
334	-8,95911589389567E-02 
335	-5,13419491454212E-02 
336	 0,210566672073374 
337	 0,170450918434114 
338	 4,88621053401151E-02 
339	 3,22378326828776E-02 
340	 8,29467563486403E-02 
341	 0,145933236849448 
342	 0,174214206457843 
343	 0,16234529114833 
344	 0,119528329615094 
345	 0,113694418584594 
346	 0,111780385043371 
347	 7,62800987869784E-02 
348	 0,057419894146139 
349	 5,27042656399315E-02 
350	 3,36407643413049E-02 
351	 6,06192838839412E-03 
352	-1,66100453837548E-02 
353	 4,40240064094617E-02 
354	 0,104120887720287 
355	 0,087840411785501 
356	 4,82900901896351E-02 
357	 1,63277979823132E-02 
358	 5,14267054511706E-02 
359	 7,74818940303023E-02 
360	 6,63859518825525E-02 
361	 7,81068069861173E-02 
362	 0,103638169400902 
363	 0,121395008680251 
364	 0,107501055681667 
365	 6,65376395040715E-02 
366	 4,89565763933179E-02 
367	 4,38564303814525E-02 
368	 4,24417836190915E-02 
369	 0,056009403726756 
370	 7,21221466466715E-02 
371	 7,34338721995591E-02 
372	 4,95669512451151E-02 
373	 1,39355955977385E-02 
374	 0,037705147305337 
375	 6,33772397258853E-02 
376	 5,60930897731666E-02 
377	 6,88323416210567E-02 
378	 8,60715527783076E-02 
379	 0,059649034119401 
380	 4,97824546298558E-02 
381	 6,72778051810638E-02 
382	 5,46808015068761E-02 
383	 4,07647090186879E-02 
384	 5,48762101908648E-02 
385	 6,58454941188302E-02 
386	 6,79427854196853E-02 
387	 6,29934609407982E-02 
388	 4,95144957920768E-02 
389	 3,25745015666053E-02 
390	 3,42464527117757E-02 
391	 4,36847333211961E-02 
392	 4,69060658296849E-02 
393	 4,71116978970363E-02 
394	 4,60066213576537E-02 
395	 4,74468745457021E-02 
396	 4,87739995180479E-02 
397	 4,84503108209475E-02 
398	 4,66281555610786E-02 
399	 4,32640086389741E-02 
400	 3,82464895362784E-02 
401	 3,76176291208804E-02 
402	 4,21130134151356E-02 
403	 4,94252478859939E-02 
404	 5,33399868246069E-02 
405	 5,03657755921337E-02 
406	 0,047477916531081 
407	 4,60494592421891E-02 
408	 4,69269421312445E-02 
409	 4,31050220505282E-02 
410	 3,50540178837532E-02 
411	 3,37030547393823E-02 
412	 3,69802246879464E-02 
413	 4,22138801380845E-02 
414	 4,61107126611164E-02 
415	 4,85823985642118E-02 
416	 5,21488116953478E-02 
417	 5,32580073155683E-02 
418	 0,050533549877856 
419	 4,40460016456496E-02 
420	 4,08056991607696E-02 
421	 4,96003935203281E-02 
422	 4,79700166040079E-02 
423	 0,037378969972864 
424	 4,02409023303955E-02 
425	 4,45147593898411E-02 
426	 0,043550962978039 
427	 4,65205582408585E-02 
428	 5,01009727748007E-02 
429	 4,62325985354028E-02 
430	 4,55081558796608E-02 
431	 4,90562522473202E-02 
432	 4,68374775564213E-02 
433	 4,51352992835713E-02 
434	 4,93049599959543E-02 
435	 0,049205642526632 
436	 4,57720975493823E-02 
437	 4,60680919719196E-02 
438	 4,57592700770536E-02 
439	 4,37353639158459E-02 
440	 4,36673184386229E-02 
441	 4,42012691299143E-02 
442	 4,32731998186716E-02 
443	 4,25281700482112E-02 
444	 4,28444416440338E-02 
445	 4,61581324795094E-02 
446	 4,77518037410293E-02 
447	 4,51345703517471E-02 
448	 0,043822058008001 
449	 4,40446568047919E-02 
450	 4,47293536326365E-02 
451	 4,50216735082779E-02 
452	 4,43699796770727E-02 
453	 4,16881238188749E-02 
454	 4,05673725052923E-02 
455	 4,40301663262833E-02 
456	 4,52564784587371E-02 
457	 4,44657325056912E-02 
458	 4,61165811646724E-02 
459	 4,66351342775769E-02 
460	 0,044862254809247 
461	 0,042822586455908 
462	 4,29846654427951E-02 
463	 4,82831718887595E-02 
464	 4,88906413425129E-02 
465	 4,49307770152328E-02 
466	 4,62526388767803E-02 
467	 4,76223809630477E-02 
468	 4,56360554977773E-02 
469	 4,23836223425421E-02 
470	 3,94784311761852E-02 
471	 3,90048927568012E-02 
472	 4,14916804227171E-02 
473	 4,58915629572964E-02 
474	 4,69745342195436E-02 
475	 4,64578789202488E-02 
476	 4,63717358841484E-02 
477	 4,64580691471486E-02 
478	 4,64454066761824E-02 
479	 4,55446743211383E-02 
480	 4,43859568779463E-02 
481	 0,043481869821384 
482	 4,38701758004354E-02 
483	 4,49458776080684E-02 
484	 4,57370369181013E-02 
485	 0,044843721996518 
486	 4,27663668262624E-02 
487	 0,04286196933864 
488	 4,37416192073075E-02 
489	 4,43346599817669E-02 
490	 4,55778547906587E-02 
491	 4,68637247322538E-02 
492	 4,64146656913761E-02 
493	 4,69466544315738E-02 
494	 0,048761184255246 
495	 4,83301958924907E-02 
496	 4,64505142316218E-02 
497	 4,43397036329266E-02 
498	 4,35349368600379E-02 
499	 4,39837433633436E-02 
500	 4,42239426816134E-02 
501	 4,41220692568193E-02 
502	 4,36207201936096E-02 
503	 4,33192717846638E-02 
504	 4,28706683702074E-02 
505	 4,12831223091755E-02 
506	 4,22347082343566E-02 
507	 4,52791116679835E-02 
508	 0,043597814559848 
509	 4,11154397071273E-02 
510	 4,15964592981393E-02 
511	 4,32212824016059E-02 
512	 4,45479497764081E-02 
513	 4,25451799971813E-02 
514	 4,16039904779664E-02 
515	 4,32978504901164E-02 
516	 0,044243515688033 
517	 4,43434187975205E-02 
518	 4,39756600451565E-02 
519	 4,32870247683442E-02 
520	 4,28424720361083E-02 
521	 4,44448756136746E-02 
522	 0,045444560466005 
523	 4,40702785063434E-02 
524	 0,043070851122319 
525	 4,27197981940189E-02 
526	 4,25246495182025E-02 
527	 4,26558695048804E-02 
528	 4,30009571674421E-02 
529	 4,28186538987679E-02 
530	 4,25634763298081E-02 
531	 4,28083391517305E-02 
532	 4,35527574688692E-02 
533	 4,42412916443533E-02 
534	 0,04305032057118 
535	 4,25350573734103E-02 
536	 4,39133686085132E-02 
537	 4,37172969169934E-02 
538	 4,26906512573119E-02 
539	 0,043029052182881 
540	 0,043706349365546 
541	 4,43927734806661E-02 
542	 4,50982707784125E-02 
543	 4,53437748333687E-02 
544	 4,47326326229464E-02 
545	 4,46283515956138E-02 
546	 4,48712391763029E-02 
547	 4,41302170425091E-02 
548	 0,043463813869755 
549	 4,33631323346588E-02 
550	 4,33662074248924E-02 
551	 4,34547042710313E-02 
552	 4,37144867731564E-02 
553	 4,34580628340602E-02 
554	 4,27055531669859E-02 
555	 4,22213620673706E-02 
556	 4,25153644336159E-02 
557	 4,38483668269292E-02 
558	 4,43276741126925E-02 
559	 4,37812230054846E-02 
560	 4,25167776967229E-02 
561	 4,23486209947493E-02 
562	 4,36260356180665E-02 
563	 4,30966126152113E-02 
564	 4,21870886923488E-02 
565	 4,31460732708955E-02 
566	 4,34535418034254E-02 
567	 4,29513004755254E-02 
568	 4,35532343671975E-02 
569	 4,37062891463705E-02 
570	 0,042553411725737 
571	 4,29503672402174E-02 
572	 4,42016142698494E-02 
573	 4,38851591878494E-02 
574	 4,31160165584917E-02 
575	 4,25668619838047E-02 
576	 4,37785939590197E-02 
577	 4,50330100806162E-02 
578	 4,43537364923651E-02 
579	 4,45020931828019E-02 
580	 4,54040103247821E-02 
581	 4,47195764666515E-02 
582	 4,42493895769888E-02 
583	 4,48701093476676E-02 
584	 4,48461671816403E-02 
585	 4,44146420532295E-02 
586	 4,43926102769275E-02 
587	 4,43255652447171E-02 
588	 4,41548664888653E-02 
589	 4,42055762329585E-02 
590	 4,41743351537164E-02 
591	 4,37979287770127E-02 
592	 4,37570533584662E-02 
593	 4,38825991476538E-02 
594	 4,31866585539095E-02 
595	 4,32350019203379E-02 
596	 4,44420470621468E-02 
597	 4,42948393779359E-02 
598	 4,36017963717529E-02 
599	 0,043964070204868 
600	 4,43759785891483E-02 
601	 4,45520959602424E-02 
602	 4,45636536319334E-02 
603	 4,41201619178487E-02 
604	 4,31342787716667E-02 
605	 4,32512091178739E-02 
606	 4,41456185487147E-02 
607	 4,43171977813194E-02 
