Wavelength	GOOSEBAR00161.asd
325	-0,837343887524233 
326	-0,123732755916356 
327	 0,100753172159554 
328	-6,34579482576246E-02 
329	-0,131782222481389 
330	-0,136238761238761 
331	-0,168429861392796 
332	-8,52689806240424E-02 
333	-1,6452698491836E-04 
334	-4,44808632217082E-02 
335	 3,64127298903697E-04 
336	 0,101936092720114 
337	 4,03560428336605E-03 
338	-0,127281272520288 
339	-0,119857121684985 
340	-4,54797214702298E-02 
341	 2,58923807643547E-02 
342	 4,66697338265478E-02 
343	 4,76944156968763E-02 
344	 4,25148157691317E-02 
345	 6,45681714985833E-02 
346	 5,71526803065461E-02 
347	-3,15698616721463E-02 
348	-2,16537771096399E-02 
349	 5,43215445494601E-02 
350	 4,15948111483445E-02 
351	-5,62650473818382E-03 
352	-5,50793751091849E-02 
353	-1,20134653417938E-02 
354	 0,031362099727674 
355	-1,58579474114076E-02 
356	-0,030570782251479 
357	-4,91783975057545E-03 
358	-2,01656505069341E-03 
359	-8,27258706665436E-03 
360	-1,48087434473742E-02 
361	-1,08560979250634E-02 
362	 6,19826725794766E-03 
363	 3,78040716570518E-02 
364	 2,40438790293794E-02 
365	-2,55356521150461E-02 
366	-8,67269439839579E-03 
367	 0,019770027133257 
368	 2,84475970668411E-02 
369	 3,31589431613746E-02 
370	 3,77131052379254E-02 
371	 4,89967313344843E-02 
372	 0,035533763096168 
373	 3,1749024018387E-03 
374	 2,36376909633021E-02 
375	 3,25940359487912E-02 
376	-8,69797757729786E-03 
377	 5,30517160755834E-03 
378	 4,57484546260251E-02 
379	 1,97053273170505E-02 
380	-1,21466366990086E-03 
381	 2,57986105605455E-03 
382	-5,02460825946355E-03 
383	-5,41507824371518E-04 
384	 0,036139160526391 
385	 3,64235312024471E-02 
386	 9,98770482995452E-03 
387	 1,08157206887569E-02 
388	 1,02684259201175E-02 
389	 2,0685512764672E-03 
390	 1,24659695786021E-02 
391	 2,80676340029162E-02 
392	 3,19677716249955E-02 
393	 2,56650206338026E-02 
394	 1,31595115912252E-02 
395	 2,7886681081131E-03 
396	-6,63379820008136E-04 
397	 4,94119507223669E-03 
398	 1,50160826749526E-02 
399	 2,26740147246492E-02 
400	 1,76270093255658E-02 
401	 1,84834314746937E-02 
402	 0,026439700312524 
403	 2,85090354981328E-02 
404	 2,58018114931865E-02 
405	 2,03577861917357E-02 
406	 2,19589040186174E-02 
407	 2,83364845688483E-02 
408	 3,35100098022766E-02 
409	 3,31251923011179E-02 
410	 2,79526115652408E-02 
411	 2,91880201290848E-02 
412	 3,18237195310637E-02 
413	 3,07931735503372E-02 
414	 2,72218158821286E-02 
415	 2,41169563825542E-02 
416	 2,88120998373485E-02 
417	 3,07811741775859E-02 
418	 0,026976981804929 
419	 2,75115726042839E-02 
420	 2,98580463542077E-02 
421	 2,97798990635166E-02 
422	 2,65104120966272E-02 
423	 0,021791619322238 
424	 2,16129363703973E-02 
425	 2,27274743115852E-02 
426	 2,34161809750582E-02 
427	 2,70847179498037E-02 
428	 3,13622609950105E-02 
429	 3,16702837275305E-02 
430	 3,12351753934078E-02 
431	 0,03071521102643 
432	 2,79336138573213E-02 
433	 2,76271855527086E-02 
434	 3,34038600768763E-02 
435	 0,035244720351339 
436	 3,31030254097746E-02 
437	 0,03166460055641 
438	 2,97078709830108E-02 
439	 2,74735420358924E-02 
440	 2,79880615613542E-02 
441	 0,02864272716684 
442	 2,58902796240474E-02 
443	 2,60720515156683E-02 
444	 2,92584494435411E-02 
445	 3,06695874258207E-02 
446	 3,10103323107512E-02 
447	 3,04447390463255E-02 
448	 2,64312250472206E-02 
449	 2,26324459392633E-02 
450	 2,62658634732802E-02 
451	 2,96775301845825E-02 
452	 3,05233335729473E-02 
453	 3,00878572078552E-02 
454	 3,04190469222722E-02 
455	 3,30991218445807E-02 
456	 3,32947366472055E-02 
457	 3,13052330924876E-02 
458	 3,00604988923928E-02 
459	 3,06732837160598E-02 
460	 3,28718664576033E-02 
461	 3,07717544219592E-02 
462	 2,88069068260558E-02 
463	 3,36027232527531E-02 
464	 3,44177500199966E-02 
465	 3,09841276974681E-02 
466	 3,24354927741778E-02 
467	 3,31150202537791E-02 
468	 2,97348101932261E-02 
469	 2,78962406194921E-02 
470	 2,84168067459304E-02 
471	 0,031276036455835 
472	 3,34823563137627E-02 
473	 0,033714745699915 
474	 3,12818253686442E-02 
475	 2,95385810144222E-02 
476	 3,16537871027977E-02 
477	 3,30336374795293E-02 
478	 3,35054555340986E-02 
479	 3,59306972104764E-02 
480	 3,57669813347008E-02 
481	 3,16940238449444E-02 
482	 2,99828775993092E-02 
483	 3,08722917223385E-02 
484	 3,37585121583279E-02 
485	 3,25193639377415E-02 
486	 2,77179509623673E-02 
487	 0,028412774702199 
488	 3,04335388555611E-02 
489	 3,04985710463958E-02 
490	 2,97564871377653E-02 
491	 2,92946440664278E-02 
492	 3,13193093129711E-02 
493	 3,29306147321227E-02 
494	 3,35036223899411E-02 
495	 0,036170519255618 
496	 3,74776431531628E-02 
497	 3,34681660127715E-02 
498	 3,15854109869683E-02 
499	 3,26085673791005E-02 
500	 3,31433126255306E-02 
501	 3,35899800134231E-02 
502	 3,38894168066442E-02 
503	 3,23567168389976E-02 
504	 3,01863315111916E-02 
505	 2,95860428895229E-02 
506	 3,05678059035428E-02 
507	 3,24832259829368E-02 
508	 0,032563756871755 
509	 3,21190936082641E-02 
510	 3,24552703695239E-02 
511	 3,33711777074147E-02 
512	 3,43712680772949E-02 
513	 0,034325045860003 
514	 3,38678388374895E-02 
515	 3,34697944739486E-02 
516	 0,034192979467283 
517	 3,50592295809799E-02 
518	 3,45707708064944E-02 
519	 3,43649953492851E-02 
520	 3,47039047600999E-02 
521	 3,48569200570427E-02 
522	 3,52378306392008E-02 
523	 3,59823110557819E-02 
524	 3,50442749961901E-02 
525	 3,35489955580749E-02 
526	 3,48641644853995E-02 
527	 3,55783414640782E-02 
528	 3,46850297333412E-02 
529	 3,34808835490884E-02 
530	 3,28453041890996E-02 
531	 0,033617642301468 
532	 3,50701746392954E-02 
533	 3,62615393294162E-02 
534	 3,48029402878623E-02 
535	 0,034368639110019 
536	 3,66608162479034E-02 
537	 3,64433216191499E-02 
538	 3,45238192006342E-02 
539	 3,35008514777685E-02 
540	 3,41492432944195E-02 
541	 3,61322264382356E-02 
542	 3,64346121224957E-02 
543	 3,58030040180158E-02 
544	 3,51882546280375E-02 
545	 3,57196301487431E-02 
546	 3,68289428093864E-02 
547	 3,62250361708865E-02 
548	 3,54243515987844E-02 
549	 0,035141323754865 
550	 3,48879696305316E-02 
551	 0,034689063380706 
552	 0,03462467473867 
553	 3,50963446911749E-02 
554	 3,57975993053596E-02 
555	 3,49321578590615E-02 
556	 3,46521461729235E-02 
557	 3,65430212359466E-02 
558	 3,67900774954383E-02 
559	 3,56343678202167E-02 
560	 3,53723597912922E-02 
561	 3,56053859966711E-02 
562	 0,036131953954711 
563	 3,62737157453303E-02 
564	 3,61333152640549E-02 
565	 0,035945650472041 
566	 3,57681565912753E-02 
567	 3,57107111636707E-02 
568	 3,59995495780145E-02 
569	 3,64106446117166E-02 
570	 3,67640168536797E-02 
571	 3,69486721761181E-02 
572	 3,71304327105521E-02 
573	 3,78398551803101E-02 
574	 3,76708530542872E-02 
575	 3,65819352425732E-02 
576	 3,72036294426963E-02 
577	 3,81233780724701E-02 
578	 3,75979597790924E-02 
579	 3,76430979010447E-02 
580	 3,82038037248214E-02 
581	 3,75708745450593E-02 
582	 3,73265358676874E-02 
583	 3,81265557583074E-02 
584	 3,75360639937623E-02 
585	 3,63235894644892E-02 
586	 3,63447727435006E-02 
587	 3,68697702656281E-02 
588	 3,75302688528224E-02 
589	 3,76859767881975E-02 
590	 3,76852277526084E-02 
591	 3,78339106850973E-02 
592	 0,037003783234316 
593	 3,57228427887494E-02 
594	 3,60039982418205E-02 
595	 3,61678053222169E-02 
596	 3,56319311004525E-02 
597	 3,59904936539785E-02 
598	 3,68086590260536E-02 
599	 3,72271997537964E-02 
600	 3,72324197977463E-02 
601	 3,68417360434481E-02 
602	 3,62025156892109E-02 
603	 3,57800400219272E-02 
604	 3,59400280907162E-02 
605	 3,64446814595934E-02 
606	 0,036980713006398 
607	 3,69555491963765E-02 
608	 3,67622064843662E-02 
609	 3,66371581775119E-02 
610	 0,037062245841323 
611	 3,73642729424927E-02 
612	 3,66810940116735E-02 
613	 3,68291937018967E-02 
614	 0,037628023696679 
615	 3,69108922419586E-02 
616	 3,61267354890352E-02 
617	 3,61967043932807E-02 
618	 3,65445622021481E-02 
619	 3,66725647310375E-02 
620	 3,56904261377158E-02 
621	 3,53427779200992E-02 
622	 3,59265150938501E-02 
623	 0,035692873947217 
624	 3,55296336995578E-02 
625	 3,63776463495399E-02 
626	 3,62001478363699E-02 
627	 3,52197957547245E-02 
628	 3,53927363182146E-02 
