Wavelength	CHO-GIL00009.asd
325	 0,306685794974305 
326	 0,174219548215184 
327	 0,140528093547219 
328	 0,244867688524876 
329	 0,159892866376368 
330	 8,01387890382249E-02 
331	 0,236994632920879 
332	 0,241077373376001 
333	 0,178695536817855 
334	 0,16872815606177 
335	 0,142224518578309 
336	 9,35476051762044E-02 
337	 6,84184892709393E-02 
338	 6,37597512485726E-02 
339	 0,072636797569608 
340	 0,109305307118894 
341	 0,134800706998156 
342	 6,93598305913015E-02 
343	 6,28172754696069E-02 
344	 0,140308400405128 
345	 0,153887582314205 
346	 0,136550345620273 
347	 0,129712726142649 
348	 0,130676176699181 
349	 0,128139977454903 
350	 9,21771721409274E-02 
351	 7,02010257706617E-02 
352	 7,75444725852587E-02 
353	 7,71620266759373E-02 
354	 6,67875499880669E-02 
355	 4,81971288444778E-02 
356	 0,030027064990236 
357	 1,73558402378446E-02 
358	 1,95933228424203E-02 
359	 2,98722221462552E-02 
360	 4,23838773385762E-02 
361	 4,89800909481816E-02 
362	 5,07014668964795E-02 
363	 4,93054850156379E-02 
364	 6,93410736112353E-02 
365	 0,09564769518745 
366	 6,20733855758314E-02 
367	 3,80160760145407E-02 
368	 6,64725079687772E-02 
369	 8,79099934848352E-02 
370	 9,08253780034771E-02 
371	 6,72537119528375E-02 
372	 5,62977085879308E-02 
373	 6,85345144791552E-02 
374	 9,63375074753991E-02 
375	 0,100502113880611 
376	 5,64622181391003E-02 
377	 4,88367232593093E-02 
378	 6,45688382648262E-02 
379	 4,07485830869572E-02 
380	 2,34003838538112E-02 
381	 2,45606485192348E-02 
382	 3,04374732921674E-02 
383	 3,77086594138646E-02 
384	 4,47412540473893E-02 
385	 5,39639918732629E-02 
386	 6,04489132191978E-02 
387	 5,31740642019886E-02 
388	 4,33235587883016E-02 
389	 3,78925133764177E-02 
390	 4,28444774534984E-02 
391	 5,59064759938296E-02 
392	 7,26715256829596E-02 
393	 6,92181619017012E-02 
394	 4,95950780891898E-02 
395	 3,81805934103614E-02 
396	 3,75717507014639E-02 
397	 4,72196122409804E-02 
398	 5,27254064888215E-02 
399	 5,20601226813977E-02 
400	 4,49442997993939E-02 
401	 4,53998592702778E-02 
402	 5,27922149221229E-02 
403	 5,15423651665457E-02 
404	 4,46663387852477E-02 
405	 0,035845746244045 
406	 3,83482291050725E-02 
407	 0,046318513634568 
408	 4,40640127927941E-02 
409	 4,49498317848044E-02 
410	 5,03852398679888E-02 
411	 0,048270631248623 
412	 4,61690228777849E-02 
413	 5,07556281252963E-02 
414	 4,49783136410609E-02 
415	 3,40115882490727E-02 
416	 3,90834086686999E-02 
417	 4,04035511658587E-02 
418	 3,27938614972874E-02 
419	 3,70166722107943E-02 
420	 4,41544430080557E-02 
421	 4,09910866639288E-02 
422	 3,76088218693018E-02 
423	 3,55592770847657E-02 
424	 0,031348052356586 
425	 3,06055910739285E-02 
426	 3,58435525527668E-02 
427	 3,79556306946449E-02 
428	 0,038407999821347 
429	 4,22972204564557E-02 
430	 4,42408842884623E-02 
431	 0,042996117972701 
432	 4,03459075733076E-02 
433	 3,78939413581178E-02 
434	 3,69103339558176E-02 
435	 0,03541594011757 
436	 3,39985171219702E-02 
437	 3,53305042900795E-02 
438	 3,50814378686618E-02 
439	 3,25031919407362E-02 
440	 3,47637209021409E-02 
441	 3,73823238180997E-02 
442	 3,40483119703301E-02 
443	 3,20286937408451E-02 
444	 3,27771659326926E-02 
445	 3,52555532454399E-02 
446	 3,58413348652872E-02 
447	 3,26162274594472E-02 
448	 3,01895769296378E-02 
449	 3,00031224338204E-02 
450	 3,36178169843685E-02 
451	 3,39003221144889E-02 
452	 3,05047470027682E-02 
453	 3,34892118722994E-02 
454	 3,67764756683239E-02 
455	 3,48835691654881E-02 
456	 3,69420200056521E-02 
457	 4,12721274637534E-02 
458	 3,89594257655912E-02 
459	 3,57979071605389E-02 
460	 3,46402916085279E-02 
461	 3,66462701157447E-02 
462	 3,95034865812212E-02 
463	 4,01697684238581E-02 
464	 0,038428707723223 
465	 0,035505436458579 
466	 3,56226739567768E-02 
467	 3,64879140026153E-02 
468	 3,65629106447867E-02 
469	 3,70297387569424E-02 
470	 3,67426441616231E-02 
471	 3,28555372667109E-02 
472	 3,12065003738602E-02 
473	 3,32564816988574E-02 
474	 3,58582098933113E-02 
475	 3,72068126255262E-02 
476	 3,58532956636377E-02 
477	 3,55759471678704E-02 
478	 3,62551721639805E-02 
479	 3,52999173092752E-02 
480	 3,38056347810052E-02 
481	 3,26738024509407E-02 
482	 3,45716227585939E-02 
483	 3,62236353736656E-02 
484	 3,24045462722449E-02 
485	 0,032725828011917 
486	 3,74452690737702E-02 
487	 3,76175605099697E-02 
488	 3,54720157759142E-02 
489	 3,31233096287943E-02 
490	 3,31859218600778E-02 
491	 3,46026711956553E-02 
492	 0,033773869272546 
493	 3,30223828061128E-02 
494	 3,32409559313979E-02 
495	 3,50049891689594E-02 
496	 3,64272531010136E-02 
497	 3,54246903535442E-02 
498	 3,40516219304465E-02 
499	 3,32270359405052E-02 
500	 3,40108798343617E-02 
501	 3,53982419602735E-02 
502	 3,65937528001193E-02 
503	 3,64342256711839E-02 
504	 3,55081527186284E-02 
505	 3,50548521050967E-02 
506	 3,52399499143852E-02 
507	 3,57000795053266E-02 
508	 3,43458843807166E-02 
509	 3,33822462734712E-02 
510	 3,47436725152121E-02 
511	 3,55384756290046E-02 
512	 3,55665407529711E-02 
513	 3,60006155923259E-02 
514	 3,56377606069685E-02 
515	 3,43356639718769E-02 
516	 3,45537031317002E-02 
517	 0,035379277572064 
518	 3,52430237865401E-02 
519	 3,43324084123853E-02 
520	 3,32795592067276E-02 
