Wavelength	SCO-GRA00256.asd
325	 0,283656459910588 
326	 0,215389180263913 
327	 0,103829030617716 
328	 4,51024183859246E-02 
329	 0,105619825844404 
330	 0,187111025196138 
331	 0,253335547345261 
332	 0,280124694036016 
333	 0,260633830401632 
334	 0,168588195318168 
335	 9,75704510553456E-02 
336	 9,51317054344536E-02 
337	 0,165696029932408 
338	 0,197079648761511 
339	 0,107093748793504 
340	 8,43012993761526E-02 
341	 0,112653122054682 
342	 9,56068949315489E-02 
343	 7,25214310738934E-02 
344	 6,12651713240482E-02 
345	 0,101850258456753 
346	 0,121132869744539 
347	 5,95127358456926E-02 
348	 6,52886479355861E-02 
349	 0,112396651538537 
350	 3,99147875704359E-02 
351	 0,023260955181988 
352	 9,45498163752651E-02 
353	 0,085277004158715 
354	 4,21022659415498E-02 
355	 0,030983402992527 
356	 0,027980841070878 
357	 3,09645340280752E-02 
358	 4,56761755656198E-02 
359	 5,59452813999812E-02 
360	 5,24991445219782E-02 
361	 3,34386124693733E-02 
362	 1,54544623062511E-02 
363	 0,017578724039252 
364	 4,11719110136144E-02 
365	 0,07100816334052 
366	 6,00375755158925E-02 
367	 0,040315279358003 
368	 3,22380995813442E-02 
369	 2,86508204539762E-02 
370	 2,97090770388978E-02 
371	 3,67771481136575E-02 
372	 4,06863002547202E-02 
373	 4,10130706157834E-02 
374	 5,04644372440042E-02 
375	 5,50526198378748E-02 
376	 0,045987878914336 
377	 4,36011231022688E-02 
378	 5,00928725312451E-02 
379	 6,44868787109089E-02 
380	 6,42582473183566E-02 
381	 0,044740647426365 
382	 2,09689062084462E-02 
383	 1,17085886170534E-02 
384	 3,26078405369381E-02 
385	 4,94882558545086E-02 
386	 5,30063740980299E-02 
387	 3,86466407342737E-02 
388	 3,21465383813395E-02 
389	 4,17911479987763E-02 
390	 0,045238420928044 
391	 4,26531274114003E-02 
392	 3,62182284935101E-02 
393	 3,19155897220963E-02 
394	 3,35524725955419E-02 
395	 4,80908268090811E-02 
396	 5,65703982279134E-02 
397	 5,01270554530827E-02 
398	 3,55642468618701E-02 
399	 2,61638095516985E-02 
400	 3,99894660086892E-02 
401	 4,07776750608425E-02 
402	 0,028715931847687 
403	 4,24341547142265E-02 
404	 5,04756414717922E-02 
405	 0,033830120396785 
406	 2,84244385766559E-02 
407	 3,20160047854378E-02 
408	 2,81732203406893E-02 
409	 2,70348591312604E-02 
410	 2,95702825524672E-02 
411	 2,71019253832891E-02 
412	 2,54577265848255E-02 
413	 2,99953920798732E-02 
414	 3,14520761909804E-02 
415	 0,029179615546546 
416	 2,54212957673548E-02 
417	 2,41007579728732E-02 
418	 2,58765411933871E-02 
419	 2,22568631971515E-02 
420	 1,99683690865527E-02 
421	 2,80676782293405E-02 
422	 3,03385442293963E-02 
423	 2,60118667781432E-02 
424	 2,52076037717588E-02 
425	 0,026029557576979 
426	 0,027401028510686 
427	 3,08157809217793E-02 
428	 3,30438436933157E-02 
429	 2,78431631406977E-02 
430	 2,52901267875731E-02 
431	 2,73049728529073E-02 
432	 2,76991232369186E-02 
433	 2,74302025242927E-02 
434	 2,75246022137347E-02 
435	 0,027061172943335 
436	 2,63964606314857E-02 
437	 0,026662296705368 
438	 2,74242165673069E-02 
439	 2,83690418751215E-02 
440	 2,87563381375434E-02 
441	 2,88403290759696E-02 
442	 2,90575675470025E-02 
443	 2,75514914140854E-02 
444	 2,54704156782849E-02 
445	 2,81293436136445E-02 
446	 0,029850265506314 
447	 2,76241043265692E-02 
448	 2,84652590449731E-02 
449	 3,03805782893399E-02 
450	 2,79410436222315E-02 
451	 2,53655456295493E-02 
452	 2,43001243316798E-02 
453	 2,52592735100351E-02 
454	 2,77789854018735E-02 
455	 3,11393784511781E-02 
456	 0,03132674945826 
457	 0,029521749731452 
458	 3,15038341313899E-02 
459	 3,13087223092913E-02 
460	 2,71606775765996E-02 
461	 2,41346169788658E-02 
462	 0,024068061537843 
463	 2,85615769631168E-02 
464	 3,08579307378605E-02 
465	 2,99029618776269E-02 
466	 2,87498909613615E-02 
467	 2,87243692988186E-02 
468	 3,04777814987895E-02 
469	 3,10809693478265E-02 
470	 3,07702515376799E-02 
471	 0,03099628714681 
472	 3,05971548208375E-02 
473	 2,97076767547654E-02 
474	 3,07836539076018E-02 
475	 3,12177534859003E-02 
476	 2,85048819602197E-02 
477	 2,65150114223692E-02 
478	 2,66081778288686E-02 
479	 3,06005417332294E-02 
480	 3,17489398864648E-02 
481	 2,80182685657364E-02 
482	 2,96425937930218E-02 
483	 3,33741289885422E-02 
484	 3,29094986472329E-02 
485	 3,09743235510298E-02 
486	 2,91496922891379E-02 
487	 3,07152689826114E-02 
488	 3,23539479770873E-02 
489	 3,15807229424977E-02 
490	 3,06183391303272E-02 
491	 2,96050142750732E-02 
492	 2,78777290642401E-02 
493	 2,64922181036959E-02 
494	 2,62490122215999E-02 
495	 2,89707862667547E-02 
496	 3,18928012112904E-02 
497	 3,18738290023391E-02 
498	 3,18423908332206E-02 
499	 3,18604280073943E-02 
500	 2,97088588756314E-02 
501	 2,88683486384109E-02 
502	 3,08376908054761E-02 
503	 3,05871713675335E-02 
504	 2,88259327070249E-02 
505	 2,77445583527464E-02 
506	 2,87216908789632E-02 
507	 3,13664997032345E-02 
508	 3,20734108449146E-02 
509	 3,16135745631874E-02 
510	 3,09380244297099E-02 
511	 3,18135759437665E-02 
512	 3,33957177866489E-02 
513	 0,032577455397553 
514	 0,031520441651245 
515	 3,14124598963779E-02 
516	 3,34119318479319E-02 
517	 3,54880773558271E-02 
518	 3,47967523208999E-02 
519	 3,34029886645764E-02 
520	 3,24340941089935E-02 
521	 3,36597454253042E-02 
522	 3,52796998031135E-02 
523	 3,58574852359362E-02 
524	 3,50615338968537E-02 
525	 3,38018799483411E-02 
526	 3,41938610328603E-02 
527	 3,47099795863977E-02 
528	 3,47308898182555E-02 
529	 3,38976140602675E-02 
530	 3,30494137189147E-02 
531	 0,033151484839149 
532	 3,42300843715239E-02 
533	 3,55568672307315E-02 
534	 3,49800937164962E-02 
535	 3,42163653797199E-02 
536	 3,42470836944128E-02 
537	 3,40721994451888E-02 
538	 3,38745385900005E-02 
539	 3,41677200213951E-02 
540	 3,49691666495064E-02 
