Wavelength	AVEN00127.asd
325	 0,229758201754113 
326	 0,19166526517548 
327	 0,176843755813644 
328	 0,188727677544599 
329	 0,212995130543189 
330	 0,192680166978435 
331	 0,104688767183636 
332	 0,126886393818665 
333	 0,197701308273448 
334	 0,1132404947787 
335	 0,082986180133618 
336	 0,141066996819337 
337	 0,147277004445889 
338	 0,124574970078246 
339	 9,64671582918882E-02 
340	 9,61262391808583E-02 
341	 0,120068282207595 
342	 0,138975491037509 
343	 0,201899082481759 
344	 0,285321534979476 
345	 0,265421752462591 
346	 0,204818024154199 
347	 0,18118199923378 
348	 0,222223597599353 
349	 0,283108953285851 
350	 0,239752654926737 
351	 0,204780832751484 
352	 0,22128677689111 
353	 0,24200880967169 
354	 0,266393219950985 
355	 0,298264712445293 
356	 0,314821697145579 
357	 0,311262831700035 
358	 0,291885968966109 
359	 0,277032010987401 
360	 0,275663805703915 
361	 0,281024392092712 
362	 0,28492390947046 
363	 0,278266570480181 
364	 0,273103054133652 
365	 0,276336838681814 
366	 0,299423804978216 
367	 0,319635845765461 
368	 0,319574788306678 
369	 0,299691786313095 
370	 0,27929209961901 
371	 0,293000452326776 
372	 0,310501583509009 
373	 0,319811478267819 
374	 0,315789204981888 
375	 0,301283624020296 
376	 0,282908514530763 
377	 0,300678440640207 
378	 0,332517375302184 
379	 0,309812765363889 
380	 0,304140143635554 
381	 0,326970955002808 
382	 0,326991413578409 
383	 0,314583153264763 
384	 0,303064952786791 
385	 0,301469193228217 
386	 0,310361989663813 
387	 0,328021479490051 
388	 0,333538259723302 
389	 0,323362350275483 
390	 0,329286257899728 
391	 0,338583141696799 
392	 0,334748860097768 
393	 0,328742916093221 
394	 0,325458344595239 
395	 0,330298771837488 
396	 0,340106232524662 
397	 0,350293272958101 
398	 0,342113888582716 
399	 0,33020683020683 
400	 0,339370583107032 
401	 0,343850227333053 
402	 0,33925704956813 
403	 0,332119233215451 
404	 0,332867901800549 
405	 0,346675733334128 
406	 0,351290471020806 
407	 0,349498407289088 
408	 0,354404189734874 
409	 0,353747889890597 
410	 0,346906553261046 
411	 0,346783343910699 
412	 0,35157648732583 
413	 0,35830508535169 
414	 0,357260837703356 
415	 0,350755710273035 
416	 0,349080580548912 
417	 0,347307625210212 
418	 0,344927811483417 
419	 0,351017395186923 
420	 0,356018510590482 
421	 0,347328329955984 
422	 0,349022107130153 
423	 0,359291783171536 
424	 0,353171577325606 
425	 0,346703021223287 
426	 0,34932284413027 
427	 0,35229951347709 
428	 0,354068356960382 
429	 0,353978859561277 
430	 0,353084508835903 
431	 0,352337405374819 
432	 0,353980134952485 
433	 0,356154576289485 
434	 0,357111271041743 
435	 0,356537130340682 
436	 0,355270215069683 
437	 0,355453547255427 
438	 0,356118039810131 
439	 0,356853127856417 
440	 0,357732691912796 
441	 0,357849945330617 
442	 0,356124466727894 
443	 0,355140034670369 
444	 0,355649799196787 
445	 0,358002533662675 
446	 0,359127106494494 
447	 0,357647689245177 
448	 0,359618400366275 
449	 0,36328659457159 
450	 0,363864935545156 
451	 0,364891240052881 
452	 0,366479282610313 
453	 0,364007922442898 
454	 0,362674263870297 
