Wavelength	AULNE200172.asd
325	 0,344242340784967 
326	 0,37605837625148 
327	 0,373825199665151 
328	 0,320110317820387 
329	 0,247291302663413 
330	 0,145636751577147 
331	 4,40728796870907E-02 
332	-0,006736753520265 
333	-8,33941594121311E-03 
334	 6,21329077933245E-02 
335	 9,96317234870742E-02 
336	 9,58292482125105E-02 
337	 0,160577993861531 
338	 0,17176641674514 
339	 1,82681219042332E-02 
340	-1,54788465002841E-02 
341	 0,050761706593683 
342	 7,38346639196498E-02 
343	 8,91814029805088E-02 
344	 9,85301494011088E-02 
345	 6,07994235174823E-02 
346	 2,97885772923663E-02 
347	 0,037140853554201 
348	 2,86838894930159E-02 
349	 1,13448294033113E-02 
350	 2,71751897802357E-02 
351	 0,03274946057161 
352	 1,82504387970088E-02 
353	 3,08696904563355E-02 
354	 5,05324650667211E-02 
355	 5,32657608162796E-02 
356	 6,24945987720494E-02 
357	 7,40995068356327E-02 
358	 6,33064297809816E-02 
359	 4,10756100044117E-02 
360	 1,53791574171437E-02 
361	 9,64707337680828E-03 
362	 0,023045029941045 
363	 0,050567901502296 
364	 6,63792619451111E-02 
365	 5,70089991584472E-02 
366	 6,912435005469E-04 
367	-1,97589864821433E-02 
368	 0,029788825323732 
369	 3,33647178237126E-02 
370	 8,05048443118941E-03 
371	 0,012855731540202 
372	 1,71208015999521E-02 
373	 1,84776479910091E-02 
374	 4,44881860867938E-02 
375	 4,72057432453596E-02 
376	-2,41890663765082E-03 
377	 2,58533481560388E-03 
378	 3,98043321495194E-02 
379	 2,64714967936543E-02 
380	 1,92455123969341E-02 
381	 3,16033862340833E-02 
382	 3,65418253291152E-02 
383	 3,72888863498165E-02 
384	 3,72480896844279E-02 
385	 3,33564736438252E-02 
386	 2,62829269142141E-02 
387	 1,32016819145908E-02 
388	 1,73652343586437E-02 
389	 4,18198568390944E-02 
390	 4,02549488599992E-02 
391	 2,52953463092378E-02 
392	 0,017076150051194 
393	 1,63721704461855E-02 
394	 2,11659139932713E-02 
395	 0,024712754762365 
396	 2,45448276949735E-02 
397	 2,08388275486558E-02 
398	 2,55384356556385E-02 
399	 3,02807461479126E-02 
400	 2,03067523378279E-02 
401	 2,00185678838389E-02 
402	 0,029788493361976 
403	 2,83302103545666E-02 
404	 2,28553945122048E-02 
405	 0,019022785044904 
406	 2,00385171497309E-02 
407	 2,28458492367994E-02 
408	 1,99796813951347E-02 
409	 2,03965423576693E-02 
410	 0,025043706951426 
411	 2,59693316391879E-02 
412	 2,51771366358193E-02 
413	 2,48653725198617E-02 
414	 0,022772804994296 
415	 1,99600994829036E-02 
416	 2,00047312011784E-02 
417	 1,89914050760445E-02 
418	 1,60869938846941E-02 
419	 1,64707459683587E-02 
420	 1,78899196348844E-02 
421	 1,70303023043999E-02 
422	 1,50590250303876E-02 
423	 1,36743881667131E-02 
424	 1,75884267033502E-02 
425	 2,18663162526598E-02 
426	 2,31042475120026E-02 
427	 1,91534856944345E-02 
428	 1,46134386702196E-02 
429	 1,83311197607729E-02 
430	 1,92907791892092E-02 
431	 1,58884735343214E-02 
432	 1,59586794583625E-02 
433	 1,70913914790186E-02 
434	 1,69928168060723E-02 
435	 1,85961735158719E-02 
436	 2,04735583964294E-02 
437	 1,78467505050788E-02 
438	 1,50863905858701E-02 
439	 1,42428138345728E-02 
440	 1,54250782942131E-02 
441	 1,73735923179007E-02 
442	 1,85816542930308E-02 
443	 1,84363414980367E-02 
444	 1,72710701631944E-02 
445	 1,66512963391359E-02 
446	 1,69282852703135E-02 
447	 1,81076146370584E-02 
448	 1,82090881587521E-02 
449	 0,017549757560948 
450	 1,71236375303548E-02 
451	 0,018461654532423 
452	 2,06879021658324E-02 
453	 1,72331325063479E-02 
454	 1,47863766148755E-02 
455	 1,94108459624936E-02 
456	 2,27336916984598E-02 
457	 2,26165294653771E-02 
458	 1,72279192119719E-02 
459	 1,58248517324731E-02 
460	 2,09265837242316E-02 
461	 1,97094019965897E-02 
462	 1,66179662413309E-02 
463	 1,91605639698972E-02 
464	 1,99192531316067E-02 
465	 1,86221101063938E-02 
466	 2,13068049341046E-02 
467	 2,21957237384633E-02 
468	 1,82911477751189E-02 
469	 1,92555798000419E-02 
470	 2,27725810236599E-02 
471	 2,14079105411995E-02 
472	 0,020246908948374 
473	 2,04676003796003E-02 
474	 2,01618357210965E-02 
475	 1,90879096065192E-02 
476	 1,71759877472835E-02 
477	 1,53086174918927E-02 
478	 1,46245269982263E-02 
479	 1,78713830583694E-02 
480	 2,00008938570887E-02 
481	 1,86873261587928E-02 
482	 1,56298874824062E-02 
483	 1,39914853666611E-02 
484	 1,79969295197832E-02 
485	 2,00398347778787E-02 
486	 1,88260468144116E-02 
487	 1,81545588734138E-02 
488	 1,71570342932057E-02 
489	 1,54666277953365E-02 
490	 1,70322075870709E-02 
491	 1,97096541644543E-02 
492	 1,68973285999899E-02 
493	 1,54492915167366E-02 
494	 1,73677269703793E-02 
495	 2,00335987418524E-02 
496	 2,06106366912474E-02 
497	 1,63416172305847E-02 
498	 1,64001435383268E-02 
499	 1,98606740371832E-02 
500	 1,67693531381787E-02 
501	 1,44324914102174E-02 
502	 0,016543410865672 
503	 1,71895547312973E-02 
504	 1,71239268020394E-02 
505	 1,91364935747367E-02 
506	 1,96283457237048E-02 
