Wavelength	GRA-VIE-00102.asd
325	 0,27021035844974 
326	 0,256719461248352 
327	 0,107147839836302 
328	-1,35134471325064E-02 
329	 8,17754037899021E-02 
330	 0,1647052713013 
331	 3,98752450838456E-03 
332	 2,60523030368172E-02 
333	 0,185078574968923 
334	 0,185950855654098 
335	 0,160331189893587 
336	 0,133754499254586 
337	 0,100217044511712 
338	 5,48391577861126E-02 
339	 2,08952724668713E-03 
340	-2,92880261440782E-02 
341	-2,93361221073811E-02 
342	 2,47862102999753E-02 
343	 8,25773693019034E-02 
344	 0,107687955379405 
345	 5,61311546846478E-02 
346	 2,04520606686985E-02 
347	 6,85108001250161E-02 
348	 5,47025740191838E-02 
349	 1,36820659609818E-03 
350	 4,24899009115121E-02 
351	 7,16537422568004E-02 
352	 5,79864552004674E-02 
353	 3,71699698858463E-03 
354	-2,94630345453192E-02 
355	 2,47239747332628E-02 
356	 3,12123289374141E-02 
357	 1,36976326588932E-03 
358	 3,09665887696908E-02 
359	 6,33018966802921E-02 
360	 6,64341002179498E-02 
361	 4,11633786655066E-02 
362	 1,15694936360395E-02 
363	 8,68717361126413E-03 
364	 8,47219806202561E-03 
365	 7,1664802902481E-03 
366	 1,22006130112092E-02 
367	 2,03672277074575E-02 
368	 3,06664446964295E-02 
369	 6,29307157197604E-02 
370	 8,46667037854382E-02 
371	 0,026765358261611 
372	 1,26736007099897E-02 
373	 5,70847463055864E-02 
374	 6,31233473017624E-02 
375	 5,10099906609459E-02 
376	 3,97243420381227E-02 
377	 3,60779482110073E-02 
378	 3,48521314459448E-02 
379	 2,03508241596762E-02 
380	 1,56432499223065E-02 
381	 2,49490864310718E-02 
382	 2,75451287592814E-02 
383	 3,12800086671186E-02 
384	 4,30496554254935E-02 
385	 3,55121432975701E-02 
386	 0,018560241272016 
387	 3,09817629558593E-02 
388	 3,42879210754185E-02 
389	 1,86220339310722E-02 
390	 1,64111728108238E-02 
391	 2,36758508830664E-02 
392	 3,19242259914627E-02 
393	 3,57220441028467E-02 
394	 3,33822478992504E-02 
395	 2,36491776271002E-02 
396	 1,68641817173569E-02 
397	 1,84449654002773E-02 
398	 2,03024893037136E-02 
399	 1,95894346173357E-02 
400	 1,32836707605009E-02 
401	 1,43447123315038E-02 
402	 2,24590535174827E-02 
403	 2,36794283767496E-02 
404	 2,26810545370568E-02 
405	 2,33344323329845E-02 
406	 2,97912886525549E-02 
407	 3,51793810088656E-02 
408	 2,33265593506961E-02 
409	 2,20536198657459E-02 
410	 0,034426338511429 
411	 3,31940956949001E-02 
412	 2,86561508346321E-02 
413	 0,031006016324636 
414	 3,13844964283964E-02 
415	 2,84716442034034E-02 
416	 2,18705093200854E-02 
417	 2,03844705581976E-02 
418	 2,56536529794683E-02 
419	 2,29818219614727E-02 
420	 1,98423692839187E-02 
421	 2,70081589069821E-02 
422	 3,21198700282704E-02 
423	 3,24246919511967E-02 
424	 2,90441676177332E-02 
425	 2,46843565000416E-02 
426	 2,14271869991427E-02 
427	 2,21337743747048E-02 
428	 0,024285457115727 
429	 2,24165591947421E-02 
430	 0,024232837959595 
431	 2,90474897175884E-02 
432	 2,36410048199134E-02 
433	 1,97056530248497E-02 
434	 2,72233630286094E-02 
435	 2,94295709703561E-02 
436	 2,58779841723126E-02 
437	 2,22670755264987E-02 
438	 2,29390795559741E-02 
439	 2,88380090368337E-02 
440	 3,31790602781958E-02 
441	 3,33099210381866E-02 
442	 2,69950780896319E-02 
443	 2,15796293904557E-02 
444	 1,93967119205124E-02 
445	 2,04050645324478E-02 
446	 2,18608328367802E-02 
447	 2,21106188545209E-02 
448	 2,33206100523592E-02 
449	 2,53426234679981E-02 
450	 2,77233272313146E-02 
451	 0,027113946566503 
452	 2,39245753282735E-02 
453	 2,48159705972192E-02 
454	 2,72847307737077E-02 
455	 2,86133276136123E-02 
456	 2,76590583753589E-02 
457	 2,55194037014867E-02 
458	 2,58349791920261E-02 
459	 2,58986325067138E-02 
460	 2,48141740904817E-02 
461	 2,44525651112032E-02 
462	 2,41805897916675E-02 
463	 2,29343011544798E-02 
464	 2,27691979718211E-02 
465	 2,41608570425675E-02 
466	 2,72865618949209E-02 
467	 2,84049081495142E-02 
468	 2,55124241846288E-02 
469	 2,45109988727025E-02 
470	 2,49725308372548E-02 
471	 2,40797178114351E-02 
472	 2,41253939088665E-02 
473	 2,56581010670587E-02 
474	 2,82955903751528E-02 
475	 0,028943352124722 
476	 2,49340539485743E-02 
477	 2,38163651667075E-02 
478	 2,57317910916262E-02 
479	 2,66680495348493E-02 
480	 0,026270861356679 
481	 2,47911005506254E-02 
482	 2,57338153490666E-02 
483	 2,84375708983456E-02 
484	 3,15841768494998E-02 
485	 2,94464292024293E-02 
486	 2,32809711811989E-02 
487	 2,39022391393658E-02 
488	 2,66553173352796E-02 
489	 2,78438039168908E-02 
490	 2,90706136574486E-02 
491	 2,95156535256667E-02 
492	 2,67367028645043E-02 
493	 2,48891382536427E-02 
494	 2,52642663567761E-02 
495	 2,55012968444028E-02 
496	 0,02601206940292 
497	 2,74159810717066E-02 
498	 2,66316391932353E-02 
499	 2,43980309443941E-02 
500	 2,48797096131693E-02 
501	 0,026777880759462 
502	 2,88762844724526E-02 
503	 2,78209987493161E-02 
504	 0,025616203383189 
505	 2,65551125787909E-02 
506	 2,72114410397152E-02 
507	 2,66833049856869E-02 
508	 2,54961848651391E-02 
509	 2,48401238997716E-02 
