Wavelength	AVEN00177.asd
325	-7,29508860948866E-02 
326	 0,12600873996599 
327	 0,146129109416111 
328	-8,76030827452748E-02 
329	-4,76537681818312E-02 
330	 5,53409143037723E-02 
331	 0,041255744565816 
332	 2,14318483641193E-02 
333	 2,88280818131564E-02 
334	 0,111352998802656 
335	 0,139214194964694 
336	 8,17916919510257E-02 
337	-2,10773377536202E-04 
338	-6,11620040436232E-02 
339	-5,25998971016978E-02 
340	-2,63869308962104E-02 
341	-3,52015694892238E-04 
342	 9,73093233588948E-03 
343	 5,71159849325857E-02 
344	 0,124799133878069 
345	 0,102669303481077 
346	 3,80065695554573E-02 
347	-6,38683302107705E-03 
348	-4,81424315165342E-03 
349	 0,021615389827901 
350	 1,17264865349285E-02 
351	-8,68485926668051E-03 
352	-1,68961769879917E-02 
353	 4,43288302446346E-02 
354	 0,104853437727968 
355	 8,62603523045083E-02 
356	 5,40727296307737E-02 
357	 3,13053786503655E-02 
358	 3,56884015244763E-02 
359	 3,77567721281632E-02 
360	 2,46277064373866E-02 
361	 1,89331836870926E-02 
362	 1,11804940591013E-02 
363	-1,80978482058484E-02 
364	 6,46733937475649E-04 
365	 5,52279814028926E-02 
366	 6,60836408081159E-02 
367	 5,16303066755566E-02 
368	 2,61032178384906E-02 
369	 7,14513360875271E-03 
370	 3,2715912847035E-03 
371	 2,76258947481367E-02 
372	 3,06112752047507E-02 
373	 8,59887805975595E-03 
374	 1,15023403361637E-02 
375	 2,14144039456857E-02 
376	 2,38997617680814E-02 
377	 0,028857058685653 
378	 2,98062114153629E-02 
379	 3,99023937183605E-03 
380	 1,32175400748257E-02 
381	 5,69959761456543E-02 
382	 4,96971557334232E-02 
383	 2,13946430800849E-02 
384	 6,86782188268663E-03 
385	 1,02836882050404E-02 
386	 2,46097119564298E-02 
387	 3,07359143952008E-02 
388	 2,72932965139931E-02 
389	 1,72613687346483E-02 
390	 0,022694422089024 
391	 2,75594928047732E-02 
392	 1,24841299727543E-02 
393	 1,35381646547573E-02 
394	 0,027447697494642 
395	 1,76920055891146E-02 
396	 1,40689521474139E-02 
397	 2,80288429918426E-02 
398	 2,70921922043868E-02 
399	 1,65273730448828E-02 
400	 9,14835571591072E-03 
401	 1,27737378986911E-02 
402	 2,34300195144901E-02 
403	 1,90217212569903E-02 
404	 0,013566422162874 
405	 1,68242711383302E-02 
406	 2,36147484955302E-02 
407	 2,85753832878797E-02 
408	 2,28711979650384E-02 
409	 2,11102752988345E-02 
410	 2,51387607192119E-02 
411	 2,08690443003814E-02 
412	 1,58417834472119E-02 
413	 1,74803593283514E-02 
414	 2,02744997370117E-02 
415	 2,32595110171343E-02 
416	 2,72145865541451E-02 
417	 2,94262404249911E-02 
418	 2,89045297561828E-02 
419	 2,74950145278087E-02 
420	 2,46516473719405E-02 
421	 1,94155669565526E-02 
422	 1,50216046388406E-02 
423	 1,33726529310403E-02 
424	 1,75293379361905E-02 
425	 2,17901652789825E-02 
426	 2,25081655919326E-02 
427	 2,13006797587534E-02 
428	 0,020245192157168 
429	 2,29676502973942E-02 
430	 2,16773906759042E-02 
431	 1,66162611023401E-02 
432	 1,90221889104689E-02 
433	 2,31540544674266E-02 
434	 2,36139016781872E-02 
435	 2,25663662660239E-02 
436	 2,10680171028292E-02 
437	 2,06147007977251E-02 
438	 2,13932443896461E-02 
439	 2,30898420481629E-02 
440	 2,32610961696368E-02 
441	 2,26381067981858E-02 
442	 2,24330346878149E-02 
443	 2,28014462644982E-02 
444	 2,33752931726908E-02 
445	 2,29760556258643E-02 
446	 2,12143887677892E-02 
447	 1,84259203292939E-02 
448	 1,94197645628682E-02 
449	 2,19528841523568E-02 
450	 2,06489296777435E-02 
451	 1,97145270641399E-02 
452	 1,99765187251433E-02 
453	 1,90642331243735E-02 
454	 1,84350402289277E-02 
455	 1,94694829266235E-02 
456	 2,11235851054133E-02 
457	 2,24952103121681E-02 
458	 2,19786761656701E-02 
459	 2,07232123998989E-02 
460	 1,97001361570914E-02 
461	 2,15034013125606E-02 
462	 2,35404419188912E-02 
463	 2,21085426861465E-02 
464	 2,08575994799144E-02 
465	 2,07374136322699E-02 
466	 2,17206055809552E-02 
467	 2,20501967253361E-02 
468	 2,08941453940067E-02 
469	 2,20809598595954E-02 
470	 2,41387180873792E-02 
471	 2,30871870047953E-02 
472	 2,22808282215172E-02 
473	 2,24919107756405E-02 
474	 2,20047736315812E-02 
475	 2,12848107652895E-02 
476	 2,09065505677107E-02 
477	 2,18086221327529E-02 
478	 2,31350122951584E-02 
479	 2,21082682157941E-02 
480	 2,03893540893702E-02 
481	 1,91861715191437E-02 
482	 2,12518091405549E-02 
483	 2,32970670031187E-02 
484	 0,02005514421721 
485	 1,91719739231051E-02 
486	 2,12049798532202E-02 
487	 2,01235881407943E-02 
488	 1,81581783067988E-02 
489	 1,73246565022539E-02 
490	 2,00024331139871E-02 
491	 2,37199877867614E-02 
492	 2,22197973138417E-02 
493	 2,01183920998056E-02 
494	 1,91538302271776E-02 
