Wavelength	CAMFROU00899.asd
325	 6,99179437869023E-02 
326	 0,222763786555593 
327	 0,281020293225297 
328	 0,239627228784021 
329	 0,212829850220965 
330	 0,169030764748411 
331	 7,74256546321022E-02 
332	 0,058427191700341 
333	 0,10009571142328 
334	 0,103805782566409 
335	 9,41878610601564E-02 
336	 7,59673521418518E-02 
337	 4,06224688645276E-02 
338	 0,043369503369467 
339	 0,112557927859543 
340	 0,091217171252729 
341	 1,50611707461697E-02 
342	 8,03318890882452E-02 
343	 5,63929539734412E-02 
344	-7,64598112492833E-02 
345	-2,19394697639024E-02 
346	 8,13722306977241E-02 
347	 0,126505459828732 
348	 9,66814035942685E-02 
349	 2,38317999896044E-02 
350	 2,88816043413199E-02 
351	 0,035774233316961 
352	 2,49734601832152E-02 
353	 5,76208116461993E-02 
354	 8,30172193828239E-02 
355	 4,91737489060824E-02 
356	 4,39073228565655E-02 
357	 6,43068292950403E-02 
358	 4,81553996546519E-02 
359	 2,82975958194982E-02 
360	 2,31296365263946E-02 
361	 1,18949961440582E-02 
362	 1,44447480263498E-02 
363	 6,29348446476357E-02 
364	 7,11134732925857E-02 
365	 3,44911126125468E-02 
366	 6,00291694976153E-03 
367	 2,78800793058224E-03 
368	 3,26501180997564E-02 
369	 5,56388349969689E-02 
370	 6,33306474075843E-02 
371	 5,88190788003013E-02 
372	 4,30505573018908E-02 
373	 2,24782752812147E-02 
374	 1,50406151761304E-02 
375	 1,71852901646497E-02 
376	 2,50034947879692E-02 
377	 4,23961488428722E-02 
378	 5,67000342814985E-02 
379	 3,65675465062137E-02 
380	 3,08865966225515E-02 
381	 4,85615922792067E-02 
382	 4,04534647747727E-02 
383	 0,035301513267615 
384	 5,81642087848358E-02 
385	 4,66016019622346E-02 
386	 1,01258217158962E-02 
387	 2,35816541986228E-03 
388	 1,66791764809961E-02 
389	 4,01296080158091E-02 
390	 2,64469140385356E-02 
391	 3,39985232069514E-03 
392	 9,5743710156212E-03 
393	 3,07085911488193E-02 
394	 5,25414290487382E-02 
395	 4,29808438338886E-02 
396	 3,14140032070116E-02 
397	 3,22981771639935E-02 
398	 2,95065588587342E-02 
399	 2,66720943118263E-02 
400	 3,19276105289451E-02 
401	 3,14494684964047E-02 
402	 2,57497169074601E-02 
403	 0,030111243829546 
404	 0,034942635475311 
405	 3,38317790915811E-02 
406	 3,09287365829727E-02 
407	 2,83388767156847E-02 
408	 0,028932385351601 
409	 2,98357453935215E-02 
410	 2,97574433821635E-02 
411	 2,72976986039785E-02 
412	 2,44206619456729E-02 
413	 2,31148617305674E-02 
414	 2,25887327445488E-02 
415	 2,22024518070297E-02 
416	 1,99174620906217E-02 
417	 2,21821634047344E-02 
418	 2,93803768980017E-02 
419	 2,78548664112452E-02 
420	 2,31466084102297E-02 
421	 2,38093370010561E-02 
422	 2,63806232786062E-02 
423	 2,83482161639418E-02 
424	 2,35574256080542E-02 
425	 0,021423425886402 
426	 2,66746952358452E-02 
427	 2,74385240008725E-02 
428	 2,43247107854624E-02 
429	 2,08033290277965E-02 
430	 2,05199352434327E-02 
431	 2,34682393128849E-02 
432	 2,40242595433438E-02 
433	 2,30341792706783E-02 
434	 2,15571313539054E-02 
435	 2,07601220621081E-02 
436	 2,04610778694523E-02 
437	 1,93462582002165E-02 
438	 1,90185722886088E-02 
439	 1,98225808913304E-02 
440	 1,95304909480238E-02 
441	 1,95555379540941E-02 
442	 2,18638846743823E-02 
443	 2,49979449153541E-02 
444	 2,68143348004383E-02 
445	 2,11456481348134E-02 
446	 1,81047350015111E-02 
447	 2,29095752289805E-02 
448	 2,06644495635704E-02 
449	 1,54240515379724E-02 
450	 0,018289374506547 
451	 0,023185198873164 
452	 0,02685392176214 
453	 2,37762219180074E-02 
454	 2,02382190895787E-02 
455	 2,20979858359898E-02 
456	 2,47900530428606E-02 
457	 2,60309924431352E-02 
458	 2,16597561294672E-02 
459	 2,08903480608917E-02 
460	 2,61587752460874E-02 
461	 2,53985026240892E-02 
462	 2,10744509142495E-02 
463	 1,79361539552528E-02 
464	 0,019273647019067 
465	 2,35646332257613E-02 
466	 2,22712698761811E-02 
467	 2,00916131978757E-02 
468	 2,01535157232609E-02 
469	 2,06213474447556E-02 
470	 2,09460021610482E-02 
471	 2,05167432204435E-02 
472	 0,020078517039278 
473	 0,020122640534294 
474	 2,16625535692359E-02 
475	 2,30619006563211E-02 
476	 2,27300987304238E-02 
477	 2,20126375071198E-02 
478	 2,14045707555832E-02 
479	 2,12451015211051E-02 
480	 2,19430882621346E-02 
481	 2,33178280778742E-02 
482	 2,28465296376881E-02 
483	 2,18972762548482E-02 
484	 2,29367013737529E-02 
485	 2,20727710169684E-02 
486	 1,95886680407787E-02 
487	 2,05379570766427E-02 
488	 2,16649647563315E-02 
489	 2,06492045372199E-02 
490	 2,09493956228447E-02 
491	 2,18068147952661E-02 
492	 2,01316064657703E-02 
493	 1,89634008351525E-02 
494	 1,93172761413788E-02 
495	 2,01071678385929E-02 
496	 2,18390595799784E-02 
497	 2,50679379301121E-02 
498	 2,36330642371279E-02 
499	 1,86507478409696E-02 
500	 1,74168584027416E-02 
501	 1,84105261998943E-02 
502	 2,05267712582961E-02 
503	 2,18744020456847E-02 
504	 2,23182466660254E-02 
505	 2,22508358025046E-02 
506	 2,15585003954387E-02 
507	 2,06747947405999E-02 
508	 2,14318373845986E-02 
509	 2,17211383129968E-02 
510	 0,019761114870152 
511	 1,91377422495984E-02 
512	 2,01765471356674E-02 
513	 2,20349790844971E-02 
514	 2,32027447597778E-02 
515	 2,30001561771178E-02 
516	 0,022243699484041 
517	 2,17776375593729E-02 
518	 2,26082110612536E-02 
519	 2,30904041210511E-02 
520	 0,022943257281524 
521	 2,28235728797605E-02 
522	 2,29727741481781E-02 
523	 2,34836453379657E-02 
524	 2,34847091218819E-02 
525	 2,30134244994187E-02 
526	 0,022311626294626 
527	 2,24524114907496E-02 
528	 2,34919468957078E-02 
529	 2,35092184508555E-02 
530	 2,28334506254542E-02 
531	 2,20307803302847E-02 
532	 2,25554154969136E-02 
533	 2,39577021748379E-02 
534	 2,38973545978597E-02 
535	 0,022878996926083 
536	 2,14580322568534E-02 
537	 2,15941205601446E-02 
538	 2,27696477633721E-02 
539	 2,36501292831601E-02 
540	 2,34739657100413E-02 
541	 2,22390875518112E-02 
542	 2,12776412140349E-02 
543	 2,10780210094148E-02 
544	 2,19778509566263E-02 
545	 2,27364398339615E-02 
546	 2,30351028170422E-02 
547	 2,28709052906079E-02 
548	 2,25599198270125E-02 
549	 2,23376801009492E-02 
550	 2,24513547279239E-02 
551	 2,28367207592481E-02 
552	 2,33784852421981E-02 
553	 2,33866249393668E-02 
554	 2,28781659345319E-02 
555	 2,28531819747649E-02 
556	 2,27997037278645E-02 
557	 2,23378797560062E-02 
558	 2,25891291078269E-02 
559	 0,023071796183305 
560	 2,19063972507142E-02 
561	 2,16290707073792E-02 
562	 2,29189173960515E-02 
563	 2,32487345524975E-02 
564	 2,27347697454193E-02 
565	 2,18393341327554E-02 
566	 2,18474813739667E-02 
567	 2,27064629152514E-02 
568	 2,29114044501601E-02 
569	 2,27696772661645E-02 
570	 2,25261396926221E-02 
571	 2,23908580399056E-02 
572	 2,24070762290833E-02 
573	 2,25168795469311E-02 
574	 2,29600719117731E-02 
575	 2,36680700421159E-02 
576	 2,39511184068844E-02 
577	 2,38430949627749E-02 
578	 2,34669823324432E-02 
579	 2,37407178651271E-02 
580	 2,44769959844663E-02 
581	 2,43709116349092E-02 
582	 2,41982629310693E-02 
583	 2,43663815035652E-02 
584	 2,43465743842564E-02 
585	 2,43806846740478E-02 
586	 2,50039026160473E-02 
587	 2,56378244564297E-02 
588	 2,60228647646865E-02 
589	 2,59415021609124E-02 
590	 0,02578031211206 
591	 2,59203802444531E-02 
592	 2,64448834937651E-02 
593	 2,70232040588318E-02 
594	 2,67608273747655E-02 
595	 2,62197192206881E-02 
596	 2,58328525465183E-02 
597	 2,65231737727745E-02 
598	 2,75023487957563E-02 
599	 0,027484878318022 
600	 2,71877625820287E-02 
601	 2,68260037798791E-02 
602	 2,64255082510753E-02 
603	 2,61178065600858E-02 
604	 2,60256602437676E-02 
605	 2,63843840889336E-02 
606	 2,67850815146061E-02 
607	 2,61046822123626E-02 
608	 2,57342141755241E-02 
609	 2,60515812437114E-02 
610	 0,025933959566746 
611	 2,55158190979739E-02 
612	 2,50824434825583E-02 
613	 2,47473266442183E-02 
614	 2,45394458127265E-02 
615	 0,024350674850866 
616	 2,43744101492772E-02 
617	 2,46445563599679E-02 
618	 2,43082481511578E-02 
619	 2,37559062642271E-02 
620	 0,024013052237454 
