Wavelength	GOOSE00003.asd
759	-5,63580288693455E-04 
760	-6,59430104239929E-04 
761	-4,74092386730092E-04 
762	-3,16668266001343E-04 
763	-2,22507618642819E-04 
764	-2,05620330358634E-04 
765	-1,58344283096646E-04 
766	-1,1540746088035E-04 
767	-2,68968214683871E-04 
768	-1,8822411121699E-04 
769	 1,57659366374073E-04 
770	-1,28373861205073E-04 
771	-5,63210325913447E-04 
772	-4,99101189155966E-04 
773	-2,53374461174611E-04 
774	-1,03463241224201E-05 
775	-1,29103274146584E-04 
776	-8,89103761915659E-05 
777	 2,65356957057527E-04 
778	-4,92316375848063E-05 
779	-4,56857962295939E-04 
780	 4,33362481500372E-05 
781	-6,13834423217765E-05 
782	-7,86044456929881E-04 
783	-7,63469588661025E-04 
784	-2,92224578496551E-04 
785	 3,27561047669502E-04 
786	 3,97492163335651E-04 
787	 7,33369372232917E-05 
788	-1,64123408695636E-04 
789	-4,69584392882168E-04 
790	-7,35378451618905E-04 
791	-4,38405697395374E-04 
792	-1,72759349457972E-04 
793	-3,93690505223169E-04 
794	-5,25163768556366E-04 
795	-4,83343928847766E-04 
796	-2,84685986730882E-04 
797	-1,72758153799967E-04 
798	-2,49617643650528E-04 
799	-5,50350061215262E-04 
800	-6,35471258635804E-04 
801	-1,62837278206616E-04 
802	-2,90684698335284E-04 
803	-8,57464009110133E-04 
804	-9,47902275327291E-04 
805	-5,79838746499643E-04 
806	 4,5724044380872E-05 
807	-2,71241910445763E-04 
808	-6,63860324482478E-04 
809	-1,58559904568205E-04 
810	 1,05525473470259E-04 
811	-2,71238361511814E-05 
812	-3,97562838380801E-04 
813	-2,30786283964715E-04 
814	 5,1627950308011E-04 
815	-1,993345107081E-04 
816	-1,03028071574904E-03 
817	-2,3315611578717E-04 
818	 5,04958294506292E-05 
819	-3,32490126237437E-04 
820	-3,22284827164011E-04 
821	-3,28038451389506E-04 
822	-4,95679095288272E-04 
823	-6,20063996624354E-04 
824	-5,69603810026627E-04 
825	-2,1582710981764E-04 
826	-3,36509217113135E-04 
827	-7,31104626732192E-04 
828	-1,01258732356729E-04 
829	 3,9915747351462E-04 
830	 1,84776121481255E-04 
831	-3,24303913639613E-04 
832	-6,51537264340562E-04 
833	-2,33351558311233E-04 
834	-5,52992662815092E-04 
835	-1,44672305857997E-03 
836	-1,19495329159193E-03 
837	-4,50335165759803E-04 
838	 2,976663366619E-04 
839	 3,65495893927209E-04 
840	 6,2981971023366E-05 
841	-4,73142472661368E-05 
842	-1,14518174994561E-04 
843	-1,62546474241658E-04 
844	-1,937129885109E-04 
845	-3,07092812605187E-04 
846	-5,74855665587457E-04 
847	-1,14182089841585E-03 
848	-1,49909903904459E-03 
849	-9,41521586879816E-04 
850	-5,68453436843601E-04 
851	-6,00502429533587E-04 
852	-8,11119334640951E-04 
853	-6,14817194254011E-04 
854	 1,47079999088385E-04 
855	 1,26389228267372E-04 
856	-1,42604261089629E-04 
857	 2,68313252176167E-04 
858	 4,55584637879435E-04 
859	 2,09486472600059E-04 
860	-4,24441049025556E-04 
861	-1,08720350800061E-03 
862	-1,42061294501141E-03 
863	-5,52291290703923E-04 
864	 2,34959766434822E-04 
865	-7,68338184433805E-04 
866	-6,08925229657064E-04 
867	 5,77760926254694E-04 
868	 1,63444078907319E-04 
869	-3,04203742103812E-04 
870	-1,53376869493222E-04 
871	-1,01361364794748E-05 
872	 5,98715691970739E-05 
873	 3,31732318095283E-05 
874	-4,27288264136093E-04 
875	-9,54313757005405E-04 
876	-2,58781471182046E-04 
877	 1,77577897537753E-04 
878	-2,31283151509796E-04 
879	-8,9999820274517E-04 
880	-1,2690149893371E-03 
881	-8,38589621886329E-04 
882	-5,59579263058204E-04 
883	-5,34272651438644E-04 
884	-4,63472763698291E-04 
885	-4,44671716984666E-04 
886	-4,49314448223445E-04 
887	-1,32074348157333E-04 
888	-1,7721918310509E-04 
889	-1,10120794614415E-03 
890	-8,89099553611922E-04 
891	-6,47720500348295E-05 
892	-6,02859274618349E-04 
893	-9,96446072409006E-04 
894	-8,91342066166966E-04 
895	-1,07105979240767E-03 
896	-8,09044492397227E-04 
897	 3,01568733465433E-04 
898	 4,72706149099869E-04 
899	-1,02247094106025E-04 
900	-5,85854586312666E-04 
901	-6,13769399250788E-04 
902	-2,73833059173294E-04 
903	-4,92324119810109E-04 
904	-6,37368432002772E-04 
905	-3,7972709368428E-04 
906	-3,78200706361064E-04 
907	-6,32382098031918E-04 
908	-1,02103888627145E-03 
909	-7,75680596291608E-04 
910	-2,71670166593595E-04 
911	-1,41500133211116E-03 
912	-2,05604249874345E-03 
913	-1,34751855518715E-03 
914	-9,36230330228546E-04 
915	-7,01550924908456E-04 
916	-3,56283119323862E-04 
917	 7,66309845415623E-05 
918	 3,50475640807589E-04 
919	-2,31677722890116E-04 
920	-2,43918247311333E-04 
921	 4,43396605251639E-04 
922	-2,32536372933966E-04 
923	-7,62889344193949E-04 
924	 9,21796132933537E-06 
925	-1,4573196955483E-04 
926	-8,4980563408385E-04 
927	-7,92864315288801E-04 
928	-7,68295625566347E-04 
929	-7,36080897218101E-04 
930	 4,29979222298112E-04 
931	 5,20017809662763E-04 
932	-1,39777516464262E-03 
933	-2,14178229521515E-03 
934	-1,96892918731831E-03 
935	-1,70696974390912E-03 
936	-1,16014034199584E-03 
937	-3,52511909388874E-04 
938	 7,95967250719566E-04 
939	 1,27103119468605E-03 
940	 8,11862906281228E-04 
941	 4,79036267291432E-04 
942	-1,00533600743931E-05 
943	-8,95877652225231E-04 
944	-1,52143795383037E-03 
945	-1,90034289990156E-03 
946	-2,33006619086149E-03 
947	-1,92804276109649E-03 
948	-9,33484634676865E-04 
949	-1,17452043519872E-03 
950	-9,87581072561023E-04 
951	 1,55180295397575E-04 
952	-9,4033054920244E-04 
953	-2,45072450832097E-03 
954	-1,85885566832434E-03 
955	-1,06869085370421E-03 
956	-5,22784412448866E-04 
957	-2,61735455859137E-04 
958	-2,31109407563316E-04 
959	-4,00653313907329E-04 
960	-7,31241401860026E-04 
961	-1,11840709875604E-03 
962	-1,43386496605871E-03 
963	-1,49367847695031E-03 
964	-9,95520713234219E-04 
965	 4,440664717962E-04 
966	 7,55533152021007E-05 
967	-1,77343740337678E-03 
968	-1,72813454739884E-03 
969	-2,09701627875374E-03 
970	-3,39383446788855E-03 
971	-3,18537306193636E-03 
972	-1,96021074808628E-03 
973	-5,37513830520537E-04 
974	-1,24006056331622E-03 
975	-2,0639308796226E-03 
976	 1,36670190087479E-03 
977	 1,17673087952728E-03 
978	-2,51231738528754E-03 
979	-1,42227991030593E-03 
980	-2,13018380656933E-04 
981	-8,89474620271107E-04 
982	-8,72733179288768E-04 
983	-6,56962295727183E-04 
984	-8,28391059494604E-04 
985	 1,6064221272099E-04 
986	 1,20878954429056E-03 
987	-3,42420676706038E-04 
988	-1,10007153785131E-03 
989	-4,00962669942353E-04 
990	 5,03396995658979E-04 
991	 2,05924271190996E-04 
992	-1,81300962860624E-03 
993	-3,83374736733834E-03 
994	-4,51090867681877E-03 
995	-2,86758339683428E-03 
996	-2,01623611748584E-03 
997	-1,84324473527927E-03 
998	-8,9723673823464E-04 
999	 1,96477401629013E-04 
1000	 6,28116249875531E-04 
1001	-1,96697028194137E-03 
1002	-0,003088440543178 
1003	-1,17767448655079E-03 
1004	-1,83179084474573E-03 
1005	-2,98718706113222E-03 
1006	-2,48321588243067E-03 
1007	-4,44493810341724E-03 
1008	-6,22964246201953E-03 
1009	-2,07949292853431E-03 
1010	-8,15374354725452E-04 
1011	-3,1117979076383E-03 
1012	-3,11687029096038E-03 
1013	-1,89909850979426E-03 
1014	-2,25995072021848E-04 
1015	 2,56167234261147E-04 
1016	-8,3179288429919E-04 
1017	-3,4312208062382E-03 
1018	-5,4795545445949E-03 
1019	-5,41454410512956E-03 
1020	-1,73869844208492E-03 
1021	 1,79841891401406E-03 
1022	 2,7391375333191E-03 
1023	-2,76800928608609E-03 
1024	-7,16189018874751E-03 
1025	-7,19808477324495E-03 
1026	-1,67852088798575E-03 
1027	-4,01256431053119E-04 
1028	-7,56481370781033E-03 
1029	-4,69294100588917E-03 
1030	 6,44591411446705E-04 
1031	-2,27071999597139E-03 
1032	-5,93567687374611E-03 
1033	-6,88557206918341E-03 
1034	-1,11457358231513E-03 
1035	 1,97716702797707E-03 
1036	 5,24070573871761E-04 
1037	-1,08993369445774E-03 
1038	-4,98591315903907E-03 
1039	-9,77230359252542E-03 
1040	-4,3002127941545E-03 
1041	-1,33054008848732E-03 
1042	-9,55569021462919E-03 
1043	-3,59526422076542E-03 
1044	 6,15108067186317E-03 
1045	 1,80735074770373E-03 
1046	-9,83683514136469E-04 
1047	 1,51589465048169E-04 
1048	 3,09120824764932E-03 
1049	 4,01882101103973E-04 
1050	-7,12861430975043E-03 
1051	-6,24611780876943E-03 
1052	-4,72940983138108E-03 
1053	-5,93479504617291E-03 
1054	-6,0891652213618E-03 
1055	-3,44560912697764E-03 
1056	 2,36351328807046E-03 
1057	 3,91224168143778E-03 
1058	-8,95451828804926E-04 
1059	-1,24819396794148E-02 
1060	-0,016142984688462 
1061	-1,23764448163798E-02 
1062	-1,07112780063424E-02 
1063	-1,10929669948029E-02 
1064	-1,27980310514889E-02 
1065	-1,17523081222964E-02 
1066	-1,00575524793069E-02 
1067	-8,21434086017182E-03 
1068	-2,96169449234455E-03 
1069	 3,64760225436886E-04 
1070	-3,59645810676476E-03 
1071	-2,60699121202837E-02 
1072	-4,32803367038494E-02 
1073	-2,62046506610204E-02 
1074	-0,0205561031765 
1075	-0,022553297726341 
