Wavelength	MORB100135.asd
325	 0,149356674301361 
326	 8,17231657004442E-02 
327	 3,90156351293585E-02 
328	 7,01650434269959E-02 
329	 8,67161445139163E-03 
330	-4,04265692915755E-02 
331	-6,66296647310465E-03 
332	 1,19738956751234E-02 
333	 3,04838281117901E-02 
334	 0,134695321287964 
335	 0,149531015784602 
336	 5,49708128102544E-02 
337	-1,50540942419115E-03 
338	 1,26369138542773E-02 
339	 9,06987943939728E-02 
340	 0,15069244746053 
341	 0,181569241707214 
342	 0,18478904771188 
343	 0,132475792556649 
344	 3,57851367662351E-02 
345	 5,29574036329629E-02 
346	 9,77820115738854E-02 
347	 8,92667550230829E-02 
348	 4,41115319926269E-02 
349	-2,99436653076416E-03 
350	 2,98963663530067E-02 
351	 4,21550483240798E-02 
352	 1,79001024420872E-02 
353	 7,61574702346867E-02 
354	 0,124622153778462 
355	 6,44714205481796E-02 
356	 4,49165744171687E-02 
357	 7,21972489707615E-02 
358	 6,88446829969985E-02 
359	 4,27275627537803E-02 
360	 5,40287010001864E-03 
361	 2,66803178875474E-02 
362	 7,30867878203301E-02 
363	 9,38667094838018E-02 
364	 0,074194586591999 
365	 2,39220490940802E-02 
366	 0,023155683761039 
367	 4,66145787311986E-02 
368	 7,12006875139393E-02 
369	 6,38878983491133E-02 
370	 4,32350840712795E-02 
371	 5,15186219716458E-02 
372	 5,72021166836053E-02 
373	 5,47491321432431E-02 
374	 0,05948266513926 
375	 5,82816570062773E-02 
376	 4,30409948308146E-02 
377	 4,24531999297599E-02 
378	 4,98662332728484E-02 
379	 4,03979234850266E-02 
380	 0,041438909762017 
381	 5,52917477060692E-02 
382	 5,21415785704451E-02 
383	 4,24750752302502E-02 
384	 3,82684560701155E-02 
385	 3,91032595588505E-02 
386	 4,48250230756016E-02 
387	 5,80845593558964E-02 
388	 5,94499548845342E-02 
389	 4,28163268973325E-02 
390	 2,40822446136139E-02 
391	 1,05941310784129E-02 
392	 9,59984031735128E-03 
393	 1,80307923464271E-02 
394	 0,030063594663388 
395	 0,033852789138102 
396	 3,14595858636174E-02 
397	 2,69860873896059E-02 
398	 4,17288626383567E-02 
399	 5,75378985457026E-02 
400	 0,046449979879495 
401	 4,15155014372113E-02 
402	 4,66385227483573E-02 
403	 4,01583541852878E-02 
404	 3,54029831618253E-02 
405	 4,06764893744676E-02 
406	 3,92344553017886E-02 
407	 3,31491099725761E-02 
408	 3,13095942245257E-02 
409	 0,031175005696022 
410	 3,28540089033504E-02 
411	 4,00600468881548E-02 
412	 4,63664127028807E-02 
413	 4,58028378872433E-02 
414	 4,15521718840854E-02 
415	 0,036782114275141 
416	 3,73207205066527E-02 
417	 3,77187262739494E-02 
418	 0,035863902729366 
419	 3,31132246386879E-02 
420	 3,19372431128444E-02 
421	 3,53297435457854E-02 
422	 3,41322166624199E-02 
423	 0,028953220214372 
424	 2,81637820701847E-02 
425	 3,15986956740822E-02 
426	 3,81683132369676E-02 
427	 4,14844313929938E-02 
428	 4,20827366498382E-02 
429	 4,28192916041776E-02 
430	 3,92625228961282E-02 
431	 3,32933400463222E-02 
432	 3,85427125381636E-02 
433	 4,39422420048118E-02 
434	 3,98382743438931E-02 
435	 3,63586397221389E-02 
436	 3,57175136067388E-02 
437	 3,93150556441423E-02 
438	 3,93146666705582E-02 
439	 3,43846353010166E-02 
440	 3,75602919324824E-02 
441	 4,31590121642113E-02 
442	 0,042567008429342 
443	 0,041998037900436 
444	 4,24465257334924E-02 
445	 0,042141102659216 
446	 4,25243116735528E-02 
447	 0,044199931410381 
448	 0,044460271269421 
449	 4,34162560475964E-02 
450	 4,18821531270249E-02 
451	 4,08153981274518E-02 
452	 4,09190251852743E-02 
453	 4,38137877488152E-02 
454	 4,46556586436979E-02 
455	 3,94777975039894E-02 
456	 0,037947170802228 
457	 4,07946129028864E-02 
458	 4,48805780565918E-02 
459	 4,77368735462951E-02 
460	 4,79495329296457E-02 
461	 4,56265423950597E-02 
462	 4,32558868449247E-02 
463	 4,40350331049741E-02 
464	 4,30809498630757E-02 
465	 4,07576761417205E-02 
466	 4,26788980494247E-02 
467	 4,48705123772917E-02 
468	 4,47835699491391E-02 
469	 4,49934587294578E-02 
470	 4,56933529543978E-02 
471	 4,66285906468518E-02 
472	 4,70761248346399E-02 
473	 4,67337007702821E-02 
474	 4,54392494840596E-02 
475	 4,47084833613554E-02 
476	 4,58841913935633E-02 
477	 4,52635136942497E-02 
478	 0,043207827103956 
