Wavelength	GRA-VAN00503.asd
325	 0,185466459317863 
326	 0,175803665026646 
327	 0,158624426064655 
328	 0,157202083146729 
329	 5,61648489660675E-02 
330	 4,16007987353357E-02 
331	 0,255929883565576 
332	 0,266953403416264 
333	 0,188700714183531 
334	 0,129526804579628 
335	 0,158984551843683 
336	 0,242256311353375 
337	 0,16127803631617 
338	 6,05020219611547E-02 
339	 5,97989157220306E-02 
340	 0,106142544796652 
341	 0,135733147725677 
342	 7,91769652303897E-02 
343	 4,01352769950594E-02 
344	 5,15815517442147E-02 
345	 1,75733854724637E-02 
346	 1,84963654701249E-03 
347	 7,18630005557915E-02 
348	 3,84262593490625E-02 
349	-6,08850472628414E-02 
350	-2,94235283888358E-02 
351	 3,94490788934474E-02 
352	 8,48322460391426E-02 
353	 0,068093525837001 
354	 0,028673629832815 
355	 1,40101906077222E-02 
356	 3,37880119604342E-02 
357	 6,46039872158202E-02 
358	 4,25004007311491E-02 
359	 2,21223203973128E-02 
360	 3,08826002910555E-02 
361	 3,73536895081568E-02 
362	 4,35362350262887E-02 
363	 5,60992633413051E-02 
364	 5,42960607567773E-02 
365	 3,83470589318302E-02 
366	 2,85092073902847E-02 
367	 2,79205075844441E-02 
368	 3,55908655487279E-02 
369	 3,23963813672541E-02 
370	 0,021563778364622 
371	 1,06103819063976E-02 
372	 2,73183663596461E-02 
373	 5,82194673008232E-02 
374	 2,52382235317272E-02 
375	 3,08192546962674E-03 
376	 4,72100476096103E-02 
377	 6,48894440703789E-02 
378	 5,55709974766794E-02 
379	 4,86561030771679E-02 
380	 2,97032118264392E-02 
381	 5,59138522299799E-03 
382	 0,026373159395632 
383	 4,99133882789439E-02 
384	 3,83422995049458E-02 
385	 3,40544908601892E-02 
386	 3,74323566252739E-02 
387	 2,79177859677571E-02 
388	 2,09927846477941E-02 
389	 2,40192753282515E-02 
390	 3,82565117156824E-02 
391	 4,37147960831272E-02 
392	 1,87091349114429E-02 
393	 1,17535944145433E-02 
394	 2,35079443624153E-02 
395	 2,26957659095111E-02 
396	 1,85329383016168E-02 
397	 1,63952064998479E-02 
398	 2,24191160683837E-02 
399	 2,58030633005263E-02 
400	 8,52621237649718E-03 
401	 1,73037566915114E-02 
402	 4,55744436980276E-02 
403	 2,99622268051376E-02 
404	 6,10100505935535E-03 
405	 8,75362350641789E-04 
406	 7,97106280650661E-03 
407	 1,81175530765674E-02 
408	 1,65161197452098E-02 
409	 1,69551798208264E-02 
410	 2,12623410197306E-02 
411	 1,88435540906822E-02 
412	 0,014950011505551 
413	 1,48601441552893E-02 
414	 1,62607916214559E-02 
415	 1,70802009944424E-02 
416	 1,25246557426716E-02 
417	 1,08304200163532E-02 
418	 0,014924949665578 
419	 1,96000464975347E-02 
420	 2,29999953371061E-02 
421	 2,38461334952618E-02 
422	 2,16316255793301E-02 
423	 1,71734749544418E-02 
424	 0,012491968870024 
425	 0,010808947658799 
426	 1,35234794946456E-02 
427	 1,51796143157678E-02 
428	 1,53080179383159E-02 
429	 1,48174234471753E-02 
430	 0,01249531893232 
431	 9,34547974949937E-03 
432	 1,07165978195272E-02 
433	 1,36152659135305E-02 
434	 1,50112256909737E-02 
435	 1,20347041636844E-02 
436	 7,37403742862408E-03 
437	 9,15081402463743E-03 
438	 1,19607186627596E-02 
439	 1,33623518708518E-02 
440	 1,26162241487714E-02 
441	 1,17252100181875E-02 
442	 1,32851337448315E-02 
443	 0,014223712549681 
444	 1,41494969583583E-02 
445	 1,47113556013883E-02 
446	 1,36000985435823E-02 
447	 9,86473793970783E-03 
448	 7,80894922407717E-03 
449	 7,92945265411814E-03 
450	 9,87380415187374E-03 
451	 1,27822665144241E-02 
452	 1,54708709687337E-02 
453	 0,015238313948275 
454	 0,013369148887167 
455	 1,14399875872648E-02 
