Wavelength	AURAY00176.asd
325	-3,24381993081497E-02 
326	 0,125781281915111 
327	 8,51274272970988E-02 
328	-0,170270081262151 
329	-0,107449717600756 
330	 2,92269145478834E-02 
331	 0,05559137530705 
332	 9,92399171099839E-02 
333	 0,146153647688775 
334	 0,101989944815367 
335	 8,71419213311272E-02 
336	 0,111965199540235 
337	 5,21524241008134E-02 
338	-6,41203436788093E-03 
339	 1,95456699496832E-02 
340	 5,75615560537738E-02 
341	 0,074476395725637 
342	 0,027489333888235 
343	 2,41663935536038E-02 
344	 8,16104126010422E-02 
345	 6,09218752316893E-02 
346	-5,6359175851323E-03 
347	-8,68498818284797E-02 
348	-0,095772060742055 
349	-3,46657473597363E-02 
350	 4,38574016069847E-02 
351	 5,99704974522039E-02 
352	 1,90706831000356E-03 
353	-2,84346298258225E-02 
354	-3,35149638602239E-02 
355	-2,78869506151989E-02 
356	-1,56278152218227E-02 
357	-3,45354912705493E-03 
358	-1,08913848405916E-02 
359	-1,39683463261795E-02 
360	-2,10075344389605E-03 
361	 1,75389996017799E-02 
362	 3,00802608911091E-02 
363	 1,75609642410447E-02 
364	 1,36633644072659E-02 
365	 1,94404675124919E-02 
366	 7,39167038343894E-03 
367	-2,51032692946663E-03 
368	 2,7653145604266E-03 
369	 1,85089145153652E-02 
370	 3,27140377089862E-02 
371	 2,96601732726921E-02 
372	 0,015029526970785 
373	-8,52229435068381E-04 
374	 1,53604455701768E-02 
375	 2,70774843464841E-02 
376	 8,71141142418186E-03 
377	-1,31769357157997E-02 
378	-2,17747977580304E-02 
379	 8,65550169610992E-03 
380	 1,91068104734881E-02 
381	 1,59098479542151E-03 
382	 2,17949540227428E-03 
383	 1,03666369165101E-02 
384	 1,32952047149071E-02 
385	 1,19717773228703E-02 
386	 1,16991530838332E-02 
387	 2,68590089693016E-02 
388	 3,64455838707389E-02 
389	 3,31975999045504E-02 
390	 2,21406394751997E-02 
391	 1,39538297794253E-02 
392	 2,01133902834279E-02 
393	 3,51402065260015E-02 
394	 4,57514446047814E-02 
395	 1,93890271608582E-02 
396	-2,19553757055746E-03 
397	 5,00213319082916E-03 
398	 2,08365663974793E-02 
399	 3,41468222325406E-02 
400	 0,033796176439487 
401	 2,86788415267925E-02 
402	 2,19834297308093E-02 
403	 1,46208444920404E-02 
404	 1,19168358485838E-02 
405	 1,64162668844972E-02 
406	 1,98565276628208E-02 
407	 2,03121429315235E-02 
408	 1,59077350338554E-02 
409	 1,64815022275337E-02 
410	 2,28699812949412E-02 
411	 2,60188337095572E-02 
412	 2,25329341378111E-02 
413	 1,05107733566853E-02 
414	 5,74177374388823E-03 
415	 9,28351738909259E-03 
416	 1,58988533988534E-02 
417	 2,13665175098775E-02 
418	 2,28713110620557E-02 
419	 1,83966356424348E-02 
420	 1,21273907391413E-02 
421	 9,44939595599795E-03 
422	 1,18099363847484E-02 
423	 0,016388657330831 
424	 1,31229643876033E-02 
425	 1,02833244963083E-02 
426	 1,23176846765089E-02 
427	 1,22027884353732E-02 
428	 1,10757440442114E-02 
429	 1,26558227335665E-02 
430	 1,35630249344994E-02 
431	 1,36665607143243E-02 
432	 1,73367383498546E-02 
433	 1,91070041429812E-02 
434	 1,44771844838881E-02 
435	 0,011297435789739 
436	 1,08089254410802E-02 
437	 1,17562356625212E-02 
438	 1,38771620034239E-02 
439	 1,63991394654595E-02 
440	 0,016593535361541 
441	 1,60739393162475E-02 
442	 1,71706439201013E-02 
443	 0,01603314462464 
444	 1,34346177701477E-02 
445	 1,47947165587803E-02 
446	 1,68694644558183E-02 
447	 1,74424359378788E-02 
448	 1,58007177234484E-02 
449	 1,41352546371448E-02 
450	 1,68489644993914E-02 
451	 1,77404294467479E-02 
452	 1,57835587454652E-02 
453	 1,56631201148881E-02 
454	 1,63965193151971E-02 
455	 1,69047175753616E-02 
456	 1,79233909934287E-02 
457	 1,86332466134214E-02 
458	 1,66038145639662E-02 
459	 1,47217588410689E-02 
460	 1,44068043228398E-02 
461	 0,015778826299252 
462	 1,66755574175686E-02 
463	 1,42849045393836E-02 
464	 1,45891036024731E-02 
465	 1,71307229116792E-02 
466	 1,45398648003049E-02 
467	 1,32428263252333E-02 
468	 1,69561376941601E-02 
469	 1,81218653521849E-02 
470	 1,71973500856358E-02 
471	 1,74561139334141E-02 
472	 1,61249754558371E-02 
473	 0,013792778014731 
474	 0,017277795061775 
475	 2,02845187134737E-02 
476	 1,68107634590848E-02 
477	 1,86431278032558E-02 
478	 2,36777294931839E-02 
479	 1,93548511034153E-02 
480	 1,60526281789668E-02 
481	 1,78763184557167E-02 
482	 1,66410234115988E-02 
483	 1,46424482819341E-02 
484	 1,64870047088524E-02 
485	 0,016708446369794 
486	 1,50357076954057E-02 
487	 0,016389720272815 
488	 1,75222781454696E-02 
489	 1,60783777301004E-02 
490	 1,48809706156893E-02 
491	 1,40165189257995E-02 
492	 1,19945686431469E-02 
493	 1,32837581364722E-02 
494	 1,76799264586377E-02 
495	 1,51355690961999E-02 
496	 1,15068022129495E-02 
497	 1,40905735319356E-02 
498	 1,50559372096765E-02 
499	 1,39957142097742E-02 
500	 1,52284406736612E-02 
501	 1,64989964208944E-02 
502	 0,016498487469568 
503	 1,52210565567181E-02 
504	 1,42410620099449E-02 
505	 0,016390882711146 
506	 1,71374558848737E-02 
507	 1,59995092197989E-02 
508	 0,01727106590768 
509	 1,88838218220331E-02 
