Wavelength	SCO-GRA00598.asd
325	 0,259016467099499 
326	 0,341436275870027 
327	 0,25212656660244 
328	-7,36793224686553E-02 
329	-5,69700979252716E-02 
330	 0,05246445006035 
331	 9,95163767694798E-02 
332	 0,1460347258391 
333	 0,171378339725079 
334	 0,115677432982211 
335	 5,87925922396637E-02 
336	 4,65355070911502E-02 
337	 0,126483681438571 
338	 0,15801162853315 
339	 0,036567583058871 
340	-9,84628332104842E-03 
341	 1,64130559277572E-02 
342	 0,044038186995459 
343	 0,054172413877585 
344	 4,49195704892178E-02 
345	 5,72035698181763E-02 
346	 0,046753660605913 
347	-2,61043828914511E-02 
348	-2,41009161766717E-03 
349	 8,33663245146471E-02 
350	 5,13768428373351E-02 
351	 2,56673738267788E-02 
352	 4,26248656068432E-02 
353	 6,12420113058004E-02 
354	 5,68021939930265E-02 
355	 5,57515463760406E-03 
356	-1,04099255362584E-02 
357	 0,011420732119682 
358	 2,03313215822044E-02 
359	 2,96168060806529E-02 
360	 4,10526672172358E-02 
361	 0,028338739717432 
362	 8,41236289649685E-03 
363	 5,65179875763948E-03 
364	 6,8088165916189E-03 
365	 1,18030163029887E-02 
366	 3,29561735462613E-02 
367	 4,34446305910503E-02 
368	 3,02355277097614E-02 
369	 3,50341714902475E-02 
370	 4,42712174787695E-02 
371	 2,56447747972835E-02 
372	 0,003888797187949 
373	-3,37809979698233E-03 
374	 4,09836609592632E-02 
375	 7,64778106082041E-02 
376	 6,18343161828057E-02 
377	 3,42727809520203E-02 
378	 1,37977253464215E-02 
379	 2,45695480332053E-02 
380	 3,55154680653397E-02 
381	 3,58770533986253E-02 
382	 3,32752339031885E-02 
383	 2,16097111647053E-02 
384	-2,29231148463413E-03 
385	 1,63948823076286E-02 
386	 5,48728772442215E-02 
387	 4,00429830593995E-02 
388	 2,34348534491208E-02 
389	 2,38150571373209E-02 
390	 1,86101122681543E-02 
391	 1,17560721571055E-02 
392	 1,02137567341579E-02 
393	 0,019099485724317 
394	 3,30986399202011E-02 
395	 3,52030171063126E-02 
396	 3,29182518128565E-02 
397	 3,05067991837055E-02 
398	 2,93111064793309E-02 
399	 2,91596394114401E-02 
400	 2,93954821175793E-02 
401	 2,83802411683645E-02 
402	 2,63407016627024E-02 
403	 2,61755479708801E-02 
404	 2,47336601300989E-02 
405	 2,05145037770446E-02 
406	 2,27204424200173E-02 
407	 2,70224213063271E-02 
408	 2,20446389173645E-02 
409	 1,85237479701181E-02 
410	 1,86846144335805E-02 
411	 1,66299527828946E-02 
412	 1,46335383164704E-02 
413	 1,51406837921484E-02 
414	 1,97261307530412E-02 
415	 2,43010395594808E-02 
416	 1,80943755476588E-02 
417	 0,013549615127225 
418	 1,59383013368288E-02 
419	 2,25627137089045E-02 
420	 2,88049181160626E-02 
421	 2,97816274346979E-02 
422	 2,50502133483312E-02 
423	 1,72734330742442E-02 
424	 1,39530710595955E-02 
425	 0,013035492938909 
426	 0,013582349291899 
427	 0,018840362693723 
428	 2,41589885035356E-02 
429	 2,07712300735998E-02 
430	 1,80685728840101E-02 
431	 1,85054451670881E-02 
432	 1,97378721189216E-02 
433	 1,91057395451941E-02 
434	 0,014899937495773 
435	 1,66594317870726E-02 
436	 2,18853168237658E-02 
437	 1,96646851799233E-02 
438	 1,85282124771136E-02 
439	 2,13186289609628E-02 
440	 2,38286822570875E-02 
441	 2,49599268149758E-02 
442	 2,39281968829296E-02 
443	 1,99020935689898E-02 
444	 1,49066702453341E-02 
445	 1,55425769945989E-02 
446	 1,65465189260408E-02 
447	 1,52045027262955E-02 
448	 0,018673901862488 
449	 0,02300388262786 
450	 1,93015078243148E-02 
451	 1,56432458267974E-02 
452	 1,50712480406307E-02 
453	 1,86470302196679E-02 
454	 2,19149693385075E-02 
455	 2,10329390127054E-02 
456	 2,17410848919043E-02 
457	 2,38697912253318E-02 
458	 2,43219674549989E-02 
459	 2,29014975827699E-02 
460	 1,99205538867649E-02 
461	 1,78844557824382E-02 
462	 1,82805554324449E-02 
463	 2,26460877012567E-02 
464	 2,16005963188178E-02 
465	 1,57622588195189E-02 
466	 1,58411443816592E-02 
467	 1,77007797190366E-02 
468	 1,85111946984999E-02 
469	 1,88920145905961E-02 
470	 1,90688696612082E-02 
471	 1,93508502128822E-02 
472	 2,05570553266902E-02 
473	 2,23143977207596E-02 
474	 2,19596133081588E-02 
475	 1,97689749510866E-02 
476	 0,016312731771022 
477	 0,014395581871213 
478	 1,50039369391875E-02 
479	 1,94415842697392E-02 
480	 2,09934294542629E-02 
481	 1,75089556214646E-02 
482	 1,83971464703572E-02 
483	 2,17660697476536E-02 
484	 2,34484184794686E-02 
485	 2,17654753144244E-02 
486	 1,81142178401245E-02 
487	 1,97616489147746E-02 
488	 2,21923761115829E-02 
489	 2,18494493434626E-02 
490	 1,99549215598007E-02 
491	 0,017764446272859 
492	 1,77245878846571E-02 
493	 1,72632299090996E-02 
494	 1,60712121095878E-02 
495	 1,72837321361019E-02 
496	 1,95620191865633E-02 
497	 0,021161818784839 
498	 2,31835195491568E-02 
499	 2,43652623890422E-02 
500	 0,019919227228528 
501	 1,71900689453778E-02 
502	 1,97695910890046E-02 
503	 1,99613855412571E-02 
504	 1,83856292495277E-02 
505	 1,78339421852619E-02 
506	 0,01797402330169 
507	 1,87544549956991E-02 
508	 2,01779820161634E-02 
509	 2,08851641006567E-02 
510	 1,97991619406021E-02 
511	 1,95870638265493E-02 
512	 2,01583734897243E-02 
513	 1,98887055092071E-02 
514	 1,93484664519763E-02 
515	 1,89758557483483E-02 
516	 2,00151577716228E-02 
517	 2,12310953263685E-02 
518	 2,07764601554485E-02 
519	 2,09653212641644E-02 
520	 2,18925616599206E-02 
521	 2,17418058571138E-02 
522	 2,10396087302508E-02 
523	 2,02743620454875E-02 
524	 2,00596443296707E-02 
525	 2,03721946443344E-02 
526	 2,10396326987009E-02 
527	 2,10409922443071E-02 
528	 2,02275385093695E-02 
529	 2,00097622788133E-02 
530	 0,020291813094319 
531	 2,08216480239811E-02 
532	 2,07089545782597E-02 
533	 2,02013456259972E-02 
534	 0,020905265752888 
535	 2,11194617844511E-02 
536	 2,00624634092299E-02 
537	 2,01521373350181E-02 
538	 2,08519069975706E-02 
539	 2,05794786529535E-02 
540	 2,03282252387901E-02 
541	 2,02808680410219E-02 
542	 0,019851467039692 
543	 1,95261997790434E-02 
544	 1,97868137931758E-02 
545	 2,02542374255259E-02 
546	 2,06308523556637E-02 
547	 2,02733439509607E-02 
548	 0,020302608957472 
549	 2,11119309452702E-02 
550	 2,13057572576324E-02 
551	 2,10528623636621E-02 
552	 2,08450194373293E-02 
553	 2,10131175948546E-02 
554	 2,13901914857624E-02 
555	 2,07532616949033E-02 
556	 2,03734766897693E-02 
557	 2,12062165258152E-02 
558	 2,11472496463579E-02 
559	 0,020358937899805 
560	 2,01036298553105E-02 
561	 2,04882589699139E-02 
562	 0,021325673883454 
563	 2,09109028650388E-02 
564	 2,03014302360287E-02 
565	 2,10906923378012E-02 
566	 2,10389398170395E-02 
567	 2,01651463733813E-02 
568	 2,06123851278885E-02 
569	 2,12116046023647E-02 
570	 2,11510625761007E-02 
571	 2,10440992202527E-02 
572	 2,09376338503916E-02 
573	 2,06671726015181E-02 
574	 2,08127767293688E-02 
575	 2,14839439543403E-02 
576	 2,20100016557444E-02 
577	 2,25356598136607E-02 
578	 2,32569692062695E-02 
579	 2,30876413367535E-02 
580	 2,22854808463454E-02 
581	 2,24076830923993E-02 
582	 2,26593207085903E-02 
583	 2,26320193143635E-02 
584	 2,27519122906491E-02 
585	 2,31350330105317E-02 
586	 2,39296888415807E-02 
587	 2,44596544756217E-02 
588	 2,44678235537727E-02 
589	 2,39221268761744E-02 
590	 2,34115012142136E-02 
591	 2,34758119330657E-02 
592	 2,36504411002556E-02 
593	 2,39168615398771E-02 
594	 2,46067857240216E-02 
595	 2,47668684482036E-02 
596	 2,41263952228312E-02 
597	 2,42390124030559E-02 
598	 2,45561205459519E-02 
599	 2,39875711903832E-02 
600	 2,40127605800539E-02 
601	 2,46911493645567E-02 
602	 2,47057456187125E-02 
603	 2,41430938656583E-02 
604	 2,31954077265581E-02 
605	 0,02300468881242 
606	 2,33489806066122E-02 
607	 2,31350200758492E-02 
608	 2,30478240498401E-02 
609	 0,023256870795358 
610	 2,32712062343122E-02 
