Wavelength	SCORFF200744.asd
325	 6,27896407470629E-02 
326	 0,19797384873437 
327	 0,133081172694605 
328	-7,97750804800775E-02 
329	 4,71900794319257E-02 
330	 0,162013307440069 
331	 2,09330669581716E-02 
332	 0,012444087892201 
333	 0,09473823852701 
334	 5,84184052958459E-02 
335	 4,61970166231943E-02 
336	 7,76520079798768E-02 
337	 2,73460565749747E-02 
338	-4,90310406025541E-02 
339	-5,69703443674948E-02 
340	-8,56897115480303E-03 
341	 3,18962017658113E-02 
342	-5,66790850262712E-02 
343	-5,83715720203634E-03 
344	 0,17130041825721 
345	 0,148418195857558 
346	 5,55233666997699E-02 
347	 2,62766867642533E-02 
348	 4,51584795327389E-02 
349	 7,80981722037016E-02 
350	 5,39273349960913E-02 
351	 3,71729662642446E-02 
352	 4,99283249529289E-02 
353	 4,19686556465284E-02 
354	 2,75133797680611E-02 
355	 2,59566161540934E-02 
356	 1,97294015742671E-02 
357	 1,63983445585961E-02 
358	 4,33797912738261E-02 
359	 7,01798961446987E-02 
360	 7,90349840947949E-02 
361	 2,78208426114735E-02 
362	-1,82532885639008E-02 
363	 4,04300588501584E-02 
364	 4,82393296466005E-02 
365	 5,54834538954247E-03 
366	 3,93412752388585E-02 
367	 6,35927536695671E-02 
368	 3,09266809940993E-02 
369	 2,03624050517068E-03 
370	-7,15468664012381E-03 
371	 2,11010584290102E-02 
372	 2,97596537721714E-02 
373	 1,23734244650876E-02 
374	 1,64461030287459E-02 
375	 2,53990173124124E-02 
376	 0,02589737511138 
377	 1,36868308206563E-02 
378	 1,96004561777916E-03 
379	 1,92065324406606E-02 
380	 2,65653622173778E-02 
381	 1,67793194897766E-02 
382	 0,024681043916388 
383	 3,60486997878377E-02 
384	 3,66424192926268E-02 
385	 2,00437574467128E-02 
386	 1,72897988749414E-03 
387	 2,33101947797499E-02 
388	 4,30554682739834E-02 
389	 4,25732039055874E-02 
390	 2,59846540159055E-02 
391	 1,31769727651321E-02 
392	 2,81012297021621E-02 
393	 2,02627145964689E-02 
394	-2,44758317675732E-03 
395	 1,98814253067506E-02 
396	 3,38724439906163E-02 
397	 1,80172003458119E-02 
398	 0,016858989235017 
399	 0,02433658144639 
400	 2,47444286335193E-02 
401	 1,52148497999887E-02 
402	 1,3208919695264E-03 
403	 3,16950307673563E-03 
404	 1,44372090309577E-02 
405	 2,77122704407377E-02 
406	 2,23224948168687E-02 
407	 9,46803638721223E-03 
408	 1,76773488535577E-02 
409	 2,43746599693814E-02 
410	 2,45301773605198E-02 
411	 0,027965534123702 
412	 0,029777913044829 
413	 2,53579023862384E-02 
414	 1,95592477471323E-02 
415	 0,016722898110109 
416	 2,61721944711613E-02 
417	 0,028353640286641 
418	 1,74090851147549E-02 
419	 1,08304277700526E-02 
420	 1,02979907113558E-02 
421	 1,58307069646976E-02 
422	 1,94865477112021E-02 
423	 2,03225221597663E-02 
424	 2,35802952738828E-02 
425	 2,33369459111122E-02 
426	 1,68703251409592E-02 
427	 1,22169513122152E-02 
428	 1,13988995581673E-02 
429	 1,60846762970583E-02 
430	 1,69417461328003E-02 
431	 0,013158450684893 
432	 1,44412217765348E-02 
433	 1,85172166582128E-02 
434	 2,27524282755048E-02 
435	 2,45662187536674E-02 
436	 2,33313278423878E-02 
437	 1,83552644697849E-02 
438	 1,57166690861046E-02 
439	 1,73707700048542E-02 
440	 1,71413223329244E-02 
441	 0,01645540897443 
442	 0,017800218393295 
443	 1,82142765081154E-02 
444	 1,78261925410163E-02 
445	 1,96551174308701E-02 
446	 2,07818673784494E-02 
447	 1,95976380539354E-02 
448	 1,84156484096693E-02 
449	 1,88684280175559E-02 
450	 2,37104084587502E-02 
451	 2,45254924528499E-02 
452	 2,00694051204258E-02 
453	 1,77334175517851E-02 
454	 1,74449444656642E-02 
455	 1,86650197296011E-02 
456	 1,92204304292564E-02 
457	 1,87748255594456E-02 
458	 1,77011430903833E-02 
459	 0,017553271290142 
460	 1,86964116511872E-02 
461	 1,84129827631605E-02 
462	 1,82736555886691E-02 
463	 2,07141162782817E-02 
464	 1,98233173335533E-02 
465	 1,62535877333767E-02 
466	 1,74383232077791E-02 
467	 0,019800864170214 
468	 2,07898845217929E-02 
469	 2,10014528002436E-02 
470	 2,00998835331672E-02 
471	 1,70537684699125E-02 
472	 0,01580612248717 
473	 1,72207768588576E-02 
474	 1,80822608426331E-02 
475	 1,92964447203578E-02 
476	 2,17177666969615E-02 
477	 2,03596031756196E-02 
478	 1,69827213233043E-02 
479	 1,94371490789608E-02 
480	 2,07958657824231E-02 
481	 1,83778994344957E-02 
482	 1,77078228772223E-02 
483	 1,76272562135255E-02 
484	 1,54585284031516E-02 
485	 1,58382526069267E-02 
486	 1,86465919030659E-02 
487	 1,85483730329375E-02 
488	 1,87404935078866E-02 
489	 2,12219641041327E-02 
490	 1,96311556938649E-02 
491	 1,59593132545219E-02 
492	 1,70365467051949E-02 
493	 1,78250839048876E-02 
494	 1,69508195010911E-02 
495	 1,65315274806986E-02 
496	 1,68993341422997E-02 
497	 1,82284521859534E-02 
498	 2,00829954873203E-02 
499	 2,13206254662999E-02 
500	 1,89297060242012E-02 
501	 1,68384742327476E-02 
502	 1,72087417239482E-02 
503	 1,76456136450584E-02 
504	 1,80564527381438E-02 
505	 1,89112364177781E-02 
506	 1,92896832140759E-02 
507	 1,87876256051801E-02 
508	 1,68230524039255E-02 
509	 1,56227653026771E-02 
510	 1,70849450471354E-02 
511	 1,89529183160874E-02 
512	 0,020160281281869 
513	 1,93029954204861E-02 
514	 1,82430612627267E-02 
515	 1,77779187961632E-02 
516	 1,70159443801218E-02 
517	 1,64073769995208E-02 
518	 1,66412545513059E-02 
519	 1,75341643370089E-02 
520	 1,86939087962181E-02 
521	 1,91227371613674E-02 
522	 1,89781126013834E-02 
523	 1,84914999842717E-02 
524	 1,86002843943498E-02 
525	 1,92439651435816E-02 
526	 2,00885477153711E-02 
527	 2,00462193243015E-02 
528	 1,89823686843278E-02 
529	 1,85063043099818E-02 
530	 1,86453486676099E-02 
531	 1,92534891362712E-02 
532	 1,85373686363016E-02 
533	 1,70627618460283E-02 
534	 0,017968379195646 
535	 0,0189700658782 
536	 1,87416378757986E-02 
537	 1,81262170982115E-02 
538	 1,77951785703801E-02 
539	 1,88184994789177E-02 
540	 1,93504268340375E-02 
541	 1,89533825701704E-02 
542	 0,018594587776654 
543	 1,84523497523672E-02 
544	 1,86419573442661E-02 
545	 1,89893325707971E-02 
546	 1,92431542219549E-02 
547	 1,88752151934927E-02 
548	 1,83749900065215E-02 
549	 1,80844042818375E-02 
550	 1,84984736178036E-02 
551	 1,90338688517792E-02 
552	 1,87113776769642E-02 
553	 1,84168680403524E-02 
554	 1,84396487079597E-02 
555	 1,89114036370996E-02 
556	 1,91299968316749E-02 
557	 1,85591200460136E-02 
558	 1,80440369675354E-02 
559	 1,78983227101939E-02 
560	 1,85483243152279E-02 
561	 1,88615648090659E-02 
562	 1,85179702525446E-02 
563	 1,88988168118163E-02 
564	 1,91214275399473E-02 
565	 1,78749616540962E-02 
566	 1,74640623974383E-02 
567	 1,81339930614798E-02 
568	 1,84933707134984E-02 
569	 0,018710877834442 
570	 1,88896767276832E-02 
571	 0,018933705791311 
572	 1,89883337607387E-02 
573	 1,94133255402615E-02 
574	 1,96272240883501E-02 
575	 1,95516637979776E-02 
576	 1,99986186109192E-02 
577	 2,03726925950016E-02 
578	 1,99788352376579E-02 
579	 2,01470024872229E-02 
580	 2,09091772070737E-02 
581	 2,15204460196535E-02 
582	 2,13416735224871E-02 
583	 2,02121433599496E-02 
584	 2,00275141858688E-02 
585	 2,06497878492456E-02 
586	 2,14562638670471E-02 
587	 2,11924966600536E-02 
588	 2,00207132309611E-02 
589	 2,06195290482817E-02 
590	 2,17048020682565E-02 
591	 2,19819503703123E-02 
592	 2,23010559328145E-02 
593	 2,24920686930799E-02 
594	 2,16696041544425E-02 
595	 2,08415712814187E-02 
596	 2,05872110604284E-02 
597	 2,11537592182637E-02 
598	 2,18903907144938E-02 
599	 2,18217433786483E-02 
600	 2,14316194502644E-02 
601	 2,10326735205085E-02 
602	 2,12454926709841E-02 
603	 2,16172574300985E-02 
604	 2,17999128218609E-02 
605	 2,24197918923668E-02 
606	 2,28500585075061E-02 
607	 2,12177833777084E-02 
608	 2,01138573660209E-02 
609	 2,03705442543207E-02 
610	 2,02989898887791E-02 
611	 2,02001497960802E-02 
612	 2,06106828742176E-02 
613	 2,04139812318624E-02 
614	 1,98116233846614E-02 
615	 2,04352205217292E-02 
616	 2,10803317983481E-02 
617	 2,09496766676559E-02 
618	 0,020206150676711 
619	 1,96588690798833E-02 
620	 2,09296928995969E-02 
621	 2,15116250105624E-02 
622	 2,08407273456526E-02 
623	 2,06322706712523E-02 
624	 2,06098571328591E-02 
625	 2,03980628479385E-02 
626	 2,02776716849861E-02 
627	 2,03314385138447E-02 
628	 2,07089782304215E-02 
629	 0,020726487139849 
630	 2,02023002487513E-02 
631	 2,06737702357851E-02 
632	 2,14564568670689E-02 
633	 2,11723026133386E-02 
634	 2,05726299925967E-02 
635	 2,02373490423059E-02 
636	 2,16481922579381E-02 
637	 2,27900852370692E-02 
638	 2,20344971657465E-02 
639	 2,17867711497246E-02 
640	 2,22585258356739E-02 
641	 2,28994433678137E-02 
642	 2,31203231450132E-02 
643	 2,27762915419914E-02 
644	 0,022837933451732 
645	 2,31540236895874E-02 
646	 2,34076872432865E-02 
647	 2,32768513789309E-02 
648	 2,28113825450188E-02 
649	 2,24265717577397E-02 
650	 2,25179884914433E-02 
651	 2,31845238407738E-02 
652	 2,26687934077802E-02 
653	 2,17147815953707E-02 
654	 2,24269309270384E-02 
655	 2,28614247931628E-02 
656	 2,24849292374167E-02 
657	 2,21320866617228E-02 
658	 2,16077933032338E-02 
659	 2,06992434011117E-02 
660	 2,02696694846975E-02 
661	 2,02900831061135E-02 
662	 2,01376910901485E-02 
663	 1,97461556131472E-02 
664	 1,91988985118165E-02 
665	 0,019478906933723 
666	 1,99955666210486E-02 
667	 0,019655981182621 
668	 1,94644102923397E-02 
669	 1,96012234045072E-02 
670	 1,96288691739062E-02 
671	 1,95740679794873E-02 
672	 1,94653622085985E-02 
673	 1,92694314832621E-02 
674	 1,91289459564919E-02 
675	 1,94352842706203E-02 
676	 1,94940551398281E-02 
677	 1,91554280118328E-02 
678	 1,91540891535565E-02 
679	 1,93949649394347E-02 
