Wavelength	AVEN00013.asd
325	-1,01450540134519E-02 
326	 0,142759896529908 
327	 0,132896590214474 
328	-8,89954090035053E-02 
329	 0,159007923232427 
330	 0,343725311300607 
331	 0,136485377013727 
332	 0,050730411686587 
333	 7,47374239911553E-02 
334	-3,87156689957363E-02 
335	-3,78123298445157E-02 
336	 8,16376374044439E-02 
337	 6,92283372302592E-02 
338	-1,03593607056422E-02 
339	-0,0909826787858 
340	-9,51519922060242E-02 
341	-3,71280821625252E-02 
342	 2,52141989378873E-02 
343	 6,73206474813318E-02 
344	 8,10550746135059E-02 
345	 7,35872226869334E-02 
346	 5,91953292498585E-02 
347	 5,34563419701454E-02 
348	 5,48591386351583E-02 
349	 4,94393093331233E-02 
350	-4,59201505578707E-03 
351	-2,79030589575424E-02 
352	 7,37848328786681E-03 
353	 0,060656349114446 
354	 8,89863322522481E-02 
355	 4,99826407082876E-02 
356	 3,62309392041758E-02 
357	 5,37414270317111E-02 
358	 5,55787509059466E-02 
359	 3,75133803394074E-02 
360	 2,27214475224617E-03 
361	 4,32494751989476E-03 
362	 2,49661631398734E-02 
363	 3,04926296814492E-02 
364	 0,027348649100804 
365	 2,34475396212788E-02 
366	 4,26756527021361E-02 
367	 5,30466807682405E-02 
368	 3,62634972461743E-02 
369	 2,77590271770437E-02 
370	 2,34354690796848E-02 
371	 7,34305023780379E-03 
372	 7,71681855294622E-03 
373	 2,48562136490838E-02 
374	 2,48365709724056E-02 
375	 2,89222069741505E-02 
376	 5,03055658537999E-02 
377	 5,18909248081335E-02 
378	 3,89970318006468E-02 
379	 3,42961563061347E-02 
380	 0,04383467830966 
381	 6,03052742887811E-02 
382	 4,43818984292718E-02 
383	 0,019937576229028 
384	 1,28669297715305E-02 
385	 1,91049747493949E-03 
386	-5,92382055296909E-03 
387	 1,77348393022661E-02 
388	 3,42806797219607E-02 
389	 3,25725665630578E-02 
390	 4,67600450783836E-02 
391	 5,67370630145986E-02 
392	 3,80612510186546E-02 
393	 3,16858614007819E-02 
394	 3,90638983725589E-02 
395	 3,33618310495085E-02 
396	 2,98331699766798E-02 
397	 3,44152278719923E-02 
398	 3,18041930861648E-02 
399	 2,56909468971726E-02 
400	 2,39247483777235E-02 
401	 2,54015637904764E-02 
402	 2,90062684915531E-02 
403	 3,16099210728622E-02 
404	 3,44366131096698E-02 
405	 3,76191537512001E-02 
406	 0,031418959670826 
407	 0,025415189827242 
408	 4,16078150182634E-02 
409	 4,91118861370403E-02 
410	 4,00985652086411E-02 
411	 2,39237777211016E-02 
412	 1,73809879156653E-02 
413	 3,34925065219116E-02 
414	 3,88048256533742E-02 
415	 3,34978012024519E-02 
416	 3,46024443972231E-02 
417	 3,61207743106978E-02 
418	 3,60084187356644E-02 
419	 3,56054672306748E-02 
420	 3,43975294970517E-02 
421	 3,15411221589235E-02 
422	 0,033855476533407 
423	 3,88273615131303E-02 
424	 3,28587901457938E-02 
425	 2,77938964528161E-02 
426	 0,030340016893868 
427	 3,11382985327324E-02 
428	 3,14650857571755E-02 
429	 3,64366038078889E-02 
430	 0,034817118212728 
431	 2,78328787600372E-02 
432	 3,61659129848393E-02 
433	 4,36640605553506E-02 
434	 3,64355770449461E-02 
435	 3,28236277224872E-02 
436	 3,44096509331816E-02 
437	 0,036249816733135 
438	 3,89934699662044E-02 
439	 0,041493306908364 
440	 3,67112563313879E-02 
441	 3,25942220962352E-02 
442	 3,96364224027497E-02 
443	 0,04145127489215 
444	 3,74086425702811E-02 
445	 3,98072336209568E-02 
446	 4,02150499856433E-02 
447	 3,44981683578994E-02 
448	 0,034264067780787 
449	 3,73930230396362E-02 
450	 3,69531811430376E-02 
451	 0,037430920800676 
452	 3,90988986870648E-02 
453	 3,71719969696308E-02 
454	 3,58752795584966E-02 
455	 0,039026714266873 
456	 4,09182721510684E-02 
457	 4,14262657190335E-02 
458	 4,39193846051826E-02 
459	 4,30281513855969E-02 
460	 0,038101949081781 
461	 4,01369558178634E-02 
462	 4,41216791206638E-02 
463	 4,20577134117227E-02 
464	 4,10131921985384E-02 
465	 4,17252492689266E-02 
466	 4,02348544804837E-02 
467	 3,98114688609743E-02 
468	 4,22746627678648E-02 
469	 4,36127250990598E-02 
470	 4,38345279702772E-02 
471	 4,43245084730015E-02 
472	 4,38579620577307E-02 
473	 4,25514179458703E-02 
