Wavelength	BLAVET00171.asd
325	 3,42860374704611E-02 
326	 0,213379102592354 
327	 0,271458630285753 
328	 0,153902910766733 
329	 7,39038851815077E-02 
330	 4,45067515001194E-02 
331	 5,97725445561548E-02 
332	 2,80826873163118E-02 
333	-1,72139586753685E-02 
334	 4,42724269357381E-02 
335	 6,87413332079831E-02 
336	 3,94084631177642E-02 
337	 6,50905152511068E-02 
338	 4,05312208919184E-02 
339	-0,121867885312476 
340	-0,105252460864062 
341	 2,14806457821981E-02 
342	 0,023314447592068 
343	-1,20937005813623E-02 
344	-5,07330870013945E-02 
345	 1,67945130882187E-03 
346	 3,31169271834777E-02 
347	-3,32063027981995E-02 
348	-6,42898447030676E-03 
349	 7,44335846963592E-02 
350	 0,025897973670351 
351	-2,0865261957227E-04 
352	 3,45131031660523E-02 
353	-9,88894592757632E-03 
354	-0,055371832909685 
355	-1,34214165210071E-02 
356	 1,06731562764083E-02 
357	 0,01040626235512 
358	 3,96371536626607E-02 
359	 3,39762640047705E-02 
360	-2,29509872648674E-02 
361	-9,81278854278019E-03 
362	 3,37091301010286E-02 
363	 4,12353416354479E-02 
364	 2,45091653180375E-02 
365	-2,45631999506201E-03 
366	 8,8370108770613E-03 
367	 2,55027236710944E-02 
368	 2,61888120102905E-02 
369	 8,58109445327303E-03 
370	-9,39722159988783E-03 
371	 9,90863561372501E-03 
372	 4,42132715211047E-03 
373	-2,35417432157364E-02 
374	 1,64699363111086E-02 
375	 3,94074011761053E-02 
376	-1,03978048721064E-02 
377	-7,1536830967539E-03 
378	 2,75211342946038E-02 
379	 4,54235915398507E-03 
380	-6,78028032899129E-03 
381	 9,80385496816165E-03 
382	 1,31972543480493E-02 
383	 1,44403654072955E-02 
384	 2,45581564431834E-02 
385	 3,37678175067096E-02 
386	 3,57369979314301E-02 
387	 1,80467571719886E-02 
388	 7,2693470450796E-03 
389	 1,38861250318886E-02 
390	 1,80989067104446E-02 
391	 1,70047500268974E-02 
392	 9,83473505157111E-03 
393	 6,87619293005658E-03 
394	 8,85765932575968E-03 
395	 1,18702081051479E-02 
396	 1,17112451687914E-02 
397	 7,22228182993218E-03 
398	 5,81103040640745E-03 
399	 9,47335992324046E-03 
400	 1,99781004281522E-02 
401	 2,57463175404595E-02 
402	 2,25815319086955E-02 
403	 6,3178011807786E-03 
404	-3,1287165156861E-03 
405	 6,30536657341439E-03 
406	 1,58257379862981E-02 
407	 1,99557852669557E-02 
408	 1,42525972930483E-02 
409	 1,11699274092834E-02 
410	 1,30241983464817E-02 
411	 9,47365763172537E-03 
412	 8,5061876247505E-03 
413	 1,70874031956403E-02 
414	 1,86340290991287E-02 
415	 1,38097708979278E-02 
416	 1,14811144563045E-02 
417	 1,03460028236523E-02 
418	 9,4820918852004E-03 
419	 3,73346356720842E-03 
420	 1,64892524495085E-03 
421	 1,42007193731341E-02 
422	 1,73657237018808E-02 
423	 1,00864428267917E-02 
424	 6,99989452776984E-03 
425	 8,74016489179932E-03 
426	 1,44617872929261E-02 
427	 1,34799233323397E-02 
428	 9,22477469981266E-03 
429	 1,07000075951528E-02 
430	 1,02927127636223E-02 
431	 7,70688557918736E-03 
432	 1,09102268623256E-02 
433	 1,53545353126364E-02 
434	 1,67865196280204E-02 
435	 1,82152801204866E-02 
436	 1,87336976462227E-02 
437	 1,44219082152583E-02 
438	 1,12721415928351E-02 
439	 1,18303406808411E-02 
440	 0,014614942679985 
441	 1,64132759002232E-02 
442	 1,36083020286253E-02 
443	 1,12743000790962E-02 
444	 1,04978895346941E-02 
445	 9,59613425877245E-03 
446	 1,15954043552975E-02 
447	 1,70777073674644E-02 
448	 0,014737941006245 
449	 8,76222545115272E-03 
450	 9,89016516307772E-03 
451	 1,13752273431417E-02 
452	 1,15247531288708E-02 
453	 1,20168762596993E-02 
454	 1,24588846462805E-02 
455	 1,25470104914622E-02 
456	 1,45754636098199E-02 
457	 1,69466381852935E-02 
458	 1,39600314921876E-02 
459	 1,34376693932422E-02 
460	 0,017690125965855 
461	 1,89460149331122E-02 
462	 1,68474449856113E-02 
463	 1,19019117755028E-02 
464	 1,04058238512052E-02 
465	 1,29409829317015E-02 
466	 1,53385257641534E-02 
467	 1,59778160411485E-02 
468	 0,013946926833127 
469	 1,13808932852735E-02 
470	 1,04088321121451E-02 
471	 1,47181193982472E-02 
472	 1,71796948342453E-02 
473	 0,01574916284217 
474	 1,31414152903768E-02 
475	 1,05940165432102E-02 
476	 9,22406440037976E-03 
477	 8,46623700231365E-03 
478	 8,83710589957551E-03 
479	 1,26260745022383E-02 
480	 1,39474430731779E-02 
481	 1,07584677011952E-02 
482	 9,53315640513093E-03 
483	 1,09317255563816E-02 
484	 1,48849298953249E-02 
485	 1,49681491816288E-02 
486	 1,12615536389207E-02 
487	 1,12464502962912E-02 
488	 1,24620430017794E-02 
489	 1,28173701054789E-02 
490	 1,13975477574877E-02 
491	 9,6109604917923E-03 
492	 1,10458664992264E-02 
493	 1,27318107244598E-02 
494	 1,35722707763917E-02 
495	 1,38902763211319E-02 
496	 1,36573848242727E-02 
497	 1,28641370779068E-02 
498	 1,35642055167354E-02 
499	 1,49244713506333E-02 
500	 1,26535943086086E-02 
501	 1,14813540777734E-02 
502	 1,35196712267898E-02 
503	 1,24043946586376E-02 
504	 1,03284556150216E-02 
505	 1,26625801358996E-02 
506	 1,29951573594157E-02 
507	 1,06959064169673E-02 
508	 1,16355291670237E-02 
509	 1,33606408099932E-02 
510	 1,34413856088477E-02 
511	 1,23751682344247E-02 
512	 1,12154128137237E-02 
513	 1,24636544842799E-02 
514	 1,36216106790328E-02 
515	 1,36045978646728E-02 
516	 0,012940700624949 
517	 1,27646876739779E-02 
518	 1,45988424832259E-02 
519	 1,47415506183235E-02 
520	 1,32948097190414E-02 
521	 1,43675568407973E-02 
522	 1,54535805278289E-02 
523	 1,47659417349803E-02 
524	 1,38564875723552E-02 
525	 1,32770154864943E-02 
526	 1,37179543524485E-02 
527	 1,40155685384351E-02 
528	 1,37794757991429E-02 
529	 1,34809380173907E-02 
530	 0,01302096706164 
531	 1,22586224596428E-02 
532	 1,21270931214688E-02 
533	 1,27461051254952E-02 
534	 1,39435704114362E-02 
535	 1,42652042101383E-02 
536	 1,30799095268825E-02 
537	 1,28787864686744E-02 
538	 1,34738804880227E-02 
539	 1,39436350634608E-02 
540	 0,013573417861079 
541	 1,25461284537554E-02 
542	 1,30537363013905E-02 
543	 1,34778672484388E-02 
544	 1,22779708992825E-02 
545	 1,30167629083426E-02 
546	 0,014945214956751 
547	 1,40322478514381E-02 
548	 1,28207199423955E-02 
549	 1,26038911177905E-02 
550	 1,31731322403753E-02 
551	 1,39048194036022E-02 
552	 1,38556639957775E-02 
553	 1,41452629030565E-02 
554	 0,014675449297651 
555	 1,36192354342237E-02 
556	 1,31324133939436E-02 
557	 1,47894976720078E-02 
558	 1,45408257897919E-02 
559	 1,28263083706093E-02 
560	 1,25179717242132E-02 
561	 1,26907802005934E-02 
562	 1,29188880493071E-02 
563	 1,24268798977493E-02 
564	 0,012092629385277 
565	 1,31492850210704E-02 
566	 1,38000733318969E-02 
567	 1,37558057539435E-02 
568	 1,37314751620506E-02 
569	 1,39967333345798E-02 
570	 1,46671434529562E-02 
571	 1,49055008155581E-02 
