Wavelength	AVEN00330.asd
325	 0,10577660310554 
326	 0,238862149326884 
327	 0,22122146331092 
328	 1,92993593459133E-02 
329	 9,20850596601388E-02 
330	 0,19905144424113 
331	 0,156682719745287 
332	 0,12182059640227 
333	 9,34770591487009E-02 
334	-2,02992665399072E-02 
335	 3,57855889648497E-02 
336	 0,225026724706404 
337	 0,17641195835261 
338	 6,34552707235688E-02 
339	 4,54673297890585E-02 
340	 5,07576221921847E-02 
341	 7,76835305259468E-02 
342	 0,15168704533872 
343	 0,201421109561356 
344	 0,197780136311906 
345	 9,18369376660005E-02 
346	 7,94565357832782E-03 
347	 8,87144610503214E-02 
348	 9,25046918874861E-02 
349	 3,53666420645284E-02 
350	 7,53972308105928E-02 
351	 9,53962097129751E-02 
352	 6,51562858526885E-02 
353	 9,19443688331922E-02 
354	 0,127772831557161 
355	 0,113720826943902 
356	 0,100952403530705 
357	 0,101265643943115 
358	 0,117487176512509 
359	 0,111816795523578 
360	 7,21991628078621E-02 
361	 6,35599177923756E-02 
362	 7,09497834090008E-02 
363	 6,08466856128424E-02 
364	 6,88855853559675E-02 
365	 9,57040386302848E-02 
366	 0,125693321219053 
367	 0,140703348372594 
368	 0,128992547295051 
369	 0,117270655958699 
370	 0,106960457088324 
371	 0,093315161511175 
372	 9,60767182478807E-02 
373	 0,113978302305481 
374	 0,119701755078077 
375	 0,118809140574939 
376	 0,116074360197836 
377	 0,106551091633569 
378	 0,09607210891563 
379	 9,95620645310544E-02 
380	 0,108057246894066 
381	 0,115015137616286 
382	 0,109862883440539 
383	 9,54930037358226E-02 
384	 7,73736609841752E-02 
385	 8,22654454640818E-02 
386	 0,102520493698496 
387	 0,106748759588808 
388	 0,106041654659261 
389	 0,105547432533189 
390	 0,111389745376124 
391	 0,116798329389924 
392	 0,113985559878239 
393	 0,114614074008139 
394	 0,116532717992925 
395	 0,10338739884424 
396	 0,098899778759579 
397	 0,111822647089891 
398	 0,113118477308721 
399	 0,104799149546231 
400	 0,094350805356789 
401	 9,85751477949155E-02 
402	 0,113309321233687 
403	 0,106546154905595 
404	 0,102776589787454 
405	 0,116711975156983 
406	 0,115245205130611 
407	 0,105576099057465 
408	 0,110994154269861 
409	 0,113639601545493 
410	 0,109198979742101 
411	 0,101918012562352 
412	 9,95100620828194E-02 
413	 0,108027578408344 
414	 0,114430261019024 
415	 0,115507264845413 
416	 0,109487909376066 
417	 0,106340632553201 
418	 0,109674962148439 
419	 0,114071717495854 
420	 0,115533264031726 
421	 0,109930863844713 
422	 0,109014843394354 
423	 0,111997623962937 
424	 0,105978505212523 
425	 0,102258474842558 
426	 0,106767021639541 
427	 0,107353313984317 
428	 0,105969873926078 
429	 0,109082014511622 
430	 0,111493105172307 
431	 0,111845979760674 
432	 0,1109351182188 
433	 0,109972124505544 
434	 0,110058436179704 
435	 0,112304622082579 
436	 0,115056661594801 
437	 0,113974867564419 
438	 0,111229053295858 
439	 0,108700591999043 
440	 0,111456914721524 
441	 0,115938589657789 
442	 0,11718032907504 
443	 0,114912801621498 
444	 0,111000032128514 
445	 0,111892090799394 
446	 0,112814546085065 
447	 0,111109213122849 
448	 0,1110427076164 
449	 0,112165137981139 
450	 0,112507491088036 
451	 0,114250595610273 
452	 0,116617209912715 
453	 0,113439848203172 
454	 0,109546134242116 
455	 0,109660217523637 
456	 0,112299216804516 
457	 0,115635010693284 
458	 0,11599412781293 
459	 0,114953025038434 
460	 0,113433372659464 
461	 0,112707998619315 
462	 0,113120555647802 
463	 0,114882256025409 
464	 0,115265991011294 
465	 0,114503489136021 
466	 0,116284962728952 
467	 0,117399209222294 
468	 0,116066443268164 
469	 0,116530029607101 
470	 0,117724314679806 
471	 0,116201318309219 
472	 0,115916635004166 
473	 0,117085008004554 
474	 0,114328137192328 
475	 0,111330220879564 
476	 0,111916681392644 
477	 0,114559321576168 
478	 0,117687463581707 
479	 0,118360024842756 
480	 0,116941359175019 
481	 0,114194303231584 
482	 0,114162732721774 
483	 0,115061663127405 
484	 0,113550931152798 
485	 0,112643912573341 
486	 0,113072055066956 
487	 0,114707170222572 
488	 0,115283583223139 
489	 0,113391964927612 
490	 0,113333989375348 
491	 0,1143761542625 
492	 0,113132047846608 
493	 0,111978377687606 
494	 0,111931012467429 
495	 0,113909494158811 
496	 0,115273945396599 
497	 0,11310632058868 
498	 0,113151832521681 
499	 0,115383642419984 
500	 0,115640107103773 
501	 0,115239600914623 
502	 0,114974093374097 
503	 0,115050516820083 
504	 0,115491408031251 
505	 0,116453215624571 
506	 0,115341827669553 
507	 0,112516742469954 
508	 0,112912084948205 
509	 0,114534554916574 
510	 0,115362046002967 
511	 0,115577359957457 
512	 0,11544490867407 
513	 0,115778062752846 
514	 0,115525826143771 
515	 0,114667076828648 
516	 0,11605387277821 
517	 0,117979850828547 
518	 0,117801598940024 
519	 0,11665015518019 
520	 0,115392783185007 
521	 0,115937900396499 
522	 0,116893589789338 
523	 0,117186997663564 
524	 0,117020776424031 
525	 0,116692081731763 
526	 0,116898588539511 
527	 0,116599354463925 
528	 0,115730645042494 
529	 0,115975516033413 
530	 0,116405838905848 
531	 0,11584970075706 
532	 0,115822052238837 
533	 0,116570774637993 
534	 0,117863256523202 
535	 0,118741223403736 
536	 0,11862508987187 
537	 0,118014476616267 
538	 0,117356289690056 
539	 0,117238728192042 
540	 0,117602777062074 
541	 0,118198041539275 
542	 0,117965566602476 
543	 0,117641338416036 
544	 0,117965648076025 
545	 0,118027074900599 
546	 0,117940079898534 
547	 0,118526680624621 
548	 0,119187513832349 
549	 0,119607891244651 
550	 0,119981618449436 
551	 0,119891806631633 
552	 0,118587373361571 
553	 0,118873967434477 
554	 0,120487521555483 
555	 0,118799087221564 
556	 0,117132449059483 
557	 0,118234040784707 
558	 0,119273068635111 
559	 0,119609869025392 
560	 0,118931106865196 
561	 0,118364259999534 
562	 0,118418777964267 
563	 0,118870976028877 
564	 0,119262465876646 
565	 0,119031561339855 
566	 0,11918482903483 
567	 0,11969574691081 
568	 0,119573775083551 
569	 0,119130122665407 
570	 0,118675229546679 
571	 0,118772163239768 
572	 0,119575171281474 
573	 0,12135060413749 
574	 0,122287690304894 
575	 0,121994235399123 
576	 0,122415945769446 
577	 0,123145748760716 
578	 0,123571180868914 
579	 0,124080035541552 
580	 0,124600688266383 
581	 0,124609618795252 
582	 0,12496954617449 
583	 0,125984991903459 
584	 0,125887583033166 
585	 0,125251981159605 
586	 0,125462711935243 
587	 0,125963330445612 
588	 0,126464089386912 
589	 0,126327043289609 
590	 0,126388885788094 
591	 0,127369054185131 
592	 0,127397076278077 
593	 0,126748055663111 
594	 0,127195145073764 
595	 0,127700401097119 
596	 0,127855825125991 
597	 0,128350846697447 
598	 0,128544935732383 
599	 0,127387358689355 
600	 0,126566583653719 
601	 0,126636226803111 
602	 0,127670706715442 
603	 0,128442011048528 
604	 0,127991847072895 
605	 0,126976691188319 
606	 0,126117649634744 
607	 0,126919080786464 
608	 0,127244470943272 
609	 0,126519361113601 
610	 0,126749863904758 
611	 0,12680906886163 
612	 0,125140502214132 
613	 0,124480503553046 
614	 0,125017600944494 
615	 0,125022959691994 
616	 0,124650513092919 
617	 0,124101764941175 
618	 0,124366345902691 
619	 0,125136094432017 
620	 0,125635881615089 
621	 0,125188273845964 
622	 0,123915046922036 
623	 0,123609086113223 
624	 0,123975072010815 
625	 0,124562354518691 
626	 0,124920915729829 
627	 0,124941071617504 
628	 0,124690316578508 
629	 0,124479918444186 
630	 0,124540607545289 
631	 0,125147264655074 
632	 0,125779655220884 
633	 0,125555983859596 
634	 0,125549397874762 
635	 0,125952145845037 
636	 0,126189182772375 
637	 0,126218210215154 
638	 0,126067928659903 
639	 0,12643099890556 
640	 0,127175228460388 
641	 0,127689882591421 
642	 0,127923630879013 
643	 0,127904991039324 
644	 0,128100817963627 
645	 0,128437033183799 
646	 0,128751422473693 
647	 0,129328090328381 
648	 0,129781441149357 
649	 0,128533754886832 
650	 0,127546232371023 
651	 0,128012110149583 
652	 0,127830995834405 
653	 0,127270362795143 
654	 0,127619025527891 
655	 0,127212404679569 
656	 0,125894781195142 
657	 0,125821765709261 
658	 0,125783387246484 
659	 0,124462172998706 
660	 0,123879553266357 
661	 0,123917488273413 
662	 0,122922186639676 
663	 0,122040265265766 
664	 0,121796669321237 
665	 0,121573569760467 
666	 0,121235218329668 
667	 0,120679068388311 
668	 0,120294283409179 
669	 0,120146640968282 
670	 0,11997112211417 
671	 0,11990993323473 
672	 0,120035777335387 
673	 0,119676282677461 
674	 0,119269258783624 
675	 0,120227157439073 
676	 0,120839448534613 
677	 0,120564779574636 
678	 0,120326725803502 
679	 0,120115466421306 
680	 0,119838956294748 
681	 0,120684902123085 
682	 0,122121803871226 
683	 0,121504677148945 
684	 0,121242702562585 
685	 0,122541894044969 
686	 0,122719548994944 
687	 0,122463623992612 
688	 0,123597944732898 
689	 0,124935982854434 
690	 0,126209610028441 
691	 0,127742528874469 
692	 0,129677161694177 
693	 0,132103935319771 
694	 0,134409737489583 
695	 0,136853640074077 
696	 0,140469747555768 
697	 0,143996496397935 
698	 0,14713820120747 
699	 0,151568468973993 
700	 0,156271849975376 
701	 0,159798187943159 
702	 0,163904026813131 
703	 0,16873083534191 
704	 0,173267568611254 
705	 0,177757600738813 
706	 0,182304870502454 
707	 0,18645443869882 
708	 0,190252309884107 
709	 0,193915117904548 
710	 0,197324198330597 
711	 0,200510674914146 
712	 0,20368921867835 
713	 0,206729996988871 
714	 0,209512719996903 
715	 0,212274838415568 
716	 0,21490927700349 
717	 0,217004477825604 
718	 0,219049158938491 
719	 0,221158071732862 
720	 0,222636309720402 
721	 0,223938763340907 
722	 0,22572087781103 
723	 0,227167299392755 
724	 0,228254040056589 
725	 0,22959292198497 
726	 0,230848612508986 
727	 0,2318392481823 
728	 0,232940720284849 
729	 0,233925905074499 
730	 0,234292107664275 
731	 0,234625760176405 
732	 0,235168673372763 
733	 0,236052519779128 
734	 0,236919633113038 
735	 0,237453535330326 
736	 0,237817103116484 
737	 0,238174551778104 
738	 0,238925729707298 
739	 0,239270154335259 
740	 0,239057410984762 
741	 0,239278463645814 
742	 0,239820317710837 
743	 0,240443475486081 
744	 0,240867706013558 
745	 0,241080695388519 
746	 0,241280658729958 
747	 0,241604164017017 
748	 0,24207523263233 
749	 0,242265715733 
750	 0,2422725591074 
751	 0,242317041805034 
752	 0,24251914110128 
753	 0,242887077382974 
754	 0,24329626122031 
755	 0,24360637973775 
756	 0,243715042074169 
757	 0,243660538393408 
758	 0,243626058677196 
759	 0,243967985826525 
760	 0,24420781797527 
761	 0,244230052746104 
762	 0,244268410423705 
763	 0,244489249032776 
764	 0,245013876660179 
765	 0,245456242267798 
766	 0,245713688274361 
767	 0,245761683283202 
768	 0,245692803611107 
769	 0,245638199694592 
770	 0,246007025304562 
771	 0,246489320231499 
772	 0,246683435123163 
773	 0,246839433661841 
774	 0,247004214450435 
775	 0,247161935963642 
776	 0,247279981523677 
777	 0,247344693243843 
778	 0,247332272104487 
779	 0,24749025600642 
780	 0,248179817367832 
781	 0,248474148138318 
782	 0,248320776233312 
783	 0,248525511326448 
784	 0,248723150610081 
785	 0,248687775046839 
786	 0,248608127579669 
787	 0,248643519942114 
788	 0,249038764378007 
789	 0,24924059136958 
790	 0,249174281254859 
791	 0,249296136055818 
792	 0,249540169399488 
793	 0,249825467479766 
794	 0,249971210163438 
795	 0,250033157940758 
796	 0,250197420074567 
797	 0,250390802771387 
798	 0,250627764446239 
799	 0,251135574293678 
800	 0,251367971114324 
801	 0,25087346849064 
802	 0,250760189827099 
803	 0,251099711663729 
804	 0,251513456496223 
805	 0,251854395097806 
806	 0,252060129625838 
807	 0,252287684236029 
808	 0,252566713709015 
809	 0,252912390354447 
810	 0,253304663955377 
811	 0,253552437665836 
812	 0,253083130321797 
813	 0,252944398389481 
814	 0,253545192178058 
815	 0,254351590507064 
816	 0,254770494448762 
817	 0,25421792476471 
818	 0,254361036037545 
819	 0,255159182826921 
820	 0,255230987136979 
821	 0,255418079709581 
822	 0,255987819523415 
823	 0,256051205690258 
824	 0,255952807235369 
825	 0,256236425407381 
826	 0,256449278357212 
827	 0,256535264896162 
828	 0,256665960799978 
829	 0,256694127555115 
830	 0,256676773114062 
831	 0,25754915829779 
832	 0,258382492599991 
833	 0,257815904366293 
834	 0,257969605035604 
835	 0,258750483836754 
836	 0,257925467344928 
837	 0,257665714501106 
838	 0,258855241215481 
839	 0,258805400667758 
840	 0,258249743436451 
841	 0,258631691278489 
842	 0,258989704797164 
843	 0,259213934995578 
844	 0,259747857825917 
845	 0,260136574474086 
846	 0,260158981193841 
847	 0,26022321296586 
848	 0,260184420610952 
849	 0,259777612089919 
850	 0,259829168966031 
851	 0,26032513362672 
852	 0,260479573357523 
853	 0,260627991105321 
854	 0,260869701205342 
855	 0,26057072882105 
856	 0,260431873557714 
857	 0,261462708671529 
858	 0,261823494297231 
859	 0,26138928788696 
