Wavelength	CAMFROU00472.asd
325	 4,74078555724218E-02 
326	 0,131617634190308 
327	 0,113445851425249 
328	 4,59638282849904E-02 
329	 8,16504361104567E-02 
330	 9,41448781172103E-02 
331	-2,53369241543446E-03 
332	-2,78565901470209E-02 
333	 5,73183990976555E-02 
334	 0,275787239955033 
335	 0,20358658007125 
336	-0,130277170400928 
337	-0,100519659655004 
338	 6,51351513487866E-02 
339	 0,168396224012064 
340	 0,129981574008794 
341	 1,67947052206594E-03 
342	 3,41761143277992E-03 
343	-1,00365084437742E-02 
344	-5,77512929998924E-02 
345	 1,55253026189355E-02 
346	 0,10294621293327 
347	 0,136909940926443 
348	 8,66219534103839E-02 
349	-5,57825250792661E-03 
350	 2,19309670807324E-02 
351	 2,94986775870845E-02 
352	-1,29950238395062E-02 
353	 3,42037084582323E-02 
354	 9,34246236401172E-02 
355	 0,078447167897591 
356	 0,050639359806461 
357	 2,94284431222926E-02 
358	 2,97069444395798E-02 
359	 6,07428473720813E-02 
360	 0,104039188714102 
361	 6,30684667852711E-02 
362	-3,94368943490836E-03 
363	 3,54156926968757E-03 
364	 2,94384379764186E-02 
365	 5,16132876307308E-02 
366	 3,66163382766267E-02 
367	 2,04959130656063E-02 
368	 2,55888421281992E-02 
369	 2,12815374272725E-02 
370	 1,99022124069874E-02 
371	 4,82403799527466E-02 
372	 5,44198676389688E-02 
373	 3,14535935195111E-02 
374	 1,60392521450013E-02 
375	 2,40810745125369E-02 
376	 5,98650326591362E-02 
377	 6,45869681347975E-02 
378	 4,40532462493477E-02 
379	 2,11645176168343E-02 
380	 1,76476732350688E-02 
381	 3,59299496616104E-02 
382	 3,98518212107002E-02 
383	 3,51983945204284E-02 
384	 2,95859938948823E-02 
385	 0,024360295923334 
386	 1,84331814305728E-02 
387	 5,42341767100327E-03 
388	 1,18158997666678E-02 
389	 3,75282427690246E-02 
390	 3,20819777609186E-02 
391	 1,69802715514145E-02 
392	 2,26917976543871E-02 
393	 2,98153004867744E-02 
394	 3,36604060232397E-02 
395	 3,33251735340367E-02 
396	 2,89440891866782E-02 
397	 2,16159783928712E-02 
398	 1,54068446637516E-02 
399	 1,14244172307467E-02 
400	 1,02360677396658E-02 
401	 1,72503382375943E-02 
402	 2,97913612790973E-02 
403	 3,58237648062302E-02 
404	 3,33612979162184E-02 
405	 2,30160175836668E-02 
406	 2,07199893815096E-02 
407	 2,39632592783777E-02 
408	 2,23389368045213E-02 
409	 2,25357017282338E-02 
410	 2,44987968526073E-02 
411	 2,00942416427457E-02 
412	 1,45172757002702E-02 
413	 1,32263376895805E-02 
414	 1,60360691710369E-02 
415	 2,04351265168799E-02 
416	 2,03566912378927E-02 
417	 2,30212793517948E-02 
418	 0,029506898886469 
419	 2,90815545128837E-02 
420	 2,44554218700751E-02 
421	 0,020284410661503 
422	 2,17565109682439E-02 
423	 2,58306294544045E-02 
424	 1,76985003421472E-02 
425	 1,33097624772209E-02 
426	 2,08494051525887E-02 
427	 2,12580459403291E-02 
428	 1,70892999904815E-02 
429	 1,70151647848518E-02 
430	 1,95578451369668E-02 
431	 2,31609528531599E-02 
432	 2,26756417714183E-02 
433	 0,021748648960327 
434	 2,34796286660679E-02 
435	 2,17949132941173E-02 
436	 1,75921720683296E-02 
437	 1,53796617786329E-02 
438	 1,47051526718898E-02 
439	 1,57505367248826E-02 
440	 2,01999348549698E-02 
441	 2,30515384261007E-02 
442	 1,80603132541039E-02 
443	 1,74502865861353E-02 
444	 2,09901685243106E-02 
445	 1,75940342962096E-02 
446	 1,34001354854759E-02 
447	 1,23144109738709E-02 
448	 1,13293040420139E-02 
449	 1,17608439934015E-02 
450	 1,70052166274223E-02 
451	 2,00070839391426E-02 
452	 1,91623249962953E-02 
453	 0,018907537142911 
454	 1,77562696853066E-02 
455	 1,46260532758309E-02 
456	 1,78864202239609E-02 
457	 2,44327055364833E-02 
458	 2,20881034537981E-02 
459	 1,98011097309185E-02 
460	 2,07074466803006E-02 
461	 1,93894995018717E-02 
462	 1,64419988566023E-02 
463	 1,32416152201983E-02 
464	 1,26810144271213E-02 
465	 1,51199067055601E-02 
466	 1,94255787813512E-02 
467	 2,09097525409272E-02 
468	 1,72025402655401E-02 
469	 1,73363187159164E-02 
470	 2,01357409045169E-02 
471	 0,020798567047101 
472	 2,01353856967927E-02 
473	 1,87686327365819E-02 
474	 1,89033730753824E-02 
475	 1,96164855495529E-02 
476	 1,98852481234781E-02 
477	 2,03450862278924E-02 
478	 2,07822565402895E-02 
479	 2,02895175482889E-02 
480	 2,00775488973301E-02 
481	 2,05208738469667E-02 
482	 0,019910368925867 
483	 1,90972479952209E-02 
484	 1,96096186392291E-02 
485	 1,92651798839128E-02 
486	 1,80647957187723E-02 
487	 1,80868241494207E-02 
488	 0,019103950476833 
489	 2,07178361255741E-02 
490	 2,08718311521018E-02 
491	 2,01725677739507E-02 
492	 2,10103413655253E-02 
493	 2,08148653004076E-02 
494	 1,91991035711827E-02 
495	 1,89339111328272E-02 
496	 1,93602584383004E-02 
497	 1,94917243354744E-02 
498	 1,97294245441699E-02 
499	 1,96147695550806E-02 
500	 1,73776907292848E-02 
501	 1,60721832060405E-02 
502	 0,017223198077989 
503	 1,78118033289377E-02 
504	 1,80003015813965E-02 
505	 1,89029205956832E-02 
506	 1,86923132766307E-02 
507	 1,75832409080874E-02 
508	 1,90941055960866E-02 
509	 1,99415212624557E-02 
510	 1,73406185846981E-02 
511	 1,74808129437065E-02 
512	 1,96061481862601E-02 
513	 1,84587754852903E-02 
514	 1,83125322852199E-02 
515	 2,03257272922328E-02 
516	 1,95589024932768E-02 
517	 1,79417175777886E-02 
518	 1,87905286394347E-02 
519	 0,019487366160739 
520	 1,94604579316655E-02 
521	 1,90053940997711E-02 
522	 1,92565947809879E-02 
523	 2,08109437639524E-02 
524	 2,09335258737006E-02 
525	 1,99269590326121E-02 
526	 0,019318126422252 
527	 1,95044785030028E-02 
528	 2,03284850068764E-02 
529	 1,98207487176226E-02 
530	 1,88286752562165E-02 
531	 0,018489355354791 
532	 1,92888424613211E-02 
533	 0,020602737187926 
534	 2,02237441555318E-02 
535	 1,93799660970063E-02 
536	 1,88853964755037E-02 
537	 1,89577186088068E-02 
538	 1,95477884608278E-02 
539	 2,05455488721567E-02 
540	 0,021253300896519 
541	 2,12165242818507E-02 
542	 1,96144820140771E-02 
543	 0,018303936585747 
544	 1,90535099232855E-02 
545	 1,98666290752058E-02 
546	 2,00593522082445E-02 
547	 1,88621953755832E-02 
548	 1,82065570228629E-02 
549	 1,89136541118996E-02 
550	 1,92885518266452E-02 
551	 1,94614618921059E-02 
552	 1,99829475198083E-02 
553	 1,99172879517657E-02 
554	 1,93718057639072E-02 
555	 0,01994437237516 
556	 2,02354932127445E-02 
557	 1,91943908708664E-02 
558	 1,92867214801945E-02 
559	 0,020026722152502 
560	 1,89207060148583E-02 
561	 1,85372307691596E-02 
562	 1,95442175971151E-02 
563	 0,019304613417521 
564	 1,86459136761186E-02 
565	 0,018954890022256 
566	 1,92848555440027E-02 
567	 1,93478025740772E-02 
568	 1,89185715749657E-02 
569	 0,018791714633924 
570	 1,94492490045341E-02 
571	 1,97737595450312E-02 
572	 1,97553578885977E-02 
573	 1,97215091659191E-02 
574	 2,00957853628253E-02 
575	 2,08084688093808E-02 
576	 2,05767589593781E-02 
577	 2,00415161691638E-02 
578	 2,00330708251759E-02 
579	 0,020911141069922 
580	 2,19494208232639E-02 
581	 2,05169193100192E-02 
582	 1,96548786224095E-02 
583	 2,08868747783771E-02 
584	 0,021227051802221 
585	 2,11270835665176E-02 
586	 2,20965082810836E-02 
587	 0,022947138085915 
588	 2,32131539594291E-02 
589	 2,25076119399787E-02 
590	 2,19593759548678E-02 
591	 2,25896899968467E-02 
592	 2,31931437649249E-02 
593	 2,34416468521637E-02 
594	 2,31200971216928E-02 
595	 2,28910370490128E-02 
596	 2,31064347494041E-02 
597	 2,37281360004589E-02 
598	 2,42292186883919E-02 
599	 2,38485377795203E-02 
600	 2,37104161619078E-02 
601	 2,39177295649645E-02 
602	 2,35792305075646E-02 
603	 2,29846884197324E-02 
604	 2,24338864568835E-02 
605	 2,24802208338991E-02 
606	 2,28394703114514E-02 
607	 2,26383506073786E-02 
608	 2,21231699571141E-02 
609	 2,14647026623799E-02 
610	 2,11017180667945E-02 
611	 2,11245663547279E-02 
612	 2,15764145279479E-02 
613	 2,15952705868097E-02 
614	 2,11804546022341E-02 
615	 2,11047854239517E-02 
616	 2,12940690976993E-02 
617	 2,16133534811074E-02 
618	 2,12493816564992E-02 
619	 2,06530395687105E-02 
620	 2,09698959482548E-02 
621	 2,10823135473557E-02 
622	 2,08168385190645E-02 
623	 2,11471483775333E-02 
624	 2,17409587158968E-02 
625	 2,21784486346458E-02 
626	 2,19761512386443E-02 
627	 2,13222583894542E-02 
628	 2,09748287391954E-02 
629	 2,11964802481515E-02 
630	 2,19844201125941E-02 
631	 2,20319777570576E-02 
632	 2,19260860460165E-02 
633	 0,022921293057928 
634	 2,31729816782097E-02 
635	 2,25759106755143E-02 
636	 2,29925693773544E-02 
637	 2,37849573767976E-02 
638	 2,43271448727556E-02 
639	 2,44108033346148E-02 
640	 2,41598460827798E-02 
641	 2,40030997010027E-02 
642	 2,38351095628349E-02 
643	 2,37262247117044E-02 
644	 2,41808383312231E-02 
645	 2,47209581627141E-02 
646	 0,024680954306546 
647	 2,48909772958969E-02 
648	 2,53164697292401E-02 
649	 2,51449880291856E-02 
650	 2,47593497131677E-02 
651	 2,44175968303988E-02 
652	 2,39069891703921E-02 
653	 2,34727344441902E-02 
654	 2,36411923928105E-02 
655	 2,38692908417358E-02 
656	 2,39610160028346E-02 
657	 2,41566448024522E-02 
658	 2,37264282252993E-02 
659	 2,19959611741802E-02 
660	 0,021214155519281 
661	 2,13504125340524E-02 
662	 2,06946155216155E-02 
663	 2,03270108966047E-02 
664	 2,07135219905146E-02 
665	 2,12808543642328E-02 
666	 2,14733729198113E-02 
667	 2,05507426606559E-02 
668	 1,98561668835491E-02 
669	 1,97228643818686E-02 
