Wavelength	SCORFF200885.asd
325	-0,026638896940678 
326	 0,105977432143946 
327	 0,114691752811709 
328	 8,13153148561835E-03 
329	 0,15069519132339 
330	 0,276897118353933 
331	 0,209393493912322 
332	 0,170425235192328 
333	 0,181131527191102 
334	 0,194684629402358 
335	 0,186872075610872 
336	 0,161791279960679 
337	 0,174003141816237 
338	 0,120592506060464 
339	-8,24822097973188E-02 
340	-6,30340057718827E-02 
341	 8,15868791408245E-02 
342	 8,79094504379039E-02 
343	 0,130050347409753 
344	 0,204342857966773 
345	 0,144583484738372 
346	 6,11839098227661E-02 
347	 6,93213389413391E-02 
348	 8,81258119685018E-02 
349	 0,10102310610415 
350	 0,111547481666232 
351	 0,113277219902967 
352	 0,102195348488882 
353	 7,67173537470553E-02 
354	 4,52222001979127E-02 
355	 1,73613778722003E-02 
356	 3,19846280122704E-02 
357	 0,070845185291073 
358	 7,00099985151982E-02 
359	 6,28616520835191E-02 
360	 6,04140318913309E-02 
361	 3,46714427487323E-02 
362	 1,85650410251683E-02 
363	 6,16031009506564E-02 
364	 6,78491192148448E-02 
365	 4,00610268935861E-02 
366	 6,58150031982613E-02 
367	 7,96475935547341E-02 
368	 4,67102204481575E-02 
369	 2,13645099295324E-02 
370	 1,34417783886711E-02 
371	 3,03253390575674E-02 
372	 3,38208522767543E-02 
373	 2,27801433273087E-02 
374	 4,56916632480841E-02 
375	 5,65223220759937E-02 
376	 2,70799783098584E-02 
377	 3,16755407130739E-02 
378	 5,78004397089712E-02 
379	 5,66892861616951E-02 
380	 4,58755965366999E-02 
381	 3,50233771371766E-02 
382	 4,89959768108182E-02 
383	 0,060231655170526 
384	 4,50835851291159E-02 
385	 3,61690366465851E-02 
386	 3,80799556185379E-02 
387	 4,66660112236367E-02 
388	 0,051429945381469 
389	 4,75615290333258E-02 
390	 0,037294162307277 
391	 2,85987852345314E-02 
392	 3,14928874427522E-02 
393	 2,87495069818976E-02 
394	 2,25055876238798E-02 
395	 3,36590597189884E-02 
396	 0,033289546505235 
397	 1,21850017451215E-02 
398	 1,31964101529848E-02 
399	 2,67067247217737E-02 
400	 3,24648112772454E-02 
401	 2,74824330880794E-02 
402	 1,53496976816759E-02 
403	 1,09393674842187E-02 
404	 1,66440353305085E-02 
405	 3,08215633788399E-02 
406	 2,60762986575658E-02 
407	 1,38644896105787E-02 
408	 2,54504540384185E-02 
409	 3,47553872042403E-02 
410	 3,41953441020663E-02 
411	 2,74162955491096E-02 
