Wavelength	AV0200130.asd
325	 2,35691360078597E-02 
326	 2,09444647815163E-02 
327	 2,11749528307265E-02 
328	 0,024959600798577 
329	 2,38652057766114E-02 
330	 2,26112065589483E-02 
331	 2,45555061003061E-02 
332	 2,44786285075753E-02 
333	 0,022820401478598 
334	 2,18616685458574E-02 
335	 2,21390328735621E-02 
336	 2,33404756591807E-02 
337	 2,31490653763001E-02 
338	 2,22521435727336E-02 
339	 0,021474218254549 
340	 2,20126409643394E-02 
341	 2,30699539288078E-02 
342	 2,23520617434283E-02 
343	 2,16151323674076E-02 
344	 2,15309637362037E-02 
345	 2,21983598339511E-02 
346	 2,32447335609299E-02 
347	 2,42603475756516E-02 
348	 2,43019714810161E-02 
349	 2,35546385408663E-02 
350	 2,28228840238707E-02 
351	 2,24372504275083E-02 
352	 2,25244644007392E-02 
353	 0,022754269185142 
354	 2,29518158776877E-02 
355	 2,29663326546566E-02 
356	 2,36067318712766E-02 
357	 2,45741399912738E-02 
358	 2,44547421787994E-02 
359	 2,43987545265549E-02 
360	 2,48254678493054E-02 
361	 0,024267476087743 
362	 2,34878952463458E-02 
363	 2,37488461531952E-02 
364	 2,38069038663606E-02 
365	 2,34272514167176E-02 
366	 2,28119733479727E-02 
367	 2,24129498117959E-02 
368	 2,26004018424862E-02 
369	 2,39121956404394E-02 
370	 2,52536040807285E-02 
371	 2,45499071619371E-02 
372	 2,39804799744273E-02 
373	 2,40969185678378E-02 
374	 2,40627875282473E-02 
375	 2,38697536908408E-02 
376	 2,35084235267375E-02 
377	 0,022638370291346 
378	 2,19950353683618E-02 
379	 2,33621578003706E-02 
380	 2,49268560017839E-02 
381	 2,58085213549209E-02 
382	 2,51783870923566E-02 
383	 2,43424100442364E-02 
384	 2,47387130471493E-02 
385	 2,52416052454865E-02 
386	 2,55233176984373E-02 
387	 2,52855546037937E-02 
388	 2,55168537590409E-02 
389	 2,63931095704255E-02 
390	 2,64806139310613E-02 
391	 2,61381201563202E-02 
392	 2,59405945409342E-02 
393	 2,57883154235794E-02 
394	 2,56825521141035E-02 
395	 0,02561393637805 
396	 2,55987512654736E-02 
397	 2,55950812851079E-02 
398	 2,51714425802228E-02 
399	 2,50386645127651E-02 
400	 0,026186227222414 
401	 2,67749670660748E-02 
402	 2,64568301311384E-02 
403	 2,55060714900092E-02 
404	 2,48698416424969E-02 
405	 2,51793925798031E-02 
406	 2,58128397673882E-02 
407	 2,62913793770406E-02 
408	 2,58896543980083E-02 
409	 2,53626907908132E-02 
410	 0,025072656473211 
411	 2,53395639579989E-02 
412	 2,58263256373751E-02 
413	 2,61758613175835E-02 
414	 2,59944913407963E-02 
415	 2,54896576637713E-02 
416	 2,53702506736821E-02 
417	 0,025395108613814 
418	 0,025480859076477 
419	 2,56592814651013E-02 
420	 0,025987768544528 
421	 2,65472197653495E-02 
422	 2,67941975120006E-02 
423	 2,66272844097957E-02 
424	 2,61087507532869E-02 
425	 2,61155906873168E-02 
426	 2,70632628072764E-02 
427	 2,69223686279458E-02 
428	 2,62825321389436E-02 
429	 2,69008309622869E-02 
430	 2,73244165166759E-02 
431	 0,027203175147512 
432	 0,027099674726786 
433	 2,71787747642223E-02 
434	 2,75241577779271E-02 
435	 2,75400094730572E-02 
436	 2,73632620231473E-02 
437	 0,027646083814275 
438	 2,77221785450695E-02 
439	 2,74416881588338E-02 
440	 2,76104884021552E-02 
441	 2,79243649451397E-02 
442	 2,79063807126203E-02 
443	 2,80833965664535E-02 
444	 2,83910982280046E-02 
445	 2,81746342777569E-02 
446	 2,80911446143869E-02 
447	 2,84937612651898E-02 
448	 0,028633745985885 
449	 2,85388432582958E-02 
450	 2,84394152960814E-02 
451	 2,85624219658206E-02 
452	 2,89060425660134E-02 
453	 2,90312120480185E-02 
454	 2,90790668282811E-02 
455	 0,029203266473527 
456	 2,92849864017542E-02 
457	 2,93725519210179E-02 
458	 2,97135506781174E-02 
459	 2,97361519022458E-02 
460	 0,029314033319946 
461	 2,94606086401909E-02 
462	 2,97165107538442E-02 
463	 2,93045627230931E-02 
464	 2,92592741395947E-02 
465	 2,96547655118203E-02 
466	 0,029721233806843 
467	 0,029651810128713 
468	 0,02962045549897 
469	 2,99188965979337E-02 
470	 3,03502375387385E-02 
471	 3,04305851371848E-02 
472	 3,03924781471352E-02 
473	 3,03497964003412E-02 
474	 3,04825390622093E-02 
475	 3,06130112617036E-02 
476	 3,05578991017611E-02 
477	 3,05925893771993E-02 
478	 3,06803995782331E-02 
479	 3,05192702507773E-02 
480	 3,04767733990249E-02 
481	 3,07291361168017E-02 
482	 3,11741054027924E-02 
483	 3,14593173225878E-02 
484	 0,031041886935507 
485	 3,08981192757283E-02 
486	 3,11687293821964E-02 
487	 3,11088654768045E-02 
488	 0,030955116960761 
489	 3,09238224681518E-02 
490	 3,11533567411853E-02 
491	 3,14438559621513E-02 
492	 3,12901316992098E-02 
493	 3,11003882278477E-02 
494	 3,10225409782994E-02 
495	 3,09321259166188E-02 
496	 3,10886366385215E-02 
497	 3,17858334756838E-02 
498	 3,19694999589675E-02 
499	 3,15923668837912E-02 
500	 3,14007806202497E-02 
501	 3,13058879187756E-02 
502	 3,12832012053339E-02 
503	 3,14266124212024E-02 
504	 0,031670781023431 
505	 3,18878769966534E-02 
506	 3,21287898552596E-02 
507	 3,23790374964597E-02 
508	 3,25216429600141E-02 
509	 3,27321679355778E-02 
510	 3,31455056172276E-02 
511	 3,31061846081314E-02 
512	 3,27844817096411E-02 
513	 3,29973305974715E-02 
514	 3,32192851481512E-02 
515	 3,32513576656706E-02 
516	 0,033477267027451 
517	 3,37501400604984E-02 
518	 3,37982816044037E-02 
519	 3,38441190920786E-02 
520	 3,39569979036802E-02 
521	 3,41778465768437E-02 
522	 0,034310344064542 
523	 3,42407938299018E-02 
524	 3,43617485270671E-02 
525	 3,45989893976368E-02 
526	 3,46408317980376E-02 
527	 3,45890619128666E-02 
528	 0,034509662278617 
529	 3,45683761784356E-02 
530	 3,46749130588851E-02 
531	 3,47112594244161E-02 
532	 3,48365809076556E-02 
533	 3,50063346696328E-02 
534	 3,49680276997864E-02 
535	 3,49136880101521E-02 
536	 3,49578001439422E-02 
537	 3,49775072123613E-02 
538	 3,50448944210414E-02 
539	 3,53373833002254E-02 
540	 3,55917214784251E-02 
541	 3,56740243474988E-02 
542	 3,54417652885388E-02 
543	 3,52428779232789E-02 
544	 3,54169629334983E-02 
545	 3,56567502380259E-02 
546	 3,58289050930121E-02 
547	 3,57447425796625E-02 
548	 3,57005205739508E-02 
549	 3,58482672730566E-02 
550	 3,60815105512719E-02 
551	 3,63042660503796E-02 
552	 3,63947055389276E-02 
553	 3,63709471393999E-02 
554	 3,62867297341202E-02 
555	 3,63310614619115E-02 
556	 3,63956542848237E-02 
557	 3,63851675149607E-02 
558	 3,63964488874429E-02 
559	 3,64314191773638E-02 
560	 0,036441689087048 
561	 3,64984457611199E-02 
562	 3,65990064015459E-02 
563	 3,65546232446433E-02 
564	 3,64290519646408E-02 
565	 0,036332425432503 
566	 3,62489939878409E-02 
567	 0,03624977181979 
568	 3,66141340813805E-02 
569	 3,68249248679752E-02 
570	 3,65682892858829E-02 
571	 3,67776452680653E-02 
572	 3,73073720285488E-02 
573	 3,75066865705491E-02 
574	 3,76454443198396E-02 
575	 3,78393964095714E-02 
576	 3,82449809593725E-02 
577	 0,038692688364205 
578	 3,89747709645974E-02 
579	 3,92865703184666E-02 
580	 3,96213631432452E-02 
581	 0,039792654991455 
582	 4,01011449963877E-02 
583	 4,06625704491924E-02 
584	 4,09037733390886E-02 
585	 4,09807289941148E-02 
586	 4,13311251167331E-02 
587	 0,041603586076633 
588	 0,041718165954503 
589	 4,18477039118614E-02 
590	 4,20315775027384E-02 
591	 4,22894234540037E-02 
592	 0,042468439864374 
593	 4,25193631375125E-02 
594	 4,23560805657439E-02 
595	 4,23906499306881E-02 
596	 0,042753346480637 
597	 0,042889316183801 
598	 0,042777843097767 
599	 4,24784605425433E-02 
600	 4,22842320851144E-02 
601	 4,22569047861458E-02 
602	 4,22097924659767E-02 
603	 4,21653295380709E-02 
604	 4,21381640026154E-02 
605	 4,20716764856786E-02 
606	 4,19919184503851E-02 
607	 4,20039114104482E-02 
608	 0,041960067732039 
609	 4,17810132274198E-02 
610	 4,13824277750006E-02 
611	 4,10102457101282E-02 
612	 0,040977687600769 
613	 4,08610198544114E-02 
614	 4,06197390805551E-02 
615	 4,04931062867095E-02 
616	 4,04909965401552E-02 
617	 4,05731520147235E-02 
618	 4,03104509645626E-02 
619	 3,99265952243827E-02 
620	 3,99758099189352E-02 
621	 4,01033251439239E-02 
622	 4,01858888500918E-02 
623	 4,02026638210037E-02 
624	 4,02590583578255E-02 
625	 4,04631764902818E-02 
626	 4,06122920939036E-02 
627	 0,040625538252625 
628	 4,03570013429184E-02 
629	 4,03424983846999E-02 
630	 4,08026022630622E-02 
631	 4,09999197933617E-02 
632	 4,10757724401268E-02 
633	 4,14154303034219E-02 
634	 0,041664377994042 
635	 4,17902059096321E-02 
636	 4,20622231787873E-02 
637	 4,24803766890213E-02 
638	 4,30017263600462E-02 
639	 4,30632457187344E-02 
640	 4,29251637584379E-02 
641	 0,043551523371454 
642	 4,41778735492995E-02 
643	 4,44711111404384E-02 
644	 0,044482671240277 
645	 4,44077042122982E-02 
646	 4,45045266262066E-02 
647	 4,45986919804174E-02 
648	 4,46364117662219E-02 
649	 4,45739987431799E-02 
650	 4,45963551025474E-02 
651	 4,47698627372061E-02 
652	 4,45095110061223E-02 
653	 4,39779306638303E-02 
654	 4,36442263904305E-02 
655	 0,043564660178905 
656	 4,36000999984375E-02 
657	 4,28393299868361E-02 
658	 4,19007911541471E-02 
659	 4,13932816718471E-02 
660	 4,08891122900214E-02 
661	 4,03217464541974E-02 
662	 3,97041321666791E-02 
663	 3,93188461350722E-02 
664	 0,039213891062097 
665	 3,85497880475438E-02 
666	 3,77429179424874E-02 
667	 3,76100933143883E-02 
668	 3,73794587033163E-02 
669	 3,69379825046325E-02 
670	 3,67000665629517E-02 
671	 3,67492530351718E-02 
672	 3,70988431188071E-02 
673	 3,72131300080455E-02 
674	 3,69995152929836E-02 
675	 3,63897860372105E-02 
676	 3,63140844269107E-02 
677	 3,69505551247305E-02 
678	 3,69928193601455E-02 
679	 3,67305321446828E-02 
680	 3,66503874921911E-02 
681	 3,67409967494536E-02 
682	 3,71309413798799E-02 
683	 0,038284277531054 
684	 3,90413785850456E-02 
685	 3,87743977581947E-02 
686	 3,87684891721793E-02 
687	 3,94261767378285E-02 
688	 4,09691558315656E-02 
689	 4,22341174656647E-02 
690	 4,29792857614381E-02 
691	 4,38584393684492E-02 
692	 0,04513018636185 
693	 4,70360238735858E-02 
694	 4,96061297625084E-02 
695	 5,24861834490298E-02 
696	 5,50484233985181E-02 
697	 5,76797305930737E-02 
698	 6,07131455084297E-02 
699	 6,42827371387443E-02 
700	 6,82457325502211E-02 
701	 7,22641226717192E-02 
702	 7,59323805416379E-02 
703	 0,079298893001748 
704	 8,31022759361187E-02 
705	 8,68888003092236E-02 
706	 9,03932250582421E-02 
707	 9,38298846849588E-02 
708	 9,71574262744486E-02 
709	 0,100279363253114 
710	 0,103157444941852 
711	 0,105848739169652 
712	 0,108643857082243 
713	 0,111395656208458 
714	 0,113967991337371 
715	 0,116131272516006 
716	 0,118182033327546 
717	 0,120806695074242 
718	 0,123581510422808 
719	 0,125765364243007 
720	 0,127256441438447 
721	 0,128169205927124 
722	 0,128970004457025 
723	 0,1304455524318 
724	 0,132543159476491 
725	 0,133639632181261 
726	 0,13458014855775 
727	 0,135918637078179 
728	 0,136917796000661 
729	 0,13760993148359 
730	 0,138213487412684 
731	 0,138472573811453 
732	 0,138469895994283 
733	 0,138610704928074 
734	 0,139145050697149 
735	 0,140198939581769 
736	 0,140416766006595 
737	 0,140159532862115 
738	 0,141011420349146 
739	 0,141605133519033 
740	 0,141657657561665 
741	 0,142536209926732 
742	 0,143392101101765 
743	 0,14319779427249 
744	 0,143521628801076 
745	 0,144329094983208 
746	 0,144374188302003 
747	 0,144499838299517 
748	 0,145100536036532 
749	 0,145575556478688 
750	 0,145938835362502 
751	 0,146329117736547 
752	 0,146553560617929 
753	 0,146697710790225 
754	 0,147292409919224 
755	 0,147805187925822 
756	 0,147854619697313 
757	 0,147772024147246 
758	 0,147861274948113 
759	 0,14904831231267 
760	 0,152222373086913 
761	 0,156268271695356 
762	 0,156667167834074 
763	 0,155013347694592 
764	 0,153733020662826 
765	 0,153592890864354 
766	 0,153876735812655 
767	 0,153538353302038 
768	 0,153117003367287 
769	 0,152775735173127 
770	 0,152700091217635 
771	 0,152931453525155 
772	 0,153490171485568 
773	 0,153770792709201 
774	 0,153816094166053 
775	 0,154245032963458 
776	 0,154721005462571 
777	 0,155053147529467 
778	 0,155152312476811 
779	 0,155338071805794 
780	 0,156090121962213 
781	 0,156648601146317 
782	 0,156914132289885 
783	 0,157388013714077 
784	 0,157651715185365 
785	 0,157504837193072 
786	 0,157757627158831 
787	 0,158298969531437 
788	 0,158686804087344 
789	 0,159113306555688 
790	 0,159566035348673 
791	 0,159801762053427 
792	 0,16013089770923 
793	 0,160762012423327 
794	 0,161105923664994 
795	 0,161165998085487 
796	 0,161125765038348 
797	 0,161336219688902 
798	 0,161874742434608 
799	 0,162417213693628 
800	 0,162797710825653 
801	 0,162893943693065 
802	 0,163221432774928 
803	 0,163703850206312 
804	 0,163833620831327 
805	 0,16417369531509 
806	 0,164856179553201 
807	 0,16550482995169 
808	 0,165822004144538 
809	 0,165538543495434 
810	 0,165632827736819 
811	 0,1662647370291 
812	 0,167252658739101 
813	 0,167778774745901 
814	 0,167592424723105 
815	 0,168697759341304 
816	 0,170337805281237 
817	 0,171114676563257 
818	 0,171149625766606 
819	 0,170741992994216 
820	 0,17045925469416 
821	 0,170570089804269 
822	 0,1712654546976 
823	 0,172588998269913 
824	 0,173477479908207 
825	 0,172798059908108 
826	 0,172703628760487 
827	 0,173361649382517 
828	 0,173710273480808 
829	 0,173783449113808 
830	 0,17367040608582 
831	 0,174045446807751 
832	 0,174488414043375 
833	 0,174366456349937 
834	 0,174814312474339 
835	 0,175648263311537 
836	 0,175479476795187 
837	 0,175477167666634 
838	 0,176075711592582 
839	 0,175872450774409 
840	 0,175420666806055 
841	 0,175667012396178 
842	 0,176230702464733 
843	 0,176913597334673 
844	 0,177478004505141 
845	 0,177528969542696 
846	 0,177054487933582 
847	 0,177638963592686 
848	 0,178557196362 
849	 0,17849305620948 
850	 0,178924365646982 
851	 0,179805470343455 
852	 0,179624270322593 
853	 0,179522106915053 
854	 0,179965335587626 
855	 0,179283526363047 
856	 0,178827983339246 
857	 0,180547843943472 
858	 0,180964304831302 
859	 0,18002758846813 
860	 0,180218890934926 
861	 0,180781386827966 
862	 0,181342653756942 
863	 0,181979309330402 
864	 0,182400083102022 
865	 0,182240997323329 
866	 0,182849282761907 
867	 0,183983673460766 
868	 0,183853469666468 
869	 0,183566268262648 
870	 0,183747621790622 
871	 0,184813772211362 
872	 0,185714770884855 
873	 0,185207706861142 
874	 0,185393173415483 
875	 0,186411579657214 
876	 0,187297871409617 
877	 0,187735402137048 
878	 0,187684920898688 
879	 0,188087777183202 
880	 0,188413446078054 
881	 0,188074524947555 
882	 0,188633810766951 
883	 0,189803748811622 
884	 0,189969272393622 
885	 0,190003753831472 
886	 0,190251019508146 
887	 0,190938222385419 
888	 0,191240737886398 
889	 0,190492515214802 
890	 0,190828959168802 
891	 0,192121122397509 
892	 0,193130870608816 
893	 0,193475322463549 
894	 0,193388142286902 
895	 0,195393518015252 
896	 0,197070487449516 
897	 0,196151351018855 
898	 0,195421996823849 
899	 0,195832596778225 
900	 0,198099093810831 
901	 0,199070867862148 
902	 0,198185924801425 
903	 0,19709683339256 
904	 0,196683331416223 
905	 0,197406866157322 
906	 0,198027538929454 
907	 0,198838250196933 
908	 0,200512069749069 
909	 0,201554746917878 
910	 0,201692591491663 
911	 0,20169307964222 
912	 0,201131519747259 
913	 0,200341199266907 
914	 0,202108703357903 
915	 0,204451205518618 
916	 0,204991807070862 
917	 0,203416011176479 
918	 0,201320529214687 
919	 0,20256066162713 
920	 0,204419994862919 
921	 0,205389030989969 
922	 0,202668527230964 
923	 0,201553230981377 
924	 0,206126570451558 
925	 0,207199749754404 
926	 0,20509346780211 
927	 0,204275413803439 
928	 0,204602581438937 
