Wavelength	GRA-VIE00780.asd
325	 0,118362609712591 
326	 0,031122689355098 
327	 2,24054415500483E-02 
328	 8,68647444022487E-02 
329	 0,141818383379272 
330	 0,146865959251448 
331	 6,72415677395541E-02 
332	 6,54036807139066E-02 
333	 0,114482116225447 
334	 7,85894659939754E-02 
335	 4,21585996740132E-02 
336	 5,26701341977034E-02 
337	 0,150611941744438 
338	 0,221646801401374 
339	 0,184722491434201 
340	 6,55745869545156E-02 
341	-6,06910936061258E-02 
342	 3,96670676234325E-02 
343	 0,13640864476539 
344	 0,161244674309786 
345	 0,154975767021799 
346	 0,126807250310491 
347	 8,63185508718187E-02 
348	 3,62794641032757E-02 
349	 5,38514561433741E-04 
350	 3,81587928291574E-02 
351	 6,47355190086783E-02 
352	 5,73889420553823E-02 
353	 0,036641699691178 
354	 2,61452404565459E-02 
355	 4,63015586592973E-02 
356	 6,76105399487563E-02 
357	 7,35680400161441E-02 
358	 3,42548137602359E-02 
359	 1,28791276301643E-02 
360	 3,38125465616707E-02 
361	 3,65434805896797E-02 
362	 3,92334456098031E-02 
363	 7,74119495289777E-02 
364	 6,07289603530352E-02 
365	 2,40848849280716E-03 
366	 2,94271735931945E-02 
367	 5,92174404918531E-02 
368	 0,041986601404589 
369	 3,36074661112592E-02 
370	 3,35664921180518E-02 
371	 2,82973076595587E-02 
372	 3,30793878398327E-02 
373	 0,045984199465607 
374	 4,05367672653282E-02 
375	 3,14869050436761E-02 
376	 3,04145218501439E-02 
377	 2,90577355707516E-02 
378	 3,00398811439057E-02 
379	 4,19997265800032E-02 
380	 4,84220768539413E-02 
381	 0,045090358764355 
382	 3,53576311033092E-02 
383	 2,67605606159631E-02 
384	 2,68408701620733E-02 
385	 3,14792400574981E-02 
386	 0,03599929303167 
387	 0,031855705116653 
388	 3,09836994976685E-02 
389	 3,67409003955561E-02 
390	 4,00398107160754E-02 
391	 3,85828997178217E-02 
392	 3,07425165002503E-02 
393	 2,15634452738328E-02 
394	 1,65369424464598E-02 
395	 0,029123016709063 
396	 3,71924770099624E-02 
397	 3,14748068089954E-02 
398	 0,027776034201339 
399	 2,15735365622327E-02 
400	 1,56139464375947E-03 
401	 3,3475442137725E-03 
402	 2,58846683858378E-02 
403	 3,07314843918014E-02 
404	 3,12032500924773E-02 
405	 3,55979157829755E-02 
406	 2,67956747621723E-02 
407	 0,013309334256875 
408	 1,64464783495266E-02 
409	 2,28900407614104E-02 
410	 2,68614011049501E-02 
411	 2,01984013441858E-02 
412	 1,48028310537062E-02 
413	 0,020928849500798 
414	 1,39954411485952E-02 
415	 1,87248788280704E-03 
416	 1,81982687610616E-02 
417	 2,54700288942443E-02 
418	 1,30161014525206E-02 
419	 1,16937178059216E-02 
420	 1,66044411669638E-02 
421	 1,81954243122013E-02 
422	 1,43441867325491E-02 
423	 8,17330588001093E-03 
424	 1,23041219361598E-02 
425	 1,30633621056476E-02 
426	 4,03801950098246E-03 
427	 6,07665260905686E-03 
428	 1,35969093153386E-02 
429	 1,20040453694479E-02 
430	 1,15431582855852E-02 
431	 0,014185689576639 
432	 1,60508299319641E-02 
433	 0,015318001213521 
434	 0,011000769811112 
