Wavelength	AV0200163.asd
325	 3,19339627543203E-02 
326	 3,38052071630083E-02 
327	 3,13886855242414E-02 
328	 2,62084755980924E-02 
329	 3,05943175486123E-02 
330	 3,56694755646539E-02 
331	 3,49166385497776E-02 
332	 3,41696187392136E-02 
333	 3,38604751292965E-02 
334	 3,27951065755683E-02 
335	 3,27777795183748E-02 
336	 3,39564862586324E-02 
337	 3,47919995400608E-02 
338	 3,40272530484295E-02 
339	 3,10118427584703E-02 
340	 3,14834508889044E-02 
341	 3,40497437787681E-02 
342	 3,34299077432554E-02 
343	 3,18324632361049E-02 
344	 3,03797731009648E-02 
345	 3,06640879434325E-02 
346	 3,21742706781226E-02 
347	 3,41579137929703E-02 
348	 3,34516434717039E-02 
349	 3,13342808313474E-02 
350	 3,26065440846496E-02 
351	 3,30951358259238E-02 
352	 0,031679122393581 
353	 3,20558578553818E-02 
354	 3,29309731614617E-02 
355	 3,24598263917356E-02 
356	 0,032038675441748 
357	 3,20933836435879E-02 
358	 3,31174114891642E-02 
359	 3,34095514894227E-02 
360	 3,23049046007637E-02 
361	 3,17807696042065E-02 
362	 3,19221451453803E-02 
363	 3,24854138532163E-02 
364	 3,30832132056914E-02 
365	 3,33403350648323E-02 
366	 3,24178311299409E-02 
367	 3,16629570860237E-02 
368	 3,19618633248815E-02 
369	 3,30544222576724E-02 
370	 3,39596930804931E-02 
371	 3,29480442003023E-02 
372	 3,26459457459932E-02 
373	 3,34809562995136E-02 
374	 3,33312206163845E-02 
375	 3,31346359608871E-02 
376	 3,36330382679315E-02 
377	 3,31437873950938E-02 
378	 3,23314768414814E-02 
379	 3,34846382717042E-02 
380	 3,42168049332167E-02 
381	 3,38972630403557E-02 
382	 3,38480913871934E-02 
383	 3,37634954831444E-02 
384	 0,033308747612692 
385	 3,37968454479927E-02 
386	 3,50827592453544E-02 
387	 0,03634329439857 
388	 3,60988097016963E-02 
389	 3,43106920866655E-02 
390	 3,44005856780064E-02 
391	 3,55512067840835E-02 
392	 3,64149913162953E-02 
393	 3,64155696301499E-02 
394	 3,56700965765292E-02 
395	 3,49446410650768E-02 
396	 3,46533661017042E-02 
397	 3,49392763188368E-02 
398	 3,51875360039205E-02 
399	 3,53423403924589E-02 
400	 3,54392496042562E-02 
401	 3,55683151111577E-02 
402	 3,57062297932612E-02 
403	 3,57332734972828E-02 
404	 3,56057958169069E-02 
405	 3,53105364144891E-02 
406	 3,49552999764458E-02 
407	 3,48474743302676E-02 
408	 3,56150390251603E-02 
409	 3,61121296390701E-02 
410	 3,59656738166893E-02 
411	 3,53216284068539E-02 
412	 3,50455732516853E-02 
413	 3,58540289142063E-02 
414	 3,59316531607712E-02 
415	 3,53861857718204E-02 
416	 3,54778205391451E-02 
417	 3,54622121267841E-02 
418	 3,51807022934443E-02 
419	 3,56686638049557E-02 
420	 3,62927994947581E-02 
421	 3,61006342929664E-02 
422	 3,61046632790838E-02 
423	 3,63266571628171E-02 
424	 0,035835692807018 
425	 3,58345553130542E-02 
426	 3,69468331831356E-02 
427	 3,70720964720408E-02 
428	 3,65440051200995E-02 
429	 3,66081919260782E-02 
430	 0,036909997850756 
431	 3,72517551375523E-02 
432	 3,71531893226673E-02 
433	 3,70401068594783E-02 
434	 3,72848328826488E-02 
435	 0,03747215778055 
436	 3,75691936304946E-02 
437	 3,76778309383179E-02 
438	 3,78139615690081E-02 
439	 3,79443626255231E-02 
440	 3,77975355904288E-02 
441	 3,76501580665208E-02 
442	 0,037874589973751 
443	 3,81267958166337E-02 
444	 3,83280074238156E-02 
445	 3,85393732514114E-02 
446	 3,86879235045961E-02 
447	 3,87292982150125E-02 
448	 3,87007409404168E-02 
449	 3,86876149889096E-02 
450	 3,88199026705162E-02 
451	 3,90675285280814E-02 
452	 3,93781026530667E-02 
453	 3,95796534082965E-02 
454	 3,97042080194697E-02 
455	 3,97878880160312E-02 
456	 3,97446137103034E-02 
457	 3,96807197578349E-02 
458	 3,99647222031273E-02 
459	 3,99778901184783E-02 
460	 0,039575645493822 
461	 3,97454888642889E-02 
462	 4,01427675726381E-02 
463	 4,01594039111917E-02 
464	 0,039980964389355 
465	 3,97531760824378E-02 
466	 3,98212838766846E-02 
467	 4,00257124876101E-02 
468	 4,02494719000546E-02 
469	 4,05560123311535E-02 
470	 4,08720304233341E-02 
471	 4,10685969924585E-02 
472	 4,10900885082999E-02 
473	 4,09662172170931E-02 
474	 4,09517007021653E-02 
475	 4,09235719665761E-02 
476	 4,07566885506974E-02 
477	 4,08472099695521E-02 
478	 4,11424432516416E-02 
479	 4,12668506549887E-02 
480	 4,13400760521677E-02 
481	 4,14047718876173E-02 
482	 4,14126538716801E-02 
483	 4,13385196195453E-02 
484	 4,11404741077808E-02 
485	 4,10744403109978E-02 
486	 4,12087759449863E-02 
487	 4,14775603782776E-02 
488	 4,15717480165686E-02 
489	 4,13173432347576E-02 
490	 4,15802555153868E-02 
491	 4,20696456537882E-02 
492	 0,041798189030809 
493	 0,041411846180453 
494	 4,11973510757046E-02 
495	 4,13267549883058E-02 
496	 4,17031082162708E-02 
497	 4,21854114470766E-02 
498	 4,22397139033526E-02 
499	 4,19312064980428E-02 
500	 4,19808504370232E-02 
501	 4,19140556555907E-02 
502	 4,15501360618119E-02 
503	 4,18150542923334E-02 
504	 4,23769488891869E-02 
505	 4,24308644543732E-02 
506	 4,24759570649366E-02 
507	 0,042658383238252 
508	 4,29547355526498E-02 
509	 4,32758242061282E-02 
510	 4,35360465309195E-02 
511	 0,043735732305925 
512	 4,38732411204369E-02 
513	 4,39426513630861E-02 
514	 4,39958101883178E-02 
515	 4,41035148097884E-02 
516	 4,45255287888456E-02 
517	 4,49851398699006E-02 
518	 4,50547943981442E-02 
519	 4,47423465547815E-02 
520	 4,42651157900266E-02 
521	 4,42668835346885E-02 
522	 4,45677117525362E-02 
523	 4,50069463794025E-02 
524	 4,54238472047117E-02 
525	 4,56878012752031E-02 
526	 4,56031818183742E-02 
527	 4,53822474652585E-02 
528	 4,51982391716753E-02 
529	 4,54331666205885E-02 
530	 4,57330456604677E-02 
531	 0,045665753804562 
532	 4,57564248579333E-02 
533	 4,59805164199014E-02 
534	 4,58759848736369E-02 
535	 4,56568598918461E-02 
536	 4,55125432167549E-02 
537	 4,58729373108837E-02 
538	 4,63836118515165E-02 
539	 4,62431491573625E-02 
540	 4,61648362142693E-02 
541	 4,63139665539046E-02 
542	 4,62987849067098E-02 
543	 4,62816295131474E-02 
544	 4,64311798692278E-02 
545	 0,046462287014951 
546	 4,64303915675234E-02 
547	 4,66856303905512E-02 
548	 4,68392287781592E-02 
549	 4,67568640019248E-02 
550	 0,046979089864934 
551	 4,73289424163583E-02 
552	 4,74304711165957E-02 
553	 4,74926159988442E-02 
554	 4,75773831007885E-02 
555	 4,77389527026381E-02 
556	 4,77322807395657E-02 
557	 4,73822754648792E-02 
558	 0,047330070095531 
559	 0,047562562832077 
560	 4,77528056351718E-02 
561	 4,76563714778916E-02 
562	 4,72729771744445E-02 
563	 4,73924204753759E-02 
564	 4,76976735052824E-02 
565	 4,76584886320878E-02 
566	 4,75151324136271E-02 
567	 4,73816675802226E-02 
