Wavelength	NEUF00404.asd
325	 9,25295230638742E-02 
326	 6,24280793292027E-02 
327	 3,91697067429522E-02 
328	 4,45130873028776E-02 
329	 0,114996223607526 
330	 0,143257626720995 
331	 1,71886789661345E-02 
332	 6,66265673437283E-02 
333	 0,200326696861377 
334	 0,217671904447367 
335	 0,196522364991502 
336	 0,143076441867223 
337	 5,71877828502719E-02 
338	-7,40646984129576E-03 
339	-1,27886439458363E-02 
340	 4,96396800220674E-02 
341	 0,140790032189922 
342	 0,16064333529225 
343	 0,127587862986913 
344	 0,062782106028112 
345	 8,61016439021923E-02 
346	 0,130471688634455 
347	 0,120564099777186 
348	 8,71912344215551E-02 
349	 4,52318890526089E-02 
350	 2,43408250536019E-02 
351	 4,36884158938688E-02 
352	 8,92488381358185E-02 
353	 7,36158874224572E-02 
354	 2,95695810341575E-02 
355	 6,88829421600693E-03 
356	 1,02706098327062E-02 
357	 3,07380528274088E-02 
358	 4,42606339450673E-02 
359	 4,21300915226974E-02 
360	 2,47490273152868E-02 
361	 3,21322485468939E-02 
362	 4,53913568335955E-02 
363	 0,033571100110579 
364	 3,67334631204532E-02 
365	 5,98100051053762E-02 
366	 0,092530397985966 
367	 0,102525856549527 
368	 0,070157848632621 
369	 3,83303202598769E-02 
370	 2,63935430684329E-02 
371	 4,73262721222217E-02 
372	 5,62233183368186E-02 
373	 4,41654338596584E-02 
374	 3,66855283148789E-02 
375	 3,17253866608523E-02 
376	 2,81543225686279E-02 
377	 3,44652519620698E-02 
378	 4,57821464400341E-02 
379	 4,92774711178971E-02 
380	 5,90054594493606E-02 
381	 7,22274463310119E-02 
382	 6,09645725822593E-02 
383	 4,48300172545514E-02 
384	 4,23870364938972E-02 
385	 4,60546922656525E-02 
386	 4,85391887228657E-02 
387	 3,39331596945686E-02 
388	 2,57705787939336E-02 
389	 3,21997218230871E-02 
390	 3,82212074290095E-02 
391	 4,16992577064773E-02 
392	 0,041274245282218 
393	 0,039479885044425 
394	 3,72774146253493E-02 
395	 3,47560475309664E-02 
396	 3,34816572728172E-02 
397	 3,47993077571152E-02 
398	 4,14287343954707E-02 
399	 4,81280451206058E-02 
400	 4,68786878339914E-02 
401	 4,37269947964394E-02 
402	 4,25000606369568E-02 
403	 5,15066603585845E-02 
404	 5,63995094507369E-02 
405	 4,77545519986905E-02 
406	 3,42752722125168E-02 
407	 2,47964076746723E-02 
408	 3,48598726845933E-02 
409	 3,79434273730759E-02 
410	 2,92613115434616E-02 
411	 2,62565595794884E-02 
412	 2,66497337869155E-02 
413	 2,74794198580297E-02 
414	 3,21219067362751E-02 
415	 3,75339764643536E-02 
416	 3,51722952695376E-02 
417	 3,37354888287918E-02 
418	 3,57168865395393E-02 
419	 3,23855873579507E-02 
420	 2,89243168486493E-02 
421	 0,032501564125465 
422	 3,04318792334116E-02 
423	 2,37331307461704E-02 
424	 2,48479747828137E-02 
425	 2,79980896702306E-02 
426	 0,029565493747554 
427	 3,17977536167066E-02 
428	 3,23882651628388E-02 
429	 2,63119320608589E-02 
430	 2,56124176127344E-02 
431	 3,16447454848277E-02 
432	 3,34322042243538E-02 
433	 3,30784564671852E-02 
434	 3,28497878106768E-02 
435	 3,22316611437142E-02 
436	 0,031187245445585 
437	 2,91550385324014E-02 
438	 2,94448130416566E-02 
439	 3,22834939907902E-02 
440	 3,05167577647234E-02 
441	 2,72348766668574E-02 
442	 2,71369310260076E-02 
443	 2,58647059902431E-02 
444	 2,40251551080001E-02 
445	 2,68629839257628E-02 
446	 3,03415740474143E-02 
447	 0,031964270558668 
448	 3,35857902305755E-02 
449	 3,46492469142024E-02 
450	 3,36523281628929E-02 
451	 3,32011395435319E-02 
452	 3,36998469617011E-02 
453	 3,26465830142247E-02 
454	 3,19863069898181E-02 
455	 3,34241843313425E-02 
456	 3,23804725943151E-02 
457	 3,02928857099959E-02 
458	 3,33023724088018E-02 
459	 3,64555482085896E-02 
460	 0,037471752322204 
461	 0,036667231591705 
462	 3,47371675525055E-02 
463	 3,25818811950728E-02 
464	 3,16677280810172E-02 
465	 3,26472472589581E-02 
466	 3,68799604560964E-02 
467	 3,76551358307527E-02 
468	 3,15136454443077E-02 
469	 2,95732618688415E-02 
470	 3,15797377406261E-02 
471	 3,36374493632917E-02 
472	 3,49781266442001E-02 
473	 3,51018227316302E-02 
474	 3,46348324730085E-02 
475	 0,032719346320202 
476	 2,87652577712519E-02 
477	 2,94791019844239E-02 
478	 3,35481565738871E-02 
479	 3,39111608769754E-02 
480	 3,20126380802287E-02 
481	 2,93474359324577E-02 
482	 3,21589095466811E-02 
483	 3,54671116454157E-02 
484	 0,030904598705482 
485	 3,12769906554837E-02 
486	 3,69389766379797E-02 
487	 3,59728655537353E-02 
488	 3,28140569495495E-02 
489	 3,12080956020331E-02 
490	 3,24632581342282E-02 
491	 3,47801365538042E-02 
492	 3,32667339130543E-02 
493	 3,28946594568047E-02 
494	 3,47365987044256E-02 
495	 3,49728658765641E-02 
496	 3,41235867813284E-02 
497	 3,31205720112386E-02 
498	 3,34009730370321E-02 
499	 3,46136260615924E-02 
500	 3,47397493159245E-02 
501	 3,37428420213862E-02 
502	 3,21142163272569E-02 
503	 3,41084567511315E-02 
504	 3,70964099391503E-02 
505	 3,55862084493649E-02 
506	 3,44603203126495E-02 
507	 3,49958890555041E-02 
508	 3,61444838178569E-02 
509	 3,66570525110055E-02 
510	 3,55448202342421E-02 
511	 3,47723670679189E-02 
512	 3,48133844151075E-02 
513	 0,035908067874333 
514	 3,65340869716013E-02 
515	 3,61621232271299E-02 
516	 0,036442886550814 
517	 0,036598752578906 
518	 3,52725784778158E-02 
519	 3,57325679677988E-02 
520	 3,77955041909337E-02 
521	 3,76946759282168E-02 
522	 3,70275024043465E-02 
523	 3,69401115334017E-02 
524	 3,62047110632683E-02 
525	 3,54151881622665E-02 
