Wavelength	PENFOUL00058.asd
325	-6,06144812671411E-02 
326	 0,047561185569741 
327	 0,179751544005418 
328	 0,225962365675494 
329	 0,200403371307799 
330	 0,170210861032731 
331	 0,189084699960041 
332	 0,191881403229806 
333	 0,175735831055586 
334	 0,144322244273565 
335	 9,83045976413061E-02 
336	 5,33115995876981E-02 
337	 0,069403144539792 
338	 0,126083835939942 
339	 0,183267385195944 
340	 0,201333111098097 
341	 0,180335341574996 
342	 0,106748136212721 
343	 7,83924217385269E-02 
344	 0,110450918993591 
345	 5,62165828642195E-02 
346	-1,71201194443551E-02 
347	-3,20722660166102E-02 
348	 0,014535555562112 
349	 7,65512822838679E-02 
350	 3,45542182636612E-02 
351	-4,83818982280041E-03 
352	-9,97406742469579E-04 
353	 2,84418421713666E-02 
354	 4,77836449051841E-02 
355	 3,11443777969829E-02 
356	 3,82124533712711E-02 
357	 6,83471833160553E-02 
358	 8,12696398858664E-02 
359	 7,30566348423765E-02 
360	 4,65677112273174E-02 
361	 3,05390298461229E-02 
362	 3,09699348395855E-02 
363	 4,94383737460616E-02 
364	 6,02159697395888E-02 
365	 0,056924452055578 
366	 3,53014320397264E-02 
367	 2,76749861810351E-02 
368	 4,78094420249034E-02 
369	 4,21502718734553E-02 
370	 0,027118440312777 
371	 4,56135952702677E-02 
372	 4,01899500896448E-02 
373	 0,015056470951323 
374	 6,92729406890838E-02 
375	 9,09580172458142E-02 
376	 1,38199696436314E-02 
377	 1,31585318932949E-02 
378	 6,11755096676851E-02 
379	 3,77337046802375E-02 
380	 0,016657837251526 
381	 0,020966246110068 
382	 3,64328961764362E-02 
383	 4,51277727390127E-02 
384	 3,31316796396469E-02 
385	 2,21767001632746E-02 
386	 2,02587209488426E-02 
387	 3,67799837691977E-02 
388	 4,46131128333206E-02 
389	 3,52219631973832E-02 
390	 2,74306697787186E-02 
391	 2,65497779181294E-02 
392	 3,67444794803326E-02 
393	 3,23225864697399E-02 
394	 0,015957227136599 
395	 0,0106019692687 
396	 1,48737723365676E-02 
397	 2,59605816393145E-02 
398	 2,88669219237371E-02 
399	 2,74321077542556E-02 
400	 3,08609855871284E-02 
401	 1,96733588857604E-02 
402	 5,31550557185392E-04 
403	 1,61471255065353E-02 
404	 3,60499837958777E-02 
405	 3,92471618753802E-02 
406	 2,89076186685984E-02 
407	 1,41969851583889E-02 
408	 1,19792909266435E-02 
409	 1,97967631345921E-02 
410	 3,29787098139983E-02 
411	 3,71496862010602E-02 
412	 0,035408526644626 
413	 3,13472556702558E-02 
414	 2,23431748309678E-02 
415	 1,29744629515399E-02 
416	 1,54473080482049E-02 
417	 1,92049561300294E-02 
418	 0,020628803970988 
419	 2,75163588410199E-02 
420	 3,18138506652826E-02 
421	 2,32321062673096E-02 
