Wavelength	SCORFF200165.asd
325	-0,110438339399014 
326	 0,204362356409474 
327	 0,221470267780425 
328	-5,64224092776471E-02 
329	 5,53665141953792E-02 
330	 0,213724736312365 
331	 0,169364343422921 
332	 7,49886893129166E-02 
333	 2,62456359049733E-02 
334	 0,120713860686526 
335	 0,221611485600786 
336	 0,223217899788938 
337	 0,129245258494231 
338	 1,90953111310347E-02 
339	 0,031055419658174 
340	 6,55823061941115E-02 
341	 8,32592745847616E-02 
342	 5,48125092679079E-02 
343	 5,74527212711844E-02 
344	 9,51153661763169E-02 
345	 8,63474291424419E-02 
346	 6,87383438963442E-02 
347	 8,09959885908035E-02 
348	 0,124626900166106 
349	 0,164650649499943 
350	 0,12712373897182 
351	 8,23405167550491E-02 
352	 6,93257661415381E-02 
353	 7,33978862507533E-02 
354	 7,06814516962247E-02 
355	 3,48058545457396E-02 
356	 0,033712463640937 
357	 6,51928459407778E-02 
358	 8,12435119577526E-02 
359	 8,53233232230568E-02 
360	 7,75177213226608E-02 
361	 4,99526012531044E-02 
362	 3,28923107529125E-02 
363	 6,88829787234043E-02 
364	 0,071710752740369 
365	 4,61947856781938E-02 
366	 8,06946346904392E-02 
367	 0,102877948118686 
368	 7,24950608680568E-02 
369	 3,45438922953337E-02 
370	 1,15386503447902E-02 
371	 3,79003751489636E-02 
372	 5,11877543515142E-02 
373	 4,00863633852395E-02 
374	 4,02881735021758E-02 
375	 3,74094406962543E-02 
376	 0,023415452500134 
377	 4,28305779725546E-02 
378	 7,71303976452147E-02 
379	 7,92088697791383E-02 
380	 6,61506085020401E-02 
381	 4,96066371288282E-02 
382	 6,51770356458271E-02 
383	 7,64177534699505E-02 
384	 5,14901303349821E-02 
385	 3,12257653404588E-02 
386	 2,50008623341085E-02 
387	 3,44486002990518E-02 
388	 0,046870431948152 
389	 5,27037090668377E-02 
390	 3,79691338045946E-02 
391	 2,50659589041527E-02 
392	 4,23408229928092E-02 
393	 4,01550250952436E-02 
394	 0,020198736171672 
395	 2,00654797563283E-02 
396	 2,67783521884333E-02 
397	 0,032904654668627 
398	 3,26973280032426E-02 
