Wavelength	GRA-BER00604.asd
325	 8,06531420089065E-02 
326	-3,32940667927156E-03 
327	 3,37408103426112E-02 
328	 0,159801849478829 
329	 0,233164786428079 
330	 0,203373857603452 
331	 2,33316115546453E-02 
332	-5,30874450275825E-02 
333	 1,21810075930184E-02 
334	 0,211584925572095 
335	 0,225917477342382 
336	 3,86840726862484E-02 
337	-0,106703168053627 
338	-0,117481640730165 
339	 7,05289237814349E-02 
340	 0,134311215248879 
341	 7,88483520670604E-02 
342	 0,040390102750278 
343	 2,40758498823382E-02 
344	 2,82936682422777E-02 
345	-7,20853490532791E-04 
346	-1,52720326869316E-02 
347	 2,84837786423075E-02 
348	 4,59782424950678E-02 
349	 3,70912004708353E-02 
350	 2,43459066415633E-02 
351	 3,34837271312824E-02 
352	 6,70892645497293E-02 
353	 0,10676970311333 
354	 9,96175119052586E-02 
355	-1,59480957791087E-02 
356	-4,70391936527395E-02 
357	 0,019474804869156 
358	 4,76366057999873E-02 
359	 4,32410982775401E-02 
360	 1,82520713781046E-02 
361	 2,47059746254888E-02 
362	 4,91591555754519E-02 
363	 6,08414619543692E-02 
364	 5,89633288938775E-02 
365	 4,40763724233383E-02 
366	 1,83147598505692E-02 
367	 5,86278720373297E-03 
368	 0,020111700357775 
369	 0,036556312055864 
370	 4,59133502090431E-02 
371	 0,041335841929006 
372	 4,13527418859379E-02 
373	 4,76092655392715E-02 
374	 3,94947002994312E-02 
375	 0,035440466906469 
376	 4,77952764930741E-02 
377	 4,09859716134705E-02 
378	 2,66167411990027E-02 
379	 4,28821953242908E-02 
380	 0,049122457589372 
381	 3,95102444132899E-02 
382	 4,62686843540074E-02 
383	 0,053250991795825 
384	 4,46733495027256E-02 
385	 4,01197501234587E-02 
386	 3,76110898265559E-02 
387	 1,67212619836996E-02 
388	 1,95933190111177E-02 
389	 5,06762572844832E-02 
390	 4,01881104700519E-02 
391	 2,11856187083913E-02 
392	 0,038047121164534 
393	 0,029158079812007 
394	 2,52249539917545E-03 
395	 2,70927706785265E-02 
396	 4,46283766887909E-02 
397	 2,96152727257284E-02 
398	 2,38466127831353E-02 
399	 2,62337046739908E-02 
400	 2,79659413256108E-02 
401	 3,15923229385034E-02 
402	 3,53916527354568E-02 
403	 3,30261169085929E-02 
404	 2,83441439136775E-02 
405	 2,43139672564804E-02 
406	 2,14548175299452E-02 
407	 1,98130364609421E-02 
408	 1,81715926955785E-02 
409	 2,29271664837106E-02 
410	 3,15212295093232E-02 
411	 2,51248569475111E-02 
412	 1,72584839293595E-02 
413	 2,04607968283572E-02 
414	 1,88290517907576E-02 
415	 1,38006861466772E-02 
416	 1,58644348439892E-02 
417	 1,99361144471534E-02 
418	 0,023081191997609 
419	 2,17448178893055E-02 
420	 1,87916629166039E-02 
421	 1,82658237601775E-02 
422	 1,85296930551615E-02 
423	 1,94349535476212E-02 
424	 2,21855943087964E-02 
425	 2,21602570995066E-02 
426	 1,77917574881534E-02 
427	 2,07472225267904E-02 
428	 2,59160484266078E-02 
429	 2,13849931082012E-02 
430	 1,80569643854005E-02 
431	 1,88928060893065E-02 
432	 2,20606165456319E-02 
433	 2,35461356264853E-02 
434	 2,03140872263116E-02 
435	 1,91253785788473E-02 
436	 1,96881643211913E-02 
437	 1,77240817919366E-02 
438	 1,63063333976978E-02 
439	 1,62548565123003E-02 
440	 1,43766109622245E-02 
441	 1,41358414450432E-02 
442	 2,00711349609225E-02 
443	 2,21328684646388E-02 
444	 1,92185374871305E-02 
445	 1,60921270954751E-02 
446	 1,50748203772529E-02 
447	 1,74178208643277E-02 
448	 1,97451609574271E-02 
449	 2,10505470625766E-02 
450	 2,06512027393852E-02 
451	 1,91749552736519E-02 
452	 1,76438396595147E-02 
453	 1,90900999584003E-02 
454	 2,13762761165948E-02 
455	 2,24549558937618E-02 
456	 0,023716083339361 
457	 0,025136322038831 
458	 2,61722458694733E-02 
459	 2,67437033166962E-02 
460	 2,66017250718539E-02 
461	 0,024820077317317 
462	 2,20392041252773E-02 
463	 1,91280362200084E-02 
464	 1,87383478897375E-02 
465	 2,01290007655721E-02 
466	 1,77606021576392E-02 
467	 1,69205827815783E-02 
468	 2,06179740864744E-02 
469	 2,27618416471138E-02 
470	 2,22414465938505E-02 
471	 1,83427007466948E-02 
472	 1,70227023580655E-02 
473	 0,019435976344906 
474	 2,01295661489133E-02 
475	 1,97997317862477E-02 
476	 1,94997318438893E-02 
477	 2,08064846547304E-02 
478	 2,23767217498056E-02 
479	 1,91578719001203E-02 
480	 1,81435824632893E-02 
481	 2,17026595713456E-02 
482	 2,15871570974444E-02 
483	 2,00764257253836E-02 
484	 2,19084166532421E-02 
485	 2,03518171772194E-02 
486	 1,59511117791936E-02 
487	 1,74104354523135E-02 
488	 2,04218409435032E-02 
489	 2,15086923621839E-02 
490	 2,13450802028969E-02 
491	 2,00163055772727E-02 
492	 1,73093768312862E-02 
493	 1,59205054810094E-02 
494	 0,016444466945682 
495	 1,57674289875307E-02 
496	 1,56272161757574E-02 
497	 1,81608644997657E-02 
498	 2,01805523584109E-02 
499	 2,06399770564871E-02 
500	 1,85844554790472E-02 
501	 1,74252617704452E-02 
502	 1,89100955829984E-02 
503	 2,01147280988926E-02 
504	 2,01892362494969E-02 
505	 1,82832070988864E-02 
506	 1,74429190974483E-02 
507	 0,018174592824195 
508	 1,81139568739001E-02 
509	 1,78423246988789E-02 
510	 1,79676382450506E-02 
511	 0,018237453715039 
512	 1,86011365835241E-02 
513	 0,019164570312509 
514	 1,91485679742763E-02 
515	 1,84352598277405E-02 
516	 1,86443362975872E-02 
517	 1,92333190022474E-02 
518	 1,92390855848962E-02 
519	 1,91057903738089E-02 
520	 1,88856207181722E-02 
521	 1,82150705402668E-02 
522	 1,82554589715675E-02 
523	 0,019664362027925 
524	 2,01999927828832E-02 
525	 0,019634580911565 
526	 1,81497205045016E-02 
527	 1,73796088352249E-02 
528	 1,77571028799767E-02 
529	 1,78155150253412E-02 
530	 1,76043810777696E-02 
531	 1,73225262899991E-02 
532	 1,74608963468858E-02 
533	 1,79067123608361E-02 
534	 1,80119839536891E-02 
535	 1,76694782885156E-02 
536	 1,69752559824014E-02 
537	 0,017338884434059 
538	 0,018096272501021 
539	 1,76571186815665E-02 
540	 1,74258797608082E-02 
541	 0,017759590098419 
542	 1,82526936217252E-02 
543	 0,018443719005254 
544	 1,79555475934322E-02 
545	 1,79113848768054E-02 
546	 1,83570500967962E-02 
547	 1,88356349047109E-02 
548	 1,87605681076939E-02 
549	 1,79961708288567E-02 
550	 1,79465028804877E-02 
551	 1,81955793065783E-02 
552	 0,017789550735892 
553	 1,83286376893889E-02 
554	 0,019607255134222 
555	 0,018955269473869 
556	 1,82874293970938E-02 
557	 1,91170405429659E-02 
558	 1,89904890234438E-02 
559	 1,80253181133613E-02 
560	 0,017376984799826 
561	 1,79449293591106E-02 
562	 1,97423360102138E-02 
563	 2,01283164943923E-02 
564	 1,99383222212874E-02 
565	 2,06000531724899E-02 
566	 2,12319885339585E-02 
567	 2,15487808154159E-02 
568	 2,12452025405426E-02 
569	 2,11061541400742E-02 
570	 2,17075771511851E-02 
571	 2,29038370553372E-02 
572	 2,41208234640201E-02 
573	 0,02426511476387 
574	 2,40692852969583E-02 
575	 2,39187227857804E-02 
576	 2,42626589442778E-02 
577	 2,50173418247754E-02 
578	 2,60132468144086E-02 
579	 2,62711996427812E-02 
580	 2,58713137848796E-02 
581	 2,58173116696912E-02 
582	 2,59806921079924E-02 
583	 2,62526435947788E-02 
584	 0,026295441768716 
585	 2,59995325706585E-02 
586	 2,52010529235813E-02 
587	 2,50928232024298E-02 
588	 0,025678731443138 
589	 0,025165002036817 
590	 2,43951784216885E-02 
591	 2,42269381847812E-02 
592	 2,43361980888945E-02 
593	 2,44648171804067E-02 
594	 2,40892082511411E-02 
595	 2,36124087104824E-02 
596	 2,33100402586687E-02 
597	 2,36262756831713E-02 
598	 2,39968110426829E-02 
599	 2,35002004452304E-02 
600	 2,36687340944427E-02 
601	 2,43915972665101E-02 
602	 2,35161845863537E-02 
603	 2,25625186533739E-02 
604	 2,26854600749785E-02 
605	 0,022258653993337 
606	 2,14466984360928E-02 
607	 2,13037212046072E-02 
608	 2,12719614186124E-02 
609	 2,11162247706476E-02 
610	 2,06612055455503E-02 
611	 2,02831983094502E-02 
612	 0,020455670137603 
613	 2,03416649799289E-02 
614	 2,00750486414305E-02 
615	 2,09012912007792E-02 
616	 2,14652006837943E-02 
617	 2,09253089429565E-02 
618	 2,00062429316254E-02 
619	 1,94681972616726E-02 
620	 2,06121587402325E-02 
621	 2,14010929503566E-02 
622	 2,12128099609623E-02 
623	 2,07397615717279E-02 
624	 2,04074686062384E-02 
625	 2,06064258146114E-02 
626	 2,10634942442419E-02 
627	 2,17181867203607E-02 
628	 2,26688605634642E-02 
629	 2,33804542078543E-02 
630	 2,35632209824344E-02 
631	 2,34348790131946E-02 
632	 2,33204400379048E-02 
633	 2,36340693811779E-02 
634	 2,46563171845061E-02 
635	 2,60536164295323E-02 
636	 2,61857076056868E-02 
637	 2,61818879959766E-02 
638	 2,69855118289673E-02 
639	 2,73030247869846E-02 
640	 2,73599419050985E-02 
641	 2,83050955039526E-02 
642	 2,93233914866567E-02 
643	 2,99492082770861E-02 
644	 2,95064244940361E-02 
645	 2,90951045800265E-02 
646	 3,01926206628744E-02 
647	 3,09610657230036E-02 
648	 3,10858340238112E-02 
649	 3,11504413058307E-02 
650	 3,16104775561061E-02 
651	 0,032616541131763 
