Wavelength	BELON00115.asd
325	-0,173832941143316 
326	-7,58660990065949E-02 
327	 0,033195516938695 
328	 0,100387385577778 
329	 7,12914131169709E-02 
330	 2,79975437628485E-02 
331	 5,32746360798948E-02 
332	 2,27224423800723E-02 
333	-4,08196454708083E-02 
334	-7,49056491536514E-02 
335	-2,41840483680967E-02 
336	 7,74491114851356E-02 
337	 4,52719353346817E-02 
338	-1,97386041938601E-02 
339	-3,42428126716719E-02 
340	-5,00439514889907E-03 
341	 0,025173244136799 
342	-1,39220655202835E-02 
343	-3,90654016700987E-02 
344	-3,24800510229966E-02 
345	-0,021213597519387 
346	 4,31007809166678E-03 
347	 5,16421919066724E-02 
348	 3,70285462404228E-02 
349	-1,36449001356926E-02 
350	-3,75099824238433E-03 
351	 1,47085087923482E-02 
352	 2,03704218921073E-02 
353	 7,17886267474917E-03 
354	-5,9150386830687E-03 
355	 5,78470748826412E-03 
356	 1,42195330163912E-02 
357	 1,66875866171924E-02 
358	 2,32404875301868E-02 
359	 1,69568326966901E-02 
360	-5,20362243587596E-03 
361	-4,15771670036422E-03 
362	 3,42773812174757E-03 
363	-1,18701220232417E-02 
364	-4,25742011486118E-03 
365	 2,25949331736159E-02 
366	 1,68576239944843E-02 
367	 5,5942686353214E-03 
368	 5,51808122996128E-03 
369	 8,12420655241519E-03 
370	 7,28703247455604E-03 
371	-8,27539060743166E-03 
372	 6,17592768299205E-04 
373	 2,90283958157617E-02 
374	 7,10300407641108E-03 
375	-7,99854512406183E-03 
376	 2,33599284989326E-02 
377	 0,024199688508421 
378	 1,50334960630465E-03 
379	-8,29775495693703E-03 
380	-2,71862595178904E-03 
381	 1,66649837158799E-02 
382	 3,00159731576676E-02 
383	 2,87493162089156E-02 
384	 9,6330501496864E-03 
385	 7,85090007680715E-03 
386	 1,77331475835509E-02 
387	 4,85410289962731E-03 
388	-5,49547235855876E-03 
389	-3,95313032497343E-03 
390	 4,6118399647899E-03 
391	 1,09862605225698E-02 
392	 5,02937496461615E-03 
393	 4,4238458501136E-03 
394	 8,82841818367074E-03 
395	 3,38189013117233E-03 
396	 7,63099787708094E-03 
