Wavelength	GRA-BER00485.asd
325	 0,29155510970427 
326	 0,245993327987804 
327	 0,227983080624132 
328	 0,258713463917411 
329	 0,158105357967404 
330	 7,41618385008848E-02 
331	 0,167961021347035 
332	 0,127390461839653 
333	 2,15334471680585E-02 
334	 8,20095534325705E-02 
335	 0,10914628592972 
336	 6,79701035496998E-02 
337	 8,28016267152119E-03 
338	-1,84663696693268E-02 
339	 3,21454185635334E-02 
340	 6,31046602240258E-02 
341	 5,86635549628501E-02 
342	 2,07941675113832E-02 
343	 3,87074560866856E-02 
344	 0,11578817192481 
345	 0,102985935347451 
346	 7,13888150987312E-02 
347	 9,79428382091667E-02 
348	 0,101354777946823 
349	 8,59125216727377E-02 
350	 8,36377801254773E-02 
351	 0,104667959997662 
352	 0,13690016474573 
353	 0,125792288215782 
354	 9,36201820208245E-02 
355	 6,51852720363264E-02 
356	 4,92351581329005E-02 
357	 5,17182960227949E-02 
358	 7,81769652805728E-02 
359	 8,42669291090147E-02 
360	 6,29865187511127E-02 
361	 7,98857636567581E-02 
362	 0,107063262782889 
363	 9,40663369163742E-02 
364	 7,37019094913915E-02 
365	 5,34266622800549E-02 
366	 3,04958109467452E-02 
367	 3,29414799979093E-02 
368	 7,33893894414657E-02 
369	 0,111120349242422 
370	 0,124539126708861 
371	 9,10038753579586E-02 
372	 7,74170538632349E-02 
373	 9,42198484375299E-02 
374	 8,13948565578503E-02 
375	 7,10985903177072E-02 
376	 8,49380190155253E-02 
377	 0,057517379725383 
378	 1,72149908932192E-02 
379	 4,51052767084006E-02 
380	 7,10904317454875E-02 
381	 7,63909768086077E-02 
382	 6,77885337475696E-02 
383	 6,16690149993505E-02 
384	 7,21480561523715E-02 
385	 8,53427155531045E-02 
386	 9,13414795241969E-02 
387	 7,36072685042866E-02 
388	 6,59985106893895E-02 
389	 7,84428767895836E-02 
390	 7,70426420038634E-02 
391	 7,24877775276682E-02 
392	 7,98459215254286E-02 
393	 8,39897623894108E-02 
394	 8,18908094773713E-02 
395	 7,44152569363771E-02 
396	 6,89387773271832E-02 
397	 0,068217265374333 
398	 6,16521499804486E-02 
399	 5,82460299193914E-02 
400	 7,29805200123898E-02 
401	 7,62148913072571E-02 
402	 6,76209226467338E-02 
403	 7,58855900519539E-02 
404	 8,23394289727891E-02 
405	 7,45275910124879E-02 
406	 6,35842705674263E-02 
407	 5,75400309152309E-02 
408	 0,068304171277053 
409	 7,55780245855274E-02 
410	 7,42672478677168E-02 
411	 7,62486613717845E-02 
412	 7,30425184238006E-02 
413	 5,73752727042138E-02 
414	 5,39788789965218E-02 
415	 6,23891157044226E-02 
416	 6,96811306775735E-02 
417	 7,34758022529286E-02 
418	 7,25285259211338E-02 
419	 6,96833075388779E-02 
420	 6,60508810765484E-02 
421	 6,26610024173661E-02 
422	 6,19318818019486E-02 
423	 6,42259957068095E-02 
424	 6,96239098645245E-02 
425	 7,11379042567172E-02 
426	 6,58419722842967E-02 
427	 6,66606225079709E-02 
428	 7,00224478735619E-02 
429	 6,62349241902137E-02 
430	 6,43948198726288E-02 
431	 6,64262696721755E-02 
432	 0,068827164428791 
433	 6,90336208968988E-02 
434	 6,54076470336306E-02 
435	 6,55231295698303E-02 
436	 6,85445501283125E-02 
437	 6,85367318226529E-02 
438	 6,90375300487512E-02 
439	 7,05677707654166E-02 
440	 6,79667451877393E-02 
441	 6,45873754076468E-02 
442	 6,50517468078928E-02 
443	 0,067588448971199 
444	 6,98063408244086E-02 
445	 6,45190814452652E-02 
446	 6,33616050134441E-02 
447	 7,19548130186238E-02 
448	 7,13657893035631E-02 
449	 6,71492674387265E-02 
450	 7,50913997281881E-02 
451	 7,63604214718055E-02 
452	 6,85035281477191E-02 
453	 0,067895965793445 
454	 7,07698316003763E-02 
455	 7,27876424144051E-02 
456	 0,071883011824812 
457	 6,97716537456485E-02 
458	 7,24395343021696E-02 
459	 7,48983481433325E-02 
460	 0,075055095217258 
