Wavelength	AULNE200193.asd
325	 0,115482692227301 
326	 0,293566935269515 
327	 0,350910654087197 
328	 0,243420329998329 
329	 0,12682835466681 
330	 4,81938228716535E-02 
331	 5,35803004435291E-02 
332	 6,53924513152556E-02 
333	 0,079220170427181 
334	 0,115558904955954 
335	 0,11895855668873 
336	 0,102149086697936 
337	 0,190879892440992 
338	 0,25726648400769 
339	 0,171884241865506 
340	 0,110518317327901 
341	 9,77187438971447E-02 
342	 0,106903167653876 
343	 0,109757253755342 
344	 9,56295776904149E-02 
345	 7,67043320689526E-02 
346	 6,96341796959346E-02 
347	 7,92369859639996E-02 
348	 6,32194514400149E-02 
349	 0,033759397085999 
350	 3,46137438969678E-02 
351	 0,052976490986616 
352	 7,92248399070294E-02 
353	 8,86383722855486E-02 
354	 7,27669197221774E-02 
355	 2,75805410083812E-02 
356	 0,026808562010055 
357	 0,063938396071332 
358	 7,19388418714616E-02 
359	 6,00659818004644E-02 
360	 3,70479904194415E-02 
361	 3,90119174878514E-02 
362	 5,59633478122425E-02 
363	 0,069849987259489 
364	 8,00913997162292E-02 
365	 8,01216641691967E-02 
366	 4,60037785839612E-02 
367	 4,25120215975537E-02 
368	 9,17844318880418E-02 
369	 6,25405369393166E-02 
370	 3,16650391721384E-03 
371	 3,99071402481326E-02 
372	 4,27048585300972E-02 
373	 3,27051159769306E-03 
374	 5,05648696405275E-02 
375	 7,67980977558065E-02 
376	 1,05743271352873E-02 
377	 7,33107298990888E-03 
378	 4,85331259119825E-02 
379	 4,00946804340659E-02 
380	 0,042206860871926 
381	 6,33550251050456E-02 
382	 5,86812107080583E-02 
383	 5,22038930761844E-02 
384	 6,69209103144408E-02 
385	 6,43137371814392E-02 
386	 4,84203419754256E-02 
387	 3,99151332420838E-02 
388	 3,81338402659721E-02 
389	 4,26331376196351E-02 
390	 4,35797585940622E-02 
391	 4,40345177690085E-02 
392	 4,84450897370602E-02 
393	 4,45018708307483E-02 
394	 3,57499926281219E-02 
395	 4,15072052917553E-02 
396	 0,044085028753916 
397	 3,68938021240177E-02 
398	 4,22866606437986E-02 
399	 5,08967038549094E-02 
400	 4,48685629859236E-02 
401	 4,80713749629155E-02 
402	 5,84944691201487E-02 
403	 4,47918905474143E-02 
404	 3,94048216713124E-02 
405	 6,08916857449934E-02 
406	 6,14149098421262E-02 
407	 4,78668371877699E-02 
408	 4,76485734968232E-02 
409	 4,78993406145358E-02 
410	 0,045021766984896 
411	 3,79703801096024E-02 
412	 3,29406641262929E-02 
413	 3,55936490086365E-02 
414	 4,21348686702984E-02 
415	 4,74782924316822E-02 
416	 4,05485559399933E-02 
